Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.countryCreation,Subject,Name.creator,Name.contributor,Name.interviewer,Name.subject,Name.interviewee,Name.photographer,Name.repository,Language,Alt ID.local,Format.medium,Title,Date.creation,Coverage.temporal,Description.abstract,Publisher.publisherName,Relation.isPartOf,Format.extent,Description.note,Source,Relation.relatedTo,AltTitle.uniform,Description.biographicalNote,Coverage.geographic,Description.tableOfContents,Publisher.placeOfOrigin,Bucketeer State,IIIF Access URL
American College of Neuropsychopharmacology,ark:/21198/z1hh890g,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_078.tif,79,,,,,,,,,,,,,,,,,,,Page 78,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh890g
American College of Neuropsychopharmacology,ark:/21198/z1cr7jc3,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_079.tif,80,,,,,,,,,,,,,,,,,,,Page 79,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7jc3
American College of Neuropsychopharmacology,ark:/21198/z1835h0h,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_080.tif,81,,,,,,,,,,,,,,,,,,,Page 80,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835h0h
American College of Neuropsychopharmacology,ark:/21198/z14b4rbp,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_081.tif,82,,,,,,,,,,,,,,,,,,,Page 81,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b4rbp
American College of Neuropsychopharmacology,ark:/21198/z10k40mb,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_082.tif,83,,,,,,,,,,,,,,,,,,,Page 82,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k40mb
American College of Neuropsychopharmacology,ark:/21198/z1vt3h25,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_083.tif,84,,,,,,,,,,,,,,,,,,,Page 83,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3h25
American College of Neuropsychopharmacology,ark:/21198/z1r22r99,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_084.tif,85,,,,,,,,,,,,,,,,,,,Page 84,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22r99
American College of Neuropsychopharmacology,ark:/21198/z1m920kz,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_085.tif,86,,,,,,,,,,,,,,,,,,,Page 85,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m920kz
American College of Neuropsychopharmacology,ark:/21198/z1gj17zk,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_086.tif,87,,,,,,,,,,,,,,,,,,,Page 86,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj17zk
American College of Neuropsychopharmacology,ark:/21198/z1bv96k4,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_087.tif,88,,,,,,,,,,,,,,,,,,,Page 87,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv96k4
American College of Neuropsychopharmacology,ark:/21198/z1738fxm,ark:/21198/zz001hd6s3/4h785s92,,,Page,acnp/image/21198-zz001hd6s3-3-master_088.tif,89,,,,,,,,,,,,,,,,,,,Page 88,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738fxm
American College of Neuropsychopharmacology,ark:/21198/z13b7q4d,ark:/21198/zz001hd6s3/9p015663,,,Page,acnp/image/21198-zz001hd6s3-4-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7q4d
American College of Neuropsychopharmacology,ark:/21198/z1zk76mn,ark:/21198/zz001hd6s3/5t641w0p,,,Page,acnp/image/21198-zz001hd6s3-5-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk76mn
American College of Neuropsychopharmacology,ark:/21198/z1tt6fvg,ark:/21198/zz001hd6s3/5t641w0p,,,Page,acnp/image/21198-zz001hd6s3-5-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6fvg
American College of Neuropsychopharmacology,ark:/21198/z1q25q5x,ark:/21198/zz001hd6v4,,,Page,acnp/image/21198-zz001hd6v4-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25q5x
American College of Neuropsychopharmacology,ark:/21198/z1k94zh3,ark:/21198/zz001hd6v4,,,Page,acnp/image/21198-zz001hd6v4-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94zh3
American College of Neuropsychopharmacology,ark:/21198/z1fn2x5n,ark:/21198/zz001hd6v4,,,Page,acnp/image/21198-zz001hd6v4-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2x5n
American College of Neuropsychopharmacology,ark:/21198/z19w25jn,ark:/21198/zz001hd6v4,,,Page,acnp/image/21198-zz001hd6v4-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w25jn
American College of Neuropsychopharmacology,ark:/21198/z1641drb,ark:/21198/zz001hd6wn,,,Page,acnp/image/21198-zz001hd6wn-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641drb
American College of Neuropsychopharmacology,ark:/21198/z12c0p0k,ark:/21198/zz001hd6wn,,,Page,acnp/image/21198-zz001hd6wn-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0p0k
American College of Neuropsychopharmacology,ark:/21198/z1xm05gt,ark:/21198/zz001hd6wn,,,Page,acnp/image/21198-zz001hd6wn-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm05gt
American College of Neuropsychopharmacology,ark:/21198/z1st9drj,ark:/21198/zz001hd6wn,,,Page,acnp/image/21198-zz001hd6wn-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9drj
American College of Neuropsychopharmacology,ark:/21198/z1p28p4w,ark:/21198/zz001hd6wn,,,Page,acnp/image/21198-zz001hd6wn-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28p4w
American College of Neuropsychopharmacology,ark:/21198/z1jd6mrk,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6mrk
American College of Neuropsychopharmacology,ark:/21198/z1dn5w2q,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5w2q
American College of Neuropsychopharmacology,ark:/21198/z18w549x,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w549x
American College of Neuropsychopharmacology,ark:/21198/z1544chm,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544chm
American College of Neuropsychopharmacology,ark:/21198/z11c3msw,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3msw
American College of Neuropsychopharmacology,ark:/21198/z1wm34cw,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm34cw
American College of Neuropsychopharmacology,ark:/21198/z1rv2crh,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2crh
American College of Neuropsychopharmacology,ark:/21198/z1n60bbg,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60bbg
American College of Neuropsychopharmacology,ark:/21198/z1hd9kp3,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9kp3
American College of Neuropsychopharmacology,ark:/21198/z1cn8twg,ark:/21198/zz001hd6zp/d772qc31,,,Page,acnp/image/21198-zz001hd6zp-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8twg
American College of Neuropsychopharmacology,ark:/21198/z17w833n,ark:/21198/zz001hd6zp/1759pz9j,,,Page,acnp/image/21198-zz001hd6zp-2-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w833n
American College of Neuropsychopharmacology,ark:/21198/z1447bc7,ark:/21198/zz001hd6zp/c5166j9t,,,Page,acnp/image/21198-zz001hd6zp-3-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447bc7
American College of Neuropsychopharmacology,ark:/21198/z10c6kqd,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6kqd
American College of Neuropsychopharmacology,ark:/21198/z1vm638z,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm638z
American College of Neuropsychopharmacology,ark:/21198/z1qz41x3,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz41x3
American College of Neuropsychopharmacology,ark:/21198/z1m6399f,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m6399f
American College of Neuropsychopharmacology,ark:/21198/z1gf2jht,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2jht
American College of Neuropsychopharmacology,ark:/21198/z1bp1srn,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1srn
American College of Neuropsychopharmacology,ark:/21198/z16x121q,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x121q
American College of Neuropsychopharmacology,ark:/21198/z13509c6,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13509c6
American College of Neuropsychopharmacology,ark:/21198/z1zg8h5w,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8h5w
American College of Neuropsychopharmacology,ark:/21198/z1tq7rjh,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7rjh
American College of Neuropsychopharmacology,ark:/21198/z1pz70vm,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz70vm
American College of Neuropsychopharmacology,ark:/21198/z1k66835,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66835
American College of Neuropsychopharmacology,ark:/21198/z1ff5h9j,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5h9j
American College of Neuropsychopharmacology,ark:/21198/z19p4rkt,ark:/21198/zz001hd72q/bq36wq19,,,Page,acnp/image/21198-zz001hd72q-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4rkt
American College of Neuropsychopharmacology,ark:/21198/z15x40xc,ark:/21198/zz001hd72q/z645v19c,,,Page,acnp/image/21198-zz001hd72q-2-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x40xc
American College of Neuropsychopharmacology,ark:/21198/z1281zhz,ark:/21198/zz001hd72q/z645v19c,,,Page,acnp/image/21198-zz001hd72q-2-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281zhz
American College of Neuropsychopharmacology,ark:/21198/z1xh1g4d,ark:/21198/zz001hd72q/z645v19c,,,Page,acnp/image/21198-zz001hd72q-2-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1g4d
American College of Neuropsychopharmacology,ark:/21198/z1sr0qf4,ark:/21198/zz001hd72q/z645v19c,,,Page,acnp/image/21198-zz001hd72q-2-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0qf4
American College of Neuropsychopharmacology,ark:/21198/z1nz9znz,ark:/21198/zz001hd737,,,Page,acnp/image/21198-zz001hd737-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nz9znz
American College of Neuropsychopharmacology,ark:/21198/z1j696v1,ark:/21198/zz001hd737,,,Page,acnp/image/21198-zz001hd737-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j696v1
American College of Neuropsychopharmacology,ark:/21198/z1df8g4q,ark:/21198/zz001hd737,,,Page,acnp/image/21198-zz001hd737-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8g4q
American College of Neuropsychopharmacology,ark:/21198/z18p7qhb,ark:/21198/zz001hd737,,,Page,acnp/image/21198-zz001hd737-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7qhb
American College of Neuropsychopharmacology,ark:/21198/z1515p6n,ark:/21198/zz001hd737,,,Page,acnp/image/21198-zz001hd737-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515p6n
American College of Neuropsychopharmacology,ark:/21198/z1184xjt,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_001.tif,1,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1184xjt
American College of Neuropsychopharmacology,ark:/21198/z1wh4f2x,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_002.tif,2,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4f2x
American College of Neuropsychopharmacology,ark:/21198/z1rr3p7v,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_003.tif,3,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3p7v
American College of Neuropsychopharmacology,ark:/21198/z1n02xg0,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_004.tif,4,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02xg0
American College of Neuropsychopharmacology,ark:/21198/z1h725rn,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_005.tif,5,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h725rn
American College of Neuropsychopharmacology,ark:/21198/z1cg1f37,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_006.tif,6,,,,,,,,,,,,,,,,,,,Page 6,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1f37
American College of Neuropsychopharmacology,ark:/21198/z17s9cqc,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_007.tif,7,,,,,,,,,,,,,,,,,,,Page 7,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9cqc
American College of Neuropsychopharmacology,ark:/21198/z1418n3q,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_008.tif,8,,,,,,,,,,,,,,,,,,,Page 8,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418n3q
American College of Neuropsychopharmacology,ark:/21198/z1087wbj,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_009.tif,9,,,,,,,,,,,,,,,,,,,Page 9,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1087wbj
American College of Neuropsychopharmacology,ark:/21198/z1vh7cv7,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_010.tif,10,,,,,,,,,,,,,,,,,,,Page 10,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7cv7
American College of Neuropsychopharmacology,ark:/21198/z1qr6n21,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_011.tif,11,,,,,,,,,,,,,,,,,,,Page 11,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6n21
American College of Neuropsychopharmacology,ark:/21198/z1m05wc2,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_012.tif,12,,,,,,,,,,,,,,,,,,,Page 12,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05wc2
American College of Neuropsychopharmacology,ark:/21198/z1g754qm,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_013.tif,13,,,,,,,,,,,,,,,,,,,Page 13,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g754qm
American College of Neuropsychopharmacology,ark:/21198/z1bk3398,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_014.tif,14,,,,,,,,,,,,,,,,,,,Page 14,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3398
American College of Neuropsychopharmacology,ark:/21198/z16t2bpw,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_015.tif,15,,,,,,,,,,,,,,,,,,,Page 15,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2bpw
American College of Neuropsychopharmacology,ark:/21198/z1321kx1,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_016.tif,16,,,,,,,,,,,,,,,,,,,Page 16,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321kx1
American College of Neuropsychopharmacology,ark:/21198/z1z913c7,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_017.tif,17,,,,,,,,,,,,,,,,,,,Page 17,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z913c7
American College of Neuropsychopharmacology,ark:/21198/z1tj0bm2,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_018.tif,18,,,,,,,,,,,,,,,,,,,Page 18,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0bm2
American College of Neuropsychopharmacology,ark:/21198/z1pr9kws,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_019.tif,19,,,,,,,,,,,,,,,,,,,Page 19,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9kws
American College of Neuropsychopharmacology,ark:/21198/z1k08v84,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_020.tif,20,,,,,,,,,,,,,,,,,,,Page 20,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08v84
American College of Neuropsychopharmacology,ark:/21198/z1fb6sx8,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_021.tif,21,,,,,,,,,,,,,,,,,,,Page 21,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6sx8
American College of Neuropsychopharmacology,ark:/21198/z19k6287,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_022.tif,22,,,,,,,,,,,,,,,,,,,Page 22,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k6287
American College of Neuropsychopharmacology,ark:/21198/z15t59jh,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_023.tif,23,,,,,,,,,,,,,,,,,,,Page 23,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t59jh
American College of Neuropsychopharmacology,ark:/21198/z1224jr6,ark:/21198/zz001hd74r,,,Page,acnp/image/21198-zz001hd74r-1-master_024.tif,24,,,,,,,,,,,,,,,,,,,Page 24,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224jr6
