Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","View of a round mirror reflecting 4 framed fashion illustrations on a wall in ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gkr,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0231,"View of a round mirror reflecting 4 framed fashion illustrations on a wall in ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0231.jpg,uclamss_893_0231.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gm8,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0232,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including two x-back chairs with upholstered seats framing a curtained doorway, a round wall mirror. The floor is covered in carpet with a design formed by thin rectangles. A room with a wall covered in striped panels is visible beyond.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peers - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0232.jpg,uclamss_893_0232.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gns,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0233,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco interior decoration including dark paneled walls with light, narrow horizontal bands, a sconce, and a narrow wall mirror behind a low mirror-topped table with small wooden sculpture of a woman. The floor is covered with a curvilinear design, perhaps formed by inlaid wood.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0233.jpg,uclamss_893_0233.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gp9,,Clothing stores $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0234,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered bench, the walls decorated with three framed fashion illustrations and and an overhead light fixture.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0234.jpg,uclamss_893_0234.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gqt,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0235,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered chair, an x-back chair with a upholstered seat, a wood paneled cabinet, the walls decorated with two framed fashion illustrations and two sconces. There is an elaborate paneled wooden door and the floor is covered in carpet with a design formed by thin rectangles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peers - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0235.jpg,uclamss_893_0235.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2grb,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0236,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered chair and 2 matching ottomans, an x-back chair with uphlstered seat, the walls decorated with a sconce, and four framed fashion illustrations. The floor is covered in carpet with a design formed by thin rectangles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0236.jpg,uclamss_893_0236.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Sign reading ""irene LTD"" on the outside of a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gsv,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0237,"Sign reading ""irene LTD"" on the outside of a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Close-up view of a sign on the outside of the shop of fashion designer Irene Lentz Gibbons reading ""irene LTD""",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0237.jpg,uclamss_893_0237.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gtc,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0238,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco stye furnishings including an upholstered chair, an x-back chair with an upholstered seat, a wood paneled cabinet, a wood paneled round table, the walls decorated with two framed fashion illustrations and two sconces. There is an elaborate paneled wooden door and the floor is covered in carpet with a design formed by thin rectangles.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0238.jpg,uclamss_893_0238.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gvw,,Conductors|~|Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0239,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including two upholstered chairs, a wood paneled niche desk with an x-back chair (left), a wood paneled cabinet (right), the walls decorated with a framed fashion illustration and a wood relief sculpture of a woman's head. Curtained French doors open to a narrow balcony.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peers - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0239.jpg,uclamss_893_0239.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","View of a fitting room in ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",21198/zz002h2gwd,,Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Irene, $d 1901-1962","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1930,uclamss_893_0240,"View of a fitting room in ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)",[circa 1930?],1 photographic negative,b&w nitrate negative,"Interior view of ""Irene LTD,"" a fitting room in a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an x-back chair with an upholstered seat and foot stool and a large wall mirror illuminated by a sconce.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson],,,,,uclamss_893_0240.jpg,uclamss_893_0240.tif,Work,21198/zz002h2fpt
