Project Name,Item ARK,Parent ARK,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Rights.publicationNote,Name.subject,Subject.geographicPlace,Rights.servicesContact,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Subject.category,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Coverage.spatialLatitude,Coverage.spatialLongitude,Alt ID.callNo,AltTitle.other,Alt ID.url,Description.abstract,masterImageName
Arkatov (James) Collection,21198/zz001gqr75,21198/zz001dzc12,Work,21198-zz001gqr75_1273430_master.tif,,still image,Black-and-white photographs,Drummers (Musicians) $z California $z Los Angeles,copyrighted,Y,unknown,,,,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.","Arkatov, James, $d1920-",Entertainment|~|People|~|Arts,[between 1986 and 2002?],1986/2002,Black and white photograph of California drummer and percussionist Ndugu Chancler playing drums.,California--Los Angeles,uclamus_340_b1_f3,Ndugu (Leon) Chancler playing drums in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr75_1273430_master.tif
Arkatov (James) Collection,21198/zz001gqr8p,21198/zz001dzc12,Work,21198-zz001gqr8p_1273190_master.tif,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,,"Carter, Regina",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"October, 1999",1999-10,Black and white photograph of American violinist Regina Carter performing.,California--Los Angeles,uclamus_340_b1_f3,"Regina Carter playing violin, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr8p_1273190_master.tif
Arkatov (James) Collection,21198/zz001gqr96,21198/zz001dzc12,Work,21198-zz001gqr96_1273424_master.tif,,still image,Black-and-white photographs,Saxophonists--United States|~|Musicians $z Brazil,copyrighted,Y,unknown,,"Caymmi, Dori, $d 1943-|~|Mayo, Scott",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi (guitar) and American jazz saxophonist Scott Mayo (sax).",California--Los Angeles,uclamus_340_b1_f3,Dori Caymmi playing guitar and Scott Mayo on saxophone [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr96_1273424_master.tif
Arkatov (James) Collection,21198/zz001gqrbq,21198/zz001dzc12,Work,21198-zz001gqrbq_1273433_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Charlap, Bill",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"July, 1997",1997-07,"Black and white photograph of American jazz pianist Bill Charlap wearing a coat and tie, and possibly seated at a piano. His face is reflected on a diagonal above.",California--Los Angeles,uclamus_340_b1_f3,Bill Charlap performing in Los Angeles [descriptive],8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001gqrbq_1273433_master.tif
Arkatov (James) Collection,21198/zz001gqrc7,21198/zz001dzc12,Work,21198-zz001gqrc7_1273436_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Cheatham, Jeannie",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"October, 1995",1995-10,Black and white photograph of pianist and singer Jeannie Cheatham singing.,California--Los Angeles,uclamus_340_b1_f3,"Jeannie Cheatham singing, Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqrc7_1273436_master.tif
Arkatov (James) Collection,21198/zz001h8t24,21198/zz001dzc12,Work,21198-zz001h8t24_1273505_master.tif,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,,"Clayton, John, $d 1952-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,"Black and white photograph of American double bass player, composer, arranger, and bandleader John Clayton playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,John Clayton playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t24_1273505_master.tif
Arkatov (James) Collection,21198/zz001h8t3n,21198/zz001dzc12,Work,21198-zz001h8t3n_1273508_master.tif,,still image,Black-and-white photographs,Double bassists $z California $z Los Angeles,copyrighted,Y,unknown,,"Clayton, John, $d 1952-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"September, 1995",1995-09,"Black and white photograph of American double bass player, composer, arranger, and bandleader John Clayton playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,John Clayton playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t3n_1273508_master.tif
Arkatov (James) Collection,21198/zz001h8t45,21198/zz001dzc12,Work,21198-zz001h8t45_1273467_master.tif,,still image,Black-and-white photographs,Composers $z California $z Los Angeles|~|Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People,"September, 1999",1999-09,Black and white photographic portrait of Los Angeles jazz pianist and composer Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs in Los Angeles, California [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t45_1273467_master.tif
Arkatov (James) Collection,21198/zz001h8t5p,21198/zz001dzc12,Work,21198-zz001h8t5p_1273493_master.tif,,still image,Black-and-white photographs,Photographers $z California $z Los Angeles,copyrighted,Y,unknown,,"Claxton, William",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People,"October, 1995",1995-10,"Black and white photographic portrait of photographer William (aka Clax) Claxton. Claxton was noted for his photographs of jazz musicians, particularly Chet Baker.",Claifornia--Los Angeles,uclamus_340_b1_f3,"William ""Clax"" Claxton in Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001h8t5p_1273493_master.tif
Arkatov (James) Collection,21198/zz001h8t66,21198/zz001dzc12,Work,21198-zz001h8t66_1273440_master.tif,,still image,Black-and-white photographs,Jazz musicians $z United States|~|Pianists $z United States,copyrighted,Y,unknown,,"Chestnut, Cyrus",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums|~|Pianos,,,,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American jazz pianist Cyrus Chestnut and two unidentified musicians (possibly Alvester Garnett on drums and Dezron Douglas on bass?).,California--Los Angeles,uclamus_340_b1_f3,"Cyrus Chestnut and two unidentified musicians performing, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t66_1273440_master.tif
Arkatov (James) Collection,21198/zz001h8t7q,21198/zz001dzc12,Work,21198-zz001h8t7q_1273482_master.tif,,still image,Black-and-white photographs,Photographers $z California $z Los Angeles,copyrighted,Y,unknown,,"Claxton, William",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Cameras,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People,"October, 1995",1995-10,"Black and white photograph of photographer William (aka Clax) Claxton holding a camera near his chin. Claxton was noted for his photographs of jazz musicians, particularly Chet Baker.",California--Los Angeles,uclamus_340_b1_f3,"William ""Clax"" Claxton holding a camera, Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t7q_1273482_master.tif
Arkatov (James) Collection,21198/zz001h8t87,21198/zz001dzc12,Work,21198-zz001h8t87_1273478_master.tif,,still image,Black-and-white photographs,Composers $z California $z Los Angeles|~|Pianists $z California $z Los Angeles,copyrighted,Y,unknown,,"Childs, Billy",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,[1999?],1999,Black and white photograph of American jazz pianist and composer Billy Childs seated at a piano.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs seated at a piano, Los Angeles, California [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t87_1273478_master.tif
Arkatov (James) Collection,21198/zz001h8t9r,21198/zz001dzc12,Work,21198-zz001h8t9r_1273499_master.tif,,still image,Black-and-white photographs,Photographers $z California $z Los Angeles,copyrighted,Y,unknown,,"Claxton, William",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,,,People,"October, 1995",1995-10,"Black and white photographic portrait of photographer William (aka Clax) Claxton. Claxton was noted for his photographs of jazz musicians, particularly Chet Baker.",California--Los Angeles,uclamus_340_b1_f3,"William ""Clax"" Claxton in Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t9r_1273499_master.tif
Arkatov (James) Collection,21198/zz001h8tb8,21198/zz001dzc12,Work,21198-zz001h8tb8_1273457_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,,"Chestnut, Cyrus",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American jazz pianist Cyrus Chestnut.,California--Los Angeles,uclamus_340_b1_f3,"Cyrus Chestnut playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8tb8_1273457_master.tif
Arkatov (James) Collection,21198/zz001h8tcs,21198/zz001dzc12,Work,21198-zz001h8tcs_1273449_master.tif,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,,unknown,"Chestnut, Cyrus",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Pianos,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"May 15, 1996",1996-05-15,Black and white photograph of American jazz pianist Cyrus Chestnut.,California--Los Angeles,uclamus_340_b1_f3,"Cyrus Chestnut playing piano, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8tcs_1273449_master.tif
Arkatov (James) Collection,21198/zz001h8vf9,21198/zz001dzc12,Work,21198-zz001h8vf9_1274041_master.tif,,still image,Black-and-white photographs,Jazz musicians $z California $z Los Angeles,copyrighted,Y,unknown,,"Collette, Buddy, $d 1921-|~|UCLA Hammer Museum of Art and Cultural Center",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Guitars|~|Drums|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Events|~|People|~|Arts,"[July, 1997?]",1997-07,"Black and white photograph of Los Angeles saxophonist, clarinetist, flutist, and composer Buddy Collette playing the saxophone, and unidentified musicians playing guitar, drums and double bass.",California--Los Angeles,uclamus_340_b1_f3,Buddy Collette and company at the Armand Hammer Museum in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,34.05891266584845,-118.44389855861664,,,,,21198-zz001h8vf9_1274041_master.tif
Arkatov (James) Collection,21198/zz001h8vgt,21198/zz001dzc12,Work,21198-zz001h8vgt_1273607_master.tif,,still image,Black-and-white photographs,Saxophonists--United States|~|Double bassists $z United States,copyrighted,Y,unknown,,"Clayton Brothers|~|Clayton, John, $d 1952-|~|Clayton, Jeff|~|UCLA Hammer Museum of Art and Cultural Center",,,eng,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Events|~|People|~|Arts,"July, 1998",1998-07,"Black and white photograph of the Clayton Brothers performing in the courtyard of the Armand Hammer Museum in Los Angeles. American double bass player, composer, arranger, and bandleader John Clayton is playing the double bass, saxophonist Jeff Clayton (John Clayton's brother) is playing the saxophone, and an unidentified musician playing drums.",California--Los Angeles,uclamus_340_b1_f3,Clayton Brothers performing at the Armand Hammer Museum in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,34.05891266584845,-118.44389855861664,,,,,21198-zz001h8vgt_1273607_master.tif
Arkatov (James) Collection,21198/zz001h8vhb,21198/zz001dzc12,Work,21198-zz001h8vhb_1273517_master.tif,,still image,Black-and-white photographs,Conductors (Music)--United States,copyrighted,Y,unknown,,"Clayton, John, $d 1952-",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,Entertainment|~|People|~|Arts,"September, 1995",1995-09,"Black and white photograph of American double bass player, composer, arranger, and bandleader John Clayton conducting a number of musicians.",California--Los Angeles,uclamus_340_b1_f3,John Clayton conducting musicians in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8vhb_1273517_master.tif
Arkatov (James) Collection,21198/zz001h8vjv,21198/zz001dzc12,Work,21198-zz001h8vjv_1274026_master.tif,,still image,Black-and-white photographs,Saxophonists--United States,copyrighted,Y,unknown,,"Coleman, George|~|Hart, Antonio|~|Harrison, Don, $c singer",,,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses|~|Drums|~|Saxophones,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,People|~|Arts,"[November, 1999?]",1999-11,Black and white photograph of American tenor saxophonist and bandleader George Coleman (center) with American alto saxophonist Don Harrison and American alto saxophonist and leader Antonio Hart.,California--Los Angeles,uclamus_340_b1_f3,"George Coleman, Don Harrison, and Antonio Hart playing saxophones, Los Angeles, November 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8vjv_1274026_master.tif
