Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091ts0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091ts0-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,"Ain, Gregory, 1908-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Kun House (Hollywood, Calif.)","Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",15 x 24 cm. (6 x 9.5 in.),clus_1179_b832_f4_2,,,"Kun House, exterior view of East side",1950,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091ts0
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091tth,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091tth-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,schools (buildings),US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Kester Avenue School (Sherman Oaks, Calif.)","Richard and Dion Neutra, Architects and Associates","Shulman, Julius",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b829_f5_4,,,"Kester Avenue School, exterior view from Northeast",1951,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091tth
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091tv1,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091tv1-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,schools (buildings),US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Kester Avenue School (Sherman Oaks, Calif.)","Richard and Dion Neutra, Architects and Associates","Shulman, Julius",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b829_f5_2,,,"Kester Avenue School, exterior entrance and grounds",1951,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091tv1
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zkt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zkt-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Livingston House (Chattanooga, Tenn.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b835_f4_1,,Image reproduced in Neutra : Complete Works: page 305.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Livingston House, exterior East side [photograph]",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zkt
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zmb,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zmb-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,"Longstreth, Thaddeus, 1909-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Miller House (Pennsylvania),"Neutra, Richard Joseph, $d 1892-1970","Lawrence S. Williams, Inc.",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b844_f4_2,,Image reproduced in Neutra : Complete Works: page 306.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Frank and Betty Miller House, interior view from foyer looking across livingroom to backyard",1956,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zmb
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091znv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091znv-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,"Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Malcolmson House (Santa Monica, Calif.)","Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",19 x 22 cm. (7.5 x 8.5 in.),clus_1179_b838_f1_1,,"Typed note on photograph: ""Mother's House"" David Malcolmson Santa Monica, Cal.  Entrance detail with ladder to ocean view terrace.|~|Image reproduced in Neutra : Complete Works: page 130.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000","Malcolmson House, exterior entrance [photograph]",1937,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091znv
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zpc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zpc-1-master.tif,,,,,,still image,,,,,Renderings|~|Architectural drawings,copyrighted,,,,"Haines, Donald Francis",schools (buildings),US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Richard J. Neutra Elementary School|~|Le Moore Ring School (Lemoore, Calif.)",Neutra and Alexander,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b833_f7_7,,Item is photograph of rendering.,"Le Moore School, photograph of rendering of ring school",1960,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zpc
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zqw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zqw-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,,,dwellings,US,US,,"List House (Grand Rapids, Mich.)","Neutra, Richard Joseph, $d 1892-1970","Birndorf, Bernard",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b835_f2_2,,Image reproduced in Neutra : Complete Works: page 397.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"List House, exterior entrance at night [photograph]",1961,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zqw
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zrd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zrd-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Night photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"List House (Grand Rapids, Mich.)","Neutra, Richard Joseph, $d 1892-1970","Birndorf, Bernard",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b835_f2_1,,Image reproduced in Neutra : Complete Works: page 396.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"List House, exterior at night [photograph]",1961,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zrd
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zsx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zsx-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Scioberetti House (Berkeley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b875_f5_1,,Image reproduced in Neutra : Complete Works: page 152.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Scioberetti House, exterior view from hillside below",n.d.,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zsx
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091ztf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091ztf-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b837_f1_1,,,"Lovell House, exterior view from valley [view 2]",1927-29,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091ztf
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zvz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zvz-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Neutra, Richard Joseph, $d 1892-1970","Haines, Donald Francis",schools (buildings),US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Richard J. Neutra Elementary School|~|Le Moore Ring School (Lemoore, Calif.)",Neutra and Alexander,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b833_f7_6,,,"Le Moore School, Richard J. Neutra in doorway of classroom",1960,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zvz
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zwg,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zwg-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,"Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Lewin House (Santa Monica, Calif.)","Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b834_f6_5,,Image reproduced in Neutra : Complete Works: page 144.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Lewin House, exterior oceanfront side",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zwg
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zx0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zx0-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Lewin House (Santa Monica, Calif.)","Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b834_f6_4,,Caption attached to photograph: View over kitchen worktable and drainboard with white resilient top and metal edgetrim.,"Lewin House, interior kitchen",1938,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zx0
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091zzh,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz00091zzh-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,"Longstreth, Thaddeus, 1909-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Miller House (Pennsylvania),"Neutra, Richard Joseph, $d 1892-1970","Lawrence S. Williams, Inc.",,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b844_f4_1,,Image reproduced in Neutra : Complete Works: page 307.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Frank and Betty Miller House, interior livingroom and fireplace",1956,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00091zzh
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009200z,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0009200z-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Lovell House (Los Angeles, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",19 x 24 cm. (7.5. x 9.5 in.),clus_1179_b836_f6_1,,,"Lovell House, interior room with fireplace at bottom of stairs",1927-29,1 photographic print,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009200z
