Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019p9r4,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019p9r4_731843_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,uclamss_1179_b1902_f22|~|Travel sketches,,"Drawing of an oval table with a teapot and other dishes.|~|Inscription by artist reads ""Jalapa / [...]sa Apa Ri Cio [?].""  Signed and dated on bottom left.","Jalapa [...]sa Apa Ri Cio [?], 1951.",1951,1 sketch,1951,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pknf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pknf_732163_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Guatemala,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f23,,"Drawing of a rooster weather vane showing two roosters in a cockfight in Jalapa, Guatamala.|~|Inscription by artist reads ""Jalapa / Pelea de Gallos.  Signed and dated on bottom left.","Jalapa, Pelea de Gallos, 1951.",1951,1 sketch,1951,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pmnx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pmnx_732181_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f24,,"Group of three [cow herders wearing traditional clothing]. One figure is seated facing away from the artist, and another figure is seated facing left. The third person is standing facing left, and is holding an unidentified stick-type item.|~|Title supplied by archivist.","Cow Herders in Ahmedabad, [1955].",[1955],1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pmpf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pmpf_732195_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 34.5,travel sketches|~|uclamss_1179_b1902_f25,,"Group of six cow herders wearing [traditional clothing] holding unidentified stick-type items.  According to Girsberger (A-5.1) the sketch is of Hindoo cowherders dancing at Ahmedabad.|~|Inscription by artist reads ""Cow Herders in Ahmedabad.""  Signed and dated on bottom right.","Cow Herders in Ahmedabad, 1955.",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pmqz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pmqz_732210_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f26,,"Inscription by artist reads ""Early Morning / Taj Majal.""  Signed and dated on  bottom left.|~|View of the main vista of the Taj Mahal from alongside the channel, which is set between two rows of cypress trees.","Early Morning, Taj Majal, 1955.",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pnsg,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pnsg_732230_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f27,,"Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: ""All around the globe, ceremonies at frontiers; yet separation is a sham.  Ahmedabad""|~|Group of four people wearing traditional clothing in Jaipur, India.  Two bearded men wearing turban's - one sitting at a desk facing forward, one standing facing right - and two other people - one seated, one standing.|~|Inscription by artist reads ""Jaipore.""  Signed and dated on bottom right.  An unnumbered drawing of a mosque and car ferry is on the verso.","Jaipore, 1955.",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pnt0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pnt0_732266_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f28,,"View of the Jamuna River area in Agra, India.  [The view is possibly from the grounds of the Taj Mahal on the south bank of the river.  In the left foreground the inside face of the riverfront wall (made of red sandstone) runs along a brick pathway leading to a tower in the right foreground.  The tower (possibly octagonally shaped) is topped with a domed chamber.  On the opposite shore another dome-shaped tower rises above vegetation.  This vegetation area is possibly the Mahtah Bagh or Moonlight Garden.]|~|Inscription by artist reads ""Jamuna River / Agra.""  Signed and dated on bottom left.","Jamuna River, Agra, [1955].",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pnvh,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pnvh_732279_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f29,,"View of a group of eight [musicians] standing on a raised platform in front of several small groups of people standing and sitting on the ground in Chennai, India.  One group member on stage appears to be holding a drum or symbol, while another group member appears to be playing some type of horn instrument.  All group members on the stage are wearing yellow headdress.  A small boat along the ocean is in the background.|~|Inscription by artist reads ""Madras.""  Signed and dated on bottom left.","Madras (Chenai, India), 1955.",1955,1 sketch,1955,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019pp23,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019pp23_732294_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,Travel sketches|~|uclamss_1179_b1902_f30b,,"View of an [male Indian figure] riding an elephant in a walled-in area in Chennai, India.|~|Inscription by artist reads ""Madras.""  Signed and dated on bottom left.  Drawing number 244 is on the verso.","Madras (Chennai, India), 1955.",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019ppfs,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019ppfs_732316_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,uclamss_1179_b1902_f30|~|Travel sketches,,"Drawing of a [Sikh] boy wearing a gray turban in Jaipur, India.|~|Inscription by artist reads ""Siek Boy, Jaipore.""  Signed and dated on bottom right.  Drawing number 243 is on the verso.","Siek Boy, Jaipore, [1955].",1955,1 sketch,1955,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q55v,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q55v_733213_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,India,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27.5 x 35 cm,uclamss_1179_b1902_f31|~|Travel sketches,,"Inscription by artist reads ""Srinagar / Clouds of Himalaya"".  Signed and dated on bottom left.|~|Scenic view of [clouds obstructing the view of the Himalaya mountains].  A small hill surrounded by vegetation is in the foreground.","Srinagar, Clouds of Himalaya, 1955.",1955,1 sketch,1955,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q56c,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q56c_733216_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Japan,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",27 x 35 cm,uclamss_1179_b1902_f32|~|Travel sketches,,"Inscription by artist reads ""Monterey Ginza."" Signed and dated on bottom right.|~|Drawing of a Japanese woman in costume holding a [teapot, wearing traditional clothing], kneeling on the ground beside a table in a Japanese style room.  [This is possibly in the Ginza Hotel in Tokyo, Japan.]","Monterey Ginza, 1960.",1960,1 sketch,1960,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q57w,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q57w_733219_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Japan,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 35 cm,uclamss_1179_b1902_f33|~|Travel sketches,,"Two sketches of a Shinto priest wearing the ceremonial jôe (garment made of pure white silk), eboshi headgear, asagutsu (wooden clogs), and holding a shaku (wooden flat stick). The drawings include a full body sketch, and a sketch from the waist up.|~|Inscription by artist reads ""Shinto.""  Signed and dated on bottom left.","Shinto, 1952.",1952,1 sketch,1952,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q58d,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q58d_733222_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Drawings,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 34.5 cm,uclamss_1179_b1903_f01|~|Travel sketches,,"Group of three women and two men in costume dancing the Huapango (lively Mexican dance) near Papaloapan River.|~|Inscription by artist reads ""Huapango Papaloapan.""  Signed and dated on bottom left.","Huapango Papaloapan, 1951.",1951,1 sketch,1951,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q59x,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q59x_733225_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,uclamss_1179_b1903_f02|~|Travel sketches,,"A man and a woman dressed in costume are in a dance stance for the La Bamba (a special kind of music where partners take turns in a dance stomping routine).  The woman is wearing flowers on a headpiece and an apron, and the man is wearing a red scarf around his neck and a hat.|~|Inscription by artist reads ""La Bamba / Veracruz.""  Signed and dated on bottom right.","La Bamba, Veracruz, 1951.",1951,1 sketch,1951,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5bf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5bf_733228_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",32 x 25.5 cm,uclamss_1179_b1903_f03|~|Travel sketches,,"Interior view of a covered [porch] with a seashell shaped chair in Pátzcuar, Mexico.  Figures of a horse with a rider, and a sheep are in the foreground.|~|Inscription by artist reads ""Pátzcuaro."" Signed and dated on bottom right.","Pátzcuaro, 1951.",1951,1 sketch,1951,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5cz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5cz_733231_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 34.5,uclamss_1179_b1903_f04|~|Travel sketches,,"Façade of modest homes and shops along a wide street in Tlacotalpan, Mexico.  The colonnaded houses are in a profusion of styles and colours.|~|Inscription by artist reads ""Tlacotalpan.""  Signature on bottom left.","Tlacotalpan, 1951.",1951,1 sketch,1951,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5dg,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5dg_733234_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,uclamss_1179_b1903_f05|~|Travel sketches,,"View of a track and field stadium at Mexico University.  The drawing is a view from the canopy covered stands showing numerous people standing and sitting on the field.|~|Inscription by artist reads ""Universidad Mexico.""  Signed and dated on bottom left.","Universidad Mexico, [1957].",1957,1 sketch,1957,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5f0,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5f0_733237_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Mexico,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25 x 35 cm,uclamss_1179_b1903_f06|~|Travel sketches,,"Inscription by the artist reads ""Xochimilco.""  Signed and dated on bottom left.|~|Drawing of a man rowing a group of passengers on a flower decorated Trajinera (boat) down a canal of the chinampas (floating gardens) of Xochimilco.","Xochimilco, 1925.",1925,1 sketch,1925,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5gh,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5gh_733240_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,Thailand,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",28 x 35 cm,uclamss_1179_b1903_f07|~|Travel sketches,,"Image appears in ""Life and Shape"" (1962) by Richard Neutra.Caption in book reads: ""[] universal faith such as Buddhism takes on different color from landscape to landscape. Rangoon""|~|Inscription by artist reads ""Bangkok.""  Signed and dated on bottom right.  A drawing of a group of five people in Rangoon has been drawn above this drawing.|~|Also Shown: Group of five people wearing [traditional clothing] in Rangoon, Myanmar.  One of two people wearing yellow robes is holding a [spear].|~|Drawing of [Wat Pho temple] in Bangkok, Thailand.","Bangkok, 1955.",1955,1 sketch,1955,crayon on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0019q5h1,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/srgb/21198-zz0019q5h1_733243_master.tif,,,,,"Neutra, Richard Joseph, $d 1892-1970",still image,,,,,Sketches,,,,,,Drawings,,,,,,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",25.5 x 35 cm,uclamss_1179_b1903_f08|~|Travel sketches,,"View of the Apolinario Mabini Shrine in Manila, Philippines.|~|Inscription by artist reads ""Apolinario [?] Mabini / Manila.""  Signed on bottom left.","Apolinario [?] Mabini, Manila.",,1 sketch,,pastel on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
