Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn22,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn22_734506_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two kids sitting on stairs,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,4 3/8 x 2 9/16,,CSRC_ORPHAN_GUARDIA_0030.tif,circa 1940/1950s,1940/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn22,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn22/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn3k,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn3k_734521_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two women with kids,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,2 13/16 x 1 7/8,,CSRC_ORPHAN_GUARDIA_0034.tif,circa 1940/1950s,1940/1959,,Kodak Velox Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn3k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn3k/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn43,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn43_734494_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two women with two girls in tricycles,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 3/8,,CSRC_ORPHAN_GUARDIA_0027.tif,circa 1940/1950s,1949/1959,,Kodak Velox Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn43,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn43/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn5m,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn5m_734482_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia holding his daughters,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 3/8,,CSRC_ORPHAN_GUARDIA_0024.tif,circa 1940s,1940/1949,,Kodak Velox Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn5m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn5m/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn64,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn64_734475_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Mr. Guardia holding his daughters,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 5/16,,CSRC_ORPHAN_GUARDIA_0022.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn64,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn64/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn7n,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn7n_734511_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two baby girls holding film,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,2 1/8 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0031.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn7n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn7n/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn85,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn85_734526_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Children posing on sidewalk,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 5/8 x 2 15/16,,CSRC_ORPHAN_GUARDIA_0035.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn85,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn85/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qn9p,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qn9p_734491_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Three girls,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 1/4 x 2 1/4,,CSRC_ORPHAN_GUARDIA_0026.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qn9p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qn9p/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnb6,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnb6_734463_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Children on wagon,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 3/8,,CSRC_ORPHAN_GUARDIA_0020.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnb6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnb6/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnd7,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnd7_734514_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two Babies,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,2 3/8 x 2 1/4,,CSRC_ORPHAN_GUARDIA_0032.tif,circa 1930/1940s,1930/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnd7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnd7/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnfr,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnfr_734529_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two little girls on tricycles,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 1/2,,CSRC_ORPHAN_GUARDIA_0036.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnfr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnfr/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qng8,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qng8_734445_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two little girls in front of gate of house,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph|~|Kodak Velox Paper,1 9/16 x 1 15/16,,CSRC_ORPHAN_GUARDIA_0018.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qng8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qng8/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnhs,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnhs_734479_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,The Guardia's holding their babies,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,3 3/8 x 2 3/8,,CSRC_ORPHAN_GUARDIA_0023.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnhs/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnvz,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnvz_734568_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Two girls holding their skirts,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,4 5/8 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0048.tif,circa 1940s,1940/1949,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnvz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnvz/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz0019qnwg,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz0019qnwg_734580_master.tif,,,,,still image,Black-and-white photographs|~|snapshots,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Three girls riding horses,Yolanda Retter-Vargas Papers,Guardia Collection,Gelatin-Silver Photoraph,1 Photograph,4 5/8 x 3 1/4,,CSRC_ORPHAN_GUARDIA_0052.tif,circa 1950s,1950/1959,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019qnwg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019qnwg/manifest
