Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z14b4sxq,ark:/21198/z16d7kmn,Work,Shrine of Local Saint,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03101.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3102,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03101,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Shrines|~|Saint|~|Hills|~|Flags|~|Islam|~|Islamic History,,
ark:/21198/z10k4277,ark:/21198/z16d7kmn,Work,Modern Rock Shelter Remains,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03102.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3103,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03102,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Rock Shelter|~|Livestock Pens,,
ark:/21198/z1vt3jpn,ark:/21198/z16d7kmn,Work,Mortar and Pestle Against Rock Shelter Wall,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03103.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3104,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03103,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Mortar|~|Pestle|~|Rock Shelter,,
ark:/21198/z1r22sxs,ark:/21198/z16d7kmn,Work,Extending Trench 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03104.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3105,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03104,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Extending Trench|~|Men,,
ark:/21198/z1m9226v,ark:/21198/z16d7kmn,Work,Extending Trench 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03105.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3106,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03105,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Extending Trench|~|Men|~|Dig,,
ark:/21198/z1gj19j1,ark:/21198/z16d7kmn,Work,Looking Toward Wall of Rock Shelter,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03106.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3107,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03106,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Wall|~|Rock Shelter|~|Workers|~|Men|~|Dig,,
ark:/21198/z1bs0jsv,ark:/21198/z16d7kmn,Work,Brick and Pise Retaining Wall,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03107.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3108,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03107,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Brick|~|Retaining Wall,,
ark:/21198/z1738hjh,ark:/21198/z16d7kmn,Work,Brick and Pise Livestock Retaining Wall,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03108.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3109,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03108,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Brick|~|Livestock Retaining|~|Ruins,,
ark:/21198/z13b7rsb,ark:/21198/z16d7kmn,Work,Stratigraphy Down to First (upper) Gravels/ Jim Wiley Holding 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03109.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3110,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03109,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Stratigraphy|~|Gravels|~|Jim Wiley,,
ark:/21198/z1zk7880,ark:/21198/z16d7kmn,Work,Stratigraphy Down to First (upper) Gravels/ Jim Wiley Holding 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03110.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3111,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03110,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Stratigraphy|~|Gravels|~|Jim Wiley,,
ark:/21198/z1tt6hht,ark:/21198/z16d7kmn,Work,Mole Vole,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03111.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3112,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03111,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Mole Vole|~|Site,,
ark:/21198/z1q25rtv,ark:/21198/z16d7kmn,Work,Dead Hawk,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03112.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3113,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03112,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Dead Hawk|~|Birds|~|Stratigraphy|~|Site,,
ark:/21198/z1k9515t,ark:/21198/z16d7kmn,Work,Boy Hold Dead Bird On his Hand,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03113.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3114,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03113,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Boy|~|Dead Bird|~|Men,,
ark:/21198/z1fj48gj,ark:/21198/z16d7kmn,Work,Jim Wiley and Chas 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03114.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3115,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03114,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Jim Wiley|~|Chas|~|Float|~|River|~|Valley|~|Mountains|~|Landscapes,,
ark:/21198/z19w2743,ark:/21198/z16d7kmn,Work,Jim Wiley and Chas 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03115.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3116,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03115,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Jim Wiley|~|Chas|~|Float|~|River|~|Valley,,
ark:/21198/z1641gc7,ark:/21198/z16d7kmn,Work,Jim Wiley and Chas 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03116.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3117,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03116,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Jim Wiley|~|Chas|~|Float|~|River|~|Valley,,
ark:/21198/z12c0qm2,ark:/21198/z16d7kmn,Work,Jim Wiley and Chas 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03117.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3191,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03117,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Jim Wiley|~|Chas|~|River|~|Float|~|Valley,,
ark:/21198/z1xm073q,ark:/21198/z16d7kmn,Work,Chahardeh Ghorband,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03191.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3192,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03191,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Qizilbash|~|Villages|~|Hazara|~|Nomads|~|Valleys|~|Hills|~|Mountains|~|Landscapes,,
ark:/21198/z1st9gcf,ark:/21198/z16d7kmn,Work,Field Outside Chahardeh 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03192.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3193,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03192,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Chahardeh|~|Fields|~|River|~|Valleys,,
ark:/21198/z1p28qrc,ark:/21198/z16d7kmn,Work,Field Outside Chahardeh 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03193.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3194,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03193,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Fields|~|River|~|Valleys|~|Mountains|~|Landscapes,,
ark:/21198/z1j9802w,ark:/21198/z16d7kmn,Work,Hazara Woman Milking Goat 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03194.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3195,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03194,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Hazara Women|~|Milking|~|Goat,,
ark:/21198/z1dn5xnr,ark:/21198/z16d7kmn,Work,Chahardeh,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03195.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3196,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03195,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Chahardeh|~|Villages|~|Fields|~|Houses|~|Mountains|~|Landscapes,,
ark:/21198/z18w55zv,ark:/21198/z16d7kmn,Work,Fourth Village 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03196.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3197,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03196,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Villages|~|Fields|~|Trucks|~|Mountains|~|Landscapes,,
ark:/21198/z1544f5z,ark:/21198/z16d7kmn,Work,Fourth Village 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03197.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3198,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03197,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,"1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Villages|~|Fields|~|Rive,r Trees|~|Mountains",,
ark:/21198/z11c3pf7,ark:/21198/z16d7kmn,Work,Hazara Woman Milking Goat 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03198.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3199,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03198,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Woman|~|Goats|~|Milking,,
ark:/21198/z1wm360s,ark:/21198/z16d7kmn,Work,Hazara Shepherds,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03199.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3200,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03199,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Parwan|~|Ghorband|~|Shepherds|~|Herds|~|Hills|~|Dirt Roads|~|Mountains|~|Landscapes,,
ark:/21198/z1rv2fcd,ark:/21198/z16d7kmn,Work,Paiminar 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03200.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3201,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03200,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Snow|~|Mountains|~|Fields|~|Landscapes,,
ark:/21198/z1n60d0t,ark:/21198/z16d7kmn,Work,Fields 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03201.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3202,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03201,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Fields|~|Mountains|~|Landscapes,,
ark:/21198/z1hd9nbf,ark:/21198/z16d7kmn,Work,Paiminar 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03202.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3203,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03202,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Shepherds|~|Herds|~|Snow|~|Boys|~|Houses,,
ark:/21198/z1cn8wk8,ark:/21198/z16d7kmn,Work,Ruins and Plowed Field,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03203.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3204,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03203,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Ruins|~|Plowed Fields|~|Mountains|~|Plains|~|Landscapes,,
ark:/21198/z17w84s1,ark:/21198/z16d7kmn,Work,Valley 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03204.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3205,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03204,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Valley|~|Plains|~|Mountains|~|Dirt Road|~|Landscapes,,
ark:/21198/z1447d21,ark:/21198/z16d7kmn,Work,Valley and Village 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03205.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3206,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03205,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Valley|~|Villages|~|Plains|~|Mountains|~|Landscapes,,
ark:/21198/z10c6ncr,ark:/21198/z16d7kmn,Work,Valley and Village 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03206.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3207,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03206,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Valley|~|Villages|~|Houses|~|Plains|~|Mountains|~|Landscapes,,
ark:/21198/z1vm64xw,ark:/21198/z16d7kmn,Work,"Ruins, Sheep and Goat",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03207.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3208,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03207,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Sheep|~|Goats|~|Ruins|~|Snows|~|Mountains|~|Plains|~|Landscapes,,
ark:/21198/z1qz43j0,ark:/21198/z16d7kmn,Work,Tombs above ground,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03208.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3209,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03208,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Tombs|~|Marbles|~|Inscriptions|~|Snows|~|Mountains,,
ark:/21198/z1m63bxx,ark:/21198/z16d7kmn,Work,Ziarat,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03209.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3210,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03209,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Ziarat|~|Shrines|~|Plains|~|Mountains|~|Landscapes,,
ark:/21198/z1gf2m55,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03210.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3211,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03210,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tombs|~|Pacha Khan|~|Islamic|~|Islamic Architecture|~|Arch,,
ark:/21198/z1bp1vd0,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03211.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3212,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03211,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tomb|~|Pacha Khan|~|Islamic|~|Islamic Architecture|~|Mihrab,,
ark:/21198/z16x13n6,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 3,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03212.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3213,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03212,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tomb|~|Pacha Khan|~|Islamic Architectures|~|Arch,,
ark:/21198/z1350bz7,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03213.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3214,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03213,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tomb|~|Pacha Khan|~|Islamic Architecture|~|Arch,,
ark:/21198/z1zc9vj9,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03214.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3215,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03214,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tomb|~|Pacha|~|Khan|~|Islamic Architecture|~|Arches,,
ark:/21198/z1tq7t5d,ark:/21198/z16d7kmn,Work,Paintings Inside Tomb of Pacha Khan 6,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1962_03215.tif,Louis Dupree and Nancy Dupree Collection,,1962,1962,,,,,3216,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1962_03215,"Dupree, Louis",,,,,ACKU Library Department Special Collection,still image,copyrighted,info@acku.edu.af,,1962|~|Afghanistan|~|Kabul|~|Paiminar|~|Paintings|~|Tomb|~|Pacha Khan|~|Islamic Architecture|~|Arches,,
