Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn4g,ark:/21198/zz002hckmr,2,Completed,Page,holtzman/image/uclamss_1729_007-001_01_21.tif,21,,,,,,,,,,,,,,,,10,2,,,,uclamss_1729_b02_f10|~|007-001,Page 21,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn50,ark:/21198/zz002hckn8,2,Completed,Page,holtzman/image/uclamss_1729_180-001_01_01.tif,1,,,,,,,,,,,,,,,,1,6,,,,uclamss_1729_b06_f01|~|180-001,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn6h,ark:/21198/zz002hckps,2,Completed,Page,holtzman/image/uclamss_1729_191-001_01_01.tif,1,,,,,,,,,,,,,,,,10,6,,,,uclamss_1729_b06_f10|~|191-001,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn71,ark:/21198/zz002hckq9,2,Completed,Page,holtzman/image/uclamss_1729_021-414_01_01.tif,1,,,,,,,,,,,,,,,,"2|~|Correspondence and notes compiled by Allan Ross Macdougall for his biography, Isadora, a Revolutionary in Art and Love 1903-1956",3,3. Primary Writings about Isadora Duncan,,1. Isadora Duncan,uclamss_1729_b03_f02|~|021-414,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn8j,ark:/21198/zz002hckxd,2,Completed,Page,holtzman/image/uclamss_1729_021-006_01_01.tif,1,,,,,,,,,,,,,,,,2,3,,,,uclamss_1729_b03_f02|~|021--006,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcn92,ark:/21198/zz002hckxd,2,Completed,Page,holtzman/image/uclamss_1729_021-006_01_02.tif,2,,,,,,,,,,,,,,,,2,3,,,,uclamss_1729_b03_f02|~|021--006,Page 2,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnbk,ark:/21198/zz002hckzx,2,Completed,Page,holtzman/image/uclamss_1729_021-007_01_01.tif,1,,,,,,,,,,,,,,,,2,3,,,,uclamss_1729_b03_f02|~|021-007,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnc3,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,6012,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-004,"Contract, April 1904",1904-04,"Contract for dance performances by Isadora Duncan for the evenings of November 5, 8, 10 and 12.  Signed by Raymond Duncan (in blue ink) and representative [illegible] for Kaimsaals zu München, April 1904.  With note in pencil, upper right, ""I. Duncan, Paris, Hôtel Continental.""|~|Small tears along right margin.",,"Manuscript, 1 page, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcndm,ark:/21198/zz002hcnc3,2,Completed,Page,holtzman/image/21198-zz002hcndm_2252778_master.tif,1,,,,,,,,,copyrighted,,,,,,,,,,,,,Page 1,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnf4,ark:/21198/zz002hcnc3,2,Completed,Page,holtzman/image/21198-zz002hcnf4_2252781_master.tif,2,,,,,,,,,copyrighted,,,,,,,,,,,,,Page 2,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcns9,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"2|~|Performance Contracts, 1905",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-001,"Kontrakt, 1905 June 14",1905 Jun 14,"Contract for two dance performances by Isadora Duncan on September 7 and 11, 1905. Signed [illegible], 14 June 1905.",Folded.,"Print, 1 leaf (2 pages), with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcntt,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-002,"[Agreement], 1906 November 17",1906 November 17,"Contract for dance performances by Isadora Duncan under the management of Direktion Vereinigter Künste on the evenings of December 17, 19, 21 and 22, signed by Direktor Racjman, Warschau, 17 November 1906.","Folded, with 2 holes punched along left","Print, 1 leaf (4 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnvb,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"3|~|Performance Contracts, 1906",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-003,[Agreement] Contract with Isadora Duncan and Direktion Vereinigter Künste],1906 February 21,"Agreement for dance performance by Isadora Duncan under the management of Direktion Vereinigter Künste for the evening of March 6, Albert Halle, Leipzig. Signed by Edward Gordon Craig for Direktion Vereinigter Künste, [illegible signature] and Sally Liebling for Concertdirection Jules Sachs, 21 February 1906.","Creased with 2 holes punched along left edge. Small tears (1"") at center folds.","Print, 4 pages, folded, with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnwv,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-005,"Letter to Isadora Duncan, 1904 October 28",1904 October 28,"Proposing a December performance by Isadora Duncan for annual fundraising on behalf of the Society for the Protection of Abused Children, suggesting this as the best environment for her first performance in Russia.","Folded, with 2 holes punched along left edge. Small tears along right edge fold.","1 leaf (4 pages), folded, autograph letter (signed).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnxc,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-006,"Letter / contract, 1904 April 25",1904 April 25,"Proposal for dance performances in Germany, December 1 and 15, 1904 and January 2, 13 and 19, 1905. Signed [illegible], 25 April 1904, Die Direction der Philarhmonie.","Folded, with 2 holes punched along left edge. Small vertical tear on upper right edge and small tear at center right fold.","Manuscript, 1 leaf (1 page), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcnzw,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-007,"Kontrakt, 1904 March 30",1904 March 30,"Contract for performance by Isadora Duncan on April 13. Signed by Julius Rudolph, Hannover, 30 March 1904.","Paper loss along most of top edge, with tears and folds. Lower edge also has paper loss, with folds and tears.","Manuscript, 1 leaf (2 pages), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp0w,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-008,"Kontrakt, 1904 November 14",1904 November 14,"Contract for performances by Isadora Duncan, December 28 and 29, 1904. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 14 November 1904, and representative [illegible] for Central-Théaters, Dresden, 17 November 1904.|~|Printed list of seat prices has been pasted on the verso.","Folded, with 4 holes punched along left edge. Small tears all along right edge.","Print, 1 leaf, with typescript and manuscript annotations on verso, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp1d,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-009,"Kontrakt, 1904 August 31",1904 August 31,"Contract for performance by Isadora Duncan on December 9. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 31 August 1904, and a representative [illegible] for Stadt-Théaters, 2 September 1904.","Folded, 2 holes punched along center left edge, with upper hole torn to edge. Stains along left edge. Small paper loss along top right edge. Tear along fold, right edge, with another tear just below. Tears along lower edge.","Print, 1 leaf (2 pages, with typescript and holograph annotations on recto and holograph annotations on verso.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp2x,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-010,"Kontrakt, 1904 February 3",1904 February 3,"Contract for dance performance by Isadora Duncan for March 16. Signed by representative [illegible] for ""Stadttheaters"", Bremen, 3 February 1904.","Folded, with holes punched along left center edges.  Fold along top edge. Tears along bottom edges.","Manuscript, 1 leaf (3 pages, folded), signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp3f,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-011,"[Agreement], 1904 December 15",1904 December 15,"Agreement for dance performances by Isadora Duncan on December 26 and 29, St. Petersburg. Signed by Elizabeth Duncan (for Isadora Duncan), Berlin, 15 December 1905.|~|With manuscript notes in two hands.",2 holes punched along left edge.,"Print, 1 leaf (4 pages), folded, with manuscript notes.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp4z,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-012,"Kontrakt, 1904 August 26",1904 August 26,"Contract for performances by Isadora Duncan on November 19 and 24. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, August 26, 1904, and Julius Rudolph, Hannover, 29 August 1904.","Folded, 2 holes punched near center left edge. With small tear at fold on right edge. Small tear on upper right edge.","Print, 1 leaf (1 page), with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp5g,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-013,"Kontrakt, 1904 October 10",1904 October 10,"Contract for dance performance by Isadora Duncan on November 17. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 6 October 1904, and representative [illegible] for Stadt-Théaters, 10 October 1904.","Folded, with 2 holes punched near left center edge. Small tear at fold on right edge. Small vertical tear at center fold.","Print, 1 leaf (1 page) with typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp60,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-014,"Kontrakt, 1904 September 2",1904 September 2,"Contract for dance performance by Isadora Duncan on November 17. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 2 September 1904, and [Adolf] Steinert, Mainz, 6 September 1904.","Folded, with 2 holes punched along center left edge. 2 punctures near upper right corner.","Print, 1 leaf (1 page), with typescript and manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp7h,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-015,"Kontrakt, 1904 November 9",1904 November 9,"Contract for dance performance by Isadora Duncan on November 15. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 9 November 1904, and representative [illegible] for Stadt-Théaters, no date. Stamped ""Theater-Direction Heinrich Hagin.""","Folded, with 2 holes punched near center left edge, both holes torn through.","Print, 1 leaf (1 page) with typescript and manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp81,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-018,"[Agreement], 1904 August 28",1904 August 28,"Rental agreement, 28 August 1904, between ""Groote Schouwburgh"" zu Rotterdam and Algemeene Muziekhandel, Stumpff & Koning, Amsterdam, for October 20 and 22.","Folded, with 3 holes punched along left edge. Significant paper loss of upper left edge.","Print, 1 leaf (2 pages), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcp9j,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-019,"Contract, 1904 testing test",1904,"Contract for performances by Isadora Duncan on October 18, 20 and 22 or 24, 26 and 28. With pencilled notes on verso in EGC's hand, ""Bremen"" and ""Iphigenia Walzerabend.""","Folded, with two holes punched along left center edge.","Typescript contract, 1 leaf (2 pages) with ECG's (?) holograph notes on verso.",eng,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcpb2,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-020,"Kontrakt, 1904 September 1",1904 September 1,"Contract for performance by Isadora Duncan on October 12. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 1 September 1904 and representative [illegible] for Stadt-Théaters, Leipzig, 6 September 1904.","Folded, with 2 holes punched along left center edge.","Print, 1 leaf (1 page), typescript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcpck,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-021,"Kontrakt, 1904 September 23",1904 September 23,"Contract for performance by Isadora Duncan on October 5. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 23 September 1904, and Theodor Brandt, Stuttgart, September 1904.","Folded, with 4 holes punched along left center edge.","Print, 1 leaf (1 page), with typescript and manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcpd3,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-022,"Kontrakt, 1904 September 8",1904 September 8,"Contract for performance by Isadora Duncan on October 3. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 8 September 1904 and representative for Stadt-Théaters [illegible], 18 September 1904.","Folded, with 7 holes punched along left edge and 4 holes punched along right edge. Tear along center right fold.","Print, 1 leaf (1 page), with typescript and manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hcpfm,ark:/21198/zz0008c2pw,10,Completed with minimal metadata,Work,,0,,,,text,paged,,,,copyrighted,,,,,,,"1|~|Performance Contracts, 1904",1,1. Business Papers 1905-1907,,1. Isadora Duncan,001-023,"Vertrag, 1904 September 19",1904 September 19,"Agreement for a dance performance by Isadora Duncan on September 28. Signed by Elizabeth Duncan for Isadora Duncan, Berlin, 19 September 1904, and a representative for Grossherzl. Hofthéater [illegible], Karlsruhe, 20 September 1904.","Folded, 2 holes along left center edge on both leaves.","Typescript contract, 2 leaves (2 pages) with manuscript annotations, signed.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
