"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009h3k1","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3k1-1-master.tif","62","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 56]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3k1"
"Armenian Manuscripts","ark:/21198/zz0009h3mj","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3mj-1-master.tif","63","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 57]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3mj"
"Armenian Manuscripts","ark:/21198/zz0009h3n2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3n2-1-master.tif","64","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 58]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3n2"
"Armenian Manuscripts","ark:/21198/zz0009h3pk","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3pk-1-master.tif","65","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 59]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3pk"
"Armenian Manuscripts","ark:/21198/zz0009h3q3","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3q3-1-master.tif","66","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 60]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3q3"
"Armenian Manuscripts","ark:/21198/zz0009h3rm","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3rm-1-master.tif","67","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 61]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3rm"
"Armenian Manuscripts","ark:/21198/zz0009h3s4","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3s4-1-master.tif","68","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 62]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3s4"
"Armenian Manuscripts","ark:/21198/zz0009h3tn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3tn-1-master.tif","69","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 63]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3tn"
"Armenian Manuscripts","ark:/21198/zz0009h3v5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3v5-1-master.tif","70","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 64]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3v5"
"Armenian Manuscripts","ark:/21198/zz0009h3wp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3wp-1-master.tif","71","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 65]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3wp"
"Armenian Manuscripts","ark:/21198/zz0009h3x6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3x6-1-master.tif","72","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 66]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3x6"
"Armenian Manuscripts","ark:/21198/zz0009h3zq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h3zq-1-master.tif","73","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 67]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h3zq"
"Armenian Manuscripts","ark:/21198/zz0009h40q","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h40q-1-master.tif","74","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 68]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h40q"
"Armenian Manuscripts","ark:/21198/zz0009h417","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h417-1-master.tif","75","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 69]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h417"
"Armenian Manuscripts","ark:/21198/zz0009h42r","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h42r-1-master.tif","76","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 70]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h42r"
"Armenian Manuscripts","ark:/21198/zz0009h438","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h438-1-master.tif","77","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 71]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h438"
"Armenian Manuscripts","ark:/21198/zz0009h44s","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h44s-1-master.tif","78","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 72]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h44s"
"Armenian Manuscripts","ark:/21198/zz0009h459","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h459-1-master.tif","79","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 73]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h459"
"Armenian Manuscripts","ark:/21198/zz0009h46t","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h46t-1-master.tif","80","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 74]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h46t"
"Armenian Manuscripts","ark:/21198/zz0009h47b","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h47b-1-master.tif","81","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 75]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h47b"
"Armenian Manuscripts","ark:/21198/zz0009h48v","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h48v-1-master.tif","82","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 76]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h48v"
"Armenian Manuscripts","ark:/21198/zz0009h49c","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h49c-1-master.tif","83","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 77]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h49c"
"Armenian Manuscripts","ark:/21198/zz0009h4bw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4bw-1-master.tif","84","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 78]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4bw"
"Armenian Manuscripts","ark:/21198/zz0009h4cd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4cd-1-master.tif","85","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 79]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4cd"
"Armenian Manuscripts","ark:/21198/zz0009h4dx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4dx-1-master.tif","86","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 80]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4dx"
"Armenian Manuscripts","ark:/21198/zz0009h4ff","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4ff-1-master.tif","87","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 81]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4ff"
"Armenian Manuscripts","ark:/21198/zz0009h4gz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4gz-1-master.tif","88","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 82]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4gz"
"Armenian Manuscripts","ark:/21198/zz0009h4hg","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4hg-1-master.tif","89","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 83]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4hg"
"Armenian Manuscripts","ark:/21198/zz0009h4j0","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4j0-1-master.tif","90","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 84]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4j0"
"Armenian Manuscripts","ark:/21198/zz0009h4kh","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4kh-1-master.tif","91","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 85]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4kh"
"Armenian Manuscripts","ark:/21198/zz0009h4m1","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4m1-1-master.tif","92","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 86]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4m1"
"Armenian Manuscripts","ark:/21198/zz0009h4nj","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4nj-1-master.tif","93","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 87]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4nj"
"Armenian Manuscripts","ark:/21198/zz0009h4p2","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4p2-1-master.tif","94","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 88]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4p2"
"Armenian Manuscripts","ark:/21198/zz0009h4qk","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4qk-1-master.tif","95","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 89]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4qk"
"Armenian Manuscripts","ark:/21198/zz0009h4r3","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4r3-1-master.tif","96","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 90]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4r3"
"Armenian Manuscripts","ark:/21198/zz0009h4sm","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4sm-1-master.tif","97","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 91]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4sm"
"Armenian Manuscripts","ark:/21198/zz0009h4t4","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4t4-1-master.tif","98","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)|~|Third Painter","","","[Gladzor Gospels: page 92]","The Beheading of John the Baptist.|~|Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4t4"
"Armenian Manuscripts","ark:/21198/zz0009h4vn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4vn-1-master.tif","99","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 93]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4vn"
"Armenian Manuscripts","ark:/21198/zz0009h4w5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4w5-1-master.tif","100","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 94]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4w5"
"Armenian Manuscripts","ark:/21198/zz0009h4xp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4xp-1-master.tif","101","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 95]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4xp"
"Armenian Manuscripts","ark:/21198/zz0009h4z6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h4z6-1-master.tif","102","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 96]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h4z6"
"Armenian Manuscripts","ark:/21198/zz0009h506","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h506-1-master.tif","103","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 97]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h506"
"Armenian Manuscripts","ark:/21198/zz0009h51q","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h51q-1-master.tif","104","text","illuminated manuscripts|~|Illuminations","pd","","","","arm","","[Gladzor Gospels: page 98]","Gospel of Matthew.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h51q"
"Armenian Manuscripts","ark:/21198/zz0009h527","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009h527-1-master.tif","105","text","illuminated manuscripts|~|Illuminations","pd","","","Third Painter","","","[Gladzor Gospels: page 99]","Gospel of Matthew.|~|The Petition of the Canaanite.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009h527"
