Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6pc,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0169.tif,,,,,,,African American actors|~|African American boxers,still image,copyrighted,unknown,Black-and-white photographs,"Louis, Joe, $d 1914-1981.|~|Andrade, Muriel, $d 1927-2009|~|Abrams, E. Richard (Edward Richard), $d 1887-1970",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Joe Louis seated at restaurant table with Muriel Andrade, Dick Abrams and others, Los Angeles 1940s",,"Boxer Joe Louis is seated at the restaurant table, 3rd from the left. The woman to his left is Muriel Andrade. Dick Abrams, wearing glasses, is seated on the right. The other individuals in the photo are unidentified.",YRLSC_gordonphotos_0169,"""Dick"" Richard Abrams was a member of the original Lafayette Players theatrical troup in Harlem, which also  toured during the 1920s and 30s. He appeared in a few motion pictures as well and was dubbed the ""sepia Valentino"" in the eastern theatrical circles in the mid 1920s. He moved to Los Angeles in the the 1930s and became active in politics and civic work. AFter WWII, he moved to Oxnard where he founded the J. Finley Elks lodge, was its the first president, and also became the  president of the Negro Political Action Association of California for Ventury County.  In the 1960s he sold his ranch properties in Oxnard and moved back to Los Angeles where he resumed local civic activities on a more limited scale.",1940/1949,[1940?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6pc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6pc/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6qw,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0170.tif,,,,,,,African American basketball players|~|African American journalists $z Pennsylvania $z Pittsburgh,still image,copyrighted,unknown,Black-and-white photographs,"Harding, Halley, $d 1904-1967|~|Nunn, William G. (William Goldwin), $d 1900-1969",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"William G. (Bill) Nunn and Halley Harding, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,170|~|YRLSC_gordonphotos_0170,"Halley (sometimes spelled Hally or Hallie) Harding was Walter L. Gordon, Jr.'s aide and a former Harlem Globetrotter.|~|Bill Nunn was the managing editor of the Pittsburgh Courier.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6qw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6qw/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6rd,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0171.tif,,,,,,,Pianists $z California $z Los Angeles|~|Vibraphonists--United States|~|African American jazz musicians--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Calvin, $d 1919-1985|~|Hampton, Lionel",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Lionel Hampton and Calvin Jackson at Walter L. Gordon Jr.'s office, Los Angeles, 1940s",,"L to R: Lionel Hampton, Calvin Jackson.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter L. Gordon's legal office was located at 4104 S. Central Ave. in Los Angele",171|~|YRLSC_gordonphotos_0171,Calvin Jackson was a jazz pianist.|~|Lionel Hampton was a vibraphonist and bandleader.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0092507,-118.2564814,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6rd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6rd/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6vz,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0174.tif,,,,,,,Judges $z California $z Los Angeles|~|African American clergy $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Russell, Clayton D. (Clayton Donovan), $d 1910-1981|~|Kaufman, Leonard H., $d 1905-1954",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Pastor Clayton D. Russell with Judge Leonard Kaufman, Los Angeles, 1948",,All information concerning the content and description of the image was provided by Walter Gordon.|~|The calendar on the wall is from 1948.,174|~|YRLSC_gordonphotos_0174,"Rev. Clayton Russell, pastor of the People’s Independent Church, founded in Los Angeles 1915, was a leader of the Double V movement among African Americans during WWII. (Double V stood for victory at home and abroad). Russell’s crusading sermons extended beyond his congregation of 4,000; he had a weekly radio broadcast. In 1940s coalition struggles to achieve fair housing, open hiring in the defense industry, and economic independence, Rev. Russell was in the forefront.",1948,1948,1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6vz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6vz/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6wg,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0175.tif,,,,,,,African American lawyers--California--Los Angeles|~|African American fire fighters $z California $z Los Angeles|~|African American judges $z California $z Los Angeles|~|African American police $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bradley, Ethel Arnold, $d 1919-2008|~|Bradley, Tom, $d 1917-1998|~|LaVigne, Frank F. (Frank Ford), $d 1911-1973|~|LaVigne, Simietta, $d b. 1912 or 13",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Individuals at a formal gathering, Los Angeles 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Left to right: Ethel and Tom Bradley, current wife of Frank LaVigne, ""Hunt"", unidentified woman, Judge ""Greene"" and his wife, the father of Simietta LaVigne, and Simietta LaVigne (ex-wife of Frank).",YRLSC_gordonphotos_0175,"Frank Ford LaVigne was the youngest captain in the Los Angeles Fire Department, and during World War II he taught classes in fire prevention at Lockheed. He studied law in his spare time, eventually graduating from Southwest School of Law and becoming an attorney. He married Simietta Johnson in 1936, and they had one daughter, Yvette Marie.|~|Simietta Johnson LaVigne was the wife of Frank Ford LaVigne.|~|Tom Bradley was the  mayor of Los Angeles, 1973-1993.",,,1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6wg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6wg/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6x0,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0176.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,"McCullough, Liz",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Liz (Elizabeth) McCullough of Chicago in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0176,Liz McCullough was a woman who came came to Los Angeles to visit her boyfriend (he had moved from Chicago to L.A. to start a tombstone business).,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6x0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6x0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p6zh,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0177.tif,,,,,,,African American women $z California $z Los Angeles County,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Group of women, Los Angeles 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0177,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6zh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p6zh/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p711,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0179.tif,,,,,,,African American women teachers $z California $z Los Angeles|~|Women teachers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Washington, Iva, $d 1891-1992|~|Garrott, Ellen Gillespie, $d 1904-1974",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Black and white teachers, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Iva Washington is in the front row, far left. Ellen Gillespie is most likely to the right of Washington. The daughter of Clarence Jones is also in the picture.",YRLSC_gordonphotos_0179,"Iva Washington was one of the first African Americans to teach in the Los Angeles Unified School District.  She attended Los Angeles High School and the University of Southern California (where she earned a teaching credential). She  taught in LAUSD; for most of her career she taught at the 36th Street School.|~|Ellen Gillespie Garrott was a teacher, and also one of the charter members of the Nu Sigma chapter (of Delta Sigma Theta?) formed in 1929.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p711,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p711/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p72j,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0180.tif,,,,,,,African American children $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel|~|Sissle, Noble, $c Jr.|~|Sissle, Cynthia",Entertainment|~|Events|~|Lifestyle|~|Youth,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Children's birthday party in a garden, Los Angeles, 1940s",,"On the left side of the table are Ethel (Sissle) Gordon's children Cynthia (with flowers in her hair) and Noble Sissle, Jr. (eating behind Cynthia). The woman seated off to the far left of the photo is possibly Ethel (Sissle) Gordon.|~|All information concerning the content and description of the image was provided by Walter Gordon.",180|~|YRLSC_gordonphotos_0180,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p72j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p72j/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p732,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0181.tif,,,,,,,Governors--New York (State)|~|Governors--California|~|African American insurance executives $z California $z Los Angeles|~|African American accountants $z California $z Los Angeles|~|African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Warren, Earl, $d 1891-1974|~|Dewey, Thomas E. $q (Thomas Edmund), $d 1902-1971|~|Dones, Sydney P. (Sydney Preston), $d 1892-1947|~|Houston, Norman O., $d 1893-1981|~|Broady, Maude Mead, $d 1905-1964|~|Fowler, Jefferson D. $q (Jefferson Davis), $d 1898-1969|~|LaMar, Lawrence F,. $d 1898-1973|~|Bratton, B. B. $q (Bertrand Ballard), $d 1899-1969|~|Nickerson, William, $c Jr., $d 1879-1945|~|Cole, Louis V., $d 1901-1974",Activism|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Thomas Dewey and Earl Warren campaigning in Los Angeles, circa 1948",,"At the center (in striped tie) is Thomas E. Dewey, campaigning to be President of the United States, with Earl Warren (vice presidential candidate) just to the right of him. Various notable African American activists, businesspersons, and journalists are present: L to R: Louis Cole (1st), Dr. H. A. Pearl (3rd, head half visible), Maude Brody (4th), William Nickerson (6th), B. B. Bratton (7th), Thomas Dewey (8th), Sydney Dones (9th), Earl Warren (10th),  Norman O. Houston (13th, white tie and shirt shows), Lawrence LaMar (17th, at the end). The women in the light-colored dress might be Jessie Terry.|~|All information concerning the content and description of the image was provided by Walter Gordon.",181|~|YRLSC_gordonphotos_0181,"Louis ""Louie"" V. Cole began his career as a newspaper reporter for the Sentinel and became a civic leader of South Central Los Angeles. He dubbed himself the ""Mayor of Central Avenue.""|~|Jefferson D. Fowler was a physician and surgeon.|~|Lawrence F. LaMar was a film critic who was published in several newspapers including the Los Angeles Sentinel, the California Eagle and the Los Angeles Times. He had a column titled Through the Keyhole, and he is quoted in several publications on film.|~|William Nickerson, Jr. was the founder of Golden State Mutual Life Insurance Company.|~|B.B. Bratton earned his B.A. from the University of Chicago and worked in Lousiana as a certified public accountant. He passed the bar in Los Angeles in 1924 and practiced law.|~|Sidney Dones was a real estate broker and businessman.  He was the first black graduate of LaSalle Extension School, a school that put out legal course materials for people to study at home.|~|Norman Houston was one of the first African Americans to earn a varsity letter in football at UC Berkeley. He graduated from UCLA and became an executive with the Golden State Mutual Life Insurance Company. He was appointed president of the Los Angeles NAACP in 1964.  He participated in the 1965 Selma, Alabama March. He was Deputy Assistant Secretary for Administration, U. S. Department of Health, Education and Welfare during the Nixon adminisatration 1971-1973.|~|Earl Warren was an American jurist and politician who served as the 30th Governor of California (1943–1953) and later the 14th Chief Justice of the United States (1953–1969). (Wikipedia)|~|Maude Mead Broady was the wife of Judge Earl Broady and lived in the Boyle Heights Neighborhood.|~|Thomas Edmund Dewey was an American lawyer, prosecutor, and politician. He served as the 47th Governor of New York from 1943 to 1954. In 1944, he was the Republican Party's nominee for President. (Wikipedia)",1947/1948,[1948],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p732,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p732/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p76m,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0184.tif,,,,,,,Secretaries $z California $z Los Angeles|~|African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Foppe, Melba",People,Telephones,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Melba Foppe at work, Los Angeles, 1940s",,"Melba Foppe at work, using the telphone.|~|All information concerning the content and description of the image was provided by Walter Gordon.",184|~|YRLSC_gordonphotos_0184,Melba Foppe was Walter Gordon's secretary for at least 20 years.,1940/1949,1940s,1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p76m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p76m/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p774,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0185.tif,,,,,,,,still image,copyrighted,unknown,Black-and-white photographs,,Entertainment|~|Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 6,"Large, racially-mixed audience in an auditorium, Los Angeles, 1950s",,Neither the event nor the location has been identified. Most likely taken during the 1950s.|~|All information concerning the content and description of the image was provided by Walter Gordon.,185|~|YRLSC_gordonphotos_0185,,1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p774,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p774/manifest
