Object Type,Local identifier,Item ARK,Parent ARK,File Name,Title,AltTitle.other,Name.creator,Contributor,Date.created,Date.normalized,Language,Type.typeOfResource,Format.extent,Format.medium,Format.dimensions,Genre,Repository,collection.physical,Rights.copyrightStatus,Rights.rightsHolderContact,Summary,Contents note,Description.latitude,Description.longitude,Name.subject,Note,Place of origin,Publisher.publisherName,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,RS0811,ark:/21198/z11k13cm,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0065_b.wav,Shilpagram - Udaipur,"Survey of artists conducted by Komal Kothari at Shilpagram, Udaipur","Kothari, Komal","Kothari, Komal","October 9, 1989",1989-10-09,mwr,sound recording,22 min. 11 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","An ethnographic survey of several handicraft and handloom artisans, and folk musicians visiting the annual Shilpagram fair held at Shilpagram, Udaipur Rajasthan. Kothari ask several artisans questions about their origin, caste, occupation and the process of their craft.","1. An ethnographic survey of several handicraft and handloom artisans, and folk musicians visiting the annual Shilpagram fair held at Shilpagram, Udaipur Rajasthan. Kothari ask several artisans questions about their origin, caste, occupation and the process of their craft.|~|Silence from 22:12 to 48:30 on source recording, has been edited.",24.5854,73.7125,,,,,,"Handicraft|~|Folk festivals|~|Fairgrounds|~|Fairs in art|~|Folk Songs, Rajasthani--India--Rajasthan","Shilpagram, District Udaipur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/1k/13/cm/21198=z11k13cm/ark%2B=21198=z11k13cm.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz11k13cm%2Faudiowaveform.dat,,,1325.326385,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11k13cm/manifest
Work,RS0812,ark:/21198/z1wt0kvg,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0066_a.wav,Sarangi Lakha,Sarangi solo played by Lakha Khan Manganiar,"Kothari, Komal","Khan, Lakha",,,mwr,sound recording,10 min. 2 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",An audio recording of a stage performance by Lakha Khan Manganiar playing the Sindhi Sarangi with Dholak accompaniment.,1. An audio recording of a stage performance by Lakha Khan Manganiar playing the Sindhi Sarangi with Dholak accompaniment.|~|Side B of this tape is blank.,,,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Stringed instruments|~|Bowed stringed instruments--Bowing|~|Stringed instrument players",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/wt/0k/vg/21198=z1wt0kvg/ark%2B=21198=z1wt0kvg.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1wt0kvg%2Faudiowaveform.dat,,,602.68676,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wt0kvg/manifest
Work,RS0834,ark:/21198/z1s48jkp,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0067_a.wav,Tajik music,Recording of Tajik music made during a performance,"Kothari, Komal",,"April 28, 1990",1990-04-28,tgk,sound recording,48 min.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of multiple traditional Tajik songs sung by a group of singers with orchestral accompaniment, performed during a stage performance.","1. Recording of multiple songs with orchestral accompaniment, performed during a stage performance.|~|Side B of this tape is blank.",,,,,,,,"Songs, Tajik",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/s4/8j/kp/21198=z1s48jkp/ark%2B=21198=z1s48jkp.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1s48jkp%2Faudiowaveform.dat,,,2882.703948,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48jkp/manifest
Work,RS0836,ark:/21198/z1nc7sth,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0068_a.wav,लालू ख़ान,Stories or Kathas narrated by Lalu Khan,"Kothari, Komal","Khan, Lalu","June 23, 1990",1990-06-23,mwr,sound recording,48 min.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","An audio recording of Katha (narratives in verse) and Bat (stories), recited and narrated by Lalu Khan.","1. 'Raja aur Rani ki Katha' a story about a king and a queen narrated by Lalu Khan. 2. 'Jat jati ki shobha ka bakhan', praises of the caste of Jats, recited by Lalu khan. 3. 'Raika jaati ki birdavan (Shubhraj)', a genealogical history and praises of the Raika caste, recited by Lalu Khan. 4. 'Seth Hirachand ri bat' a story about Seth Hirachand, narrated by Lalu Khan.",,,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Ballads, Rajasthani|~|Storytelling|~|Tales--India--Rajasthan|~|Oral Tradition|~|Folklore|~|Folk literature, Rajasthani",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/nc/7s/th/21198=z1nc7sth/ark%2B=21198=z1nc7sth.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1nc7sth%2Faudiowaveform.dat,,,2873.344,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc7sth/manifest
Work,RS0836,ark:/21198/z1hm7207,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0068_b.wav,लालू ख़ान,Stories or Kathas narrated by Lalu Khan,"Kothari, Komal","Khan, Lalu","June 23, 1990",1990-06-23,mwr,sound recording,47 min. 56 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","An audio recording of Katha (narratives in verse) and Bat (stories), recited and narrated by Lalu Khan.","1. 'Seth Hirachand ri bat' a story about Seth Hirachand, narrated by Lalu Khan (Contd. from arcers0068_a).",,,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Ballads, Rajasthani|~|Storytelling|~|Tales--India--Rajasthan|~|Oral Tradition|~|Folklore|~|Folk literature, Rajasthani",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/hm/72/07/21198=z1hm7207/ark%2B=21198=z1hm7207.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1hm7207%2Faudiowaveform.dat,,,2876.006948,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm7207/manifest
Work,RS0845,ark:/21198/z1cv698h,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0069_a.wav,कुम्भाराम ढाढी (सारंगी)/ मांगीलाल (ढो.),Stories or Kathas narrated by Kumbharam Dhadhi accompanying himself on the sarangi with Mangilal on the Dholak.,"Kothari, Komal","Dhadhi, Kumbharam|~|Dhadhi, Mangilal","October 24, 1990",1990-10-24,mwr,sound recording,48 min. 45 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",Recording of ballads and folk songs sung by Kumbharam of the Dhadhi communtiy.,"1. An episode from the ballad of Dhola-Maru, narrated by Kumbharam Dhadhi while playing the Sarangi with Dholak accompaniment by Mangilal Dhadhi. The narration alternates between sung couplets or Duhas and spoken elaboration of the Duhas known as Arthavan. 2. A Badhavo, 'Dhin dhin jasoda ma', sung by Kumbharam Dhadhi while playing the Sarangi with Dholak accompaniment by Mangilal Dhadhi.",,,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Ballads, Rajasthani|~|Storytelling|~|Tales--India--Rajasthan|~|Oral Tradition|~|Folklore|~|Folk literature, Rajasthani|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Stringed instruments",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cv/69/8h/21198=z1cv698h/ark%2B=21198=z1cv698h.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1cv698h%2Faudiowaveform.dat,,,2925.610667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv698h/manifest
Work,RS0845,ark:/21198/z1835jkj,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0069_b.wav,कुम्भाराम ढाढी (सारंगी)/ मांगीलाल (ढो.),Stories or Kathas narrated by Kumbharam Dhadhi accompanying himself on the sarangi with Mangilal on the Dholak.,"Kothari, Komal","Dhadhi, Kumbharam|~|Dhadhi, Mangilal","October 24, 1990",1990-10-24,mwr,sound recording,23 min. 17 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com",Recording of ballads and folk songs sung by Kumbharam of the Dhadhi communtiy.,"1. 'Mohiyo re chandan ro rukh', a Halaria or a lullaby sung by Kumbharam Dhadhi while playing the Sarangi with Dholak accompaniment by Mangilal Dhadhi. 2. 'Neri neri karjo dhola chakari', a song sung by Kumbharam Dhadhi while playing the Sarangi with Dholak accompaniment by Mangilal Dhadhi. 3. 'Sove rani anganiye', a Jachcha song sung by Kumbharam Dhadhi while playing the Sarangi with Dholak accompaniment by Mangilal Dhadhi.",,,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Oral Tradition|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Stringed instruments|~|Lullabies, Indian",,,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/83/5j/kj/21198=z1835jkj/ark%2B=21198=z1835jkj.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1835jkj%2Faudiowaveform.dat,,,1397.729698,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835jkj/manifest
Work,RS0846,ark:/21198/z14b4sw8,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0070_a.wav,CCRT Camp 1990 - 1,"Children's training camp held at Borunda, Rajasthan in 1990 with the Centre for Cultural Resources and Training. Tape 1","Kothari, Komal","Khan, Rana|~|Khan, Lakha","November 21, 1990",1990-11-21,mwr,sound recording,44 min. 29 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recording of Rana Khan of Satto village singing songs from his Sindhi repertoire, with Sarangi and Dholak accompaniment.","1. 'Shah Latif ka Qalam' sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 2. 'Man Dalji Mhari', composed by Shah Latif, sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 3. 'Ajo re Mhara Ra'j sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 4. A song from the ballad of 'Rani Sorathi' sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 5. 'Jalo', a wedding song, sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 6. A song from the ballad of 'Mumal Rana' sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar and Dholak. The song is followed by a brief explanation of lyrics of the song by Rana Khan.|~|Loud hiss on source recording.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Oral Tradition|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Stringed instruments|~|Sufi poetry, Sindhi|~|Folk songs, Sindhi|~|Sufi music|~|Ballads, Rajasthani|~|Wedding music","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/4b/4s/w8/21198=z14b4sw8/ark%2B=21198=z14b4sw8.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz14b4sw8%2Faudiowaveform.dat,,,2672.204313,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b4sw8/manifest
Work,RS0846,ark:/21198/z10k426s,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0070_b.wav,CCRT Camp 1990 - 1,"Children's training camp held at Borunda, Rajasthan in 1990 with the Centre for Cultural Resources and Training. Tape 1","Kothari, Komal","Khan, Rana|~|Khan, Lakha","November 21, 1990",1990-11-21,mwr,sound recording,48 min. 10 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains recording of Rana Khan of Satto village singing songs from his Sindhi repertoire, with Sarangi and Dholak accompaniment.","1. A song in Sindhi language composed by Kunwer Bhagat, sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 2. A song written and composed by Bulle Shah, in Sindhi language, sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 3. 'Brij raj tere kaja gayi laj humari', a song dedicated to Krishna sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak. 4. A Kabir Bhajan sung by Rana Khan Manganiar accompanied on the Sindhi Sarangi by Lakha Khan Manganiar with Dholak.|~|Loud hiss on source recording.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Oral Tradition|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Stringed instruments|~|Sufi poetry, Sindhi|~|Folk songs, Sindhi|~|Sufi music|~|Krishna (Hindu deity)--In the performing arts","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/0k/42/6s/21198=z10k426s/ark%2B=21198=z10k426s.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz10k426s%2Faudiowaveform.dat,,,2893.162667,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k426s/manifest
Work,RS0848,ark:/21198/z1vx2858,ark:/21198/z1w10zd8|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/rajasthanmusic/audio/arcers0072_a.wav,CCRT Camp 1990 - 3,"Children's training camp held at Borunda, Rajasthan in 1990 with the Centre for Cultural Resources and Training. Tape 3","Kothari, Komal","Khan, Najir|~|Khan, Chanan|~|Khan Ramzan","November 22, 1990",1990-11-22,mwr,sound recording,44 min. 40 sec.,audio cassette,,sound recordings,Rupayan Sansthan,Rupayan Audio-Visual Archive,unknown,"Rupayan Sansthan, rupayansansthan@gmail.com","Recording of the proceedings of a music  training camp for young boys of the Manganiar and Langa musician communities of Western Rajasthan. They are being trained by the masters of their own musical tradition. The recordings consist of various sessions of songs sung as part of the training by the children, as well as by the senior musician teachers. The sessions are conducted by Komal Kothari.
This was held at the Rupayan Sansthan, Borunda, Rajasthan, with the support of  the Centre for Cultural Resources and Training (CCRT). This tape contains multiple songs sung by Najir Khan Manganiar with Kamaicha and Dholak accompaniment by Chanan Khan and Ramzan Khan Manganiar.","1. 'Devan mubarak vanja' sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 2. A Halaria or a lullaby sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 3. 'Madine jyu madyu', a song sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 4. A 'Lari geet' sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 5. 'Kangali', a song sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 6.'Aa punla mor muhara', a song sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively. 7. 'Dholan jani mujho', a song sung by Najir Khan Manganiar of Satto village accompanied on the Kamaicha and Dholak by Chanan Khan Manganiar and Ramzan Khan Manganiar respectively.",26.4687,73.8037,,,,,,"Folk Songs, Rajasthani--India--Rajasthan|~|Oral Tradition|~|Bowed stringed instruments--Bowing|~|Stringed instrument players|~|Stringed instruments|~|Lullabies, Indian","Borunda, Tehsil Bilara, District Jodhpur, Rajasthan (India)",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/vx/28/58/21198=z1vx2858/ark%2B=21198=z1vx2858.mp4{},https://static.library.ucla.edu/ark%3A%2F21198%2Fz1vx2858%2Faudiowaveform.dat,,,2680.201865,audio/x-wav,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx2858/manifest
