Object Type,Item ARK,Parent ARK,File Name,Local identifier,Title,Creator,Publisher.publisherName,Place of origin,Date.created,Date.normalized,Language,Type.typeOfResource,Genre,Format.extent,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject name,Subject geographic,Subject topic,Summary,Contents note,IIIF Access URL,Waveform,media.width,media.height,media.duration,media.format,IIIF Manifest URL
Work,ark:/21198/z18p8132,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701074.mp4,2701074,"El Mundo al Día, 1971-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 20, 1971- May 22, 1971",1971-05-20/1971-05-22,spa,moving image,broadcasts,00h 09m 37s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Fernández Reyes, Sobeida|~|Miolán Reynoso, Ángel Emilio|~|Sheker Vallejo, Fatima|~|Nivar Seijas, Neit Rafael |~|Goico Morales, Carlos Rafael|~|Balaguer Ricardo, Joaquín Antonio",Santo Domingo,Beauty Pageant|~|Donations|~|Schools|~|Celebrations|~|Masses,"News Program El Mundo al Día: Ambassador presents credentials at the National Palace. IX National Beauty Contest of the Dominican Republic 1971: Miss Dominican Republic Sagrario Reyes Villar, Miss Sugar Haydee Kuret, Miss Coffee Dulce María Villeta Campos and Miss Merengue Vivian Rosa Guerra González. Statements made by President Joaquín Balaguer to the press. Ozama Sugar Mill. Mass celebration in honor of deceased [official].|~|Noticiario El Mundo al Día: Embajador presenta credenciales en el Palacio Nacional. IX Concurso Nacional de Belleza de República Dominicana 1971; Miss República Dominicana Sagrario Reyes Villar, Miss Azúcar Haydee Kuret, Miss Café Dulce María Villeta Campos y Miss Merengue Vivian Rosa Guerra González. Declaraciones del presidente Joaquín Balaguer a la prensa. Ingenio Ozama. Celebran misa en honor a [funcionario] fallecido.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/8p/81/32/21198=z18p8132/ark%2B=21198=z18p8132.mp4{},,2048,1520,577.32,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p8132/manifest
Work,ark:/21198/z1515zr4,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701075.mp4,2701075,"El Mundo al Día, 1971-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 21, 1971- May 31, 1971",1971-05-21/1971-05-31,spa,moving image,broadcasts,00h 31m 57s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Nivar Seijas, Neit Rafael |~|Jiménez Reyes, Ramón Emilio, Milo",Santo Domingo,Sports|~|Donations|~|Schools|~|Celebrations|~|Public works,"Noticiario El Mundo al Día: Celebration of the Farmer's Day. Repairs are made and armchairs are donated to the Doña Chucha Children's Home. President Joaquin Balaguer inaugurates bridge. Party in which Miss Café, Dulce María Villeta Campos appears. Equipment is donated to the hospital. Sewing machines are donated. Food is delivered to impoverished people. Checks are given to workers. Inauguration of neighborhood road.|~|Noticiario El Mundo al Día: Celebración del Día del Agricultor. Realizan reparaciones y donan butacas a la casa hogar de Niños Doña Chucha. Presidente Joaquín Balaguer inaugura puente. Fiesta en la que aparece Miss Café, Dulce María Villeta Campos. Donan equipos a hospital. Donan máquinas de coser. Entregan alimentos a personas empobrecidas. Entregan cheques a trabajadores. Inauguración de camino vecinal.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/51/5z/r4/21198=z1515zr4/ark%2B=21198=z1515zr4.mp4{},,2048,1520,1917.0,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1515zr4/manifest
Work,ark:/21198/z1185733,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701077.mp4,2701077,"El Mundo al Día, 1971-05",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"May 2, 1971",1971-05-02,spa,moving image,broadcasts,00h 23m 52s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Lluveres Montás, Salvador|~|Ogando, Javier|~|Perdomo Rosario, Elio Osiris|~|Miolán Reynoso, Ángel Emilio|~|Amiama Tió, Fernando",Santo Domingo,Inaugurations|~|Public works|~|Homes|~|Beauty contest|~|Floral tribute,"El Mundo al Día News: President Joaquín Balaguer and Chancellor Fernando Amiama Tió decorate personalities at the National Palace. Brigadier General Salvador Lluveres Montás and other military boarded a plane from the United States. Meeting of the Municipal League. Reformist Party delivers checks to poor people. Ambassador presents credentials. Angel Miolan Reynoso, Director General of Tourism, meets with beauty contestants. Meeting of the National Federation of Sugar Industry Workers. President Balaguer receives recognition in Los Prados for the inauguration of Charles Summer Avenue. Banco Nacional de la Vivienda shows homes for financing.|~|Noticiario El Mundo al Día: presidente Joaquín Balaguer y canciller Fernando Amiama Tió condecoran personalidad en el Palacio Nacional. El general de brigada Salvador Lluveres Montás y otros militares abordan avión de los Estados Unidos. Reunión de la Liga Municipal. Partido Reformista entrega cheques a a personas de escasos recursos. Embajador presenta credenciales. Ángel Miolán Reynoso, director general de Turismo, se reúne con concursantes de belleza. Reunión de la Federación Nacional de Trabajadores de la Industria Azucarera. Presidente Balaguer recibe reconocimiento en Los Prados por la inauguración de avenida Charles Summer. Banco Nacional de la Vivienda muestra viviendas para financiamiento.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/18/57/33/21198=z1185733/ark%2B=21198=z1185733.mp4{},,2042,1697,1432.32,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1185733/manifest
Work,ark:/21198/z1wh4qmd,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701078.mp4,2701078,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 01, 1971- June 09, 1971",1971-06-01/1971-06-09,spa,moving image,broadcasts,00h 13m 25s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Perdomo Rosario, Elio Osiris|~|Méndez Lara, Joaquín|~|Balaguer Ricardo, Joaquín Antonio|~|Fernández González, Jaime Manuel|~|Reyes Villar, Sagrario",La Romana|~|Santo Domingo,Public works|~|Diplomats|~|International relations|~|Donations,"News Program El Mundo al Día: President Joaquín Balaguer attends the inauguration of the aqueduct at Guaymate, La Romana. Donation of sewing machines. Miss Dominican Republic 1971, Sagrario Reyes Villar, attends a party. President Balaguer meets with low-income women at the National Palace. Chancellor Jaime Manuel Fernández receives diplomats at Las Américas International Airport and meet with President Balaguer.|~|Noticiario El Mundo al Día: Presidente Joaquín Balaguer asiste a inauguración de acueducto en Guaymate, La Romana. Donación de máquinas de coser. Miss República Dominicana 1971, Sagrario Reyes Villar, asiste a fiesta. Presidente Balaguer se reúne con mujeres de escasos recursos en el Palacio Nacional. Canciller Jaime Manuel Fernández recibe diplomáticos en el Aeropuerto Internacional de las Américas y se reúnen con el presidente Balaguer.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/wh/4q/md/21198=z1wh4qmd/ark%2B=21198=z1wh4qmd.mp4{},,2048,1531,805.0,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wh4qmd/manifest
Work,ark:/21198/z1rr3zts,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701079.mp4,2701079,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 01, 1971- June 09, 1971",1971-06-01/1971-06-09,spa,moving image,broadcasts,00h 19m 54s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Goico Morales, Carlos Rafael |~|Méndez Lara, Joaquín|~|Gómez Bergés, Víctor|~|Balaguer, Emma|~|Balaguer Ricardo, Joaquín Antonio|~|Fernández González, Jaime Manuel|~|Reyes Villar, Sagrario|~|Kuret, Haydee|~|Villeta Campos, Dulce María|~|Guerra González, Vivian Rosa|~|Miolán Reynoso, Ángel Emilio|~|Pimentel, Juan Altagracia Bruno",Santo Domingo,Public works|~|Diplomats|~|Celebrations|~|Beauty contest,"El Mundo al Día News: Flowers are brought to the mother of President Joaquin Balaguer and Emma Balaguer, Carmen Cecilia Ricardo widow Balaguer on Mother's Day. President Balaguer, Vice President Carlos Rafael Goico Morales and Chancellor Jaime Manuel Fernandez held a ceremony with diplomats at the National Palace. Raffle for Mother's Day gifts. Emma Balaguer delivers gifts to pregnant women. Vice President Carlos Goico Morales attends the construction of a dam. Bruno Pimentel presents beauty contestants, Miss Dominican Republic, Sagrario Reyes Villar, Miss Sugar Haydee Kuret, Miss Coffee Dulce María Villeta Campos, Miss Merengue Vivian Rosa Guerra González, words of the General Director of Tourism, Ángel Miolán Reynoso.|~|Noticiario El Mundo al Día: Llevan flores a la madre del presidente Joaquín Balaguer y Emma Balaguer, Carmen Cecilia Ricardo viuda Balaguer en el Día de las Madres. Presidente Balaguer, vicepresidente Carlos Rafael Goico Morales y canciller Jaime Manuel Fernández realizan acto con diplomáticos en el Palacio Nacional. Realizan rifa para obsequios en el Día de las Madres. Emma Balaguer entrega regalos a mujeres embarazadas. Vicepresidente Carlos Goico Morales asiste a construcción de represa. Bruno Pimentel presenta a las concursantes de belleza, Miss República Dominicana, Sagrario Reyes Villar, Miss Azúcar Haydee Kuret, Miss Café Dulce María Villeta Campos, Miss Merengue Vivian Rosa Guerra González, palabras del director general de Turismo, Ángel Miolán Reynoso.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/rr/3z/ts/21198=z1rr3zts/ark%2B=21198=z1rr3zts.mp4{},,2048,1531,1194.4,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rr3zts/manifest
Work,ark:/21198/z1n0372q,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701080.mp4,2701080,"El Mundo al Día, 1971-12",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"December, 1971",1971-12,spa,moving image,broadcasts,00h 06m 26s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Balaguer Ricardo, Joaquín Antonio|~|Ricardo Heureaux, Carmen Cecilia|~|Meloy, Francis Edward Jr.|~|Miolán Reynoso, Ángel Emilio|~|Beras Rojas, Octavio Antonio|~|Gómez Bergés, Víctor|~|Goico Morales, Carlos Rafael",Santo Domingo,Funerals|~|Inaugurations|~|Donations|~|Agreements|~|Cemetery,"El Mundo al Día News: National Police distributes clothes and chickens to poor people in rural areas. President Joaquin Balaguer, accompanied by Vice President Carlos Goico Morales, Monsignor Octavio Antonio Beras, Víctor Gomez Bergés, Emma Balaguer, and other officials visit the sculpture Christ the Redeemer (Cristo Redentor) by Juan de Avalos. Director General of Tourism, Ángel Reynoso Miolán and entourage visit a poor mother. President Balaguer, Vice President Goico Morales, Chancellor Jaime Manuel Fernandez, U.S. Ambassador Francis Edward Meloy, Jr., and others attend a funeral of the Jewish community.|~|Noticiario El Mundo al Día: Policía Nacional distribuye ropa y pollos a personas de escasos recursos en zona rural. Presidente Joaquín Balaguer, acompañado por el vicepresidente Carlos Goico Morales, monseñor Octavio Antonio Beras, Víctor Gómez Bergés, Emma Balaguer, y otros funcionarios visitan la escultura Cristo Redentor de Juan de Ávalos. Director general de Turismo, Ángel Reynoso Miolán y comitiva visitan madre de escasos recursos. Presidente Balaguer, vicepresidente Goico Morales, canciller Jaime Manuel Fernández, embajador norteamericano, Francis Edward Meloy y otros asisten a funeral de comunidad judía.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/n0/37/2q/21198=z1n0372q/ark%2B=21198=z1n0372q.mp4{},,2048,1531,386.96,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n0372q/manifest
Work,ark:/21198/z1h72g9j,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701083.mp4,2701083,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 18, 1971- June 30, 1971",1971-06-18/1971-06-30,spa,moving image,broadcasts,00h 15m 52s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Cáffaro Durán, Erasmo, Niní |~|Solano Sánchez, Rafael |~|Gómez Bergés, Víctor|~|Reyes Villar, Sagrario|~|Kuret, Haydee|~|Villeta Campos, Dulce María|~|Guerra González, Vivian Rosa|~|Goico Morales, Carlos Rafael",Santo Domingo,Festivals|~|Journalists|~|Public works|~|Education|~|Donations,"News Program El Mundo al Día: Journalists meeting. Officials from the Ministry of Agriculture visit tomato plantation. The [Pedro Henríquez Ureña University, UNPHU, Song] Festival presents Miss Dominican Republic, Sagrario Reyes Villar; Miss Sugar, Haydee Kuret; Miss Coffee, Dulce María Villeta Campos and Miss Merengue Vivian Rosa Guerra González. President Joaquín Balaguer and Vice President Carlos Rafael Goico Morales visit San Juan. Speech by Vice President Carlos Goico Morales. Vaccination day. MIlitary boarding a plane. Delivery of food to poor people.|~|Noticiario El Mundo al Día: Reunión de periodistas. Funcionarios del Ministerio de Agricultura visitan siembra de tomates. Festival de la [canción universitaria de la UNPHU] presentan Miss República Dominicana, Sagrario Reyes Villar; Miss Azúcar, Haydee Kuret; Miss Café, Dulce María Villeta Campos y Miss Merengue Vivian Rosa Guerra González. Presidente Joaquín Balaguer y vicepresidente Carlos Rafael Goico Morales visitan San Juan. Alocución del vicepresidente Carlos Goico Morales. Jornada de vacunación. Militares abordan avión. Entrega de alimentos a personas de escasos recursos.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/h7/2g/9j/21198=z1h72g9j/ark%2B=21198=z1h72g9j.mp4{},,2046,1679,952.24,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h72g9j/manifest
Work,ark:/21198/z1cg1qnq,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701084.mp4,2701084,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June 18, 1971- June 30, 1971",1971-06-18/1971-06-30,spa,moving image,broadcasts,00h 18m 55s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Almonte Perelló, Juan |~|Gómez Bergés, Víctor|~| Perdomo Rosario, Elio Osiris|~|Balaguer Ricardo, Joaquín Antonio|~|Bello Andino, Rafael Humberto","Yamasá (San Cristóbal)|~|Sánchez, Samaná",Hospital|~|Journalists|~|Public works|~|Education|~|Donations|~|Water|~|Cotton,"News Program El Mundo al Día: Construction of a hospital for insured persons of the Dominican Social Security Institute. President Joaquín Balaguer delivers plot titles to the community of Yamasá, San Cristóbal. President Balaguer visits the community of Sánchez, Samaná, to inaugurate a branch of the Banco de Reservas and a drinking water system. Military arrival at the airport. Social activity with personalities. Children's artistic presentation. Rafael Bello Andino gives statements to journalists. Student activity at school. Cotton picking. Vaccination in rural area. Officials receive trucks and machinery at the dock.|~|Noticiario El Mundo al Día: Construcción de hospital para asegurados del Instituto Dominicano de Seguros Sociales. Presidente Joaquín Balaguer entrega títulos de parcelas la comunidad de Yamasá, San Cristóbal. Presidente Balaguer visita la comunidad de Sánchez, Samaná, inauguran sucursal del Banco de Reservas y sistema de agua potable. Llegada de militares al aeropuerto. Actividad social con personalidades. Presentación artística infantil. Rafael Bello Andino da declaraciones a periodistas. Compartir juvenil en la escuela. Recogida de algodón. Jornada de vacunación en zona rural. Funcionarios reciben camiones y maquinarias en el muelle.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/cg/1q/nq/21198=z1cg1qnq/ark%2B=21198=z1cg1qnq.mp4{},,2046,1679,1135.24,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1qnq/manifest
Work,ark:/21198/z17s9p9q,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701086.mp4,2701086,"El Mundo al Día, 1971-06",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"June, 1971",1971-06,spa,moving image,broadcasts,00h 15m 51s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Sánchez, René C.|~|Berces, Roberto L.|~| Perdomo Rosario, Elio Osiris|~|Nivar Seijas, Neit |~|Jiménez Reyes, Ramón Emilio, Milo|~|Balaguer Ricardo, Joaquín Antonio|~|Goico Morales, Carlos Rafael",Santo Domingo,Education|~|Political Activities|~|Public Works|~|Election Campaigns,"Noticiario El Mundo al Día: Meeting with the participation of former vice-president Francisco Augusto Lora González. Ramón Emilio Jiménez, chief of the Armed Forces, delivers certificates at military graduation. Pedro Henríquez Ureña University (UNPHU) meeting. President Balaguer and commission visit tunnel construction works. Vice President Carlos Rafael Goico Morales and other officials attend a political rally to promote the reelection of Joaquin Balaguer for the 1974-1978 term. Flowers are brought to the mother of Joaquin Balaguer, Carmen Cecilia Ricardo widow Balaguer.|~|Noticiario El Mundo al Día: Reunión en la que participa el ex vicepresidente Francisco Augusto Lora González. Ramón Emilio Jiménez, jefe de las Fuerzas Armadas, entrega certificados en graduación de militares. Reunión de la Universidad Pedro Henríquez Ureña (UNPHU). Presidente Balaguer y comisión visitan trabajos de construcción de túnel. Vicepresidente Carlos Rafael Goico Morales y otros funcionarios asisten a mitin político para promover la reelección de Joaquín Balaguer en el período 1974-1978. Llevan flores a la madre de Joaquín Balaguer, Carmen Cecilia Ricardo viuda Balaguer.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/7s/9p/9q/21198=z17s9p9q/ark%2B=21198=z17s9p9q.mp4{},,2048,1531,901.08,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17s9p9q/manifest
Work,ark:/21198/z1418xpn,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701089.mp4,2701089,"El Mundo al Día, 1971-07",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),July 1971,1971-07,spa,moving image,broadcasts,00h 04m 18s,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Gómez Bergés, Víctor|~|Jiménez, Ramón Emilio|~|Goico Morales, Carlos Rafael|~|Fernández, Jaime Manuel|~|",Santo Domingo,Agreements|~|Tourism,"News Program El Mundo al Día: Speech by Joaquín Balaguer at the National Palace with high officials of his government. Arrival of Miss Sugar, Haydee Kuret, and Miss Merengue, Vivian Rosa Guerra González, at the General Directorate of Tourism. Chancellor Jaime Manuel Fernández, Vice President Carlos Rafael Goico Morales and Ángel Miolán Reynoso participate in a meeting. Meeting with Víctor Gómez Bergés.|~|Noticiario El Mundo al Día: Alocución de Joaquín Balaguer en el Palacio Nacional con los altos funcionarios de su gobierno. Llegada de Miss Azúcar Haydee Kuret y Miss Merengue Vivian Rosa Guerra González a la Dirección General de Turismo. Canciller Jaime Manuel Fernández, vicepresidente Carlos Rafael Goico Morales y Ángel Miolán Reynoso participan en reunión. Reunión con Víctor Gómez Bergés.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/41/8x/pn/21198=z1418xpn/ark%2B=21198=z1418xpn.mp4{},,2048,1531,258.44,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1418xpn/manifest
Work,ark:/21198/z10885xv,ark:/21198/z1t1748k|~|ark:/21198/z13b7wpn,othermasters/MEAPelmundoaldia/video/mp4/elmad_2701090.mp4,2701090,"El Mundo al Día, 1971-08",Radio Televisión Dominicana,Radio Televisión Dominicana,Santo Domingo (Dominican Republic),"August 02,1971 - August 12,1971",1971-08-02/1971-08-12,spa,moving image,broadcasts,00h 26m 37,16mm,Archivo General de la Nación,Corporación Estatal de Radio y Televisión Dominicana (CERTV),public domain,published,"http://agn.gob.do/index.php/contacto, info@certv.gob.do","Bello Andino, Rafael |~|Valerio, Próspero |~|Gómez Bergés, Víctor|~|Jiménez Reyes, Ramón Emilio, Milo |~|Álvarez Bogaert, Fernando |~|Rojas Beras, Octavio Antonio |~|Pérez Sánchez, Eliseo |~|Balaguer, Emma",Mao (Valverde)|~|Santo Domingo,Political campaign|~|Masses|~|Weddings|~|Celebrations|~|Houses|~|Inaugurations,"El Mundo al Día News: President Joaquin Balaguer's statements at the Reformist Party house, crowds of people asking for the reelection of Joaquin Balaguer for the 1974-1978 term. Vice President Carlos Rafael Goico Morales, attends mass at the Santo Domingo Cathedral, also in attendance are Chancellor Jaime Manuel Fernandez, U.S. Ambassador Francis Edward Meloy, Jr. and other officials. Assembly at the National Congress. Celebration of the 29th anniversary of Radio Televisión Dominicana (RTVD), attended by Adalgisa Pantaleón, Fernando Villalona, Alberto Beltrán, Matos Berrido and others. Remodeling of the Plaza Francisco de Miranda by Xerox Dominicana, C. por A. President Balaguer takes bride to the altar in a wedding. Balaguer's visit to Mao, Valverde.|~|Noticiario El Mundo al Día: Declaraciones del presidente Joaquín Balaguer en la casa del Partido Reformista, aglomeración de personas piden la reelección de Joaquín Balaguer para el período 1974-1978. Vicepresidente Carlos Rafael Goico Morales, asiste a misa en la Catedral de Santo Domingo, también asisten el canciller Jaime Manuel Fernández, el embajador norteamericano, Francis Edward Meloy, Jr., y otros funcionarios. Asamblea en el Congreso Nacional. Celebración del 29 aniversario de Radio Televisión Dominicana (RTVD), participan Adalgisa Pantaleón, Fernando Villalona, Alberto Beltrán, Matos Berrido y otros. Remodelación de la Plaza Francisco de Miranda por Xerox Dominicana, C. por A. Presidente Balaguer lleva novia al altar en boda. Visita de Balaguer a Mao, Valverde.",,https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:othermasters/pairtree_root/21/19/8=/z1/08/85/xv/21198=z10885xv/ark%2B=21198=z10885xv.mp4{},,2048,1531,1597.32,video/mp4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10885xv/manifest
