"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzj2/cb44vj8s","ark:/21198/zz002dvzj2","","","Page","soul/audio/uclapasc_342_060_002_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/j2/=c/b4/4v/j8/s/21198=zz002dvzj2=cb44vj8s/ark%2B=21198=zz002dvzj2=cb44vj8s.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","12m 45s","","","","","","","","","","","","","765.942083","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzj2/d205zv9z","ark:/21198/zz002dvzj2","","","Page","soul/audio/uclapasc_342_060_002_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/j2/=d/20/5z/v9/z/21198=zz002dvzj2=d205zv9z/ark%2B=21198=zz002dvzj2=d205zv9z.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 50s","","","","","","","","","","","","","1910.55001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzm3/dt49rv1n","ark:/21198/zz002dvzm3","","","Page","soul/audio/uclapasc_342_060_004_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/m3/=d/t4/9r/v1/n/21198=zz002dvzm3=dt49rv1n/ark%2B=21198=zz002dvzm3=dt49rv1n.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","46m 23s","","","","","","","","","","","","","2783.93001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzm3/n057h129","ark:/21198/zz002dvzm3","","","Page","soul/audio/uclapasc_342_060_004_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/m3/=n/05/7h/12/9/21198=zz002dvzm3=n057h129/ark%2B=21198=zz002dvzm3=n057h129.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 19s","","","","","","","","","","","","","2779.81001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvznm/v885d89g","ark:/21198/zz002dvznm","","","Page","soul/audio/uclapasc_342_060_005_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/nm/=v/88/5d/89/g/21198=zz002dvznm=v885d89g/ark%2B=21198=zz002dvznm=v885d89g.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","30m 21s","","","","","","","","","","","","","1821.51575","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvznm/x4965s13","ark:/21198/zz002dvznm","","","Page","soul/audio/uclapasc_342_060_005_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/nm/=x/49/65/s1/3/21198=zz002dvznm=x4965s13/ark%2B=21198=zz002dvznm=x4965s13.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","34m 48s","","","","","","","","","","","","","2088.717292","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzp4/cc05ns6k","ark:/21198/zz002dvzp4","","","Page","soul/audio/uclapasc_342_060_006_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/p4/=c/c0/5n/s6/k/21198=zz002dvzp4=cc05ns6k/ark%2B=21198=zz002dvzp4=cc05ns6k.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","11m 10s","","","","","","","","","","","","","670.089031","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzp4/cj78jn7n","ark:/21198/zz002dvzp4","","","Page","soul/audio/uclapasc_342_060_006_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/p4/=c/j7/8j/n7/n/21198=zz002dvzp4=cj78jn7n/ark%2B=21198=zz002dvzp4=cj78jn7n.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 07s","","","","","","","","","","","","","2767.21001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzr5/20177b2z","ark:/21198/zz002dvzr5","","","Page","soul/audio/uclapasc_342_060_008_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/r5/=2/01/77/b2/z/21198=zz002dvzr5=20177b2z/ark%2B=21198=zz002dvzr5=20177b2z.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","58m 48s","","","","","","","","","","","","","3528.48001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzr5/s239jm5t","ark:/21198/zz002dvzr5","","","Page","soul/audio/uclapasc_342_060_008_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/r5/=s/23/9j/m5/t/21198=zz002dvzr5=s239jm5t/ark%2B=21198=zz002dvzr5=s239jm5t.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","26m 06s","","","","","","","","","","","","","1566.794438","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzsp/8j89qm79","ark:/21198/zz002dvzsp","","","Page","soul/audio/uclapasc_342_060_009_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/sp/=8/j8/9q/m7/9/21198=zz002dvzsp=8j89qm79/ark%2B=21198=zz002dvzsp=8j89qm79.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","26m 28s","","","","","","","","","","","","","1588.231531","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzsp/t709tt47","ark:/21198/zz002dvzsp","","","Page","soul/audio/uclapasc_342_060_009_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/sp/=t/70/9t/t4/7/21198=zz002dvzsp=t709tt47/ark%2B=21198=zz002dvzsp=t709tt47.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","30m 56s","","","","","","","","","","","","","1856.19","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzt6/2h82r127","ark:/21198/zz002dvzt6","","","Page","soul/audio/uclapasc_342_060_010_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/t6/=2/h8/2r/12/7/21198=zz002dvzt6=2h82r127/ark%2B=21198=zz002dvzt6=2h82r127.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","28m 02s","","","","","","","","","","","","","1682.101417","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzt6/gb807g0k","ark:/21198/zz002dvzt6","","","Page","soul/audio/uclapasc_342_060_010_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/t6/=g/b8/07/g0/k/21198=zz002dvzt6=gb807g0k/ark%2B=21198=zz002dvzt6=gb807g0k.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","23m 38s","","","","","","","","","","","","","1418.748813","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzvq/s159h76w","ark:/21198/zz002dvzvq","","","Page","soul/audio/uclapasc_342_060_011_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/vq/=s/15/9h/76/w/21198=zz002dvzvq=s159h76w/ark%2B=21198=zz002dvzvq=s159h76w.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","30m 23s","","","","","","","","","","","","","1823.81","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzvq/v197r03n","ark:/21198/zz002dvzvq","","","Page","soul/audio/uclapasc_342_060_011_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/vq/=v/19/7r/03/n/21198=zz002dvzvq=v197r03n/ark%2B=21198=zz002dvzvq=v197r03n.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","30m 59s","","","","","","","","","","","","","1859.993052","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzxr/bj05cm5k","ark:/21198/zz002dvzxr","","","Page","soul/audio/uclapasc_342_060_013_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/xr/=b/j0/5c/m5/k/21198=zz002dvzxr=bj05cm5k/ark%2B=21198=zz002dvzxr=bj05cm5k.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 22s","","","","","","","","","","","","","1882.940021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzxr/gs35w78c","ark:/21198/zz002dvzxr","","","Page","soul/audio/uclapasc_342_060_013_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/xr/=g/s3/5w/78/c/21198=zz002dvzxr=gs35w78c/ark%2B=21198=zz002dvzxr=gs35w78c.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 24s","","","","","","","","","","","","","1884.39","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzz8/j1923750","ark:/21198/zz002dvzz8","","","Page","soul/audio/uclapasc_342_060_014_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/z8/=j/19/23/75/0/21198=zz002dvzz8=j1923750/ark%2B=21198=zz002dvzz8=j1923750.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 48s","","","","","","","","","","","","","2808.99001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzz8/ts283c77","ark:/21198/zz002dvzz8","","","Page","soul/audio/uclapasc_342_060_014_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/vz/z8/=t/s2/83/c7/7/21198=zz002dvzz8=ts283c77/ark%2B=21198=zz002dvzz8=ts283c77.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","05m 54s","","","","","","","","","","","","","354.497365","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw00q/tw72qt9n","ark:/21198/zz002dw00q","","","Page","soul/audio/uclapasc_342_060_015_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/0q/=t/w7/2q/t9/n/21198=zz002dw00q=tw72qt9n/ark%2B=21198=zz002dw00q=tw72qt9n.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 03s","","","","","","","","","","","","","1863.16001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw00q/wv587g72","ark:/21198/zz002dw00q","","","Page","soul/audio/uclapasc_342_060_015_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/0q/=w/v5/87/g7/2/21198=zz002dw00q=wv587g72/ark%2B=21198=zz002dw00q=wv587g72.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 12s","","","","","","","","","","","","","1872.47","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw038/3d47q812","ark:/21198/zz002dw038","","","Page","soul/audio/uclapasc_342_061_001_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/38/=3/d4/7q/81/2/21198=zz002dw038=3d47q812/ark%2B=21198=zz002dw038=3d47q812.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 21s","","","","","","","","","","","","","1881.84","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw038/hn20jk2c","ark:/21198/zz002dw038","","","Page","soul/audio/uclapasc_342_061_001_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/38/=h/n2/0j/k2/c/21198=zz002dw038=hn20jk2c/ark%2B=21198=zz002dw038=hn20jk2c.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","06m 21s","","","","","","","","","","","","","381.854948","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw04s/2n472m0j","ark:/21198/zz002dw04s","","","Page","soul/audio/uclapasc_342_061_002_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/4s/=2/n4/72/m0/j/21198=zz002dw04s=2n472m0j/ark%2B=21198=zz002dw04s=2n472m0j.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","01h 04m 51s","","","","","","","","","","","","","3891.16001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw04s/6d09kf9c","ark:/21198/zz002dw04s","","","Page","soul/audio/uclapasc_342_061_002_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/4s/=6/d0/9k/f9/c/21198=zz002dw04s=6d09kf9c/ark%2B=21198=zz002dw04s=6d09kf9c.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","56m 12s","","","","","","","","","","","","","3372.370583","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059/jv68s059","ark:/21198/zz002dw059","","","Page","soul/audio/uclapasc_342_061_003_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/59/=j/v6/8s/05/9/21198=zz002dw059=jv68s059/ark%2B=21198=zz002dw059=jv68s059.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","11m 07s","","","","","","","","","","","","","667.713333","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw059/xp84mz2h","ark:/21198/zz002dw059","","","Page","soul/audio/uclapasc_342_061_003_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/59/=x/p8/4m/z2/h/21198=zz002dw059=xp84mz2h/ark%2B=21198=zz002dw059=xp84mz2h.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","32m 15s","","","","","","","","","","","","","1935.06","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t/cd13rk60","ark:/21198/zz002dw06t","","","Page","soul/audio/uclapasc_342_061_004_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/6t/=c/d1/3r/k6/0/21198=zz002dw06t=cd13rk60/ark%2B=21198=zz002dw06t=cd13rk60.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 24s","","","","","","","","","","","","","1884.05001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw06t/v767hf6q","ark:/21198/zz002dw06t","","","Page","soul/audio/uclapasc_342_061_004_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/6t/=v/76/7h/f6/q/21198=zz002dw06t=v767hf6q/ark%2B=21198=zz002dw06t=v767hf6q.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 24s","","","","","","","","","","","","","1884.180021","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b/dw94901p","ark:/21198/zz002dw07b","","","Page","soul/audio/uclapasc_342_061_005_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/7b/=d/w9/49/01/p/21198=zz002dw07b=dw94901p/ark%2B=21198=zz002dw07b=dw94901p.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 23s","","","","","","","","","","","","","1883.21","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw07b/wb841v87","ark:/21198/zz002dw07b","","","Page","soul/audio/uclapasc_342_061_005_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/7b/=w/b8/41/v8/7/21198=zz002dw07b=wb841v87/ark%2B=21198=zz002dw07b=wb841v87.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 28s","","","","","","","","","","","","","1888.60001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v/4g389p6h","ark:/21198/zz002dw08v","","","Page","soul/audio/uclapasc_342_061_006_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/8v/=4/g3/89/p6/h/21198=zz002dw08v=4g389p6h/ark%2B=21198=zz002dw08v=4g389p6h.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","46m 07s","","","","","","","","","","","","","2767.14001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw08v/7522xf96","ark:/21198/zz002dw08v","","","Page","soul/audio/uclapasc_342_061_006_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/8v/=7/52/2x/f9/6/21198=zz002dw08v=7522xf96/ark%2B=21198=zz002dw08v=7522xf96.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","17m 33s","","","","","","","","","","","","","1053.124896","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c/b302n79r","ark:/21198/zz002dw09c","","","Page","soul/audio/uclapasc_342_061_007_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/9c/=b/30/2n/79/r/21198=zz002dw09c=b302n79r/ark%2B=21198=zz002dw09c=b302n79r.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","48m 26s","","","","","","","","","","","","","2906.86001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw09c/sb41d38z","ark:/21198/zz002dw09c","","","Page","soul/audio/uclapasc_342_061_007_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/9c/=s/b4/1d/38/z/21198=zz002dw09c=sb41d38z/ark%2B=21198=zz002dw09c=sb41d38z.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","48m 31s","","","","","","","","","","","","","2911.999281","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw/rz243z3p","ark:/21198/zz002dw0bw","","","Page","soul/audio/uclapasc_342_061_008_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/bw/=r/z2/43/z3/p/21198=zz002dw0bw=rz243z3p/ark%2B=21198=zz002dw0bw=rz243z3p.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","31m 22s","","","","","","","","","","","","","1882.26","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0bw/vj800n6t","ark:/21198/zz002dw0bw","","","Page","soul/audio/uclapasc_342_061_008_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/bw/=v/j8/00/n6/t/21198=zz002dw0bw=vj800n6t/ark%2B=21198=zz002dw0bw=vj800n6t.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","31m 29s","","","","","","","","","","","","","1889.77001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd/7n13bz52","ark:/21198/zz002dw0cd","","","Page","soul/audio/uclapasc_342_061_009_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/cd/=7/n1/3b/z5/2/21198=zz002dw0cd=7n13bz52/ark%2B=21198=zz002dw0cd=7n13bz52.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","16m 24s","","","","","","","","","","","","","984.89","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0cd/j920wk6s","ark:/21198/zz002dw0cd","","","Page","soul/audio/uclapasc_342_061_009_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/cd/=j/92/0w/k6/s/21198=zz002dw0cd=j920wk6s/ark%2B=21198=zz002dw0cd=j920wk6s.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","12m 36s","","","","","","","","","","","","","756.501198","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx/3b385z6g","ark:/21198/zz002dw0dx","","","Page","soul/audio/uclapasc_342_061_010_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/dx/=3/b3/85/z6/g/21198=zz002dw0dx=3b385z6g/ark%2B=21198=zz002dw0dx=3b385z6g.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","16m 02s","","","","","","","","","","","","","962.84001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0dx/pj32w51t","ark:/21198/zz002dw0dx","","","Page","soul/audio/uclapasc_342_061_010_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/dx/=p/j3/2w/51/t/21198=zz002dw0dx=pj32w51t/ark%2B=21198=zz002dw0dx=pj32w51t.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","16m 01s","","","","","","","","","","","","","961.89","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff/9363qd1g","ark:/21198/zz002dw0ff","","","Page","soul/audio/uclapasc_342_061_011_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/ff/=9/36/3q/d1/g/21198=zz002dw0ff=9363qd1g/ark%2B=21198=zz002dw0ff=9363qd1g.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","33m 32s","","","","","","","","","","","","","2012.398917","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0ff/qj41tz3p","ark:/21198/zz002dw0ff","","","Page","soul/audio/uclapasc_342_061_011_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/ff/=q/j4/1t/z3/p/21198=zz002dw0ff=qj41tz3p/ark%2B=21198=zz002dw0ff=qj41tz3p.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","33m 36s","","","","","","","","","","","","","2016.265854","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg/hv55g786","ark:/21198/zz002dw0hg","","","Page","soul/audio/uclapasc_342_061_013_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/hg/=h/v5/5g/78/6/21198=zz002dw0hg=hv55g786/ark%2B=21198=zz002dw0hg=hv55g786.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","33m 00s","","","","","","","","","","","","","1980.146927","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0hg/xv33qk45","ark:/21198/zz002dw0hg","","","Page","soul/audio/uclapasc_342_061_013_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/hg/=x/v3/3q/k4/5/21198=zz002dw0hg=xv33qk45/ark%2B=21198=zz002dw0hg=xv33qk45.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","50m 08s","","","","","","","","","","","","","3008.36001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh/5x36q13x","ark:/21198/zz002dw0kh","","","Page","soul/audio/uclapasc_342_061_015_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/kh/=5/x3/6q/13/x/21198=zz002dw0kh=5x36q13x/ark%2B=21198=zz002dw0kh=5x36q13x.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","52m 40s","","","","","","","","","","","","","3160.63001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0kh/mg706q3z","ark:/21198/zz002dw0kh","","","Page","soul/audio/uclapasc_342_061_015_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/kh/=m/g7/06/q3/z/21198=zz002dw0kh=mg706q3z/ark%2B=21198=zz002dw0kh=mg706q3z.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","53m 47s","","","","","","","","","","","","","3227.57001","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1/cq45664p","ark:/21198/zz002dw0m1","","","Page","soul/audio/uclapasc_342_061_016_M_a.wav","1","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/m1/=c/q4/56/64/p/21198=zz002dw0m1=cq45664p/ark%2B=21198=zz002dw0m1=cq45664p.mp4{}","","","","","","","","","","","","","","","","Side A","","","","","45m 52s","","","","","","","","","","","","","2752.931135","audio/wav",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw0m1/ds52c63s","ark:/21198/zz002dw0m1","","","Page","soul/audio/uclapasc_342_061_016_M_b.wav","2","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:soul/pairtree_root/21/19/8=/zz/00/2d/w0/m1/=d/s5/2c/63/s/21198=zz002dw0m1=ds52c63s/ark%2B=21198=zz002dw0m1=ds52c63s.mp4{}","","","","","","","","","","","","","","","","Side B","","","","","21m 02s","","","","","","","","","","","","","1262.159448","audio/wav",""
