Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297psh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297psh_1976959_master.tif,47,,,cartographic,map,pd_usfed,,"Naramore, Charles. 1879-1961.",California State Mining Bureau.,eng,Butte County (Calif.)--Maps|~|Mines and mineral resources--California--Lake County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1904,"Shows township and section lines, creeks and rivers, lakes, canals and points of interest.|~|""January, 1904.""|~|compiled and issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; W.E. Thorne, Field Assistant for Butte County ; drawn by C. Naramore.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648633"">UCLA Catalog Record</a>",6648633,San Francisco|~|cau,Butte County (Calif.)|~|California|~|Lake County,"Map of Butte County, California",1 map : col. ; on sheet 85 x 71 cm.,130000,"Butte County, California",State Mining Bureau,,G4363 Butte Co. H1 SMB 1904,,westernmost:W1220500|~|northernmost:N0401000|~|easternmost:W1210400|~|southernmost:N0391700,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pt1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pt1_1976962_master.tif,48,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Amador County (Calif.)--Maps|~|Mines and mineral resources--California--Amador County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1903,"Relief represented by hachures.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; John B. Tregloan, Field Assistant for Amador County.|~|Shows township and section lines, ranchos, creeks and rivers, ridges, lakes, canals, and power lines.|~|""August, 1903.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645098"">UCLA Catalog Record</a>",6645098,San Francisco|~|cau,Amador County|~|Amador County (Calif.)|~|California,"Map of Amador County, California",1 map : col. ; on sheet 71 x 111 cm.,96000,"Amador County, California",State Mining Bureau,22974748,G4363 Amador Co. .H1 SMB 1903,,easternmost:W1200400|~|southernmost:N0381300|~|westernmost:W1210200|~|northernmost:N0384300,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pvj,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pvj_1977290_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz00297pvj_1977011_master.tif,49,,,cartographic,map,copyrighted,,,"Blackburn, O. V.",eng,Real property--California--Imperial County--Maps|~|Imperial Valley (Calif. and Mexico)--Maps|~|Imperial County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"1929, c1919","Partial cadastral maps, showing townships, range, sections, tracts, some ownership and supervisorial districts.|~|Blue line print.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=733830"">UCLA Catalog Record</a>",733830,cau|~|Los Angeles,California|~|Imperial County (Calif.)|~|Imperial Valley (Calif. and Mexico),Blackburn’s map of Imperial Valley of California,"2 maps : photocopy, both sides ; on sheet 69 x 49 cm.",250000|~|125000,Blackburn's map of Imperial County,O.V. Blackburn,21841623,G4363 Imperial Co. var Blackburn 1929,,,,,,,,"Corr. May 10, 1929.",,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0f95,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0f95_1977299_master.tif,50,,,cartographic,map,pd_usfed,,"California. Division of Mines.|~|Sampson, R. J.","Tucker, W. B.",eng,Mines and mineral resources--California--Inyo County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1938|~|[1938],"Includes indexes of mines and mineral monuments.|~|accompanying Report on Mines and Mineral Resources of Inyo County by W.B. Tucker and R.J. Sampson, 1938.|~|""Mineralogist's Report XXXIV. October 1938.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648645"">UCLA Catalog Record</a>",6648645,cau|~|[Sacramento],Inyo County|~|California,"Map of Inyo County, California",1 map ; 55 x 79 cm.,375000,"Map of Inyo County, California: showing locations of principal mines",Division of Mines,84669360,G4363 Inyo Co. 380 CDM 1938,,easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500|~|northernmost:N0420000,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fbp,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fbp_1977309_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0fbp_1977321_master.tif,51,,,cartographic,map,pd_usfed,,"United States. Bureau of Plant Industry, Soils, and Agricultural Engineering.|~|Retzer, John L. (John Leonard). 1910-.|~|Lapham, Macy H. (Macy Harvey). b. 1874.",California Agricultural Experiment Station.,eng,Soils--California--Kings County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1938,"U.S. Department of Agriculture, Agricultural Research Administration, Bureau of Plant Industry, Soils and Agricultural Engineering ; University of California, Agricultural Experiment Station.|~|Soil units uncolored.|~|""Surveyed in 1937-38.""|~|""Area inspected by Macy H. Lapham, senior soil scientist. Soil surveyed by John L. Retzer, U.S. Department of Agriculture, in charge, and R.A. Gardner, L.F. Koehler, and Ralph C. Cole, University of California.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3502605"">UCLA Catalog Record</a>",3502605,[Berkeley?]|~|cau,California|~|Kings County,"Soil map, Kings County, California",2 maps : col. ; 74 x 89 cm. & 54 x 103 cm.,63360,,The Dept.,21703086,G4363 Kings Co. J3 62 USDA 1938,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fc6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fc6_1977333_master.tif,52,,,cartographic,map,pd_usfed,,"Hobson, J. B.",California State Mining Bureau.,eng,Geology--California--Nevada County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[19--?]|~|1963|~|1900,"Relief represented by hachures.|~|by J.B. Hobson, Assistant in the Field.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806678"">UCLA Catalog Record</a>",806678,"[San Francisco, Calif.?|~|cau",Nevada County|~|California,Geological map of Nevada County,1 map : col. ; 22 x 35 cm.,350000,,California State Mining Bureau,25420908,G4363 Nevada Co. .C5 350 CSMB,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fdq,ark:/21198/zz0028tr8x,7,Needs Review,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fdq_1977347_master.tif,53,,,cartographic,map,,,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,Burney Quadrangle (needs attention),,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0ff7,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0ff7_1977357_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0ff7_1977421_master.tif,54,,,cartographic,map,pd_usfed,,,Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Mines and mineral resources--California--Grass Valley Region--Maps|~|Grass Valley Region (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1901,"Contour interval 20 feet.|~|Relief represented by contours.|~|Surveyed in 1891.|~|A.H. Thompson, geographer ...",6647506,"[Washington, D.C.]|~|dcu",California|~|Grass Valley Region (Calif.)|~|Nevada County,"California (Nevada Co.), Grass Valley special map",1 map : col. ; 45 x 36 cm.,14400,"Grass Valley special map, California (Nevada Co.)",U.S. Geological Survey,26700818,G4363 Nevada Co.--Grass Valley .H2 14.4 USGS 1901,,westernmost:W1210505|~|southernmost:N0391022|~|northernmost:N0391350|~|easternmost:W1210135,,,,,,Ed. of Mar. 1901.,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fgr,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fgr_1977363_master.tif,55,,,cartographic,map,pd_usfed,,,Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Mines and mineral resources--California--Grass Valley Region--Maps|~|Grass Valley Region (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1909,Surveyed in 1891.|~|Contour interval 20 feet.|~|Shows mines and placer diggings.,6647512,[Washington]|~|dcu,California|~|Grass Valley Region (Calif.)|~|Nevada County,"California (Nevada Co.), Grass Valley special map.",1 map : col. ; 45 x 35 cm.,14400,Grass Valley|~|Grass Valley special map,U.S. Geological Survey,46642913,G4363 Nevada Co.--Grass Valley .H2 14.4 USGS 1901/1909,,westernmost:W1210505|~|southernmost:N0391022|~|northernmost:N0391350|~|easternmost:W1210135,,,,,,"Ed. of Mar. 1901, repr. Feb. 1909.",,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fh8,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fh8_1977372_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0fh8_1977431_master.tif,56,,,cartographic,map,pd_usfed,,"Lindgren, W.|~|Douglas, Edward Morehouse. 1855-1932.|~|Thompson, A. H. (Almon Harris). 1839-1906.",Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Grass Valley (Calif.)--Maps|~|Nevada County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1943,"Relief represented by contours.|~|""N3910.3-W12101.6/3.4 x 3.5.""|~|Surveyed in 1891.|~|U.S. Geological Survey, Department of the Interior ; A.H. Thompson, geographer ; E.M. Douglas, topographer in charge ; triangulation by E.M. Dougla ; boundaries of mining claims compiled by W. Lindgren.|~|Text of ""The topographic maps of the United States"" dated November 1937, ill., and a guide to topographic on verso.|~|Title in lower right: Grass Valley, Calif.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645138"">UCLA Catalog Record</a>",6645138,"dcu|~|[Washington, D.C.]",California|~|Grass Valley (Calif.)|~|Nevada County (Calif.),"California (Nevada Co.), Grass Valley quadrangle",1 map : col. ; 45 x 35 cm.,14400,Grass Valley quadrangle,The Survey,708291044,G4363 Nevada Co.-Grass Valley .H2 14.4 USGS 1901/1943,,westernmost:W1210505|~|southernmost:N0391022|~|northernmost:N0391350|~|easternmost:W1210135,,,,,,"Ed. of Mar. 1901, repr. 1943.",,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fjs,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fjs_1977388_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0fjs_1977456_master.tif,57,,,cartographic,map,pd_usfed,,,Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Nevada County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1937,"Relief represented by contours.|~|Surveyed in 1892.|~|Text and ill. on verso.|~|Contour interval 20 feet.|~|Shows mines.|~|Title in lower right: Banner Hill, Calif.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645132"">UCLA Catalog Record</a>",6645132,[Washington]|~|dcu,Nevada County|~|Nevada County (Calif.)|~|California,"California (Nevada County), Banner Hill quadrangle.",1 map : col. ; 45 x 34 cm.,14400,Banner Hill quadrangle,"U.S. Geological Survey, Dept. of the Interior",708264010,G4363 Nevada Co.-Banner Hill .H2 14.4 USGS 1903/1937,,northernmost:N0391716|~|easternmost:W1205705|~|southernmost:N0391350|~|westernmost:W1210025,,,,,,"Ed. of July 1903, repr. 1937.",,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hqb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hqb_1977483_master.tif,58,,,cartographic,map,pd_usfed,,,,eng,,,Monterey County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7150415"">UCLA Catalog Record</a>",,,Monterey County (Calif.),General Highway Map Monterey County California,,,,,,G4363.P2 160 DPW 1937,,,1937,1937,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hrv,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hrv_1977531_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0hrv_1977496_master.tif,59,,,cartographic,map|~|Topographic maps.,pd_usfed,,,,,Lake County (Calif.)--Maps,,Yolo County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6653610"">UCLA Catalog Record</a>",,,Yolo County (Calif.),Geologic map of the Knoxville district / United States Geological Survey ; topography by J.D. Hoffmann.,,,,,,G4363 Lake Co. 42.2 USGS,,,1883,1883,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hsc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hsc_1977537_master.tif,60,,,cartographic,map,pd_usfed,,,,eng,Geology--California--Maps,,Lake County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1885,,,,Lake County (Calif.),Geolological Map of the Clear Lake District,,,,,,G4363 Lake Co. C5 96 US65 (1885),,,,1885,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0htw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0htw_1977542_master.tif,61,,,cartographic,map,pd_usfed,,,California. Division of Highways.,eng,Roads--California--Kings County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1938|~|1938],"Title from bottom margin.|~|""Oct. 31, 1938.""|~|Blue line print.|~|UCLA copy lacks sheets 1 and 2.|~|Shows cities, towns and farm units; townships, ranges and sections; roads, railroads, rivers, creeks and sloughs.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6656572"">UCLA Catalog Record</a>",6656572,"[Sacramento, Calif|~|cau",Kings County|~|California,"General highway map, Kings County, California.",1 map on 3 sheets : photocopy ; sheets 46 x 46 cm.,125000,,"Dept. of Public Works, Division of Highways",712037442,G4363 Kings Co. .P1 1938,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hvd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hvd_1977545_master.tif,62,,,cartographic,map,pd_usfed,,,California. Division of Forestry.,eng,Lake County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1937,"Relief represented by hachures.|~|M.B. Pratt, State Forester.|~|At head of title: State of California, Dept. of Natural Resources, Div. of Forestry.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=796916"">UCLA Catalog Record</a>",796916,[S.l.]|~|xx,Lake County (Calif.),"Administrative map of Lake County, 1937",1 map ; on sheet 86 x 59 cm.,126000,,The Division,23168524,G4363 .Lake 126 CDofF 1937,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0j0z,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0j0z_1977549_master.tif,63,,,cartographic,map,copyrighted,,,"McDow, George N. 1910-.",eng,Lassen County (Calif.)--Maps|~|Lassen County (Calif.)--Surveys--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1935|~|[1935?],"Relief represented by hachures.|~|Legend on slip of paper pasted to map.|~|Compiled and drawn by Geo. N. McDow.|~|Blue line print; hand colored to show areas surveyed in 1934 and 1935, and ""Infected areas"" in 1935.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6653609"">UCLA Catalog Record</a>",6653609,"Susanville, Calif|~|cau",Lassen County (Calif.),"Map of Lassen County, California",1 map : photocopy ; 85 x 60 cm.,190080,,Geo. N. McDow,227493372,G4363 Lassen Co. ca. 190 GNMD,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0j1g,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0j1g_1977558_master.tif|~|Masters/Maps/Bruman-Maps/image/21198-zz002b0j1g_1977561_master.tif,64,,,cartographic,map,pd_usfed,,United States. Bureau of Public Roads.,California. Division of Highways.,eng,Roads--California--Mariposa County--Maps|~|Mariposa County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1941|~|1941?],"Relief represented by hachures.|~|""Base map approved by Bureau of Public Roads May 14, 1938""--Sheet 1.|~|UCLA lacks sheet 2.|~|""Data obtained from State-wide highway planning survey.""|~|prepared by the Department of Public Works, Division of Highways in cooperation with the U.S. Department of Agriculture, Bureau of Public Roads.|~|""Surface types and lanes corrected to June 30, 1941""--Sheet 3.|~|Includes legends and sheet key.|~|Original version: [Sacramento, Calif.] : Dept. of Public Works, Division of Highways, [1941?].|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6654708"">UCLA Catalog Record</a>",6654708,cau|~|[S.l,California|~|Mariposa County|~|Mariposa County (Calif.),"General highway map, Mariposa County, California",1 map on 3 sheets : photocopy ; sheets 44 x 43 cm.,125000,State-wide highway planning survey,s.n.,711782774,G4363 Mariposa Co. .P2 ca.125 USDA 1941,,,,,,,,,,
