Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.subject,Name.repository,Rights.statementLocal,Rights.copyrightStatus,Name.creator,Note,Title,Alt ID.local,Description.note,Coverage.geographic,AltIdentifier.local,Date.creation,Subject temporal,Format.dimensions,Format.medium,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kh43,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kh43_1701857_master.tif,98,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A dance at a Balinese temple,ph_00034,Group of eight female dancers outside temple gate dancing at night. Mounted with PH0032-35.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh43,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kh43/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kh5m,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kh5m_1701860_master.tif,99,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A famous Sundanese gamelan at the Regency of Sumedang,ph_00385,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh5m,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kh5m/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kh64,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kh64_1701863_master.tif,100,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A final stretch is given to the drum before completion.,ph_01483,"Dyck, Gerald P. 1975. “Lung Noi Na Kampam Makes a Drumhead for a northern Thai Long Drum. A Photographic Documentary.” In Selected Reports in Ethnomusicology 2(2): 183-203.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh64,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kh64/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kh7n,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kh7n_1701866_master.tif,101,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A full-length shot of a young man dancing in costume,ph_00386,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh7n,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kh7n/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kh85,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kh85_1701869_master.tif,102,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A full-length shot of a young woman dancing in costume,ph_00384,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kh85,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kh85/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khb6,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khb6_1701873_master.tif,104,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A harp-lute photographed against a dark background,ph_01375,Donated by Mr. & Mrs. Sheldon Ginsburg,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khb6,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khb6/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khcq,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khcq_1701878_master.tif,105,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A horn photographed against a lavender-color background,ph_01386,Horn made of copper with decorative touches in brass.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khcq,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khcq/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khd7,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khd7_1701881_master.tif,106,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A landscape of Bali by the artist Walter Spies,ph_00033,Reproduction of a painting showing terraced rice fields. Mounted with PH0032-35.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khd7,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khd7/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khfr,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khfr_1701884_master.tif,107,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A line of costumed dancers,ph_00209,"(male and female) performing kolo dance (?) in Nis, Serbia. Mounted with PH0207-212.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khfr,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khfr/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khg8,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khg8_1701887_master.tif,108,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A line of Macedonian dancers,ph_00222,"in Vetrins, Delcevo district. Mounted with PH0217-222.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khg8,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khg8/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khj9,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khj9_1701891_master.tif,110,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A male Balinese baris dancer in costume,ph_00400,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khj9,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khj9/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khkt,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khkt_1701896_master.tif,111,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A male musician playing a lamellaphone,ph_01437,"Archive #s 1436-37 used in; Toth, Andrew F. 1975. “The Gamelan Luang of Tangkas, Bali.” In Selected reports in Ethnomusicology 2(2):65-79.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khkt,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khkt/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khnv,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khnv_1701899_master.tif,113,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A male playing a bowed fiddle,ph_01447,"Archive #s 1447-50 used in; Sheppard, Tan Sri Dato Mubin. 1975. “Traditional Musical Instruments of Malaysia.” In Selected Reports in Ethnomusicology 2(2):171-181.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khnv,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khnv/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khpc,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khpc_1701902_master.tif,114,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"A man playing dragspel, a Swedish accordion",ph_00074,Swedish accordion. Typescript paragraph on paper attached to verso describing instrument and history.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khpc,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khpc/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khsx,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khsx_1701905_master.tif,117,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A man playing the hosszu furulya,ph_00083,Long flute of Hungary. (Text on back spells it hosszi furugla).,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khsx,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khsx/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khtf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khtf_1701908_master.tif,118,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A man playing the trompong,ph_00426,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khtf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khtf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khwg,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khwg_1701911_master.tif,120,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A pot which is joined to another smaller vase,ph_01229,"It has a multi-colored decoration in orange, bright sepia and white representing feathers in The neck and, in the body, 4 groups of eagles with the symbol on them. Mixteca-Puebla culture, clay. On the side of the neck an animal skin was placed and it was used in the manner of a drum.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khwg,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khwg/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025khx0,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025khx0_1701914_master.tif,121,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A religious ceremony in South India with musicians,ph_00160,"A religious ceremony in South India with musicians. Five men sit at a shrine playing instruments. Visible in photo are horns (one musician is blowing two at once), a small hand drum and cymbals. Possibly taken for the 1968 Spring Festival. Mounted with PH0158-161.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025khx0,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025khx0/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjqc,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjqc_1701917_master.tif,122,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Khong wong mon yai from Thailand.,ph_01369,"Khong wong mon yai from Thailand, collected by David Morton. Institute of Ethnomusicology, Accession # 604009203.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjqc,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjqc/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjsd,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjsd_1701920_master.tif,124,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A small piece of hide-rope is used to tie two adjacent ropes together,ph_01479,"Dyck, Gerald P. 1975. “Lung Noi Na Kampam Makes a Drumhead for a northern Thai Long Drum. A Photographic Documentary.” In Selected Reports in Ethnomusicology 2(2): 183-203.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjsd,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjsd/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjvf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjvf_1701923_master.tif,126,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A strap is being made in order to carry this drum,ph_01482,"Dyck, Gerald P. 1975. “Lung Noi Na Kampam Makes a Drumhead for a northern Thai Long Drum. A Photographic Documentary.” In Selected Reports in Ethnomusicology 2(2): 183-203.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjvf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjvf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjwz,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjwz_1701926_master.tif,127,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A string instrument and bow photographed against a dark background,ph_01380,"A single-string, spiked fiddle with a diamond shaped resonator body and bow.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjwz,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjwz/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjxg,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjxg_1701929_master.tif,128,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A string instrument photographed against a dark background,ph_01377,"A wooden half-tubed, fretted, zither.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjxg,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjxg/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kjz0,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kjz0_1701932_master.tif,129,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A string instrument photographed against a dark background,ph_01379,"This four string balalaika has a triangular-shaped resonator body with a flat base parallel to its bridge. Also described as a 'prima balalaika'. Collected by Stephan Wolonik Bolshakoff fund. Institute of Ethnomusicology, Accession # 734002399",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kjz0,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjz0/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025knvw,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025knvw_1701935_master.tif,132,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A woman and a man playing jegogans,ph_00427,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025knvw,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025knvw/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025knwd,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025knwd_1701938_master.tif,133,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A woman and a man playing kantilans.,ph_00428,"Gender type resonators, gender key suspension, and gangsa playing style.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025knwd,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025knwd/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025knxx,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025knxx_1701942_master.tif,134,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,A woman playing a North Indian rudra vina or bin,ph_00123,"Three photos, mounted together, of (lute) and displaying playing technique. Mounted.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025knxx,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025knxx/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025knzf,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025knzf_1701945_master.tif,135,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,African drumming and dance from Ghana,ph_00003,"Kagan can be seen in background. Probably a UCLA concert in 1960's. Kagan (Ewe drum), collected in 1965 by Mantle Hood. Photo in fragile condition. Same as archive photo PH0076.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025knzf,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025knzf/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp0f,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp0f_1701951_master.tif,136,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,African drumming and dance from Ghana,ph_00076,Kagan (Ewe small barrel drum) can be seen in background. Probably UCLA concert in the 1960's.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp0f,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp0f/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp2g,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp2g_1701956_master.tif,138,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Marlowe Hood and Robbie Robinson (children) playing on the UCLA Javanese gamelan instruments,ph_00170,American children playing on the UCLA Javanese gamelan instruments. Closeup shows Marlowe Hood (son of Mantle Hood) and Robbie Robinson (Gertrude Rivers Robinson's son)  and one college student playing sarons.,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp2g,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp2g/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp4h,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp4h_1701960_master.tif,140,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,"An elderly Balinese palace musician, in a crowd, who instroduced the Luang ensemble from Klungkung court to Tangkas",ph_01435,"Archive #s 1432-35 used in; Cadar, Usopay H. 1975. “The Role of Kulingtang in Maranao Society.” In Selected Reports in Ethnomusicology 2(2):49-63.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp4h,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp4h/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp51,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp51_1701966_master.tif,141,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,An elderly man playing a Phia,ph_01418,"Dyck, Gerald P. 1975. “The Vanishing Phia: An Ethnomusicological Photo-Story Based on Events that happened in northern Thailand June-July 1969.” In Selected Reports in Ethnomusicology 2(2):217-229. Phia (stick zither with resonator which uses chest cavity for amplification)",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp51,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp51/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp6j,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp6j_1701971_master.tif,142,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,An elderly man playing the phia among a group of people,ph_01419,"Dyck, Gerald P. 1975. “The Vanishing Phia: An Ethnomusicological Photo-Story Based on Events that happened in northern Thailand June-July 1969.” In Selected Reports in Ethnomusicology 2(2):217-229. Phia (stick zither with resonator which uses chest cavity for amplification)",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp6j,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp6j/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kp72,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kp72_1701974_master.tif,143,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,An elderly man seated on a bench,ph_01417,"Dyck, Gerald P. 1975. “The Vanishing Phia: An Ethnomusicological Photo-Story Based on Events that happened in northern Thailand June-July 1969.” In Selected Reports in Ethnomusicology 2(2):217-229.",,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kp72,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kp72/manifest
Ethnomusicology Archive: Photographic collection,ark:/21198/zz0025kpbm,ark:/21198/zz0025k1q4,2,Completed,Work,ethnophotos/image/21198-zz0025kpbm_1701977_master.tif,146,,,still image,,,,"University of California, Los Angeles. Ethnomusicology Archive",,,,,Animal skin/coat Bagpipe photographed against a dark background,ph_01373,Gaida with two blow-pipes; one for drone and the other for melody. Accession # 624005460,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025kpbm,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kpbm/manifest
