Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2t8x,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0010.tif,,,,private,,exterior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Gardens $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco house and garden, Los Angeles, 1900-1944",uclamss_119_0010,1 photographic negative,b&w nitrate negative,34.116540,1900/1944,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of Oliver Percival's house and garden in the Arroyo Seco area of northeast Los Angeles. The house is a half-timber construction fronted by a concrete porch and low poured concrete wall. A stone-lined path leads to the steps and the garden foliage, with includes potted plants on the wall, is abundant. An unrolled bamboo shade covers one window.",Text from negative sleeve: Garden,[between 1900-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2t8x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2t8x/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2t9f,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0011.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles|~|Reflecting pools,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Reflecting pool in Olive Percival's Arroyo Seco garden at her home, Los Angeles, 1918",uclamss_119_0011,1 photographic negative,b&w nitrate negative,34.116540,1918-03-31,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of the reflecting pool in Olive Percival's Arroyo Seco garden at her house, Down-hyl Claim, bordered by flowers and a shrub. A potting table and wicker chair are visible against the wall of the house in the background.",Handwritten on negative: 3-31-18|~|Text from negative sleeve: Garden,"March 31, 1918",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2t9f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2t9f/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tbz,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0012.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cats $z California|~|Gardens $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Cat lounging in Olive Percival's Arroyo Seco garden, Los Angeles, 1922",uclamss_119_0012,1 photographic negative,b&w nitrate negative,34.116540,1917-03,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of a cat lounging in a grassy area of Olive Percival's Arroyo Seco garden at her house, Down-hyl Claim, with a wooden trellis behind it and San Pascual Ave. visible in the distance.",Handwritten on negative: ... 3-17,March 1917,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tbz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tbz/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tcg,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0013.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Cats $z California|~|Gardens $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Cat sitting on a chair on a path alongside Olive Percival's Arroyo Seco house, Los Angeles, 1913",uclamss_119_0013,1 photographic negative,b&w nitrate negative,34.116540,1913-06,California--Los Angeles--Arroyo Seco,,"Photograph of a cat on a ladder-back, cane seated chair placed on a stone-lined path along the side of Olive Percival's Arroyo Seco house. There is a flower bed along the wall of the house.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Handwritten on negative: 6-13|~|Text from negative sleeve: cats only,June 1913,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tcg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tcg/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2td0,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0014.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Cats $z California|~|Gardens $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Cat strolling down a path in Olive Percival's Arroyo Seco garden, Los Angeles, 1922",uclamss_119_0014,1 photographic negative,b&w nitrate negative,34.116540,1922-04-16,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of a cat strolling down a stone-lined path in Olive Percival's Arroyo Seco garden at her house, Down-hyl Claim, with the house just visible beyond the trees.",Text from negative sleeve: cats only|~|Handwritten on negative: Kitty ... Easter 4/16-22,"April 16, 1922",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2td0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2td0/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tfh,ark:/21198/zz000932zv,5,Imported,Work,percival/masters/uclamss_119_0015i.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_119_0015i   -   Metadata source image - not to be cataloged,uclamss_119_0015i,1 photographic negative,b&w nitrate negative,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tfh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tfh/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tg1,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0016.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles|~|Agaves $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Agave plants in bloom in Olive Percival's Arroyo Seco garden, Los Angeles, 1900-1944",uclamss_119_0016,1 photographic negative,b&w nitrate negative,34.116540,1900/19445,California--Los Angeles--Arroyo Seco,,"Photograph of a tall, flowering agave (century plant) and a cactus in Olive Percival's Arroyo Seco garden with a tall tree behind it.|~|In Olive Percival's article describing the process of creating her garden, ""The Down-Hyl Claim. I - The Garden,"" in the June 1913 issue of House Beautiful, she states that the property had a few large trees and some cacti when she purchased the property.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Text from negative sleeve: Yard and Garden,[between 1900-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tg1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tg1/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2thj,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0017.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles|~|Gardens $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Patio or porch area outside Olive Percival's Arroyo Seco house, Los Angeles, 1921",uclamss_119_0017,1 photographic negative,b&w nitrate negative,34.116540,1921-08,California--Los Angeles--Arroyo Seco,,"Photograph of a patio or porch area outside Olive Percival's Arroyo Seco house, Down-hyl Claim, with potted plants on a plant shelf outside of the window, lilies in a shallow pot on a low wall, and vines on the wall of the house around the window.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Handwritten on negative: 8-21|~|Text from negative sleeve: Yard and Garden,August 1921,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2thj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2thj/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tj2,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0018.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Gardens $z California $z Los Angeles,,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Olive Percival's Arroyo Seco garden with flowering succulents, pots and river stones, Los Angeles, 1919",uclamss_119_0018,1 photographic negative,b&w nitrate negative,34.116540,1919-08,California--Los Angeles--Arroyo Seco,,"Close-up photograph of a detail of Olive Percival's Arroyo Seco garden with flowering succulents, terra cotta pots and river stones with trees in the background, at her house, Down-Hyl Claim.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue",Text from negative sleeve: Yard and Garden|~|Handwritten on negative: 8 1919,August 1919,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tj2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tj2/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tkk,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0019.tif,,,,private,,interior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Silhouettes|~|Bedrooms $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Bedroom in the Arroyo Seco house of Olive Percival, Los Angeles, 1900-1944",uclamss_119_0019,1 photographic negative,b&w nitrate negative,34.116540,1900/1944,California--Los Angeles--Arroyo Seco,,"Photograph of a bedroom in the house of Olive Percival. The view is from the bed, with a turned post footboard, towards a wall with a dresser and slant front writing desk, and with two framed silhouettes and a portrait on the wall above. A bookcase is on the right.|~|Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.",Text from negative sleeve: Interiors & Furniture,[between 1900-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tkk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tkk/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tm3,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0020.tif,,,,private,,interior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Living Rooms $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Living room (?) in the Arroyo Seco house of Olive Percival, Los Angeles, 1911",uclamss_119_0020,1 photographic negative,b&w nitrate negative,34.116540,1911,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of the living (?) room in the house of Olive Percival. There is a table with books and an oil lamp (right), a writing desk with books against the wall with framed images on the wall above, and an oriental carpet on the floor.",Handwritten on negative: ... 1911|~|Text from negative sleeve: Interiors & Furniture,1911,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tm3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tm3/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2tnm,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0021.tif,,,,private,,interior views|~|black-and-white photographs|~|cellulose nitrate film,still image,,Living Rooms $z California $z Los Angeles,,,"Down-Hyl Claim (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.174073,Access to this collection is generously supported by Arcadia funds.,"Living room in the Arroyo Seco house of Olive Percival,  Los Angeles, 1900-1944",uclamss_119_0021,1 photographic negative,b&w nitrate negative,34.116540,1900/1944,California--Los Angeles--Arroyo Seco,,"Olive Percival's home, Down-hyl Claim, was located in the Arroyo Seco area of north-east Los Angeles, at 522 San Pascual Avenue.|~|Photograph of the living room in the house of Olive Percival. The view is from a table towards the stone-faced fire place with wood plank mantle. The table holds an oil lamp, books and a small plant arrangement in a bowl. The mantle holds framed images and a flower arrangement  and a Buddha statue sits on a wooden ledge above. There are bookcases along the back wall on either side of the fireplace.",Text from negative sleeve: Interiors & Furniture,[between 1900-1944],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2tnm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2tnm/manifest
