Project Name,Parent ARK,Item ARK,Object Type,File Name,AltIdentifier.local,viewingHint,Text direction ,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9htm,Page,ethiopian/masters/21198-zz001h9htm_1283581_master.tif,Ms. 16_1,,,1,Page 1,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9htm,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9hv4,Page,ethiopian/masters/21198-zz001h9hv4_1283584_master.tif,Ms. 16_2,,,2,Page 2,,,pd,,gez,,,,,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Miracle of St. Mary ተአምረ ማርያም ; ተአምሪሃ፡ ለእግዝእትነ፡ ማርያ፡ ወላዲተ፡ አምላክ፡ ጸሎታ፡ ወበረከታ፡ የሃሉ፡ ምስለ፡ ገብራ,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9hv4,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9ktk,Page,ethiopian/masters/21198-zz001h9ktk_1283756_master.tif,Ms. 16_59,,,59,Page 59,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9ktk,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9kv3,Page,ethiopian/masters/21198-zz001h9kv3_1283759_master.tif,Ms. 16_60,,,60,Page 60,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9kv3,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9kwm,Page,ethiopian/masters/21198-zz001h9kwm_1283762_master.tif,Ms. 16_61,,,61,Page 61,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9kwm,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9kx4,Page,ethiopian/masters/21198-zz001h9kx4_1283765_master.tif,Ms. 16_62,,,62,Page 62,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9kx4,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9kzn,Page,ethiopian/masters/21198-zz001h9kzn_1283768_master.tif,Ms. 16_63,,,63,Page 63,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9kzn,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m0n,Page,ethiopian/masters/21198-zz001h9m0n_1283771_master.tif,Ms. 16_64,,,64,Page 64,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m0n,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m15,Page,ethiopian/masters/21198-zz001h9m15_1283774_master.tif,Ms. 16_65,,,65,Page 65,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m15,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m2p,Page,ethiopian/masters/21198-zz001h9m2p_1283777_master.tif,Ms. 16_66,,,66,Page 66,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m2p,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m36,Page,ethiopian/masters/21198-zz001h9m36_1283780_master.tif,Ms. 16_67,,,67,Page 67,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m36,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m4q,Page,ethiopian/masters/21198-zz001h9m4q_1283783_master.tif,Ms. 16_68,,,68,Page 68,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m4q,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m57,Page,ethiopian/masters/21198-zz001h9m57_1283788_master.tif,Ms. 16_69,,,69,Page 69,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m57,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m6r,Page,ethiopian/masters/21198-zz001h9m6r_1283791_master.tif,Ms. 16_70,,,70,Page 70,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m6r,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m78,Page,ethiopian/masters/21198-zz001h9m78_1283794_master.tif,Ms. 16_71,,,71,Page 71,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m78,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m8s,Page,ethiopian/masters/21198-zz001h9m8s_1283797_master.tif,Ms. 16_72,,,72,Page 72,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m8s,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9m99,Page,ethiopian/masters/21198-zz001h9m99_1283800_master.tif,Ms. 16_73,,,73,Page 73,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9m99,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9mbt,Page,ethiopian/masters/21198-zz001h9mbt_1283803_master.tif,Ms. 16_74,,,74,Page 74,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9mbt,
Ethiopic Manuscripts,ark:/21198/zz001h9hrk,ark:/21198/zz001h9mcb,Page,ethiopian/masters/21198-zz001h9mcb_1283806_master.tif,Ms. 16_75,,,75,Page 75,,,pd,,gez,,ሰዓታት,The Hours,The Hours,Ethiopia,early 18th c.,1700/1750,1 Page,145 mm x 140 mm,Vellum,,The Hours (Se'atat)ሃሌ፡ ሃሌ፡ ሃሌ ፡ሉያ፡ ሃሌ፡ ሃሌ፡ ሉያ፡ አአትብ፡ ወእትነሣእ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፫፡ አስማተ፡ ነሢእየ፡ እትመረጐዝ...አኰተ፡ ስብሐት፡ ወትረ፡ ለመንግሥትከ፡ ስቡሕ ፡ጊዜ፡ እምንዋምነ፡ ንነቅሕ፡ ናቄርብ፡ ለከ፡ በቃለ፡ ክላሕ፡ ወንፈኑ፡ ስብሐተ፡ ዘነግሕ። ;ስብሐት፡ ለእግዚአብሔር፡ ኪያነ፡ ለዘፈጠረ፡ ከመ ፡ናምልኮ፡ ስብሐት፡ ለማርያም፡ እመ፡ አምላክ፡ እግዝእትነ፡ ወመድኃኒትነ፡ ስብሐት፡ ለመስቀለ፡ ክርስቶስ ፡ዕፀ፡ መድኃኒት፡ ኃይልነ፡ ወፀወንነ። ጸሎተ፡ ሃይማኖት፡ በል፡ ወእምዝ ፡ይትፌኖ፡ በል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h9mcb,
