"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Subject temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019pb5t","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdgf","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jinjiang Xian (China)|~|Fujian Sheng (China)|~|Quanzhou (Fujian Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b16_026|~|Microfilm R1-27","1775 Palace Examination - Zhang Shenhe","Zhang Shenhe|~|張慎和","","","","應殿試舉人臣張慎和年叁拾壹歲福建省泉州府晉江縣人由附學生應乾隆叁拾陸年鄉試中式由舉人應乾隆肆拾年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖廷煌 祖文秸父紹祖一 習 易 經|~|Province: Fujian Sheng (China)|~|Rank 2 No. 4|~|Age: 31","1775","1775","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pb5t/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pb6b","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdmh","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Renhe Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b16_027|~|Microfilm R1-28","1784 Palace Examination - Wei Chengxian","魏成憲|~|Wei Chengxian","乾隆四十九年殿試-魏成憲","","","應殿試舉人臣魏成憲年叁拾壹歲浙江杭州府仁和縣人由廪膳生應乾隆肆拾貳年鄉試中式由舉人應乾隆肆拾玖年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖德昇 祖宗佩父銀河一 習 易 經|~|Age: 31|~|Province: Zhejiang Sheng (China)|~|Rank 2 No. 4","1784","1784","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pb6b/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pb7v","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdq2","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Shuntian fu (China)|~|Daxing Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b16_028|~|Microfilm R1-29","1784 Palace Examination - Zhang Tingfen","Zhang Tingfen|~|章廷楓","乾隆四十九年殿試-章廷楓","","","應殿試舉人臣章廷楓年叁拾壹歲直隸順天府大興縣人由附生應乾隆肆拾肆年鄉試中式由舉人應乾隆肆拾玖年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖祖勳祖宏道父澄一 習 易 經|~|Age: 31|~|Province: Zhili Sheng (China)|~|Rank 2 No. 5","1784","1784","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pb7v/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pb8c","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdtm","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","Microfilm R1-30|~|uclamss_1372_b16_029","1787 Palace Examination - Feng Xishen","Feng Xichen|~|馮錫宸","乾隆五十二年殿試-馮錫宸","","","Province: Jiangnan (China)|~|Rank 2 No. 23|~|Age: 36|~|應殿試舉人臣馮錫宸年叁拾陸歲江南鎮江府丹徒縣人由監生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖為榕祖志熙父垂範一 習 禮 記","1787","1787","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pb8c/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pb9w","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdzp","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","Microfilm R1-31|~|uclamss_1372_b16_030","1787 Palace Examination - He Mi","何泌|~|He Mi","乾隆五十二年殿試-何泌","","","應殿試舉人臣何泌年叁拾伍歲貴州貴陽府貴筑縣人由廪膳生應乾隆肆拾貳年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖夢熊祖錦父德新一 習 詩 經|~|Rank 2 No. 25|~|Province: Guizhou Sheng (China)|~|Age: 35","1787","1787","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pb9w/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf4r","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pg7s","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangnan (China)|~|Changzhou (Jiangsu Sheng, China)|~|Suzhou Fu (Jiangnan Sheng)","","Civil service--China--Examinations.","uclamss_1372_b16_031|~|Microfilm R1-32","1787 Palace Examination - Zhou Weiqi","Zhou Weiqi|~|周維祺","乾隆五十二年殿試-周維祺","","","Province: Jiangnan (China)|~|Rank 2 No. 21|~|Age: 37|~|應殿試舉人臣周維祺年叁拾柒歲江南蘇州府長洲縣人由拔貢生應乾隆肆拾貳年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖大勛祖斐父景善一 習 詩 經","1787","1787","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf4r/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf58","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pgcv","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_b16_032|~|Microfilm R1-33","1793 Palace Examination - Zhao Peixiang","趙佩湘|~|Zhao Peixiang","乾隆五十八年殿試-趙佩湘","","","應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣|~|Province: Jiangnan|~|Rank 2 No. 17|~|Age: 30","1793","1793","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf58/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf6s","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pnw1","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Shandong Sheng (China)|~|Jinxiang Xian (China)|~|Jining Zhou (Shandong, China)","","Civil service--China--Examinations.","Microfilm R1-34|~|uclamss_1372_b16_033","1793 Palace Examination - Zhou Yuan","Zhou Yuan|~|周垣","乾隆五十八年殿試-周垣","","","殿試舉人臣周垣年叁拾捌歲山東濟寧州金鄉縣人由增廣生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖沄祖令德父士燉|~|Province: Shandong Sheng (China)|~|Age: 38|~|Rank 2 No. 10","1793","1793","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf6s/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf79","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pp3m","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Xincheng Xian (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","Microfilm R1-23|~|uclamss_1372_b16_034","1795 Palace Examination - Huang Yinlian","黃因璉|~|Huang Yinlian","乾隆六十年殿試-黃因璉","","","應殿試舉人臣黃因璉年貳拾陸歲江西省建昌府新城縣人由廪膳生應乾隆伍拾玖年恩科鄉試中式由舉人應乾隆陸拾年恩科會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖臨祖安父元耀|~|Province: Jiangxi Sheng (China)|~|Age: 26|~|Rank 2 No. 18","1795","1795","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf79/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf8t","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pp86","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","","","","uclamss_1372_b17_001|~|Microfilm R1-35","1801 Palace Examination - Tao Tingyang","Tao Tingyang","","","","Province: Guizhou Sheng (China)|~|Age: 31|~|Rank 3 No. 117","1801","1801","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf8t/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pf9b","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ppg9","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Taiyuan Fu (China)|~|Shanxi Sheng (China)|~|Yangqu Xian (China)","","Civil service--China--Examinations.","Microfilm R1-36|~|uclamss_1372_b17_002","1801 Palace Examination - Zhang Tingjian","張廷鑑|~|Zhang Tingjian","嘉慶六年殿試-張廷鑑","","","應殿試舉人臣張廷鑑年貳拾陸歲山西太原府陽曲縣人由廪膳生應嘉慶伍年鄉試中式由舉人應嘉慶陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖鳳翔祖存仁父映宿|~|Province: Shanxi Sheng (China)|~|Rank 3 No. 14|~|Age: 26","1801","1801","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pf9b/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfbv","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ppnw","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","Microfilm R1-37|~|uclamss_1372_b17_003","1802 Palace Examination - He Yingjie","何應杰|~|He Yingjie","嘉慶七年殿試-何應杰","","","應殿試舉人臣何應杰年貳拾伍歲貴州貴陽府貴筑縣人由學生應乾隆陸拾年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖錦祖德新 父泌|~|Province: Guizhou Sheng (China)|~|Rank 2 No. 16|~|Age: 25","1802","1802","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfbv/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfcc","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019ppv0","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Qufu Xian (China)|~|Shandong Sheng (China)|~|Yanzhou (Shandong Sheng, China)","","Civil service--China--Examinations.","Microfilm R1-38|~|uclamss_1372_b17_004","1802 Palace Examination - Kong Jihou","孔繼堠|~|Kong Jihou","嘉慶七年殿試-孔繼堠","","","應殿試舉人臣孔繼堠年叁拾陸歲山東兖州府曲阜縣人由廪膳生應乾隆伍拾玖年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖興洛祖毓銓 父傳煜|~|Rank 3 No. 146|~|Age: 36|~|Province: Shandong Sheng (China)","1802","1802","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfcc/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfdw","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pq0j","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Changshou Xian (China)|~|Chongqing Fu (Sichuan Sheng, China)|~|Sichuan Sheng (China)|~|Changzhou (Jiangsu Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b17_005|~|Microfilm R1-39","1802 Palace Examination - Tao Siyong","陶斯咏|~|Tao Siyong","嘉慶七年殿試-陶斯咏","","","應殿試舉人臣陶斯咏年叁拾貳歲四川重慶府長壽縣人由附學生應乾隆伍拾叁年鄉試中式由舉人應嘉慶柒年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉漢祖如岡父希貢|~|Province: Sichuan Sheng (China)|~|Age: 32|~|Rank 3 No. 145","1802","1802","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfdw/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pffd","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqvg","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Fuliang Xian (China)|~|Raozhou Fu (China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","Microfilm R1-40|~|uclamss_1372_b17_006","1805 Palace Examination - Deng Chuan'an","鄧傳安|~|Deng Chuan'an","嘉慶十年殿試-鄧傳安","","","應殿試舉人臣鄧傳安年肆拾叁歲江西饒州府浮梁縣人由拔貢生應乾隆伍拾肆年鄉試中式由舉人應嘉慶拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖文諫祖以忠父夢琴|~|Age: 43|~|Rank 3 No. 3|~|Province: Jiangxi Sheng (China)","1805","1805","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pffd/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfgx","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pqxh","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Henan Sheng (China)|~|Dengfeng Xian (China)|~|Henan Fu (Henan Sheng, China)","","Civil service--China--Examinations.","Microfilm R1-41|~|uclamss_1372_b17_007","1808 Palace Examination - Fu Zhongchuan","傅鍾瑑|~|Fu Zhongzhuan","嘉慶十三年殿試-傅鍾瑑","","","應殿試舉人臣傅鍾瑑年貳拾伍歲河南河南府登封縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代祖榮錦父墀夔|~|Province: Hunan Sheng (China)|~|Age: 25|~|Rank 3 No. 24","1808","1808","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfgx/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfhf","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pr43","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Guilin Fu (Guangxi Sheng, China)|~|Lingui Xian (China)|~|Guangxi Sheng (China)","","Civil service--China--Examinations.","Microfilm R1-42|~|uclamss_1372_b17_008","1808 Palace Examination - Xiao Yingquan","蕭應荃|~|Xiao Yingquan","嘉慶十三年殿試-蕭應荃","","","應殿試舉人臣蕭應荃年叁拾叁歲廣西桂林府臨桂縣人由廪膳生應嘉慶拾貳年鄉試中式由舉人應嘉慶拾叁年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖秉鈞祖正燻父馨義|~|Province: Jiangxi Sheng (China)|~|Rank 2 No. 3|~|Age: 33","1808","1808","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfhf/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfjz","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prb6","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Nanchang Xian (Jiangxi Sheng, China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","Microfilm R1-43|~|uclamss_1372_b17_009","1809 Palace Examination – Huang Zhongmo","黃中模|~|Huang Zhongmo","嘉慶十四年殿試-黃中模","","","應殿試舉人臣黃中模年叁拾伍歲江西南昌府南昌縣人由增廣生應乾隆陸拾年鄉試中式由舉人應嘉慶拾肆年會試中式現任內閣中書今應殿試謹將三代腳色開具於後一 三 代曾祖開春祖文錦父麒瑞|~|Province: Jiangxi Sheng (China)|~|Age: 35|~|Rank 2 No. 8","1809","1809","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfjz/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfkg","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prhs","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Mengzi Xian (China)|~|Lin'an Fu (Yunnan Sheng, China)|~|Yunnan Sheng (China)","","Civil service--China--Examinations.","Microfilm R1-44|~|uclamss_1372_b17_010","1811 Palace Examination - Tan Xifu","談錫福|~|Tan Xifu","嘉慶十六年殿試-談錫福","","","應殿試舉人臣談錫福 年叁拾捌歲雲南臨安府蒙自縣人由附貢生應嘉慶玖年鄉試中式由舉人應嘉慶拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖堂祖鶴徴父去矜|~|Age: 38|~|Rank 3 No. 136|~|Province: Yunnan Sheng (China)","1811","1811","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfkg/manifest"
"Han Yu-Shan Collection","ark:/21198/zz0019pfm0","ark:/21198/zz0019nz31","10","Completed with minimal metadata","Work","","","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019prqw","paged","","","","still image|~|text","manuscripts (document genre)|~|Examinations (documents)","pd","","chi","Jiangxi Sheng (China)|~|Luling Xian (China)|~|Ji'an Fu (China)","","Civil service--China--Examinations.","Microfilm R1-45|~|uclamss_1372_b17_011","1811 Palace Examination - Wang Zengfang","王贈芳|~|Wang Zengfang","嘉慶十六年殿試-王贈芳","","","應殿試舉人臣王贈芳年貳拾玖歲江西吉安府盧陵縣人由優廪生應嘉慶拾叁年鄉試中式由舉人應嘉慶拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖學勉祖光昇父澱墀|~|Age: 29|~|Rank 2 No. 5|~|Province: Jiangxi Sheng (China)","1811","1811","","","","","","","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0019pfm0/manifest"
