Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnbk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnbk_504310_master.tif,,,,,,still image,Mace-head,copyrighted,published,,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",Early Dynastic Period|~|1st Dynasty|~|Naqada IIIC|~|Buto V (Lower Egypt),,,Limestone,,N,Hierakonpolis,,,"Hierakonpolis, Main Deposit Maceheads",Total,"Figure 4. Group of maceheads from the Hierakonpolis Main Deposit, including the “Scorpion macehead” (largest macehead in group) and the “Narmer macehead” (far right).",uee1070,Article: Mace|~|Horizontal|~|Carved|~|Scorpion macehead (25. cm),21198/zz000sn03x|~|p000217|~|UEE_1070v1_fig4,,,3030/2800,1900,"Quibell, James. 1900 Hierakonpolis. Part 1. Egyptian Research Account Memoir 4. London: Bernard Quaritch. (Includes notes by William Matthew Flinders Petrie.)",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306901,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnbk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnbk/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rndm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rndm_503955_master.tif,,,,,,still image,Relief,copyrighted,published,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|27th Dynasty|~|Dynasties 28-30,,,,,N,Kharga Oasis,,,Decoration from Hibis Temple-Drawing,partial,"Figure 7. Detail of the cella of the Hibis Temple: South wall, fifth register: gods of the Hermopolitan region.",uee1046,Article title: Late Period Temples|~|horizontal|~|Relief,p000313|~|UEE_1046v1_fig7|~|21198/zz000s3mkp,,,664/343,1953,"Davies, Norman de Garis, 1953 The Temple of Hibis in El Khargeh Oasis II: The decoration. Publications of the Metropolitan Museum of Art 17. New York: Metropolitan Museum of Art, Egyptian Expedition.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306902,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rndm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rndm/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnf4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnf4_503931_master.tif,,,,,,still image,,copyrighted,,Mission française des fouilles de Tanis,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|21st Dynasty|~|Third Intermediate Period,,,,Mission française des fouilles de Tanis,N,Tanis,,,Site Plan of Tanis,Overview,Figure 1. Plan of the site of Tanis.,uee1046,Article: Late Period Temples|~|North|~|bird's eye,p000297|~|UEE_1046v1_fig1|~|21198/zz000s3mkp,,,1069/712,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306903,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnf4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnf4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rngn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rngn_503937_master.tif,,,,,,still image,Column/Pillar,copyrighted,,UCLA Encyclopedia of Egyptology,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|Third Intermediate Period |~|Reign of Osorkon II,"Zivie-Coche, Christiane",,Limestone,,N,Tanis,,,"Tanis, Column of Osorkon II",Total,"Figure 3. Column with the name of Osorkon II, re-used in the “Eastern Temple” at Tanis.",uee1046,Article: Late Period Temples|~|Horizontal|~|Relief,p000297|~|UEE_1046v1_fig3|~|21198/zz000s3mkp,,,924/909,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306904,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rngn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rngn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnh5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnh5_504006_master.tif,,,,,,still image,Unspecified Religious and Cult Object,copyrighted,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)","Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Endenburg, Erno",,Leather,"Veldmeijer, A. J.",N,el-Amarna,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,Photograph of Leather Decoration,Partial,"Figure 8. A technique of leather-decoration, favored in chariot leather: strips of colored leather sewn together in partial overlap, the top ones slightly narrower. Amarna, 18th Dynasty. Scale bar in mm.",uee1045,Technique is “Multicolor Appliqué”|~|Article: Leatherworking|~|Horizontal|~|2 cm x 1 cm,21198/zz000s3mp7|~|p000195|~|UEE_1045v1_fig8,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306905,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnh5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnh5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnjp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnjp_503942_master.tif,,,,,,still image,Temple,copyrighted,published,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|Third Intermediate Period |~|Reign of Osorkon II,,,Limestone,"Naville, Edouard, 1844-1926",N,Bubastis,,,"Bubastis, Gate of Osorkon II",Total,Figure 4. Reconstruction of the gate of Osorkon II at Bubastis.,uee1046,Article: Late Period Temples|~|45 degree|~|Building Upwards,p000331|~|UEE_1046v1_fig4|~|21198/zz000s3mkp,,,924/909,1892,"Naville, Édouard 1892 The festival-hall of Osorkon II, in the great temple of Bubastis (1887 - 1889). Memoir of the Egypt Exploration Fund 10. London: Trübner & Co. pl 32",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306906,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnjp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnjp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnk6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnk6_503934_master.tif,,,,,,still image,Temple,copyrighted,,UCLA Encyclopedia of Egyptology,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|21st Dynasty|~|Third Intermediate Period,"Zivie-Coche, Christiane",,Limestone,,N,Tanis,,,"Tanis, Temple of Amun",Partial,Figure 2. General view of the Temple of Amun.,uee1046,Technique: Building Upwards|~|Article: Late Period Temples|~|Horizontal|~|Building Upwards,p000316|~|UEE_1046v1_fig2|~|21198/zz000s3mkp,,,1069/712,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306907,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnk6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnk6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnmq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnmq_503946_master.tif,,,,,,still image,Temple,copyrighted,published,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|Reign of Psammetichus I,,,Stone,,N,el-Kab,,,Temple at El-Kab,Total,Figure 5. View of the temple at El-Kab.,uee1046,Article: Late Period Temples|~|Horizontal|~|Building Upwards,p000199|~|UEE_1046v1_fig5|~|21198/zz000s3mkp,,,664/610,1994,"Napoleon, and Gilles Néret. Description de l'Egypte I. Köln: Benedikt Taschen, 1994. pl 66",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306908,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnmq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnmq/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnn7,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnn7_504000_master.tif,,,,,,still image,Shoe,copyrighted,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)","Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Endenburg, Erno",,Leather,,N,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,Red and Green Leather Shoe,Total,"Figure 7. Bright red and green were the most popular colors featured in leatherwork, especially footwear. Unprovenanced. Scale bar in cm.",uee1045,Probably dates to the New Kingdom|~|Article: Leatherworking|~|Vertical|~|Unspecified|~|10 cm x 5 cm,UEE_1045v1_fig7|~|21198/zz000s3mp7,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306909,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnn7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnn7/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnpr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnpr_503952_master.tif,,,,,,still image,Temple,copyrighted,published,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|27th Dynasty|~|Dynasties 28-30,,,,,N,Kharga Oasis,,,Plan of Hibis Temple,Overview|~|Bird's eye,Figure 6. Plan of the Hibis Temple.,uee1046,Line Drawing of a temple plan with some sections expanded separately.|~|Article: Late Period Temples|~|North|~|Building Upwards,p000216|~|UEE_1046v1_fig6|~|21198/zz000s3mkp,,,664/343,1953,"Davies, Norman de Garis, 1953 The Temple of Hibis in El Khargeh Oasis II: The decoration. Publications of the Metropolitan Museum of Art 17. New York: Metropolitan Museum of Art, Egyptian Expedition.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306910,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnpr/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnq8,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnq8_504013_master.tif,,,,,,still image,,copyrighted,,,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Skinner, Lucy",,,,N,,,,Sudanese Tanning Pits,Total,"Figure 9. Tanning pits (left). Pits with red paint (right). Sudan, Almyaelik area.",uee1045,Modern|~|Article: Leatherworking|~|Horizontal,p000161|~|UEE_1045v1_fig9|~|21198/zz000s3mp7,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306911,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnq8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rnq8/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rqf3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rqf3_503958_master.tif,,,,,,still image,Naos,copyrighted,published,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|Dynasty 30|~|Reign of Nectanebo I,,,,,N,Saft el-Henna,"Egyptian Museum, Cairo",,Naos of Saft el-Henna,total,"Figure 8. Naos of Saft el-Henna, with the name of Nectanebo I, Cairo CG 70021.",uee1046,Article: Late Period Temples|~|45 degree|~|Sculptured,Cairo CG 70021|~|p000675|~|p000281|~|UEE_1046v1_fig8|~|21198/zz000s3mkp,,,380/362,1914,"Roeder, Günther, 1914 Naos. Catalogue général des antiquités égyptiennes du Musée du Caire, Nos 70001 - 70050. Leipzig: W. Drugulin.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306912,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rqf3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014rqf3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014s9x0,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014s9x0_504286_master.tif,,,,,,still image,Graffito,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,"Cruz-Uribe, Eugene, 1952-",,,,N,Abd el-Qurna,,,Boat Graffiti,Total,Figure 1. Scene of Abd el-Qurna boat graffiti,uee1061,Article: Graffiti (Figural)|~|horizontal|~|Engraved,p000409|~|UEE_1061v1_fig1|~|21198/zz000s7j4s,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306913,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014s9x0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014s9x0/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sbwz,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sbwz_504289_master.tif,,,,,,still image,Graffito,copyrighted,published,,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,,,,,N,Thebes,,,Foot Graffiti,Total,Figure 2. Foot graffito with text and box around it,uee1061,Line Drawing|~|Article: Graffiti (Figural)|~|vertical|~|Painted,p000315|~|UEE_1061v1_fig2|~|21198/zz000s7j4s,,,,2003,"Jacquet-Gordon, Helen 2003 Graffiti on the Khonsu Temple Roof. Chicago: The Oriental Institute. pl. 104,no. 271.",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306914,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sbwz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sbwz/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sc21,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sc21_504292_master.tif,,,,,,still image,Graffito,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,"Cruz-Uribe, Eugene, 1952-",,,,N,Thebes,,,Khonsu Temple Graffiti,Total,"Figure 3. “Emulation” of Khonsu bark figure. West exterior wall of Khonsu Temple, Karnak",uee1061,Article: Graffiti (Figural)|~|West|~|horizontal|~|Engraved,p000315|~|p000224|~|UEE_1061v1_fig3|~|21198/zz000s7j4s,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306915,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sc21,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sc21/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sc3j,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sc3j_504295_master.tif,,,,,,still image,Graffito,copyrighted,published,,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,,,,,Y,Kom el-Ahmar,,,"""Composer"" Graffiti",Total,Figure 4. “Composer” graffito from Hatnub,uee1061,Line Drawing|~|Article: Graffiti (Figural)|~|horizontal|~|Painted,p000229|~|UEE_1061v1_fig4|~|21198/zz000s7j4s,,,,1928,"Anthes, Rudolf  1928 Die Felseninschriften von Hatnub. Untersuchungen zur Geschichte und Altertumskunde  Ägyptens 9. Leipzig: J.C. Hinrichs. pl. 24, no. 48",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306916,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sc3j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sc3j/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sfj7,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sfj7_504298_master.tif,,,,,,still image,Graffito,copyrighted,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,"Cruz-Uribe, Eugene, 1952-",,,,N,Valley of the Kings,,,Coptic Graffiti,Total,Figure 5. Coptic graffito from KV2 (North wall just inside entrance),uee1061,Article:Graffiti: Figural|~|North|~|horizontal|~|Painted,p000308|~|p000396|~|UEE_1061v1_fig5|~|21198/zz000s7j4s,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306917,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014sfj7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0014sfj7/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz00153kc1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz00153kc1_504283_master.tif,,,,,,still image,,copyrighted,,,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,,,Leather,"Veldmeijer, A. J.|~|Endenburg, Erno",N,,,,Diagram of Stitch Types,Total,Figure 5. Top: Two examples of the construction of composite leather sandals of the Pharaonic Period: a series of layers sewn with sinew in a running stitch. Bottom: four types of stitching featured in Egyptian leatherwork. Not to scale.,uee1045,Article: Leatherworking|~|Horizontal|~|Woven,UEE_1045v1_fig5|~|21198/zz000s3mp7,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306918,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153kc1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153kc1/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz001545cp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz001545cp_745355_master.tif,,,,,,still image,Relief,copyrighted,unknown,,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",Greco-Roman Period|~|Reign of Trajan|~|Roman Dynasty,"Shaw, Ian, 1961-",,Sandstone,,N,Karnak,,,Relief of Trajan with a Mace,Total,"Figure 5. The Roman emperor Trajan, brandishing a mace, smiting foreigners in the presence of the ram-god Khnum. Esna: exterior of the north wall of the Khnum temple.",uee1070,Material: sandstone?|~|Article: Mace|~|North|~|45 degree|~|Relief,p000526|~|UEE_1070v1_fig5|~|21198/zz000sn03x,,,98/117,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306919,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001545cp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001545cp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz00154jn4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz00154jn4_1947066_master.tif,,,,,,still image,Relief|~|Shrine,copyrighted,unknown,UCLA Encyclopedia of Egyptology,Cosmogony|~|Religion|~|Religious Concepts and Beliefs|~|Amun,Ptolemaic,"McClain, Brett",,Stucco,,N,Medinet Habu,,,Amun and Ogdoad Over Bark Shrine at Medinet Habu,Total,"Figure 1. Amun and the Ogdoad over entrance to bark shrine, small temple of Amun, Medinet Habu.",uee1036,Article: Cosmogony (Late To Ptolemaic And Roman Periods)|~|Horizontal|~|Relief,p000243|~|UEE_1036v1_fig01|~|21198/zz0028961v,,,170/116,2011,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306920,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154jn4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00154jn4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz00154jpn,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Uses and Applications|~|Scarab",19th Dynasty,,,,,Y,,,,Detail of Inner Coffin of Khons -- TEST,,,uee1034,Lisa entered this metadata just as the beginning of this image for the Scarab article. Adam can complete later.,UEE_1034v1_fig1|~|21198/zz001nfbcx,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306921,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00154jpn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz00154rs3,ark:/21198/zz000rwn8d,1,In progress,Work,egyptology/masters/21198-zz00154rs3-1-master.tif,,,,,private,still image,Offering Table,copyrighted,,UCLA Encyclopedia of Egyptology,Personal devotion|~|Religion|~|Domestic Religious Practices,New Kingdom,,,,,Y,Deir el-Medina,,,Shrine Location Deir el-Medina-TEST,,,uee1010,Article: Domestic Religious Practice,p000190|~|UEE_1010v1_fig02|~|21198/zz001nf63v,,,1550/1069,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306922,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00154rs3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00154rs3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017b0v1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017b0v1_504060_master.tif,,,,,,still image,Relief,copyrighted,published,,Religion|~|Religious Concepts and Beliefs|~|Duality,Middle Kingdom |~|12th Dynasty|~|Reign of Senwosret I,,,Limestone,,N,el-Lisht,"Egyptian Museum, Cairo",,Horus and Seth Sema-Tawy Relief,Total,Figure 1. Horus and Seth uniting the Two Lands,uee1005,"Line drawing of relief from the side of throne base of Senwosret I, found in funerary temple, Lisht|~|Article: Duality|~|Horizontal|~|Relief",p000202|~|p000212|~|p000675|~|UEE_1005v1_fig1|~|21198/zz0013x9jp,,,1971/1926,1902,"Gauthier, Joseph Étienne, and Gustave Jéquier. 1902. Mémoires sur les fouilles de Licht. Mémoires publiés par les membres de l'Institut français, p. 36, fig. 35",https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306923,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017b0v1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017b0v1/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz0017b375,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0017b375_714224_master.tif,,,,,,still image,Relief,copyrighted,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Structures and Relationships in Society |~|Famine,First Intermediate Period |~|10th Dynasty|~|9th Dynasty|~|Herakleopolitan Dynasties,"Coulon, Laurent",,Stone,,N,el-Moalla,,,Inscriptions from Ankhtify’s tomb,Partial,Figure 1. Inscriptions from Ankhtify’s tomb at el-Moalla (Dynasties 9-10),uee1016,Article: Famine|~|45 degrees|~|Engraved Relief,p000204|~|UEE_1016v1_fig01|~|21198/zz000s3mnq,,,2134/2040,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6306924,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017b375,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0017b375/manifest
