Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf66d,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf66d%2Fhv74kk9x,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Rituals|~|Religion|~|Funerary Rituals (Pharaonic Period),,,"Riggs, Christina",,,,,,Y,,,,,,,,Funerary Rituals (Ptolemaic and Roman Periods),,uee1150,,,,,,"Ancient Egyptian rituals for the mummification, burial, and commemoration of the dead asperformed in the Ptolemaic and Roman Periods are attested by textual sources and visual arts, as well as by the evidence of mummified bodies. The underlying religious beliefs about death and the afterlife are basically the same as those of the Dynastic period. This article surveys these rituals, identifies their intended purpose, and discusses the classifications in use by Egyptologiststoday.",(الطقوس الجنائزية (العصور البطلمية والرومانية,Rituels funéraires (Égypte ptolémaïque et romaine),Bestattungsrituale (ptolemäisches und römisches Ägypten),2010,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf67x,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf67x%2F6511cz3h,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Technology|~|Glass Production ",,,"Shortland, Andrew J.",,,,,,Y,,,,,,,,Glass Production,,uee1137,,,,,,"Glass production starts in the second half of the sixteenth century BCE. Glass was produced from the combination of quartzite pebbles with a plant ash flux, usually with the addition of copper, cobalt, antimony or manganese colorants, and opacifiers. The earliest surviving glassmaking workshop is a subject of debate since archaeological evidence for glass production is rare and often equivocal. No glassmaking factories have yet been found in Mesopotamia or Northern Syria, but several candidates are known from ancient Egypt, including the sites of Malqata, Amarna, and Qantir. This is still very much a topic of current research, both through archaeological investigationand scientific analysis.",صناعة الزجاج,Production de verre,Glasproduktion,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf68f,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf68f%2Fqf44430b,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Family (including kinship relations)|~|Private Life|~|Structures and Relationships in Society |~|Kinship and Family Relations ,,,"Campagno, Marcelo",,,,,,Y,,,,,,,,Kinship and Family Relations,,uee1043,,,,,,"Core aspects of the kinship system in ancient Egypt are discussed here. The six basic terms through which Egyptians expressed relationships of marriage, descent, and collaterality are considered, as well as the principles that regulated marriage and inheritance. The existence of different terms for kin groups is also taken into account. Lastly, the importance of kinship in ancient Egyptian social organization—both in Predynastic and Dynastic times—is analyzed with consideration of its prominence among the peasantry, in elite contexts, and in the world of the gods.",صلة الرحم والعلاقات العائلية,Liens de parenté et relations familiales,Verwandtschaftsbeziehungen,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6bg,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf6bg%2Fmt318g3d,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Religion|~|Funerary Beliefs|~|Individual Deities|~|Osiris|~|Religious Concepts and Beliefs|~|Mortuary Beliefs and Practices|~|Mummification|~|Osiris and the Deceased,,,"Smith, M. (Mark), 1951-",,,,,,Y,,,,,,,,Osiris and the Deceased,,uee1136,,,,,,"For the Egyptians, the god Osiris provided a model whereby the effects of the rupture caused by death could be totally reversed, since that deity underwent a twofold process of resurrection. Mummification reconstituted his “corporeal” self and justification against Seth his “social” self, reintegrating him and restoring his status among the gods. Through the mummification rites, which incorporated an assessment of the deceased’s character, the Egyptians hoped to be revived and justified like Osiris. These rites endowed them with their own personal Osirian aspect or form, which was a mark of their status as a member of the god’s entourage in the underworld. Thus the deceased underwent a twofold resurrection as well. Not only were their limbs reconstituted, and mental and physical faculties restored, but they entered into a personal relationship with Osiris that simultaneously situated them within a group.",أوزيريس و المتوفى,Osiris et le mort,Osiris und der Verstorbene,2008,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6c0,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf6c0%2Fgs44hd82,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Cult Objects|~|Stone|~|Mineral Materials|~|Cosmetics, Pigments, and Paints |~|Palettes",,,"Stevenson, Alice",,,,,,Y,,,,,,,,Palettes,,uee1069,,,,,,"Flat stone palettes for the grinding of pigments are particularly associated with Predynastic Egypt, when they were made almost exclusively of mudstone and were formed into distinctive geometric and zoomorphic shapes. Ceremonial palettes of the late Predynastic and Early Dynastic periods are linked with the emerging ideology of kingship, and are especially elaborate, as they are often decorated with carved relief over the entire surface. Following the Early Dynastic period, the importance of palettes diminishes significantly.",الصلاياِ,Palettes,Schminkpaletten,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6dh,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf6dh%2F4b45x57z,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Tool and Instruments|~|Scribal Equipment and Writing Materials|~|Technology|~|Papyrus Manufacture",,,"Leach, Bridget",,,,,,Y,,,,,,,,Papyrus Manufacture,,uee1073,,,,,,The papyrus plant that grew along the River Nile was used to manufacture writing material in ancient Egypt. It was employed throughout the Classical Period and beyond until superseded by paper in about 800 CE.,صناعة البردي,Fabrication de papyrus,Papyrusherstellung,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6gj,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf6gj%2F6w27cb75,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Cult and Ritual|~|Material Culture, Art and Architecture|~|Rituals|~|Religion|~|Perfume|~|Technology|~|Vegetal Materials|~|Incense, Myrrh, Resin|~|Funerary Rituals (Pharaonic Period)",,,"Manniche, Lise",,,,,,Y,,,,,,,,Perfume,,uee1037,,,,,,"Perfume in Egypt was fat-based, and the ingredients most often mentioned in texts are frankincense, myrrh, cinnamon, cassia, and cardamom. Scent had an important role in temple and funerary ritual. Furthermore, perfume was a luxury item and a commodity traded in the Mediterranean.",العطور,Parfum,Parfüm,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf6jk,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf6jk%2Fz792qf20,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Architecture|~|Material Culture, Art and Architecture|~|Religion|~|Tombs|~|Mortuary Beliefs and Practices|~|Non-elite Mortuary Practices|~|Predynastic Burials",,,"Stevenson, Alice",,,,,,Y,,,,,,,,Predynastic Burials,,uee1050,,,,,,"In ancient Egypt, the primary evidence for the Predynastic Period, principally the fourth millennium BCE, derives from burials. In Upper Egypt, there is a clear trend over the period towards greater investment in mortuary facilities and rituals, experimentation in body treatments, and increasing disparity in burial form and content between a small number of elite and a larger non-elite population. In Maadi/Buto contexts in Lower Egypt, pit burials remained simple with minimal differentiation and less of a focus upon display-orientated rituals.",دفنات ما قبل التاريخ,Enterrements à l’époque prédynastique,Prädynastische Gräber,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7bz,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7bz%2F6n735z59,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Religion|~|Procession,,,"Stadler, Martin",,,,,,Y,,,,,,,,Procession,,uee1014,,,,,,"Egyptian processions were performed, and acquired meaning, in a religious context. Funeral processions, for example, symbolized the deceased’s transition into the hereafter. The most important processions, however, were the processions of deities that took place during the major feasts, especially those feasts that recurred annually. The deity left his or her sanctuary on these occasions and thus provided the only opportunities for a wider public to have more or less immediate contact with the deity’s image, although in most cases it still remained hidden within a shrine. These processions often involved the journey of the principal deity of the town to visit other gods, not uncommonly “deceased” ancestor gods who were buried within the temple’s vicinity.  The “wedding” of a god and his divine consort provided yet another occasion for a feast for which processions were performed.",المواكب,procession,Prozession,2008,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7cg,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7cg%2Fvd52gs40,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|The State and its Institutions|~|State Organization and Ideology|~|Monarchy|~|Royal Women|~|Ruling House (dynasty)|~|Court and Courtiers|~|Harem|~|Queen|~|Royal Family|~|Succession to the Throne ,,,"Roth, Silke",,,,,,Y,,,,,,,,Queen,,uee1055,,,,,,"The queens of ancient Egypt (i.e., the kings’ wives and kings’ mothers) were distinguished by a set of specific titles and insignia that characterized them as the earthly embodiment of the divine feminine principle. By ensuring the continued renewal of kingship, they played an important role in the ideology of kingship. As the highest-ranking female members of the royal household, queens occupied a central position at court, as well. However, only in individual cases did they hold substantial political power.",الملكة,Reine,Königin,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7d0,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7d0%2Fb6724n9x,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Cult and Ritual|~|Rituals|~|Religion|~|Personal Devotion|~|Mortuary Beliefs and Practices|~|Votive Practices|~|Animal Sacrifice|~|Rituals Related to Animal Cults|~|Mummification,,,"Dodson, Aidan, 1962-",,,,,,Y,,,,,,,,Rituals Related to Animal Cults,,uee1027,,,,,,"Two kinds of cult animal existed in ancient Egypt:  specific faunal representatives of a given deity that lived in a temple and were ceremonially interred, and creatures killed and mummified to act as votive offerings. The former are attested from the earliest times, while the latter date from the Late Period and later.",الطقوس المتعلقة بطوائف الحيوانات,Cultes des animaux,Tierkulte,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nf7fh,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf7fh%2Fvq96vc65,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Predynastic Art|~|Rock Art",,,"Huyge, Dirk",,,,,,Y,,,,,,,,Rock Art,,uee1460,,,,,,"Rock art, basically being non-utilitarian, non-textual anthropic markings on natural rock surfaces, was an extremely widespread graphical practice in ancient Egypt. While the apogee of the tradition was definitely the Predynastic Period (mainly fourth millennium BCE), examples date from the late Palaeolithic (c. 15,000 BCE) until the Islamic era. Geographically speaking, “Egyptian” rock art is known from many hundreds of sites along the margins of the Upper Egyptian and Nubian Nile Valley and in the desert hinterlands to the east and west. Despite clear regional discrepancies, most of this rock art displays a great deal of shared subject matter, such as the profusion of boat figures, supposedly attesting to the existence of a more or less uniform “spiritual culture” throughout the above-defined area. Furthermore, its intimate iconographical relationship to the archaeologically known Egyptian cultures, both in a synchronic and a diachronic perspective, allows for some solid reasoning regarding the raison d’être of this graphic tradition. Without excluding other possible meanings and motivations, it seems that the greater part of the rock art closely reflects the religious and ideological concerns of its makers.",فن الرسوم الصخرية,Art rupestre,Felsbilder,2009,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz001nfbcx,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfbcx%2Fns95w31r,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture|~|Cult Objects|~|Scarab",,,"Cooney, Kathlyn M.",,,,,,Y,,,,,,,,Scarab,,uee1034,,,,,,"The ancient Egyptian scarab is an artistic depiction of the indigenous Egyptian dung beetle.  Mythologically, the scarab represented the ability of the sun god to bring about his own rebirth.  There are a number of different kinds of scarabs, including heart scarabs, commemorative scarabs, and scarab amulets, indicating their different functions within varying social contexts —from apotropaic to amuletic, socioeconomic, and propagandistic.  The blank oval underside of the scarab amulet was an excellent location for the inscription of personal names, kings’ names, apotropaic sayings, or geometric or figural designs.  Scarabs are extremely difficult to date; very few are found in archaeological context and most are unprovenanced in private and museum collections.",الجعران,Scarabée,Skarabäus,2008,,,,,,,,
