Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn1x,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn1x_503967_master.tif,,,,,still image,Loin-cloth,copyrighted,,,Hierakonpolis Expedition,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",Middle Kingdom |~|Second Intermediate Period ,"Friedman, Renée F.",,Leather,,,Unspecified,13 cm x 10 cm ,N,,Hierakonpolis,,,,,,Leather Loincloth Fragment,Total,UEE_1045v1_fig1|~|21198/zz000s3mp7,"Figure 1. Fragment of a finely made leather loincloth consisting of panels with cut-out rectangles, from Tomb 9 (C-Group) at Hierakonpolis.",uee1045,"An alternative dating places the item at 3700 BCE (A-group)(Ahmed Fahmy, 2008)|~|Article: Leatherworking",p000217,,,,,,-2040/-1550,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn2f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn2f_497394_master.tif,,,,,still image,Statue,copyrighted,,,UCLA Encyclopedia of Egyptology,Supernatural Beings|~|Categories of Deities|~|Religion|~|Anthropomorphic Deities,,"Wilkinson, Richard H.",,,,,Sculptured,,N,,,,,,,,Statue of Atum Wearing Double Crown,partial,uee1003v1_fig10|~|21198/zz000rz52f,"Figure 10. Atum wearing the double crown, Luxor Museum. The ideological association ofanthropomorphic deities with the Egyptian king is perhaps seen in both the divine or quasi-divine aspects of representations of kings as well as the monarchial attributes of certain deities.",,Material: Diorite?|~|Article: Anthropomorphic Deities,p000689,,,,,,,,,45 degrees,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn3z,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn3z_504301_master.tif,,,,,still image,Mace-head,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",Badarian (Middle Egypt),,,Diorite,,,Carved,15 cm,N,,,,Petrie Museum of Egyptian Archaeology,,,,"Badari, Predynastic Mace Head",Total,UEE_1070v1_fig1|~|21198/zz000sn03x,Figure 1. Predynastic disc-shaped macehead from Badari.,uee1070,Article: Mace,p000677|~|p000432,UC9496,,,,,-4500/-4000,,http://www.petrie.ucl.ac.uk/detail/details/index_no_login.php?objectid=UC9496&accesscheck=%2Fdetail%2Fdetails%2Findex.php,Bird's eye,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn4g,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn4g_504307_master.tif,,,,,still image,Mace,copyrighted,,,Egypt Exploration Society,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",,,,Ivory,,,Carved,,N,,Abadiya,,Egypt Exploration Society,,,,Maces from Abadiya,Total,UEE_1070v1_fig3|~|21198/zz000sn03x,"Figure 3. Intact maces from Abadiya, grave B86",uee1070,Article: Mace,p000153,,,,,,,,,Bird's eye,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn50,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn50_503970_master.tif,,,,,still image,Loin-cloth,copyrighted,,,,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",Middle Kingdom |~|Second Intermediate Period ,,,Leather,,"Kriek, Mikko",Unspecified,,N,,Hierakonpolis,,,,,,Artist’s Rendering of Woman in a Loincloth,Total,UEE_1045v1_fig2|~|21198/zz000s3mp7,"Figure 2. Artist’s impression of the individual buried in Tomb 9 (C-Group, Hierakonpolis), wearing a leather loincloth.",uee1045,Article: Leatherwork,p000217,,,,,,-2040/-1550,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn6h,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn6h_503973_master.tif,,,,,still image,Shoe,copyrighted,,,British Museum London,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"'t Hooft, Adri",,Leather,,,Unspecified,12 cm x  5 cm ,N,,,,British Museum,,,,Leather Shoe,Total,UEE_1045v1_fig3|~|21198/zz000s3mp7,"Figure 3. Leather shoe, unknown provenance (EA 4411).",uee1045,Most likely dates to the New Kingdom,p000673,,,,,,,,,Vertical,Article: Leatherworking,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn71,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn71_504304_master.tif,,,,,still image,Mace-head,copyrighted,,,Petrie Museum of Egyptian Archaeology,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",Buto II (Lower Egypt)|~|Middle A-group (Lower Nubia) |~|Late Naqada II (Upper Egypt),,,Limestone,,,Carved,4.8 cm x 4.4 cm,N,Abydos,,,Petrie Museum of Egyptian Archaeology,,,,"Abydos, Predynastic Mace Head",Total,UEE_1070v1_fig2|~|21198/zz000sn03x,Figure 2. Predynastic pear-shaped macehead from Abydos,uee1070,Article: Mace,p000162|~|p000677,UC35543,,,,,-3400/-3300,,http://www.petrie.ucl.ac.uk/detail/ details/index_no_login.php?objectid=UC35543&accesscheck=%2Fdetail%2Fdetails%2Findex.php,Bird's eye,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn8j,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn8j_503997_master.tif,,,,,still image,Axe,copyrighted,,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)","Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",New Kingdom |~|18th Dynasty|~|Amenhotep IV / Akhenaten,"Endenburg, Erno",,Leather,,,Unspecified,10 cm x 5 cm,N,,el-Amarna,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,,,Rawhide Ax-Binding,Total,UEE_1045v1_fig6|~|21198/zz000s3mp7,"Figure 6. Example of rawhide ax-binding from Amarna, 18th Dynasty. Scale bar in cm.",uee1045,Article: Leatherworking,p000195,,,,,,-1352/-1336,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rn92,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rn92_503976_master.tif,,,,,still image,Wall painting,copyrighted,published,,,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",New Kingdom |~|18th Dynasty|~|Reign of Thutmoses III,,,paint|~|Plaster,,,Painted on Stucco,,N,,Thebes West,,,,,,Tomb Scene of Leather Processing,Partial,UEE_1045v1_fig4|~|21198/zz000s3mp7,Figure 4. The tomb of Rekhmira has one of the most complete scenes of leather processing andthe manufacture of leather objects.,uee1045,Tomb S323|~|Article: Leatherworking,p000421|~|p000409,,,,,,-1479/-1425,1943,"Davies, Norman de Garis. 1943 The tomb of Rekh-mi-Rē at Thebes. Publications of the Metropolitan Museum of Art, Egyptian  Expedition 11. New York: The Metropolitan Museum of Art.",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnbk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnbk_504310_master.tif,,,,,still image,Mace-head,copyrighted,published,,,"Material Culture, Art and Architecture|~|Uses and Applications|~|Cult Objects|~|Mace",Early Dynastic Period|~|1st Dynasty|~|Naqada IIIC|~|Buto V (Lower Egypt),,,Limestone,,,Carved,Scorpion macehead (25. cm),N,Hierakonpolis,,,,,,,"Hierakonpolis, Main Deposit Maceheads",Total,UEE_1070v1_fig4,"Figure 4. Group of maceheads from the Hierakonpolis Main Deposit, including the “Scorpion macehead” (largest macehead in group) and the “Narmer macehead” (far right).",uee1070,Article: Mace,p000217,21198/zz000sn03x,,,,,-3030/-2800,1900,"Quibell, James. 1900 Hierakonpolis. Part 1. Egyptian Research Account Memoir 4. London: Bernard Quaritch. (Includes notes by William Matthew Flinders Petrie.)",Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rndm,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rndm_503955_master.tif,,,,,still image,Relief,copyrighted,published,,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|27th Dynasty|~|Dynasties 28-30,,,,,,Relief,,N,,Kharga Oasis,,,,,,Decoration from Hibis Temple-Drawing,partial,UEE_1046v1_fig7|~|21198/zz000s3mkp,"Figure 7. Detail of the cella of the Hibis Temple: South wall, fifth register: gods of the Hermopolitan region.",uee1046,Article title: Late Period Temples,p000313,,,,,,-664/-343,1953,"Davies, Norman de Garis, 1953 The Temple of Hibis in El Khargeh Oasis II: The decoration. Publications of the Metropolitan Museum of Art 17. New York: Metropolitan Museum of Art, Egyptian Expedition.",horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnf4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnf4_503931_master.tif,,,,,still image,,copyrighted,,,Mission française des fouilles de Tanis,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|21st Dynasty|~|Third Intermediate Period ,,,,,Mission française des fouilles de Tanis,,,N,,Tanis,,,,,,Site Plan of Tanis,Overview,UEE_1046v1_fig1|~|21198/zz000s3mkp,Figure 1. Plan of the site of Tanis.,uee1046,Article: Late Period Temples,p000297,,,,,,-1069/-712,,,bird's eye,North,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rngn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rngn_503937_master.tif,,,,,still image,Column/Pillar,copyrighted,,,UCLA Encyclopedia of Egyptology,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|Third Intermediate Period |~|Reign of Osorkon II,"Zivie-Coche, Christiane",,Limestone,,,Relief,,N,,Tanis,,,,,,"Tanis, Column of Osorkon II",Total,UEE_1046v1_fig3|~|21198/zz000s3mkp,"Figure 3. Column with the name of Osorkon II, re-used in the “Eastern Temple” at Tanis.",uee1046,Article: Late Period Temples,p000297,,,,,,-924/-909,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnh5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnh5_504006_master.tif,,,,,still image,Unspecified Religious and Cult Object,copyrighted,,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)","Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Endenburg, Erno",,Leather,,"Veldmeijer, A. J.",,2 cm x 1 cm,N,,el-Amarna,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,,,Photograph of Leather Decoration,Partial,UEE_1045v1_fig8,"Figure 8. A technique of leather-decoration, favored in chariot leather: strips of colored leather sewn together in partial overlap, the top ones slightly narrower. Amarna, 18th Dynasty. Scale bar in mm.",uee1045,Technique is “Multicolor Appliqué”|~|Article: Leatherworking,p000195,21198/zz000s3mp7,,,,,,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnjp,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnjp_503942_master.tif,,,,,still image,Temple,copyrighted,published,,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|Third Intermediate Period |~|Reign of Osorkon II,,,Limestone,,"Naville, Edouard, 1844-1926 ",Building Upwards,,N,,Bubastis,,,,,,"Bubastis, Gate of Osorkon II",Total,UEE_1046v1_fig4|~|21198/zz000s3mkp,Figure 4. Reconstruction of the gate of Osorkon II at Bubastis.,uee1046,,p000331,,,,,,-924/-909,1892,"Naville, Édouard 1892 The festival-hall of Osorkon II, in the great temple of Bubastis (1887 - 1889). Memoir of the Egypt Exploration Fund 10. London: Trübner & Co. pl 32",45 degree,Article: Late Period Temples,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnk6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnk6_503934_master.tif,,,,,still image,Temple,copyrighted,,,UCLA Encyclopedia of Egyptology,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",22nd Dynasty|~|21st Dynasty|~|Third Intermediate Period ,"Zivie-Coche, Christiane",,Limestone,,,Building Upwards,,N,,Tanis,,,,,,"Tanis, Temple of Amun",Partial,UEE_1046v1_fig2|~|21198/zz000s3mkp,Figure 2. General view of the Temple of Amun.,uee1046,Technique: Building Upwards|~|Article: Late Period Temples,p000316,,,,,,-1069/-712,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnmq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnmq_503946_master.tif,,,,,still image,Temple,copyrighted,published,,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|Reign of Psammetichus I ,,,Stone,,,Building Upwards,,N,,el-Kab,,,,,,Temple at El-Kab,Total,UEE_1046v1_fig5|~|21198/zz000s3mkp,Figure 5. View of the temple at El-Kab.,uee1046,,p000199,,,,,,-664/-610,1994,"Napoleon, and Gilles Néret. Description de l'Egypte I. Köln: Benedikt Taschen, 1994. pl 66",Horizontal,Article: Late Period Temples,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnn7,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnn7_504000_master.tif,,,,,still image,Shoe,copyrighted,,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)","Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Endenburg, Erno",,Leather,,,Unspecified,10 cm x 5 cm,N,,,,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,,,Red and Green Leather Shoe,Total,UEE_1045v1_fig7|~|21198/zz000s3mp7,"Figure 7. Bright red and green were the most popular colors featured in leatherwork, especially footwear. Unprovenanced. Scale bar in cm.",uee1045,Probably dates to the New Kingdom|~|Article: Leatherworking,,,,,,,,,,Vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnpr,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnpr_503952_master.tif,,,,,still image,Temple,copyrighted,published,,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|26th Dynasty|~|27th Dynasty|~|Dynasties 28-30,,,,,,Building Upwards,,N,,Kharga Oasis,,,,,,Plan of Hibis Temple,Overview|~|Bird's eye,UEE_1046v1_fig6|~|21198/zz000s3mkp,Figure 6. Plan of the Hibis Temple.,uee1046,Line Drawing of a temple plan with some sections expanded separately.|~|Article: Late Period Temples,p000216,,,,,,-664/-343,1953,"Davies, Norman de Garis, 1953 The Temple of Hibis in El Khargeh Oasis II: The decoration. Publications of the Metropolitan Museum of Art 17. New York: Metropolitan Museum of Art, Egyptian Expedition.",,North,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rnq8,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rnq8_504013_master.tif,,,,,still image,,copyrighted,,,,"Material Culture, Art and Architecture|~|Animal materials|~|Technology|~|Leatherworking",,"Skinner, Lucy",,,,,,,N,,,,,,,,Sudanese Tanning Pits,Total,UEE_1045v1_fig9|~|21198/zz000s3mp7,"Figure 9. Tanning pits (left). Pits with red paint (right). Sudan, Almyaelik area.",uee1045,Modern|~|Article: Leatherworking,p000161,,,,,,,,,Horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014rqf3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014rqf3_503958_master.tif,,,,,still image,Naos,copyrighted,published,,,"Architecture|~|Material Culture, Art and Architecture|~|Temples|~|Late Period Temples",Late Period|~|Dynasty 30|~|Reign of Nectanebo I,,,,,,Sculptured,,N,,Saft el-Henna,,"Egyptian Museum, Cairo",,,,Naos of Saft el-Henna,total,UEE_1046v1_fig8|~|21198/zz000s3mkp,"Figure 8. Naos of Saft el-Henna, with the name of Nectanebo I, Cairo CG 70021.",uee1046,Article: Late Period Temples,p000675|~|p000281,Cairo CG 70021,,,,,-380/-362,1914,"Roeder, Günther, 1914 Naos. Catalogue général des antiquités égyptiennes du Musée du Caire, Nos 70001 - 70050. Leipzig: W. Drugulin.",45 degree,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014s9x0,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014s9x0_504286_master.tif,,,,,still image,Graffito,copyrighted,,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,"Cruz-Uribe, Eugene, 1952- ",,,,,Engraved,,N,,Abd el-Qurna,,,,,,Boat Graffiti,Total,UEE_1061v1_fig1|~|21198/zz000s7j4s,Figure 1. Scene of Abd el-Qurna boat graffiti,uee1061,Article: Graffiti (Figural),p000409,,,,,,,,,horizontal,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sbwz,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sbwz_504289_master.tif,,,,,still image,Graffito,copyrighted,published,,,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,,,,,,Painted,,N,,Thebes,,,,,,Foot Graffiti,Total,UEE_1061v1_fig2|~|21198/zz000s7j4s,Figure 2. Foot graffito with text and box around it,uee1061,Line Drawing|~|Article: Graffiti (Figural),p000315,,,,,,,2003,"Jacquet-Gordon, Helen 2003 Graffiti on the Khonsu Temple Roof. Chicago: The Oriental Institute. pl. 104,no. 271.",vertical,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz0014sc21,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz0014sc21_504292_master.tif,,,,,still image,Graffito,copyrighted,,,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Graffiti (Figural)",,"Cruz-Uribe, Eugene, 1952- ",,,,,Engraved,,N,,Thebes,,,,,,Khonsu Temple Graffiti,Total,UEE_1061v1_fig3|~|21198/zz000s7j4s,"Figure 3. “Emulation” of Khonsu bark figure. West exterior wall of Khonsu Temple, Karnak",uee1061,Article: Graffiti (Figural),p000315|~|p000224,,,,,,,,,horizontal,West,,,,
