Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1mx,ark:/21198/zz002311rn,2,Completed,Work,,21,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1mx%2Fms26v63h,African American journalists|~|African American jazz musicians|~|Journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Heywood, Eddie, $d 1915-1989|~|Goodrich, Jim, $d 1918-1988|~|Washington, Leon H., $c Jr. $q (Leon Harold), $d 1907-1974|~|Cole, Louis V., $d 1901-1974",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Jim Goodrich (?), Leon Washington, Eddie Heywood, and Louie Cole, Los Angeles, 1940s",,"Jim Goodrich is the likely identity of the man standing on the far left. Leon Washington is the second man from the left (in army uniform). Eddie Heywood is second from the right (in checked jacket), and Louie Cole is on the far right. The two women in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.",021|~|YRLSC_gordonphotos_0021,"Louis ""Louie"" V. Cole began his career as a newspaper reporter for the Sentinel and became a civic leader of South Central Los Angeles. He dubbed himself the ""Mayor of Central Avenue.""|~|Leon Washington, Jr. was the founder and publisher of the Los Angeles Sentinel.|~|Eddie Heywood was a jazz pianist, arranger and bandleader.|~|Jim (James Russell) Goodrich had a rich and varied journalism career. He obtained a journalism degree from the University of Illinois, and earned two masters degrees from UCLA: in journalism and political science. He was an urban affairs reporter for the Press-Telegram (in Long Beach), and an assistant director of information and reseatch for the Joint Center of Political Studies in Washington D.C.. He was with John son Publications for more than 10 years where he was, at various times, Hollywood editor and associate editor of Ebony magazine and West Coast Bureau chief for Jet magazine. He was the public relationist for Sammy Davis Jr. and, afterwards, as an editor at the Los Angeles Sentinel (1966-67).  He went on to teach at Harbor College, UCLA, and UC  Irvine, then became the director of the Mass Media Program at Central Washington University in Washington state.",1940/1949,[1940s],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1nf,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0022.tif,22,,,,private,,African American dentists $z California $z Los Angeles|~|African American accountants $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Bratton, B. B. $q (Bertrand Ballard), $d 1899-1969|~|DeLavallade, Angelique, $d 1906-1997|~|Fearonce, Nathaniel A. $q (Nathaniel Alphonso), $d 1903-1966",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Dr. Nate Fearonce, Angelique DeLavallade, and B. B. Bratton, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: unidentified woman, Dr. Nate Fearonce, Angelique DeLavallade and her husband, CPA B. B. Bratton.",YRLSC_gordonphotos_0022,"Dr. Nathaniel (""Nate"") A. Fearonce was a Los Angeles dentist.|~|Angelique DeLavallade was married Bertrand B. Bratton (Los Angeles CPA). Subsequently, she worked for the State of California as a legal stenographer.|~|B.B. Bratton earned his B.A. from the University of Chicago and worked in Lousiana as a certified public accountant. He passed the bar in Los Angeles in 1924 and practiced law.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1pz,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0023.tif,23,,,,private,,African American dancers|~|African American newspaper editors $z Pennsylvania $z Pittsburgh|~|Women dancers $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Vann, Robert L., $d 1879-1940|~|Le Gon, Jeni, $d 1916-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Robert Lee Vann and Jeni Le Gon, 1930s",,All information concerning the content and description of the image was provided by Walter Gordon.,023|~|YRLSC_gordonphotos_0023,"Jeni LeGon (also spelled Le Gon, Ligon, and Lygon) was born in Chicago, Illinois, growing up in its ""Black Belt."" By the time she was 13, she had successfully auditioned for the Count Basie Orchestra's chorus line. She was the first black woman to sign an extended contract with MGM, and danced in 24 films. She also worked as an actress and dance instructor, and has received a number of honors for her contributions to the arts.|~|Robert L. Vann was the legal counsel for the African American newspaper, the Pittsburgh Courier, and after 1910 he also became its publisher and editor. Under his leadership, the paper became one of the black newspapers with the highest circulation in the United States. He was also an attorney. Vann died in 1940.",1930/1939,[1930s?],1 photograph : b&w,Pennsylvania--Pittsburgh,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1qg,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,24,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1qg%2Fgg24hh05,African American lawyers--California--Los Angeles|~|African American photographers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Taylor, Curtis C. $q (Cavielle), $d 1896-1967|~|Towles, H. H. $q (Henry Howard), $d 1888-1964|~|King, N. Curtis $q (Norris Curtis), $d 1894-1960",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Dr. H. H. Towles, Curtis Taylor and Dr. N. Curtis King, Los Angeles, 1940s",,"Attorney Curtis C. Taylor (standing), Dr. H. Towles (left), and Dr. N. Curtis King (right).|~|All information concerning the content and description of the image was provided by Walter Gordon.",024|~|YRLSC_gordonphotos_0024,"Curtis C. Taylor was a successful   attorney. He earned his law degree at Howard University.|~|Dr. H. H. Towles had a successful medical practice in Los Angeles and was the medical director of Golden State Mutual Life frmo 1925-1957, and a vice president begining in 1945.|~|Dr. N. Curtis King was a physician who founded the Rose Netta Hospital in Los Angeles. It was known for having an interracial staff, and the first interracial blood bank, established by the Red Cross in 1942. Dr. King was also head of the Los Angeles Venereal Clinic and several other clinics.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1r0,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0025.tif,25,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Party guest, possibly companion of Julian Rainey's, Los Angeles, early 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|This woman appears in another photograph with an unidentified man and Boston attorney Julian Rainey (image ark no. 21198/zz0025p0x3).,025|~|YRLSC_gordonphotos_0025,,1950/1955,[between 1950 and 1955?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1sh,ark:/21198/zz002311rn,2,Completed,Work,,26,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1sh%2Fsd61r35c,African Americans in musical theater $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Garner, George, $d 1892-1971",Lifestyle|~|People|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Griffin, Lola",,,,,,,Collection 1867 Box 1 Folder 1,"Cast of the musical Carmen Jones at George Garner's residence, Pasadena, 1950s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Cast of theater (?) production of the musical Carmen Jones, posing on the steps of the residence of tenor George R. Garner in Pasadena.",YRLSC_gordonphotos_0026,George Garner was a tenor vocalist (and first African American to sing with the Chicago Symphony Orchestra) and conductor.,1950/1959,[1950s?],1 photograph : b&w,California--Pasadena,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1t1,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0027.tif,27,,,,private,,African American newspaper editors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Abie, $d 1915-2001",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Abie Robinson, Los Angeles Sentinel reporter and editor, with two unidentified women, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,027|~|YRLSC_gordonphotos_0027,"Edward Joseph ""Abie"" Robinson was a reporter and editor for the Los Angeles Sentinel.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1vj,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0028.tif,28,,,,private,,Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,Mocambo (Nightclub),Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"René at the Mocambo nightclub, Hollywood, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|René (last name unknown) worked at the Mocambo nightclub at 8588 Sunset Blvd on the Sunset Strip. She dated Walter L. Gordon, Jr.",YRLSC_gordonphotos_0028,,1940/1949,[1940s?],1 photograph : b&w,California--Hollywood,"""Walter- Saying nothing means more than saying everything -- to one who knows from one who cares.""",34.0924917,-118.3791468,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1w2,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0029.tif,29,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Hill, Herman, $d 1906-1991|~|Gant, Bess M., $d 1896-1962|~|Hill, Gladys, $d b. 1907 or 08|~|Nunn, William G. (William Goldwin), $d 1900-1969|~|Jones, Irene|~|Jones, Phil|~|Gant, Forrest Sylvestor, $d 1896-1974",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Bessie Gant and her husband, Forrest Gant, the Hills, and 6 others, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R, back row: Herman Hill, Phil Jones (?) or ""Stubblefield'"", Bill Nunn, Forrest (?) Gant, and Williams (a writer for The Courier). L to R, front row: Gladys Hill, unidentified woman, Bessie Gant, Irene Jones, unidentified woman.",YRLSC_gordonphotos_0029,"Bess (""Bessie"") Gant was the national food editor of the Pittsburgh Courier, and also ran a catering business serving MGM and Fox Studies as well as the black social elite in Los Angeles.|~|Herman Hill was a newspaper reporter and helped to establish the Pittsburg Courier in Los Angeles. He was also the first African American to play varsity basketball at USC.|~|Bill Nunn was the managing editor of the Pittsburgh Courier.|~|Gladys Hill, married to Herman Hill, was active in civic and social clubs including the Kansis City Brunch Club.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1xk,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0030.tif,30,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 1,"Ethel (Sissle) Gordon at a restaurant, 1940s",,"Location is unknown, but Walter L. Gordon, Jr. does not believe this was taken in Los Angeles.|~|All information concerning the content and description of the image was provided by Walter Gordon.",030|~|YRLSC_gordonphotos_0030,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,United States,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p1z3,ark:/21198/zz002311rn,2,Completed,Work,,31,,,,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p1z3%2Fwp80hb50,,still image,copyrighted,unknown,Black-and-white photographs,"Club Alabam (Los Angeles, Calif.)",Events|~|Lifestyle|~|Culture,Drag shows--California--Los Angeles|~|Nightclubs $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Woods, Clyde, $e photographer",,,,,,,Collection 1867 Box 1 Folder 1,"Drag contest hosted by Bill Hefflin at the Club Alabam, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Drag ball hosted by Bill Hefflin at the Club Alabam, most likely on Halloween. The winner is in a grey striped two-piece suit, fourth from the left in the lineup.|~|The Club Alabam was located at 4015 S. Central Ave.",31|~|YRLSC_gordonphotos_0031,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.010371,-118.256883,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p203,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0032.tif,32,,,,private,,Chorus girls|~|Choreographers $z New York (State) $z New York|~|Nightclubs $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs,"Cotton Club|~|Robinson, Clarence",Youth|~|Culture,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Sissle, Ethel",,,,,,,Collection 1867 Box 1 Folder 1,"Birthday party at the Cotton Club, New York City, 1930s",,"Photograph of a birthday party at the Cotton Club in New York. Clarence Robinson is third from the left; man second from the left was identified as a gangster and the guest of honor. The other individuals in the photograph are unidentified. Photograph is believed to have been taken by Ethel (Sissle) Gordon, although the woman cutting the cake is possibly Ethel.|~|All information concerning the content and description of the image was provided by Walter Gordon.",YRLSC_gordonphotos_0032,"Clarence Robinson was a choreographer associated with the Cotton Club.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1930/1939,[1930s?],1 photograph : b&w,New York (State)--New York,"Handwritten caption: ""Birthday Party, Cotton Club""",40.8190364,-73.936972,,,,,,
