Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,"Botswana Orientation Centre, 1983",fp_medu_153,ark:/21198/z1pg3kbk,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-455.tif,,,Copied from an original photographic print,1983,1983,,,"Botswana Orientation Centre, From Left: Lulu Emmig, Gordon Metz, Tersa Devant, Thami Mnyele , 1983",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3kbk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pg3kbk/manifest
Work,"David Goldblatt giving workshop at the University of Botswana, Gaborone, 1980",fp_medu_154,ark:/21198/z1jq2tpr,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-449.tif,,,Copied from an original photographic print,1980,1980,,,"David Goldblatt giving workshop at the University of Botswana, From left facing the camera: David Goldblatt, his son, Heinz Klugg, ?, Mike Kahn, ?, Gaborone 1980",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2tpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jq2tpr/manifest
Work,"Public attending poetry recital of the Swedish Embassy, Gaborone, Botswana, 1980",fp_medu_155,ark:/21198/z1dz231q,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-461.tif,,,Copied from an original photographic print,1980,1980,,,"Public attending poetry recital at the Swedish Embassy, Gaborone, 1981, Tim Williams sitting at the back, Patrick Fitzgerald siting with 'African' shirt",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Gonzalez, Sergio-Albio",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz231q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dz231q/manifest
Work,"Performing dance at the Festival, the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_156,ark:/21198/z1961b7d,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-463.tif,,,Copied from an original photographic print,Jul-82,1982-06-01/1982-06-30,,,"Performing dance at the Festival (evenings) of the Symposium on Culture and Resistance, July 1982, Gaborone, University of Botswana",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961b7d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961b7d/manifest
Work,"Play performed at the at the Festival of the Symposium on Culture and Resistance, Gaborone, Botswana 1982-07",fp_medu_157,ark:/21198/z15f0kg7,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-387.tif,,,Copied from an original photographic print,Jul-82,1982-06-01/1982-06-30,,,"Play performed at the at the Festival (in the evenings) of the Symposium on Culture and Resistance, Beginning of July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0kg7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f0kg7/manifest
Work,"Night before the official opening of the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_158,ark:/21198/z11n9trz,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-465.tif,,,Copied from an original photographic print,4-Jul-82,1982-06-04,,,"Night before the official opening of the Symposium on Culture and Resistance, University of Botswana, Main Hall, 4 July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9trz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9trz/manifest
Work,"Musician playing at the Festival (evenings) of the Symposium on Culture and Resistance, University of Botswana, Gaborone, 1982",fp_medu_159,ark:/21198/z1x081n7,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-466.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Musician playing at the Festival (evenings) of the Symposium on Culture and Resistance, July 1982, Gaborone, University of Botswana",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x081n7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x081n7/manifest
Work,"Preparing the first session of the Symposium on Culture and Resistance, 1982",fp_medu_160,ark:/21198/z1s778zz,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-467.tif,,,Copied from an original photographic print,5-Jul-82,1982-07-05,,,"Preparing the first session (opening) of the Symposium on Culture and Resistance. 5 July 1982. Gaborone, University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,color photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s778zz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s778zz/manifest
Work,"Peter Clark speaking at the panel on Visual Arts, University of Botswana, Gaborone, 1982",fp_medu_161,ark:/21198/z1ng6j9j,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-470.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Peter Clark speaking at the panel on Visual Arts, University of Bostwana, Main Hall, Beginning of July 1982. Sitting from left: Phillip Segola, Dikobe Ben Martins, Joyce Ozimsky? Thami Mnyele",42 cm x 30 cm,1 photograph,,color photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6j9j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ng6j9j/manifest
Work,"Performing music at the opening of the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_162,ark:/21198/z1hq5sm8,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-472.tif,,,Copied from an original photographic print,4-Jul-82,1982-07-04,,,"Performing music at the opening of the Symposium on Culture and Resistance, 4 July 1982. University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5sm8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq5sm8/manifest
Work,"Group playing at the opening of the Symposium on Arts and Culture, University of Botswana, 1982",fp_medu_163,ark:/21198/z1cz51t1,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-380.tif,,,Copied from an original photographic print,4-Jul-82,1982-07-04,,,"Group playing at the opening of the Symposium on Arts and Culture, Gaborone, July 4, 1982, University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,color photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz51t1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz51t1/manifest
Work,"Wally Serote opening the Symposium on Culture and Resistance, Gaborone, Botswana, 1982",fp_medu_164,ark:/21198/z1864914,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-473.tif,,,Copied from an original photographic print,5-Jul-82,1982-07-05,,,"Wally Serote opening the Symposium on Culture and Resistance. Sitting Keorapetsi (Willie) Kgositsile. 5 July 1982. Gaborone, University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864914,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1864914/manifest
Work,"Lindiwe Mabuza speaking at the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_165,ark:/21198/z14f3jbv,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-381.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Lindiwe Mabuza speaking at the Symposium on Culture and Resistance. Gaborone. July 1982. University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3jbv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f3jbv/manifest
Work,"Road banners advertising the exhibition, 'Art Toward Social Development', Gaborone, Botswana, 1982",fp_medu_166,ark:/21198/z10s1h1v,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-477.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Road banners advertising the exhibition, 'Art Toward Social Development', Gaborone, Botswana, July 1982",42 cm x 30 cm,1 photograph,,color photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1h1v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10s1h1v/manifest
Work,"Performance the evening before the official opening of the Symposium on Arts and Culture, University of Botswana, 1982",fp_medu_167,ark:/21198/z1w110k9,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-384.tif,,,Copied from an original photographic print,4-Jul-82,1982-07-04,,,"Performance the evening before the official opening of the Symposium. 4 July 1982, University of Botswana, Main, Hall",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w110k9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w110k9/manifest
Work,"Theatre Performance. University of Botswana, 1982",fp_medu_168,ark:/21198/z1r807xg,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-476.tif,,,Copied from an original photographic print,Jul-82,1982-07-01/1982-07-31,,,"Theatre Performance. University of Botswana, Main Hall, Beginning of July 1982",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r807xg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r807xg/manifest
Work,"Barry Gilder playing guitar at the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_169,ark:/21198/z1mg9h6m,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-474.tif,,,Copied from an original photographic print,4-Jul-82,1982-07-04,,,"Barry Gilder playing guitar at the Symposium on Culture and Resistance. 4 July 1982. University of Botswana, Main Hall",42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9h6m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mg9h6m/manifest
Work,"Performing theatre at the festival (evenings) of the Symposium on Culture and Resistance, University of Botswana, 1982",fp_medu_170,ark:/21198/z1gq8rff,ark:/21198/z1h728cz|~|ark:/21198/z1zk7d59,Masters/othermasters/DEPsouthafrica/meducollection/images/MeduCollection_Day02_Session05-374.tif,,,Copied from an original photographic print,Beginning of July 1982,1982-07-01/1982-07-31,,,Performing theatre at the festival (evenings) of the Symposium on Culture and Resistance. Beginning of July 1982. University of Botswana,42 cm x 30 cm,1 photograph,,black-and-white photographs,,"Erlandsson, Anna",,,,,Freedom Park Pan African Archives,still image,copyrighted,www.freedompark.co.za,,Apartheid—South Africa|~|South Africa—Politics and government—1978-1989|~|Anti-apartheid movements—South Africa,Gaborone (Botswana),,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8rff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gq8rff/manifest
