Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz0000zwq9,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f16.tif,54,,,,,,,,"Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Snakes|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Erba quercuiola biancha. Two types of Erba trifolium. Erba scorza lazarii (Cardellina).,"Four plants, two individual plants and one group of two plants: Plant, top, ""Quercuiola biancha"" probably (family Lamiaciae, formerly Labiatae) Teucrium chamaedrys, Common Germander, Ground Oak, six opposite, incised leaves from a vertical stem, with three flowers at top, green with red flowers annd brown roots. Two plants called ""Trifolium,"" perhaps examples of (family Leguminosae, subfamily Faboideae) Trifolium, sp., the first, middle l., five straight, radiating stems bearing leaves, and two straight, radiating stems, each bearing a leaf or  flower, green with blue flowers and brown roots, the second, middle r., a central vertical stem with two tiers of leaves, and one flower at top, green with white flower. Plant, bottom, ""Scorza lazarii"" an unbranched vertical stem with large three lobed leaves, two small leaves, and three flowers, green leaves, brown stems and roots, and white flowers. Figure associated with plant, ""Erba quercuiola,"" top:  naked person kneels to r. of plant on l. knee as he pulls a branch with r. hand and holds a snake with other, apparently to indicate the herb's effectiveness against snakebites ""amorso di serpente.""  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to l. of first image: Cancer.|~|Caption to r. of third image: Cardellina.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 16,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwq9
Index of Medieval Medical Images,ark:/21198/zz0000zwrt,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f17.tif,30,,,,,,,,"Aristolochiaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Climbing Plants|~|Flowers",still image,illuminated manuscripts,pd,,,,Erba astrologia minore. Erba astrologia lungha. Astrologia ritonda.,"Three plants: Plant, top, ""Astrologia minore"" (family Aristolochiaceae) Aristolochia sp. perhaps A. sempervirens, Birth-wort, curved, branched stems rising from base to the vertical, flower clusters arising near terminal axils, green with red flowers and brown roots. Plant, center, ""Astrologia lungha"" (family Aristolochiaceae) Aristolochia sp., perhaps A. longa, or A. altissima, Birth-wort, no pronounced central stem, four basal branches, green with brown roots. Plant, bottom, ""Astrologia ritonda"" (family Aristolochiaceae) Aristolochia sp., perhaps A. rotunda, Apple of Earth, no pronounced central stem, four basal  branches, green with red flowers and white roots. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image Erba aristologia minore nassce in luoghi lapidosi forti e luoghi marmosi e luoghi alpestri...",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 17,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwrt
Index of Medieval Medical Images,ark:/21198/zz0000zwsb,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f18.tif,4,,,,,,,,"Zingiberaceae|~|Verbenaceae|~|Cities and towns, Medieval|~|Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Herbs",still image,illuminated manuscripts,pd,,,,Ammomom. Erba chocchogilia pulana vel columbarias.,"Two plants: Plant, top, ""Ammomon,"" perhaps (family Zingiberaceae) Elletaria cardamomum, formerly Amomum cardamomum, Lesser Cardamom, no pronounced central stem, four side branches, green. Plant, bottom, ""Chocchogilia pulana"" perhaps (family Verbenaceae) Verbena officinalis, three straight, radiating stems, green, emerging from a thick, possibly tuberous root mass.  Each stem bears alternating leaves, each in a curved fan-shape.  Bird-shaped figures, perhaps representing flowers, emerge from each leaf axil.  Figure associated with plant, ""Chocchogilia pulana Vel Cololumbarias"":  Nude man sitting on a stool, facing l. in profile, r. hand raised and holding a cup.  In the distance, l., lies a fortified city. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to r. of first image: Giove.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 18,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwsb
Index of Medieval Medical Images,ark:/21198/zz0000zwtv,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f19.tif,64,,,,,,,,"Plants, Medicinal|~|Campanulaceae|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Urination|~|Roots (Botany)|~|Diuretics|~|Herbs|~|Angels",still image,illuminated manuscripts,pd,,,,Erba Valearia Volargna. Erba ermole reges.,"Two plants: Plant, top, ""Valearia volargna vel romecas,"" identity undetermined, an unbranched vertical stem with large leaves, terminates in apparent flower-bearing structure trailing to r., green. No resemblance to Valeriana sp. Plant, bottom, ""Ermole reges,"" resembling a member of family Campanulaceae, genus undetermined, an unbranched vertical stem with small leaves, green with purple bell-shaped flower and brown roots.  Figure associated with plant, ""Ermole reges"":  nude man, upper r. of plant, urinates into bowl, apparently to indicate the herb's effectiveness as a diuretic.  Figure chews on stem or root, and looks toward an angel flying with outstretched arms between him and the plant, gesturing towards both. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Caption to r. of first image: Taurus.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 19,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwtv
Index of Medieval Medical Images,ark:/21198/zz0000zwvc,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f2.tif,21,,,,,,,,"Plants, Medicinal|~|Pods (Botany)|~|Herbal illustrations - Italy - 1500|~|Herbs|~|Cruciferae|~|Flowers",still image,illuminated manuscripts,pd,,,,Colixoge.,"One plant, center, occupying most of page, ""Colixoge"" (family Cruciferae) Brassica oleracea, Cabbage, probably of the Acephala group, Collards, with three compound branchings (flower-bearing structures) from a vertical stem carrying large leaves, green with purple markings on stem. Bears white seed pods and white flowers with purple markings.  Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: Colixoge ganolo idem est ...",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 2,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwvc
Index of Medieval Medical Images,ark:/21198/zz0000zwww,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f20.tif,55,,,,,,,,"Plants, Medicinal|~|Male nude|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Dragons|~|Snakes|~|Herbs|~|Cruciferae|~|Castles|~|Scorpions|~|Antidotes|~|Flowers",still image,illuminated manuscripts,pd,,,,Erba rafano.,"One plant, top, ""Rafano,"" apparently a stylized depiction of (family Cruciferae) Raphanus sativus, Radish, bears cordate leaves on a simple curved stem, green with red flowers and massive brown roots.  Figures associated with plant, ""Rafano,"" apparently to indicate its use, advised by Pliny, Rhazes, and Discorides (see text note above) against venomous bites:  two nude men; man on l. wrestles a brown and green snake while a brown scorpion lies near his r. foot; r. toe is swollen.  Man on r. wrestles with a brown and green dragon.  A castle lies in the background atop hill, r. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: Erba rafano Herba medicale et est calda in primo grado et humido in secundo el suo seme est caldo nel tertio grado sichome scrive Avicenna libro secundo Alberto sex libro vegetabilis et Plinio 20 libro historie naturalis Almansoro in tractatu tertio Et e ditre ragioni domesticho et salvaticho El rafano salvaticho secondo plinio purgha lo stomacho et frigidi humori fa ornare ... vala amorso di scapione secundo Plinio ... et dice rasis et diascoride maneggera eserpenti et gli scorpioni ...",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 20,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwww
Index of Medieval Medical Images,ark:/21198/zz0000zwxd,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f21.tif,33,,,,,,,,"Plants, Medicinal|~|Compositae|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Cucurbitaceae|~|Climbing Plants",still image,illuminated manuscripts,pd,,,,Erba brionia. Erba calendaria.,"Two plants: Plant, top, ""Brionia vel Cucurbita salvaticha vel charcadana vel zucha salvaticha"" (family Cucurbitaceae) probably Bryonia alba or B. dioecia, White or Red Bryony, no pronounced central stem, two vining side branches, bears leaves on a simple curved stem, and another with a double or ""S"" curve, terminal axils of latter bearing flowers or berries, green with red flowers or berries and brown roots. Plant, bottom, ""Calendaria terza vel capo avis vel pedicularia"" perhaps (family Compositae) Calendula officinalis, Pot Marigold) a central vertical stem with one tier of branches, bearing flowers, green with brown flowers and brown roots.","(Italy), ca. 1500.|~|Caption to l. of image: Taurus.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 21,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwxd
Index of Medieval Medical Images,ark:/21198/zz0000zwzx,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f22.tif,32,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Acanthaceae",still image,illuminated manuscripts,pd,,,,Erba brancha ursina. Erba mano vel greco dicitur lucidaria montana.,"Two plants: Plant, top, ""Brancha ursina,"" perhaps (family Acanthaceae) Acanthus mollis, Artist's Acanthus, bears radiating leaves and one rising stem, leaning to the right bearing three-lobed flowers and round berries, green with brown roots, blue flowers, and red berries or pods. Plant, bottom, identity uncertain, ""Mano vel...lucidaria montana"" bears radiating basal linear leaves without and a tall stem, bearing conical flowers, green with red flowers and brown roots.","(Italy), ca. 1500.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 22,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zwzx
Index of Medieval Medical Images,ark:/21198/zz0000zx0x,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f23.tif,48,,,,,,,,"Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs",still image,illuminated manuscripts,pd,,,,Erba morio charissima. Erba nevida montana vel calpirnos.,"Two plants: Plant, top, ""Morio charissima,"" an unbranched vertical stem with small pointed, clasping leaves, green, emerging from a brown tuber or corm, and terminating in two large rounded buds. Plant, bottom, ""Nevida montana vel Calipirnos,"" an unbranched vertical stem with large leaves, two lower leaves carried on petioles and four upper leaves, roughly rectangular, arising directly from stem without petiole, green with brown roots, blue flowers and white seed pods outlined in brown.","(Italy), ca. 1500.|~|Caption to r. of image: Mercurio",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 23,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx0x
Index of Medieval Medical Images,ark:/21198/zz0000zx1f,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f24.tif,87,,,,,,,,"Plants, Medicinal|~|Umbelliferae|~|Herbal illustrations - Italy - 1500|~|Breast Feeding|~|Roots (Botany)|~|Infant|~|Women|~|Herbs",still image,illuminated manuscripts,pd,,,,Pastinacha.,"One plant, top, ""Pastinacha,"" probably (family Umbelliferae) Pastinaca sp. (Parsnip) but perhaps Athamanta cretensis three compound branchings from a vertical stem, green with white roots and white berries.  Figures associated with plant, ""Pastinacha,""  apparently in reference to its use to promote lactation (see note above):  nude woman facing r., holds baby (also nude), which presses its face against her breast and touches it with its r. hand. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of image: Pastinacha vale lasua decoctione abere che fa multiplicare ellacte... confecta chome ilgengonio condito exita el coito et libidine ...",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 24,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx1f
Index of Medieval Medical Images,ark:/21198/zz0000zx2z,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f25.tif,83,,,,,,,,"Solanaceae|~|Plants, Medicinal|~|Herbal illustrations - Italy - 1500|~|Fishes|~|Roots (Botany)|~|Herbs|~|Eye",still image,illuminated manuscripts,pd,,,,Madrancole minore. Erba luccia maggiore.,"Two plants: Plant, l., ""Madrancole minore"" (family Solanaceae), probably Mandragora officinarum, Mandrake, above a branched white tuber, bears radiating leaves and five rising stems each holding a berry, green with white roots and yellow berries. Plant, r., ""Luccia maggiore,"" identity uncertain, perhaps a variety of the above, bears radiating leaves and five rising stems, green with brown roots, and blue coloring on white flowers.  Figures  associated with plant, ""Luccia maggiore"":  radiating leaves each bear the image of an eye, perhaps to indicate use in treatment of eyes, ""Allochio,"" and plant's root has the shape of a brown fish, perhaps to indicate plant's habitat in wet places, ""in valli et prati humidi."" Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text above first image: Scorpio. Scorpio La cogliora.",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 25,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx2z
Index of Medieval Medical Images,ark:/21198/zz0000zx3g,ark:/21198/zz0000zv1g,2,Completed,Page,immi/masters/vm2f26.tif,104,,,,,,,,"Plants, Medicinal|~|Polygonaceae|~|Ranunculaceae|~|Herbal illustrations - Italy - 1500|~|Roots (Botany)|~|Herbs|~|Flowers",still image,illuminated manuscripts,pd,,,,Sanguinaria proserpinacha Genicolata grece policonia dya. Erba strufizacha.,"Two plants: Plant, top, ""Sanguinaria proserpinacha Genicolata"" perhaps (family Polygonaceae) Polygonum sp. such as P. bistorta, Bistort, Snakeweed (but more closely resembles Euphorbia maculata, Two-Spotted Spurge) curved, unbranched sprawling stems rising somewhat to the vertical, bearing small opposite leaves, green with red roots. Plant, bottom, ""Erba Strufizacha,"" perhaps a stylized version of (family Ranunculaceae) Delphinium staphisagria, three compound branchings (bearing flowers and pods) arise from a vertical stem with opposite lobed crennate leaves, green with red roots, red funnelform flowers, and white seed pods. Adjacent text: Italian herbal.","(Italy), ca. 1500.|~|Text beginning to l. of first image: Sanguinaria ... policonia dya. Poliganos due sunt species S. masculus et femina, alli lingua passerina vocant alii poligammatos. Alii aspaltron. Alii policarpos. Alli virga pastoris. Alii centum nodia ...",Italy,,University of Vermont. Library. MS 2. [Italian herbal]. [ca. 1500] MS 2 fol. 26,,,1500,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zx3g
