Item ARK,Parent ARK,Parent ARK,Object Type,Title,STAGE URL,Thumbnail,File Name,AltTitle.other,Item Sequence,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,viewingHint,IIIF Manifest URL
ark:/21198/z1cc2svk,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cc2svk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3q6f,0002kh00096_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00096|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cc2svk/manifest
ark:/21198/z17m2219,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z17m2219,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m926q7,0002kh00097_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00097|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|gender norms|~|gender roles|~|traditional attire,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17m2219/manifest
ark:/21198/z13v1984,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the sick ward at the Bhannes Sanatorium,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z13v1984,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0q86,0002kh00098_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.5 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00098|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13v1984/manifest
ark:/21198/z1030jk5,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1030jk5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7x8p,0002kh00099_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.4 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00099|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1030jk5/manifest
ark:/21198/z1vb026m,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vb026m,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6p05,0002kh00100_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00100|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vb026m/manifest
ark:/21198/z1qn80wn,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Snapshot of construction workers on site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1qn80wn,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k955m9,0002kh00101_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00101|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn80wn/manifest
ark:/21198/z1kw786s,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1kw786s,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3p3c,0002kh00102_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,11.7 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00102|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kw786s/manifest
ark:/21198/z1g46hfx,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1g46hfx,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0w3d,0002kh00103_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,12 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00103|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g46hfx/manifest
ark:/21198/z1bc5rmv,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bc5rmv,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9mvc,0002kh00104_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,11.8 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00104|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature|~|hierarchy|~|nationalism|~|french mandate,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bc5rmv/manifest
ark:/21198/z16m50wh,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the construction of the Bhannes Sanatorium sick ward,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z16m50wh,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j984gx,0002kh00105_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,1.5 cm x 8.4 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00105|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16m50wh/manifest
ark:/21198/z12v4873,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group snapshot of formal dwellers,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12v4873,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5bf6,0002kh00106_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,8.5 cm x 11.2 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00106|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,community|~|christian community|~|religion|~|catholicism|~|roman catholicism|~|religious attire|~|formal attire|~|gender norms|~|gender roles,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12v4873/manifest
ark:/21198/z1z33rv2,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Snapshot of construction workers on site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1z33rv2,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3tx5,0002kh00107_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00107|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z33rv2/manifest
ark:/21198/z1tf1qfq,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of construction works of a road,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1tf1qfq,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2ktw,0002kh00108_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.6 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00108|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|urbanism,Iraq,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf1qfq/manifest
ark:/21198/z1pp0ztb,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Snapshot of construction workers on site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1pp0ztb,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb139n,0002kh00109_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,6.9 cm x 11.8 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00109|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|gender roles|~|gender norms|~|working class|~|traditional attire,Iraq,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pp0ztb/manifest
ark:/21198/z1jx071h,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Snapshot of the installation of the statue of Saint Vincent de Paul at the Bhannes Sanatorium,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1jx071h,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w897x,0002kh00110_DC01-M.tif,,,Fouad el Khoury Collection,,1923,1923,,,,11.8 cm x 8.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0002kh00110|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|sainthood|~|christianity|~|catholicism|~|roman catholicism|~|formal attire,Bhannes (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jx071h/manifest
ark:/21198/z1f49g7n,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group portrait of two women and two men on the construction site of the Saint George Hotel,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1f49g7n,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6st7,0002kh00111_DC01-M.tif,,,Fouad el Khoury Collection,,1930,1930,,,,6.4 cm x 11.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00111|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|formal attire|~|modernism|~|modernist architecture|~|mediterranean,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f49g7n/manifest
ark:/21198/z19c8qgg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of the Saint George Bay from the Saint George hotel,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z19c8qgg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5jn2,0002kh00112_DC01-M.tif,,,Fouad el Khoury Collection,,1930,1930,,,,6.9 cm x 11.4 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00112|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|modernism|~|modernist modern architecture|~|mediterranean,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c8qgg/manifest
ark:/21198/z15m7ztn,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of a construction site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z15m7ztn,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2rk6,0002kh00113_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,8.5 cm x 12.1 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00113|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|traditional attire,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m7ztn/manifest
ark:/21198/z11v7745,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of a construction site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11v7745,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1833,0002kh00114_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,8.5 cm x 12 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00114|~|Collection 0002kh|~|Box 55,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|traditional attire,,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11v7745/manifest
ark:/21198/z1x65f12,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of a construction site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1x65f12,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd00z8,0002kh00115_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,8.5 cm x 12 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00115|~|Collection 0002kh|~|Box 55,,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|traditional attire,,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1x65f12/manifest
ark:/21198/z1sf4pbs,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,General view of a construction site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1sf4pbs,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8hg7,0002kh00116_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,8.5 cm x 12 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00116|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|modern architecture|~|labor|~|physical labor|~|working class|~|collective work|~|traditional attire,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sf4pbs/manifest
ark:/21198/z1np3xj5,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group portrait of construction workers on site with architects Fouad El Khoury and Maroun Ghammacheh,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1np3xj5,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5qft,0002kh00117_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,12 cm x 8.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00117|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|hierarchy|~|working class|~|masculinity|~|eating,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1np3xj5/manifest
ark:/21198/z1hx35rx,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group portrait of construction workers on site with architects Fouad El Khoury and Maroun Ghammacheh,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1hx35rx,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x471m,0002kh00118_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,12 cm x 8.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00118|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|hierarchy|~|working class|~|masculinity|~|eating,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hx35rx/manifest
ark:/21198/z1d52f1x,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group portrait of construction workers on site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1d52f1x,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2zth,0002kh00119_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,12 cm x 8.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00119|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|hierarchy|~|working class|~|masculinity,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1d52f1x/manifest
ark:/21198/z18d1pc3,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group portrait of construction workers on site,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z18d1pc3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p005r1,0002kh00120_DC01-M.tif,,,Fouad el Khoury Collection,,1920-1931,1920/1931,,,,12 cm x 8.5 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0002kh00120|~|Collection 0002kh|~|Box 55,Fouad el Khoury,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,construction|~|labor|~|physical labor|~|collective labor|~|hierarchy|~|working class|~|masculinity,Beirut (Lebanon)|~|Lebanon,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18d1pc3/manifest
