Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002km8rf,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km8rf_2416458_master.tif,44,,,,,,,,,,,,,,,,,uclalsc_98_b123_044,Page 039,"[captions]United States Mist, S.F. 10 a.m. Sept. 29, 1898.Esplanade on Sutro Heights above the Cliff House, 5 p.m. Sept. 25, 1898San Francisco bay on a foggy morning. Tug towing a ship past the ferry slip.. 9 a.m. Sept. 26, 1898.Water front San Fran. Unloading window glass from Glasgow, scotland 9:30 a.m. Sept. 26, 1898.|~|Four photographs of various ships and United States Mint.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km8jb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km8jb_2416461_master.tif,45,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_045,Page 040,"[captions]San Francisco, 1898Unloading coal on the waterfront S.F. 9:30 a.m. Sept. 26, 1898Water front S.F. 9:30 a.m. Sept. 26, 1898Cali and Chronicle buildings, S.F. Sept. 28, 1898Arsenal at Mare Island from the steamer Montecita in San Fran. bay 11:30 a.m. Sept. 26, 1898.|~|Four photographs of waterfront and Chronicle buildings.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9kb,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9kb_2416464_master.tif,46,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_045,Page 041,"[captions]Vallejo and Sacramento river from ferry boat at Mare Island slip 4 p.m. Sept. 26, 1898U.S. Ranger receiving armor at Mare Island Navy Yard Sept. 26, 1898 Taken from ferry boat at the slip.Mars Island Navy Yard and shops, from Vallejo Sept. 26, 1898Men leaving their work in the evening for Vallejo from the Navy yard. Taken at 5:10 p.m. Sept. 26, 1898. A solid string of men may be seen marching along from left to right on the long wharf.|~|Four photographs of shipyard and water in San Francisco.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9c7,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9c7_2416467_master.tif,47,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_047,Page 042,"[captions]S.F. 1898One of the mascots brot[?] back. Mascot ""maine"" presented to battery S, U.S. Heavy Artillery of Los Angeles his [?] Ellen Beach [?] Oct. 18[99]Will Gray, a boy who lived near us on Kuhrts street in the early days, a Seargeant OCt. 1899The Paymaster's office|~|The Paymaster, a soldier, and a monkey and dog used as mascots for the camp.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9bq,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9bq_2416470_master.tif,48,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_048,Page 043,"Four photographs of camp offices and men waiting in line to enter.|~|[captions]The Paymaster's office.Hagenbaugh reaching for his money October 1899Paymaster's office.In line for pay. Ed Stockwell is second from left, with mouth open.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km933,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km933_2416473_master.tif,49,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_049,Page 044,"Four photographs of artillery camp and members of it.|~|[captions]S.F. 1899Thea heavy artilllery camp.Heganbaugh [crossed out word with x] leaning on the railingAs the tents looked San Francisco, 1899Waiting for the line to move in on the paymaster.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9f8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9f8_2416476_master.tif,50,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_050,Page 045,"[captions]Camp views.Fixing up a nest for the lady visitors.Unknown group, unless Hagenbaugh has the grip.|~|Four photographs of fixing  a tent for female visitors and other campers.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9xh,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9xh_2416479_master.tif,51,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_051,Page 046,[captions]S.F. 1899Wyoming boys getting a picture taken October 1899.Battery D U.S. Heavy ArtillaryCamp of the heavy artillery Oct. 1899|~|Photographs of tents from a distance and artillery.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km98p,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002km98p_2416482_master.tif,52,private,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_052,Page 047,"Two photographs of camp from a distance and two photographs of battleship Iowa.|~|[captions]Camp of the heavy artillery at the Presidio October 1899.Down on the bay, the battleship Iowa, October 1899[handwritten caption]US was at war yet I (and my camera) everywhere even on top of the tunnel",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9rx,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002km9rx_2416485_master.tif,53,private,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_053,Page 048,"[captions]SF 1899Battleship IowaCruiser Gram, S.F. Oct. 1899Close up of battleships is the bay.|~|Four photographs of battleships.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km90j,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km90j_2416488_master.tif,54,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_054,Page 049,"Four photographs of transport group, and battle and hospital ships on the water.|~|[captions]L to R: Hospital ship RELIEF Battleship IOWA and transport SHERIDAN S.F. bay Oct. 1899Transport ELDER S.F. Oct. 1899Transport SHERIDAN San Francisco Oct. 1899",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9gs,ark:/21198/zz002kkz4b,1,In progress,Page,hhwest/image/srgb/21198-zz002km9gs_2416491_master.tif,55,private,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_055,Page 050,Four photographs of rubble and clearing.|~|[captions]San Francisco earthquake 1906A couple weeks after Guy West and F.O. Nelson returned to Los Angeles H.H. Cooper and I got off and went up to look at the ruins I took the following photos.Cooper is standing on the curb. The Call building on the left.Still a mass of ruins.Clearing the streets. Traffic is limited but allowed.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9z1,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9z1_2416494_master.tif,56,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_056,Page 051,"[captions]Street scenes.Temporary buildings are going up.Filling a saw in the middle of San Francisco streets. Lumber being piled along the curbs.|~|Four photographs of temporary buildings, and street scenes of rubble.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9jt,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9jt_2416497_master.tif,57,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_057,Page 052,[captions]San Francisco earthquake 1906A scene of destructionThe ruins were still smoking down town|~|Four photographs of ruins and construction of building.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9sf,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9sf_2416500_master.tif,58,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_058,Page 053,"[captions]The upheaval of the streets, and gutting of buildings.Guy West looking at the camera. The smoking ruins for a background|~|Four photographs of Guy West and ruins of city.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km92k,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km92k_2416503_master.tif,59,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_059,Page 054,"Four photographs of men standing around construction.|~|[captions]San Francisco earthquake 1906F.O. Nelson with the rukins for a back ground. Nelson died in Los Angeles in 1921, and was buried front eh Fitch undertaking parlors, where we all attended the funeral.Two more photos of F.O. Nelson",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km996,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km996_2416506_master.tif,60,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_060,Page 055,[captions]Street view.The dead were being [crossed out] carted away like cord wood.Two views of the dead.|~|Four photographs of streets view of building and the deceased.,,,,,,,,,,
"West (H. H.), Collection Number 2000",ark:/21198/zz002km9qd,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9qd_2416509_master.tif,61,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_061,Page 056a,"[newspaper clipping]Woman uses Shirt cuffs to get Birth Certificate[caption]The old Chronicle Building in San Francisco, taken in September 1898.handwritten] April 18, 1906One morning in April 1906 I walked into the Dispatchers' Office of the Southern Pacific Railroad, in the old Arcade Depot, at Los Angeles, about 7 a.m. I was then Chief Clerk to Assistant Superintendent McCuffery… [caption continue]|~|One newspaper clipping of ""Woman uses Shirt Cuffs to Get Birth Certificate"" and descriptive caption for photograph of building.",,,,,,,,,,
"West (H. H.), Collection Number 2001",ark:/21198/z1806tvs,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9qd_2416512_master.tif,62,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_061,Page 056b,"[newspaper clipping]Woman uses Shirt cuffs to get Birth Certificate[caption]The old Chronicle Building in San Francisco, taken in September 1898.handwritten] April 18, 1906One morning in April 1906 I walked into the Dispatchers' Office of the Southern Pacific Railroad, in the old Arcade Depot, at Los Angeles, about 7 a.m. I was then Chief Clerk to Assistant Superintendent McCuffery… [caption continue]|~|One newspaper clipping of ""Woman uses Shirt Cuffs to Get Birth Certificate"" and descriptive caption for photograph of building.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km975,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km975_2416515_master.tif,63,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_063,Page 057,"Three photographs of city burning and rubble.|~|[captions]San Francisco earthquake 1906.The first thing Guy West and F.G. Nelson saw when they stepped off the S.F. train at Oakland, Calif. April 1906. Building braced and soldiers on duty. Martial law.Two views of the City buring [burning]. The Spring wagon just around the corne[r] in the right hand photo was hauling dynamite, as the City was dynamit[e] a row of buildings to stop the speed of the flames. The water system had broken down, due to water mains being broken.",,,,,,,,,,
"West (H. H.), Collection Number 2002",ark:/21198/zz002kmb01,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmb01_2416521_master.tif,64,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_064,Page 058a,"[image 1]San Francisco Earthquake, 1906. [newspaper clipping][image 2]San Francisco earthquake. 1906Taking care of quake victims and refugees in Golden Gate Park. Looked like the army was camped in the park. Tents in long rows, with big out deer stoves.One or both of the men in the doorway is a Cline, brother to Wilfrid Cline. They threw up a temporary wood building to lease.As the Emporium looked.|~|Newspaper clipping and four photographs of Golden Gate Park after earthquake.",,,,,,,,,,
"West (H. H.), Collection Number 2003",ark:/21198/z147632z,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmb01_2416518_master.tif,65,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_064,Page 058b,"[image 1]San Francisco Earthquake, 1906. [newspaper clipping][image 2]San Francisco earthquake. 1906Taking care of quake victims and refugees in Golden Gate Park. Looked like the army was camped in the park. Tents in long rows, with big out deer stoves.One or both of the men in the doorway is a Cline, brother to Wilfrid Cline. They threw up a temporary wood building to lease.As the Emporium looked.|~|Newspaper clipping and four photographs of Golden Gate Park after earthquake.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9h9,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9h9_2416524_master.tif,66,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_066,Page 059,"Four photographs of Hagenbaugh and Prasidie gate.|~|[captions]Presidio San Francisco, October 1899, when the boys were being disbanded.Corporal Hagenbaugh, a friend of Nella West, at the Presidio gates October 1899Two more pictures of Hagenbaugh",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km912,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km912_2416527_master.tif,67,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_067,Page 060,"[captions]May 30, 1899 when working at the Arcade depot, I jumped onto a train and went down to the Soldiers Home at Sawtelle to see the ceremonies of the day. I took my camera and took the following pictures that day.Firing volleys over the graves in the cemetery.Firing the cannon.|~|Firing volleys over graves in Cemetery.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km94m,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km94m_2416530_master.tif,68,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_068,Page 061,"[captions]Firing the cannon Soldiers Home May 30, 1899About 1914 Al Schimtz and I took our families and went to San Diego, and returned around through Warner's Ranch. The left hand picture shown onw of our camps in the big oaks this side of Warner's. Crossing the stream alongside the road, where we made a stop. Mrs. H.H. West and Frances West are on the other side.|~|Firing the canons over graves, and more photographs of tents.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9mv,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9mv_2416533_master.tif,69,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_069,Page 062,"Four photographs of regiments returning from Spanish American war in 1898.|~|[captions]Los Angeles, misc.The Seventh Regiment comes back from the Spanish American war Oct. 14, 1898. The crawl on San Fernando street in front of the depot. At right, soldier gets two girls.The Seventh comes home. Broadway at 8th street. Oct. 14, 1898Soldiers of the Seventh.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002km9pw,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002km9pw_2416536_master.tif,70,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_070,Page 063,"Five photographs of graves of George Miller West, the West home, and other soldiers from the Spanish American war.|~|[captions]Soldiers of the Seventh Regiment in Spanish American War, taken Los Angeles, in 1898.This seems to be a photo of one end of the Arcade Depot, but I cannot figure it out, or why taken, and does not look natural, as the depot grounds were surrounded by a high board fence. It must have been taken in 1898, as it is among the war pictures,The graces of George Miller West and his wife, Wilhemina (Lemberger) West at Evergreen Cemetery, Los Angeles, taken in 1934. Richard Darwin west in the view - son of Wilson Darby West.A photo of Mrs. George. M. West coming down the walk from the residence of Wilson Darby West near Manual Arts high School, Los Angeles, 1916.",,,,,,,,,,
