Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Rights.servicesContact,Type.typeOfResource,Name.repository,Type.genre,Name.creator,Title
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdwk/fn13vs06,ark:/21198/zz000sbdwk,,,Page,gilbert/audio/masters/21198-zz000sbdwk-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbdwk/xb731f6f,ark:/21198/zz000sbdwk,,,Page,gilbert/audio/masters/21198-zz000sbdwk-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf14/mw34bh7g,ark:/21198/zz000sbf14,,,Page,gilbert/audio/masters/21198-zz000sbf14-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf14/t565817k,ark:/21198/zz000sbf14,,,Page,gilbert/audio/masters/21198-zz000sbf14-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf14/zj18tc6s,ark:/21198/zz000sbf14,,,Page,gilbert/audio/masters/21198-zz000sbf14-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf35/8w82sr86,ark:/21198/zz000sbf35,,,Page,gilbert/audio/masters/21198-zz000sbf35-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf35/h2327v84,ark:/21198/zz000sbf35,,,Page,gilbert/audio/masters/21198-zz000sbf35-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf35/j921kd24,ark:/21198/zz000sbf35,,,Page,gilbert/audio/masters/21198-zz000sbf35-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sbf35/nj36960g,ark:/21198/zz000sbf35,,,Page,gilbert/audio/masters/21198-zz000sbf35-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3k1/f392981j,ark:/21198/zz000sc3k1,,,Page,gilbert/audio/masters/21198-zz000sc3k1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc3k1/fs754v4v,ark:/21198/zz000sc3k1,,,Page,gilbert/audio/masters/21198-zz000sc3k1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7x4/3c78ps9z,ark:/21198/zz000sc7x4,,,Page,gilbert/audio/masters/21198-zz000sc7x4-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7x4/8h392b6v,ark:/21198/zz000sc7x4,,,Page,gilbert/audio/masters/21198-zz000sc7x4-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7zn/nm529j83,ark:/21198/zz000sc7zn,,,Page,gilbert/audio/masters/21198-zz000sc7zn-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc7zn/vt55dp58,ark:/21198/zz000sc7zn,,,Page,gilbert/audio/masters/21198-zz000sc7zn-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc80n/jj575t8g,ark:/21198/zz000sc80n,,,Page,gilbert/audio/masters/21198-zz000sc80n-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc80n/vw87kd52,ark:/21198/zz000sc80n,,,Page,gilbert/audio/masters/21198-zz000sc80n-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sc80n/zj06kb3c,ark:/21198/zz000sc80n,,,Page,gilbert/audio/masters/21198-zz000sc80n-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdkc/9m29w99n,ark:/21198/zz000scdkc,,,Page,gilbert/audio/masters/21198-zz000scdkc-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdkc/vw35274h,ark:/21198/zz000scdkc,,,Page,gilbert/audio/masters/21198-zz000scdkc-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdnd/71081f1k,ark:/21198/zz000scdnd,,,Page,gilbert/audio/masters/21198-zz000scdnd-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdnd/9725ms1s,ark:/21198/zz000scdnd,,,Page,gilbert/audio/masters/21198-zz000scdnd-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdnd/kh75ff60,ark:/21198/zz000scdnd,,,Page,gilbert/audio/masters/21198-zz000scdnd-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdpx/1r20px5h,ark:/21198/zz000scdpx,,,Page,gilbert/audio/masters/21198-zz000scdpx-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdpx/bk33qz92,ark:/21198/zz000scdpx,,,Page,gilbert/audio/masters/21198-zz000scdpx-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz/5w852h50,ark:/21198/zz000scdrz,,,Page,gilbert/audio/masters/21198-zz000scdrz-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz/gb05k09k,ark:/21198/zz000scdrz,,,Page,gilbert/audio/masters/21198-zz000scdrz-5-master.wav,5,,,,,,,,,Page 5
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz/j219600j,ark:/21198/zz000scdrz,,,Page,gilbert/audio/masters/21198-zz000scdrz-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz/kn11b81s,ark:/21198/zz000scdrz,,,Page,gilbert/audio/masters/21198-zz000scdrz-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdrz/z5392770,ark:/21198/zz000scdrz,,,Page,gilbert/audio/masters/21198-zz000scdrz-4-master.wav,4,,,,,,,,,Page 4
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdt0/8k288376,ark:/21198/zz000scdt0,,,Page,gilbert/audio/masters/21198-zz000scdt0-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdt0/rr31c15p,ark:/21198/zz000scdt0,,,Page,gilbert/audio/masters/21198-zz000scdt0-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdw1/4m940313,ark:/21198/zz000scdw1,,,Page,gilbert/audio/masters/21198-zz000scdw1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000scdw1/8z79zn1d,ark:/21198/zz000scdw1,,,Page,gilbert/audio/masters/21198-zz000scdw1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2hz/7607sq1c,ark:/21198/zz000sd2hz,,,Page,gilbert/audio/masters/21198-zz000sd2hz-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2hz/fm72034b,ark:/21198/zz000sd2hz,,,Page,gilbert/audio/masters/21198-zz000sd2hz-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2hz/sn871s2d,ark:/21198/zz000sd2hz,,,Page,gilbert/audio/masters/21198-zz000sd2hz-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2mh/jr99rj57,ark:/21198/zz000sd2mh,,,Page,gilbert/audio/masters/21198-zz000sd2mh-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2mh/ss43c58c,ark:/21198/zz000sd2mh,,,Page,gilbert/audio/masters/21198-zz000sd2mh-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2mh/st625z5p,ark:/21198/zz000sd2mh,,,Page,gilbert/audio/masters/21198-zz000sd2mh-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2pj/n782h995,ark:/21198/zz000sd2pj,,,Page,gilbert/audio/masters/21198-zz000sd2pj-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz000sd2pj/r312d523,ark:/21198/zz000sd2pj,,,Page,gilbert/audio/masters/21198-zz000sd2pj-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmg0/m0306k9h,ark:/21198/zz0013xmg0,,,Page,gilbert/audio/masters/21198-zz0013xmg0-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmg0/w3824f12,ark:/21198/zz0013xmg0,,,Page,gilbert/audio/masters/21198-zz0013xmg0-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmkj/6512166m,ark:/21198/zz0013xmkj,,,Page,gilbert/audio/masters/21198-zz0013xmkj-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xmkj/x949db2q,ark:/21198/zz0013xmkj,,,Page,gilbert/audio/masters/21198-zz0013xmkj-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx5p/1c81v89s,ark:/21198/zz0013xx5p,,,Page,gilbert/audio/masters/21198-zz0013xx5p-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx5p/b903dt85,ark:/21198/zz0013xx5p,,,Page,gilbert/audio/masters/21198-zz0013xx5p-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx5p/gm47wn8d,ark:/21198/zz0013xx5p,,,Page,gilbert/audio/masters/21198-zz0013xx5p-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx66/1384r26f,ark:/21198/zz0013xx66,,,Page,gilbert/audio/masters/21198-zz0013xx66-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx66/6536gg96,ark:/21198/zz0013xx66,,,Page,gilbert/audio/masters/21198-zz0013xx66-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx7q/5178pk31,ark:/21198/zz0013xx7q,,,Page,gilbert/audio/masters/21198-zz0013xx7q-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx7q/jg95n38g,ark:/21198/zz0013xx7q,,,Page,gilbert/audio/masters/21198-zz0013xx7q-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx7q/m443992h,ark:/21198/zz0013xx7q,,,Page,gilbert/audio/masters/21198-zz0013xx7q-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx87/0784cq67,ark:/21198/zz0013xx87,,,Page,gilbert/audio/masters/21198-zz0013xx87-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx87/s029mx1p,ark:/21198/zz0013xx87,,,Page,gilbert/audio/masters/21198-zz0013xx87-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx87/wq97mv2g,ark:/21198/zz0013xx87,,,Page,gilbert/audio/masters/21198-zz0013xx87-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx9r/cv18nq30,ark:/21198/zz0013xx9r,,,Page,gilbert/audio/masters/21198-zz0013xx9r-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013xx9r/hz02mj3q,ark:/21198/zz0013xx9r,,,Page,gilbert/audio/masters/21198-zz0013xx9r-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3vw/bh72tv68,ark:/21198/zz0013z3vw,,,Page,gilbert/audio/masters/21198-zz0013z3vw-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z3vw/g483rp2v,ark:/21198/zz0013z3vw,,,Page,gilbert/audio/masters/21198-zz0013z3vw-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z40f/0w28m19w,ark:/21198/zz0013z40f,,,Page,gilbert/audio/masters/21198-zz0013z40f-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013z40f/gg58m54w,ark:/21198/zz0013z40f,,,Page,gilbert/audio/masters/21198-zz0013z40f-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcfj/ms88k374,ark:/21198/zz0013zcfj,,,Page,gilbert/audio/masters/21198-zz0013zcfj-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcfj/zb04jt40,ark:/21198/zz0013zcfj,,,Page,gilbert/audio/masters/21198-zz0013zcfj-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcg2/3h47cj3z,ark:/21198/zz0013zcg2,,,Page,gilbert/audio/masters/21198-zz0013zcg2-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zcg2/7480vf4z,ark:/21198/zz0013zcg2,,,Page,gilbert/audio/masters/21198-zz0013zcg2-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zckm/f386bj7p,ark:/21198/zz0013zckm,,,Page,gilbert/audio/masters/21198-zz0013zckm-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zckm/sb14jf1f,ark:/21198/zz0013zckm,,,Page,gilbert/audio/masters/21198-zz0013zckm-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdwr/6p15hs1f,ark:/21198/zz0013zdwr,,,Page,gilbert/audio/masters/21198-zz0013zdwr-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zdwr/8739r733,ark:/21198/zz0013zdwr,,,Page,gilbert/audio/masters/21198-zz0013zdwr-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf19/8j40hb95,ark:/21198/zz0013zf19,,,Page,gilbert/audio/masters/21198-zz0013zf19-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf19/bj70wr5z,ark:/21198/zz0013zf19,,,Page,gilbert/audio/masters/21198-zz0013zf19-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf8x/c622fw37,ark:/21198/zz0013zf8x,,,Page,gilbert/audio/masters/21198-zz0013zf8x-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf8x/d964vz7p,ark:/21198/zz0013zf8x,,,Page,gilbert/audio/masters/21198-zz0013zf8x-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf9f/9x21hr40,ark:/21198/zz0013zf9f,,,Page,gilbert/audio/masters/21198-zz0013zf9f-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zf9f/s235088x,ark:/21198/zz0013zf9f,,,Page,gilbert/audio/masters/21198-zz0013zf9f-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrrh/7971fv5k,ark:/21198/zz0013zrrh,,,Page,gilbert/audio/masters/21198-zz0013zrrh-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrrh/dw38v63z,ark:/21198/zz0013zrrh,,,Page,gilbert/audio/masters/21198-zz0013zrrh-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrs1/5495s71p,ark:/21198/zz0013zrs1,,,Page,gilbert/audio/masters/21198-zz0013zrs1-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrs1/nd46zw59,ark:/21198/zz0013zrs1,,,Page,gilbert/audio/masters/21198-zz0013zrs1-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zrs1/ww545f6h,ark:/21198/zz0013zrs1,,,Page,gilbert/audio/masters/21198-zz0013zrs1-3-master.wav,3,,,,,,,,,Page 3
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxqd/7951qm8g,ark:/21198/zz0013zxqd,,,Page,gilbert/audio/masters/21198-zz0013zxqd-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxqd/m5821k85,ark:/21198/zz0013zxqd,,,Page,gilbert/audio/masters/21198-zz0013zxqd-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxrx/qn37tn3q,ark:/21198/zz0013zxrx,,,Page,gilbert/audio/masters/21198-zz0013zxrx-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz0013zxrx/xs613p87,ark:/21198/zz0013zxrx,,,Page,gilbert/audio/masters/21198-zz0013zxrx-2-master.wav,2,,,,,,,,,Page 2
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403w8/fb44622p,ark:/21198/zz001403w8,,,Page,gilbert/audio/masters/21198-zz001403w8-1-master.wav,1,,,,,,,,,Page 1
Gilbert (Herschel Burke) Collection,ark:/21198/zz001403w8/m103xg75,ark:/21198/zz001403w8,,,Page,gilbert/audio/masters/21198-zz001403w8-2-master.wav,2,,,,,,,,,Page 2
