Item ARK,Parent ARK,Object Type,Title,File Name,Item Sequence,AltTitle.other,AltTitle.translated,collection.physical,Description.note,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Summary,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,Subject,Subject,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
ark:/21198/z1767dhg,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,граждане!,Masters/othermasters/DEParmenianposters/images/soviet_00220_p_arm_39.tif,,,Citizens! Use the services of the Soyuzpechat publications,,,,,1957/1964,,,A boy calls for the use of Soyuzpechat kiosks. Փոքրիկը հորդորում է օգտվել Սոյուզպեչատի կրպակներից,47 x 39.5 cm. (18.5 x 15.3 in.),1 poster,,posters|~|advertisements,rus,,Soyuzpechat|~|Սոյուզպեչատ,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Newpapers|~|Serials subscription agencies|~|Armenian newspapers|~|Armenia (Republic),Arts and Culture|~|Արվեստ և Մշակույթ|~|Լրագիր|~|Բաժանորդութիւն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767dhg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1767dhg/manifest
ark:/21198/z13f6nvn,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,граждане!,Masters/othermasters/DEParmenianposters/images/soviet_00222_p_arm_99.tif,,,Dear Citizens of Leninakan...,,,,,1956/1967,,,"From April 20th to May 20th, there will be a month long period of renovation work that will improve passenger service and traffic safety. Լենինակաի ավտոբուսային կայանի երթեւեկությունը բարելավելու մեկամսյակ",41 x 30 cm. (16 x 11.8 in.),1 poster,,posters,rus,,Leninakai bus station Directorate|~|Լենինակաի ավտոբուսային կայանի տնօրինություն,,,Ленинакан,Ленинаканская 4-ая типография (Leninakanskaya 4th printing house),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Public works|~|Armenia (Republic)|~|Leninakan (Armenia),Government and Society|~|Կառավարություն եւ հասարակություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6nvn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13f6nvn/manifest
ark:/21198/z1zp65b9,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Голосуите за Виктора Васильевича Жворостяна,Masters/othermasters/DEParmenianposters/images/soviet_00383_p_arm_1447.tif,,,Let's lend our voice to Viktor Vasily Khvorostyan,,,,,,,,Electoral company Arm. SSR. Նախընտրական քարոզչություն ԽՍՀՄ -ում,70 x 29 cm. (27.5 x 11.4 in.),1 poster,,posters,rus,,,"Khvorostyan, Viktor Vasily",,[Լենինական],Լենտեղարդի տպարան,,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Elections|~|Armenia (Republic),History and Politics|~|Պատմություն և Քաղաքականություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp65b9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp65b9/manifest
ark:/21198/z1tx5dmk,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,главная экономическая задача,Masters/othermasters/DEParmenianposters/images/soviet_00146_p_arm_225.tif,,,The main economic issue,,,,,1953/1963,,,"Display of the Hammer and sickle, the symbol of the Soviet Union. Սովետական միության խորհրդանիշ մուրճ և մանգաղ",89 x 60 cm. (35 x 23.6 in.),1 poster,,posters,rus,,Political Education House of the Central Committee and EGK KP of Armenia|~|ՀԿՊ Կենտկոմի եւ Երքաղկոմի քաղաքական լուսավորության տուն,,,Ереван,Полиграфкомбинат (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Armenia (Republic)|~|Economic policy,Government and Society|~|Կառավարություն եւ հասարակություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5dmk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx5dmk/manifest
ark:/21198/z1q54nst,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,все нации придут к социализму...,Masters/othermasters/DEParmenianposters/images/soviet_00171_p_arm_175.tif,,,All nations will make their way towards socialism ...,,,,,1965,,,Vladimir Ilyich Lenin's portrait. Վլադիմիր Իլյիչ Լենինի դիմանկարը,89.5 x 60 cm. (35.2 x 23.6 in.),1 poster,,posters,rus,,"Beglaryan, Vladimir Arkadi  |~|Բեգլարյան Վլադիմիր Արկադիի","Lenin, Vladimir Ilʹich, 1870-1924",,Ереван,"Издательство ""Айастан"" (""Hayastan” Hratarakchʻutʻyun)",,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,"Propaganda, Communist",History and Politics|~|Պատմություն և Քաղաքականություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54nst,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q54nst/manifest
ark:/21198/z1kd3x2h,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,"все во имя чеповека, для бпага человека!",Masters/othermasters/DEParmenianposters/images/soviet_00157_p_arm_226.tif,,,"Everything for humanity, for the sake of human good",,,,,1951/1961,,,The program of the Communist Party of the Soviet Union is in the service of human good. Սովետական միության կոմունիստական կուսակցության ծրագիրը հանուն մարդու բարորության,92 x 58 cm. (36.2 x 22.8 in.),1 poster,,posters,rus,,The House of Political Enlightenment of the Central Committee and the EGK KP of Armenia|~|ՀԿՊ Կենտկոմի եւ Երքաղկոմի քաղաքական լուսավորության տուն,,,Ереван,Полиграфкомбинат (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,"Propaganda, Communist",History and Politics|~|Պատմություն և Քաղաքականություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3x2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd3x2h/manifest
ark:/21198/z1fr1vsj,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,влксм 1918-1958,Masters/othermasters/DEParmenianposters/images/soviet_00052_p_arm_452.tif,,,"All-Union Leninist Young Communist League, 1918-1958",,,,,1958,,,Medals celebrating the 40th anniversary of the Young Communist League. Երիտասարդ կոմունիստական լիգայի 40-ամյակը եւ մեդալներ,81 x 56 cm. (31.9 x 22 in.),1 poster,,posters,rus,,"Dilanyan S.|~|Դիլանյան, Ս.",,,Երևան,Հայպետհրատ (Haypethrat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Socialism and youth|~|Armenia (Republic),Government and Society|~|Կառավարություն եւ Հասարակություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1vsj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fr1vsj/manifest
ark:/21198/z1b0142x,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Автомотолюбитель-шплинт не мелочь!,Masters/othermasters/DEParmenianposters/images/soviet_00275_p_arm_821.tif,,,Car enthusiasts!  The splint (split-pin) is not a trifle! Technical malfunctions can cause accidents,,,,,1965/1970,,,"A split pin (cotter pin or cotter key) is a metal fastener with two tines that are bent during installation, similar to a staple or rivet. Շպլինտը մետաղական սեղմիչ  է երկու ատամներով, որոնք ծռված  են  ամրակների կամ դուրգամների նման",78 x 60 cm. (30.7 x 23.6 in.),1 poster,,posters,rus,,"State Automobile Inspection of  the  Ministry of Internal Affairs Arm. SSR|~| ""Car enthusiast"" Society|~|ՀՍՍՀ  ՆԳՄ պետավտոտեսչություն|~| ""Ավտոսիրող"" հասարակական կազմակերպութուն",,,Երևան,Полиграфкомбинат (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Public safety|~|Armenia (Republic)|~|Industrial safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b0142x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b0142x/manifest
ark:/21198/z1670cd3,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,18 декабря: «день Туриста»,Masters/othermasters/DEParmenianposters/images/soviet_00134_p_arm_464.tif,,,"December 18th: ""Tourist day""",,,,,1967,,,Tourists come to Armenia to travel. Տուրիստները գնում են Հայաստան ճամփորդության,94 x 62 cm. (37 x 24.4 in.),1 poster,,posters|~|advertisements,rus,,Armenian Republican Council for Tourism|~|Հայկական հանրապետական զբոսաշրջության խորհուրդ,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Tourism|~|Armenia (Republic),Arts and Culture|~|Արվեստ և Մշակույթ|~|Զբօսաշրջիկութիւն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670cd3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1670cd3/manifest
ark:/21198/z12f9mpt,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Կենաց՜ Բաժակ,Masters/othermasters/DEParmenianposters/images/soviet_00051_p_arm_355.tif,,,Toast! Glass!,,,,,1946/1953,,,"If you drive, you should avoid alcohol so you do not become disabled or handicapped. Եթե մեքենա եք վարում, պետք է խուսափեք ալկոհոլից որ հաշմանդամ չդառնաք",77 x 55 cm. (33.3 x 21.6 in.),1 poster,,posters,arm,,Arm. SSR ministry automobile transport|~|ՀՍՍՀ Ավտոտրանսպորտի մինիստրության տեխնիկական անվտանգության կոմիտե,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Drunk driving|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9mpt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f9mpt/manifest
ark:/21198/z1xp9441,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Բոլորս դեպի ընտրությունները,Masters/othermasters/DEParmenianposters/images/soviet_00053_p_arm_493.tif,,,"Together, we all go to the elections",,,,,1958,,,Notice encouraging people to vote in the elections. Նախընտրական քարոզչություն,81 x 58 cm. (31.9 x 22.8 in.),1 poster,,posters,arm,,"Safaryan, Suren Sargis|~|Սաֆարյան, Սուրեն Սարգսի",,,Երևան,Հայպետհրատ (Haypethrat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Elections|~|Armenia (Republic),History and Politics|~|Պատմություն և Քաղաքականություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9441,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp9441/manifest
ark:/21198/z1sx8cbd,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Հանցագործին հետքն է մերկացնում,Masters/othermasters/DEParmenianposters/images/soviet_00054_p_arm_336.tif,,,It exposes the traces of the criminal,,,,,1946/1953,,,Following the footsteps left by the perpetrator with a magnifying glass (the traces are alcohol bottles). Խոշորացույցով հետևում են հանցագործի թողած հետքերին,76 x 56 cm. (29.9 x  22 in.),1 poster,,posters,arm,,The Technical Security Committee of The Ministry of Transport Arm. SSR|~|ՀԽՍՀ ավտոմոբիլային տրանսպորտի մինիստրություն,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Crime|~|Armenia (Republic),Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8cbd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx8cbd/manifest
ark:/21198/z1p57mnf,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Տոնածառի սարքավորման ժամանակ պահպանեցեք հակահրդեհային անվտանգության կանոնները,Masters/othermasters/DEParmenianposters/images/soviet_00055_p_arm_315.tif,,,"When decorating a Christmas tree, abide by the fire hazard safety rules",,,,,1950/1966,,,Leaving matches or candles near the Christmas tree runs the risk of a fire. Եղեւնու մոտ մոմ կամ կրակ չի կարելի վառել,74 x 54 cm. (29.1 x 21.2 in.),1 poster,,posters,arm,,Fire protection social order of the Ministry of Defense of the USSR|~|Հակահրդեհային եւ հասարակակն կարգի պաշտպանության ՀԽՍՀ նախարարություն,,,Երևան,Полиграфкомбинат (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p57mnf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p57mnf/manifest
ark:/21198/z1jh5kbf,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Էլեկտրացանցի ծանրաբեռնվածությունը հրդեհի պատճառ է,Masters/othermasters/DEParmenianposters/images/soviet_00056_p_arm_316.tif,,,Overloaded electricity outlets can cause fire,,,,,1950/1966,,,"Depicts an electrical outlet overloaded with power cords, creating a fire hazard. Էլեկտրական վարդակը ծանրաբեռնված է սարքերի միացման լարերով",78 x 56 cm. (30.7 x 22 in.),1 poster,,posters,arm,,Fire protection social order of the Ministry of Defense of the USSR|~|Հակահրդեհային եւ հասարակակն կարգի պաշտպանության ՀԽՍՀ նախարարություն,,,Երևան,Полиграфкомбинат (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5kbf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh5kbf/manifest
ark:/21198/z1dr4tpm,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,"Ընդմիշտ դարձրեք սովորություն հանգցնել ծխախոտը, հանգցնել լուցկին",Masters/othermasters/DEParmenianposters/images/soviet_00057_p_arm_321.tif,,,Make it a habit to always extinguish cigarettes and matches,,,,,1954/1961,,,Lit cigarettes and matches can cause fire. Վառված ծխախոտը և  լուցկին առաջացնում են հրդեհ,80 x 56 cm. (31.5 x 22 in.),1 poster,,posters,arm,,The Volunteer fire company of  the Armenian SSR|~|Հայկական ՍՍՌ Հրշեջ ընկերություն,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4tpm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr4tpm/manifest
ark:/21198/z190430f,ark:/21198/z17963vw|~|ark:/21198/z1zk7d59,Work,Անփութությունը արդուկի հետ հանգեցնում է հրդեհի,Masters/othermasters/DEParmenianposters/images/soviet_00058_p_arm_325.tif,,,Negligence with electronic items is a fire hazard.,,,,,1955/1961,,,"A woman carelessly leaves the iron unattended, causing a fire. Կնոջ անփութությունը հրդեհ է առաջացրել",80 x 56 cm. (31.5 x 22 in),1 poster,,posters,rus,,The Volunteer fire company of  the Armenian SSR|~|Հայկական ՍՍՌ Հրշեջ ընկերություն,,,Երևան,Պոլիգրաֆկոմբինատ (Poligrafkombinat),,still image,copyrighted,"http://www.nla.am/, info@nla.am",,,,Fire prevention|~|Armenia (Republic)|~|Public safety,Health and Public Safety|~|Առողջապահություն եւ Հանրային Անվտանգություն,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz190430f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz190430f/manifest
