"Project Name","Parent ARK","Item ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Language","Title","Relation.rectoVerso","Description.abstract","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg2n","2","Completed","Page","polygraph/masters/21198-zz001ngg2n-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0081","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg2n",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg35","2","Completed","Page","polygraph/masters/21198-zz001ngg35-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0082","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg35",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg4p","2","Completed","Page","polygraph/masters/21198-zz001ngg4p-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0083","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg4p",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg56","2","Completed","Page","polygraph/masters/21198-zz001ngg56-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0084","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg56",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg6q","2","Completed","Page","polygraph/masters/21198-zz001ngg6q-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0085","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg6q",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg77","2","Completed","Page","polygraph/masters/21198-zz001ngg77-1-master.tif","29","","","","","","","text","","Polygraph Newsletter_0086","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg77",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg8r","2","Completed","Page","polygraph/masters/21198-zz001ngg8r-1-master.tif","30","","","","","","","text","","Polygraph Newsletter_0087","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg8r",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001ngg98","2","Completed","Page","polygraph/masters/21198-zz001ngg98-1-master.tif","31","","","","","","","text","","Polygraph Newsletter_0088","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngg98",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001nggbs","2","Completed","Page","polygraph/masters/21198-zz001nggbs-1-master.tif","32","","","","","","","text","","Polygraph Newsletter_0089","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggbs",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001nggc9","2","Completed","Page","polygraph/masters/21198-zz001nggc9-1-master.tif","33","","","","","","","text","","Polygraph Newsletter_0090","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggc9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001ngf7r","ark:/21198/zz001nggdt","2","Completed","Page","polygraph/masters/21198-zz001nggdt-1-master.tif","34","","","","","","","text","","Polygraph Newsletter_0091","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggdt",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngggv","2","Completed","Page","polygraph/masters/21198-zz001ngggv-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0092","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngggv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngghc","2","Completed","Page","polygraph/masters/21198-zz001ngghc-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0093","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngghc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggjw","2","Completed","Page","polygraph/masters/21198-zz001nggjw-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0094","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggjw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggkd","2","Completed","Page","polygraph/masters/21198-zz001nggkd-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0095","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggkd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggmx","2","Completed","Page","polygraph/masters/21198-zz001nggmx-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0096","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggmx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggnf","2","Completed","Page","polygraph/masters/21198-zz001nggnf-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0097","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggnf",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggpz","2","Completed","Page","polygraph/masters/21198-zz001nggpz-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0098","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggpz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggqg","2","Completed","Page","polygraph/masters/21198-zz001nggqg-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0099","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggqg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggr0","2","Completed","Page","polygraph/masters/21198-zz001nggr0-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0100","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggr0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggsh","2","Completed","Page","polygraph/masters/21198-zz001nggsh-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0101","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggsh",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggt1","2","Completed","Page","polygraph/masters/21198-zz001nggt1-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0102","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggt1",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggvj","2","Completed","Page","polygraph/masters/21198-zz001nggvj-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0103","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggvj",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggw2","2","Completed","Page","polygraph/masters/21198-zz001nggw2-1-master.tif","13","","","","","","","text","","Polygraph Newsletter_0104","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggw2",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggxk","2","Completed","Page","polygraph/masters/21198-zz001nggxk-1-master.tif","14","","","","","","","text","","Polygraph Newsletter_0105","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggxk",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nggz3","2","Completed","Page","polygraph/masters/21198-zz001nggz3-1-master.tif","15","","","","","","","text","","Polygraph Newsletter_0106","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nggz3",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh03","2","Completed","Page","polygraph/masters/21198-zz001ngh03-1-master.tif","16","","","","","","","text","","Polygraph Newsletter_0107","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh03",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh1m","2","Completed","Page","polygraph/masters/21198-zz001ngh1m-1-master.tif","17","","","","","","","text","","Polygraph Newsletter_0108","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh1m",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh24","2","Completed","Page","polygraph/masters/21198-zz001ngh24-1-master.tif","18","","","","","","","text","","Polygraph Newsletter_0109","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh24",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh3n","2","Completed","Page","polygraph/masters/21198-zz001ngh3n-1-master.tif","19","","","","","","","text","","Polygraph Newsletter_0110","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh3n",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh45","2","Completed","Page","polygraph/masters/21198-zz001ngh45-1-master.tif","20","","","","","","","text","","Polygraph Newsletter_0111","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh45",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh5p","2","Completed","Page","polygraph/masters/21198-zz001ngh5p-1-master.tif","21","","","","","","","text","","Polygraph Newsletter_0112","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh5p",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh66","2","Completed","Page","polygraph/masters/21198-zz001ngh66-1-master.tif","22","","","","","","","text","","Polygraph Newsletter_0113","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh66",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh7q","2","Completed","Page","polygraph/masters/21198-zz001ngh7q-1-master.tif","23","","","","","","","text","","Polygraph Newsletter_0114","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh7q",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh87","2","Completed","Page","polygraph/masters/21198-zz001ngh87-1-master.tif","24","","","","","","","text","","Polygraph Newsletter_0115","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh87",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001ngh9r","2","Completed","Page","polygraph/masters/21198-zz001ngh9r-1-master.tif","25","","","","","","","text","","Polygraph Newsletter_0116","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001ngh9r",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nghb8","2","Completed","Page","polygraph/masters/21198-zz001nghb8-1-master.tif","26","","","","","","","text","","Polygraph Newsletter_0117","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghb8",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nghcs","2","Completed","Page","polygraph/masters/21198-zz001nghcs-1-master.tif","27","","","","","","","text","","Polygraph Newsletter_0118","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghcs",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nggfb","ark:/21198/zz001nghd9","2","Completed","Page","polygraph/masters/21198-zz001nghd9-1-master.tif","28","","","","","","","text","","Polygraph Newsletter_0119","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghd9",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghgb","2","Completed","Page","polygraph/masters/21198-zz001nghgb-1-master.tif","1","","","","","","","text","","Polygraph Newsletter_0120","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghgb",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghhv","2","Completed","Page","polygraph/masters/21198-zz001nghhv-1-master.tif","2","","","","","","","text","","Polygraph Newsletter_0121","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghhv",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghjc","2","Completed","Page","polygraph/masters/21198-zz001nghjc-1-master.tif","3","","","","","","","text","","Polygraph Newsletter_0122","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghjc",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghkw","2","Completed","Page","polygraph/masters/21198-zz001nghkw-1-master.tif","4","","","","","","","text","","Polygraph Newsletter_0123","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghkw",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghmd","2","Completed","Page","polygraph/masters/21198-zz001nghmd-1-master.tif","5","","","","","","","text","","Polygraph Newsletter_0124","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghmd",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghnx","2","Completed","Page","polygraph/masters/21198-zz001nghnx-1-master.tif","6","","","","","","","text","","Polygraph Newsletter_0125","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghnx",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghpf","2","Completed","Page","polygraph/masters/21198-zz001nghpf-1-master.tif","7","","","","","","","text","","Polygraph Newsletter_0126","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghpf",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghqz","2","Completed","Page","polygraph/masters/21198-zz001nghqz-1-master.tif","8","","","","","","","text","","Polygraph Newsletter_0127","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghqz",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghrg","2","Completed","Page","polygraph/masters/21198-zz001nghrg-1-master.tif","9","","","","","","","text","","Polygraph Newsletter_0128","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghrg",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghs0","2","Completed","Page","polygraph/masters/21198-zz001nghs0-1-master.tif","10","","","","","","","text","","Polygraph Newsletter_0129","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghs0",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghth","2","Completed","Page","polygraph/masters/21198-zz001nghth-1-master.tif","11","","","","","","","text","","Polygraph Newsletter_0130","r","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghth",""
"Society for Psychophysiological Research Records (Collection 1194)","ark:/21198/zz001nghft","ark:/21198/zz001nghv1","2","Completed","Page","polygraph/masters/21198-zz001nghv1-1-master.tif","12","","","","","","","text","","Polygraph Newsletter_0131","v","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nghv1",""
