Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d36vv,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23.5 x 27.5 cm,c1179_b1516_f(5)_008|~|c1179_b1516_f(5)_006,,List of electrical work to be done.|~|Second item: duplicate.,"Von Sternberg House, electrical work, Northridge, California, 1935",1935,2 p.,1935,typescript on blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d36wc,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,specifications,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",23.5 x 27.5 cm,c1179_b1516_f(5)_011|~|c1179_b1516_f(5)_007,,Second page: duplicate.,"Von Sternberg House, plumbing specifications, Northridge, California, 1935",1935,2 p.,1935,typescript on blueprint paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d36zd,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 28 cm,c1179_b1516_f(5)_012_1|~|c1179_b1516_f(5)_012_2,,Second item: verso.,"Von Sternberg House, door schedule, Northridge, California, 1935",1935,1 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d371x,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules|~|specifications,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 28 cm,c1179_b1516_f(5)_014|~|c1179_b1516_f(5)_015,,"Specifications, diagrams, and notes for 37 doors.","Von Sternberg House, detailed door schedule, Northridge, California, 1935",1935,2 p.,1935,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d38ss,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,envelopes,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",24 x 31.5 cm,c1179_b1516_f(5)_016_2|~|c1179_b1516_f(5)_016_1,,"From E. Leitz Inc., New York. Architect's notes on verso.",Envelope for von Sternberg house specifications,1935,1 envelope,1935,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d38vt,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_018_1|~|c1179_b1516_f(5)_018_2,,"List specifies item number, size, location, and corresponding drawing of mirrors for the von Sternberg house. Verso contains schedule of prints.","Von Sternberg House, list of mirrors, Northridge, California, 1935","October 15, 1935",1 p.,1935-10-15,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d38wb,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_019_2|~|c1179_b1516_f(5)_019_1,,Title supplied by archivist.|~|Second item: verso.,"Von Sternberg House, checklist, Northridge, California, 1935",1935,1 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d38zc,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,still image,individuals,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_023|~|c1179_b1516_f(5)_021|~|c1179_b1516_f(5)_022|~|c1179_b1516_f(5)_024,,"Inscription, upper center: ""McGeary Masterbath."" Inscription, lower right: ""Not good. Same joint would occur at tub. Would look bad.""","Von Sternberg House, master bathroom, ornamental metal details, Northridge, California, 1935",1935,4 p.,1935,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3bzb,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,Washington-Eljer Co.,still image|~|text,individuals,,private,,sheaf catalogs,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 29 cm,c1179_b1516_f(5)_028|~|c1179_b1516_f(5)_036|~|c1179_b1516_f(5)_027|~|c1179_b1516_f(5)_031|~|c1179_b1516_f(5)_032|~|c1179_b1516_f(5)_026|~|c1179_b1516_f(5)_029|~|c1179_b1516_f(5)_030|~|c1179_b1516_f(5)_033|~|c1179_b1516_f(5)_034|~|c1179_b1516_f(5)_035|~|c1179_b1516_f(5)_037,,"Compiled by C.E. Graham. Prepared for Richard Neutra.|~|Loose-leaf catalog by Washington-Eljer Co. of porcelain enameled and vitreous china plumbing fixtures for the von Sternberg house. Includes front cover, three pages of specifications, and eight pages of illustrations. Contains notes and corrections.","Washington-Eljer guaranteed plumbing fixtures, specifications and illustrations, Los Angeles, California, 1935","March 26, 1935",12 p.,1935-03-26,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3dw8,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,still image,individuals,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_041_2|~|c1179_b1516_f(5)_041_1,,Title supplied by archivist.|~|Second item: verso.,"Von Sternberg House, sketch, fixtures, Northridge, California, 1935",1935,1 drawing,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3dxs,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,specifications,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_042_1|~|c1179_b1516_f(5)_042_2,,Second item: verso.,"Von Sternberg House, specifications for grounds and bathroom, Northridge, California, 1935",1935,1 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3dz9,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",13.5 x 21.5 cm,c1179_b1516_f(5)_043|~|c1179_b1516_f(5)_044,,Second item: duplicate.,"Von Sternberg House, checklist of metalwork, plated brass, and stainless steel, Northridge, California, 1935",1935,2 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3mz6,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,still image|~|text,individuals,,private,,Architectural drawings,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_045_2|~|c1179_b1516_f(5)_045_1,,"Verso contains diagrams, notes, and measurements.","Von Sternberg House, detail of plein air cement base around terrazzo floor, Northridge, California, 1935",1935,1 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3n48,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,,text,individuals,,,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 27.5 cm,c1179_b1516_f(5)_050|~|c1179_b1516_f(5)_051,,,"Checklist for Palmer Steel Construction Inc., Los Angeles, California, 1935","September 3, 1935",2 p.,1935-09-03,"typescript, graphite, and colored pencil on paper",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3nzp,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_055_1|~|c1179_b1516_f(5)_055_2,,"Includes amendments to living room, east wall, north and west walls, pantry and kitchen, service corridor, service bathrooms, and entry and studio lavatories.|~|Second item: verso.","Von Sternberg House, amendments to grounds, Northridge, California, 1935",1935,1 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3p0p,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists|~|specifications,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_057|~|c1179_b1516_f(5)_056|~|c1179_b1516_f(5)_058,,"Includes item, size, location, corresponding drawing, and remarks for mirrors, glass-in-doors, and glass shelves. Versos contain  sketches of unidentified structural details.","Von Sternberg House, list of mirrors and plate glass, Northridge, California, 1935",1935,3 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3p2q,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,,"Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21.5 x 27.5 cm,c1179_b1516_f(5)_059_2|~|c1179_b1516_f(5)_060|~|c1179_b1516_f(5)_059_1,,Second item: verso.,"Von Sternberg House, door schedule, Northridge, California, 1935",1935,2 p.,1935,graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3p6s,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 27.5 cm,c1179_b1516_f(5)_065|~|c1179_b1516_f(5)_064,,"List contains 56 items, with additions and corrections in pencil. Revised 10-17-1935.","Von Sternberg House, list of ornamental metal and metal trim, Northridge, California, 1935","October 11, 1935",2 p.,1935-10-11,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3p79,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,checklists,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 27.5 cm,c1179_b1516_f(5)_066|~|c1179_b1516_f(5)_068|~|c1179_b1516_f(5)_067,,"List of 57 items, with additions in pencil. Revised 10-17-1935.","Von Sternberg House, list of ornamental metal and metal trim, Northridge, California, 1935","October 11, 1935",3 p.,1935-10-11,typescript and graphite on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d3pm0,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,specifications,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",21 x 27.5 cm,c1179_b1516_f(5)_069|~|c1179_b1516_f(5)_070,,"Second page verso contains sketch of unidentified structural feature. Two duplicates available (4 p.) in box 1516, folder 5.","Von Sternberg House, changes to specifications, Northridge, California, 1935","March 23, 1935",2 p.,1935-03-23,"typescript, graphite, and colored pencil on paper",,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d4361,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,c1179_b2000_f(30)_102|~|c1179_b2000_f(30)_101,,,"Von Sternberg House, corrected door schedule, Northridge, California, 1935",1935,2 p.,1935,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz001d437j,ark:/21198/zz0008b9tw,1,In progress,Work,,,,,,,text,individuals,,private,,schedules,,,California,,,dwellings|~|Architecture--California--20th century,,,eng,"Von Sternberg House (San Fernando Valley, Calif.)","Neutra, Richard Joseph, $d 1892-1970",,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22.5 x 30 cm,c1179_b2000_f(30)_103|~|c1179_b2000_f(30)_104,,,"Von Sternberg House, door schedule, Northridge, California, 1935",1935,2 p.,1935,graphite on tracing paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
