"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rsf4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rsf4_738165_master.tif","61","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 91","","","","","in which he is employed - Even the...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rsf4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rsgn","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rsgn_738169_master.tif","62","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 93","","","","","chief end of Chemistry, But when...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rsgn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rsh5","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rsh5_738174_master.tif","63","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 95","","","","","which has the property of making...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rsh5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rsk6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rsk6_749981_master.tif","64","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 97","","","","","To this definition some may object...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rsk6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rss9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rss9_749987_master.tif","65","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 99","","","","","from some Gums, from some Sugars...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rss9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rsvb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rsvb_738200_master.tif","66","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 101","","","","","objects of chemistry and in our...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rsvb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rt0w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rt0w_738212_master.tif","67","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 104","","","","","Part the Second","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rt0w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rt2x","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rt2x_738217_master.tif","68","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 106","","","","","dense the body is that it is in the...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rt2x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rt4z","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rt4z_738227_master.tif","69","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 108","","","","","heat would pass through it, heat","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rt4z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rt7h","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rt7h_738245_master.tif","70","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 110","","","","","time, how cold the world becomes.  Look...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rt7h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtck","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtck_738254_master.tif","71","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 112","","","","","only a super abundance of feverish par:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtck",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtd3","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtd3_738262_master.tif","72","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 114","","","","","of a vapor not on fire, by the violence...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtd3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtg4","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtg4_738271_master.tif","73","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 116","","","","","The Expansion of Heat","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtg4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtkp","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtkp_738274_master.tif","74","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 118","","","","","and the Iron will return to its o:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtkp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtm6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtm6_738277_master.tif","75","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 120","","","","","if I take this Bladder which has but...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtm6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtnq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtnq_738280_master.tif","76","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 122","","","","","when a piece of cast Iron is heated...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtnq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtr8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtr8_738283_master.tif","77","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 124","","","","","as one each they are so placed that the...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtr8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rtxv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rtxv_738286_master.tif","78","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 126","","","","","the expanding water was sufficient...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rtxv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0019rv0c","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz0019rv0c_744493_master.tif","79","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 128","","","","","sooner, but this is not the only cause...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019rv0c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzd6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzd6_744501_master.tif","80","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 130","","","","","saline particles in the Snow but this...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzd6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzfq","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzfq_744509_master.tif","81","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 132","","","","","He would guard more closely against it...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzfq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzg7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzg7_744513_master.tif","82","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 134","","","","","Whitehurst on gold and discovered...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzg7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzhr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzhr_744516_master.tif","83","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 136","","","","","the increase of the weight of the Met:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzhr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzj8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzj8_744519_master.tif","84","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 138","","","","","specific gravity in one temperature...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzj8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzks","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzks_744527_master.tif","85","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 140","","","","","having been removed from the fire...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzks",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzm9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzm9_744540_master.tif","86","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 142","","","","","exhausted the air and hermetically...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzm9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkznt","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkznt_744543_master.tif","87","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 144","","","","","scale of a Thermometer by marking...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkznt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzpb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzpb_744548_master.tif","88","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 145","","","","","We are not sure of the proportional quantity.","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzpb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzqv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzqv_744551_master.tif","89","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 146","","","","","point may be very different in differ...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzqv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzrc","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzrc_744554_master.tif","90","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 148","","","","","proves then that a thermometer can","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzrc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzsw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzsw_744560_master.tif","91","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 151","","","","","equilibrio with both, but this is to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzsw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkztd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkztd_744566_master.tif","92","","","","","","","text","","","","","","","","","","","","","","","Page 151","","","Different scan of page 151.  Otherwise identical to Item 91.","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkztd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzvx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzvx_744574_master.tif","93","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 153","","","","","The times at which he first applied...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzvx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzwf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzwf_744585_master.tif","94","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 155","","","","","He first marked a point on the Scale...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzwf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001bkzxz","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001bkzxz_744594_master.tif","95","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 157","","","","","[Far]heneits Scale as the given point from which...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzxz",""
