Project Name,Item ARK,Parent ARK,Visibility,Object Type,File Name,Item Sequence,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Language,Subject,Name.repository,Name.subject,Name.photographer,Name.creator,Title,Representative image,Masthead,Description.abstract,Description.note,Coverage.geographic,Description.latitude,Description.fundingNote,Alt ID.local,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Description.caption,Description.longitude,Subject.temporal,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff1x,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0014.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Greece|~|Children -- Greece -- Athens,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"William Sachtleben conversing with women and children on a street, Athens, 1891",,,,Photograph taken during William Lewis Sachtleben's stay in Athens before embarking on a bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|William Lewis Sachtleben conversing with women and children on a street in Athens. Sachtleben stands next to his bicycle facing the women and girls who are standing in front of a stone building with a humble wooden addition. A building is in the background.,Greece--Athens,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0014,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","January 28, 1891",1891-01028,"Text from negative sleeve: No. 2. Jan. 28, 1891. A street scene in lower Athens.",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff1x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff1x/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff2f,ark:/21198/zz001nx6sg,Private,Work,sacht/image/uclamss_1841_0016i.tif,,still image,pd,,,,"University of California, Los Angeles. $b Library Special Collections",,,,"z - not for dlcs portal - Header card with Sachtleben negatives ""Nos 7-48 (Many missing) 3/20/91-3/29/91. Turkey""",,,,,,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0016i,,,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff2f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff2f/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff3z,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0017.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,"Bicycle touring -- Asia|~|Castles & palaces -- Turkey -- Istanbul|~|Beyoğlu (Istanbul, Turkey)|~|Armies $x Turkish -- Turkey -- Istanbul","University of California, Los Angeles. $b Library Special Collections","Yıldız Sarayı (Istanbul, Turkey)","Sachtleben, William Lewis",,"Turkish military officers on horseback outside the Yildiz Palace, Istanbul, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|View of a column of Turkish military officers on horseback and holding pennant flags on long staffs outside the Yildiz Palace, visible in the distance on the left. The palace is located in the former Pera (Beoglu) district of Istanbul.",Turkey--Istanbul,41.049874,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0017,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 20, 1891",1891-03-20,"Text from negative sleeve: No. 7. March 20, 1891. A distant view of the mosque of Sultan Hamid (called Hamidish). The street leading up is packed densely with the military.|~|Handwritten on negative: 105 / 6",29.009678,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff3z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff3z/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff4g,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0018.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,"Bicycle touring -- Asia|~|Streets -- Turkey -- Istanbul|~|Beyoğlu (Istanbul, Turkey)|~|Armies $x Turkish -- Turkey -- Istanbul","University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Turkish Army in procession on a street in the ""Para,"" the Beyoglu district, Istanbul, 1891",,,,"""Para"" on the negative sleeve may refer to ""Pera,"" the older name for Beyoglu, a district of Istanbul.|~|View of the Turkish Army in procession, with a marching band in the lead, on a street in ""Para"" (Pera"") following ceremonies for Sultan Abdülhamid II at the Yildiz Palace.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Istanbul,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0018,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 20, 1891",1891-03-20,"Text from negative sleeve: No. 10. March 20, 1891. A view in the streets of Lower Para. Part of the Turkish Army returning after the Salaam … ceremonies at the Sultan's palace.|~|Handwritten on negative: 105 / 12",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff4g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff4g/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff50,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0019.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Ablution fountains -- Turkey -- Istanbul|~|Mosques -- Turkey -- Istanbul|~|Rites & ceremonies -- Turkey -- Istanbul,"University of California, Los Angeles. $b Library Special Collections",Ayasofya Müzesi,"Sachtleben, William Lewis",,"Men washing at the ritual ablution fountain at Hagia Sophia, Istanbul, 1891",,,,"Photograph of four men washing at the ritual ablution fountain, Şadirvan, at the mosque of Hagia Sophia in Istanbul. The shadow of the photographer, William Sachtleben, is in the foreground.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Istanbul,41.008174,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0019,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 20, 1891",1891-03-20,"Text from negative sleeve: No. 12. March 20, 1891. The Turks at their ablutions No. 11. before entering the Mosque of St. Sophia.|~|Handwritten on negative: 105 / 14",28.979056,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff50,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff50/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff6h,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0020.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Streets -- Turkey -- Istanbul,"University of California, Los Angeles. $b Library Special Collections",,"Sachtleben, William Lewis",,"Narrow street near the Turkish bazaar, Istanbul. 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.,Turkey--Istanbul,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0020,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03-21,"Text from negative sleeve: March 21, 1891. A street scene in crowded Stanbul. A business thorough fare near the Turkish bazaar|~|Handwritten on negative: 105 / 15",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff6h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff6h/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff71,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0021.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,"Bicycle touring -- Asia|~|Bridges -- Turkey -- Istanbul|~|Beyoğlu (Istanbul, Turkey)","University of California, Los Angeles. $b Library Special Collections","Allen, Thomas Gaskell","Sachtleben, William Lewis",,"Thomas Allen on bicycle crossing the bridge from ""Para,"" the Beyoglu district, to Istanbul, 1891",,,,Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|Photograph of Thomas Allen on his Humber bicycle crossing a wooden bridge from the district or Pera (Beyoglu) to Istanbul as Turkish men and a child on the bridge watch.,Turkey--Istanbul,,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0021,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03-21,"Text from negative sleeve: No. 13. March 21, 1891: Crossing the bridge from Para to Stanbul.|~|Handwritten on negative: 105 / 16",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff71,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff71/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff8j,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0022.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Mosques -- Turkey -- Istanbul,"University of California, Los Angeles. $b Library Special Collections",Ayasofya Müzesi,"Sachtleben, William Lewis",,"Hagia Sophia mosque with William Sachtleben's bicycle parked in the foreground, Istanbul, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|View of the Hagia Sophia mosque in Istanbul, with locals gazing at a Humber bicycle parked in the foreground.",Turkey--Istanbul,41.007399,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0022,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03-21,"Handwritten on negative: 105 / 17|~|Handwritten on negative: 105 / 18|~|Text from negative sleeve: No. 14. March 21, 1891. The Mosque of St. Sophia in Stanbul. Constantinople.|~|Handwritten on negative: 105 / 19",28.979385,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff8j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff8j/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hff92,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0023.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Stadiums -- Turkey -- Istanbul|~|Obelisks -- Turkey -- Istanbul,"University of California, Los Angeles. $b Library Special Collections","Walled Obelisk (Istanbul, Turkey)|~|Obelisk of Thutmose III (Istanbul, Turkey)|~|Allen, Thomas Gaskell|~|Hippodrome of Constantinople (Istanbul, Turkey)","Sachtleben, William Lewis",,"Thomas Allen on bicycle at the Hippodrome of Constantinople (Sultanahmet Meydanı), Istanbul, 1891",,,,"View of Thomas Allen riding a Humber bicycle at the Hippodrome (Sultanahmet Meydanı) in Istanbul, with the Walled Obelisk (Constantine Obelisk) in the middle ground on the left and the Egyptian Obelisk of Thutmose III (Thutmosis), sometimes called the Obelisk of Theodosius, in the background. A man on the left watches Thomas, two men with an umbrella are behind him on the left and a carriage pulled by a horse is on the right.|~|Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.",Turkey--Istanbul,41.005844,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0023,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03-21,"Text from negative sleeve: No. 15. March 21, 1891. In the Hippodrome looking northeast. Scene in Stanbul.",28.975292,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hff92,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hff92/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hffbk,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0024.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Stadiums -- Turkey -- Istanbul|~|Obelisks -- Turkey -- Istanbul|~|Mosques -- Turkey -- Istanbul,"University of California, Los Angeles. $b Library Special Collections","Sultanahmet Camii (Istanbul, Turkey)|~|Walled Obelisk (Istanbul, Turkey)|~|Allen, Thomas Gaskell|~|Hippodrome of Constantinople (Istanbul, Turkey)","Sachtleben, William Lewis",,"Thomas Allen riding a bicycle at the Hippodrome of Constantinople (Sultanahmet Meydanı), and in front of the  Sultanahmet Camii, Istanbul, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|View of Thomas Allen riding a Humber bicycle at the Hippodrome of Constantinople  (Sultanahmet Meydanı) in Istanbul as 3 men watch and one man walks past, with the Walled Obelisk (Constantine Obelisk) in the middle ground and the Sultanahmet Camii (Mosque of Sultan Ahmet I) in the background.",Turkey--Istanbul,41.005626,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0024,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03-21,"Text from negative sleeve: No. 16. March 21, 1891. The mosque of Sultan Ahmet with Hippodrome and column in the foreground.",28.974863,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hffbk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hffbk/manifest
Sachtleben (William Lewis) Papers. Collection 1841,ark:/21198/zz002hffc3,ark:/21198/zz001nx6sg,,Work,sacht/image/uclamss_1841_0025.tif,,still image,pd,black-and-white photographs|~|cellulose nitrate film,,Bicycle touring -- Asia|~|Obelisks -- Turkey -- Istanbul|~|Columns -- Turkey -- Istanbul|~|Mosques -- Greece -- Athens,"University of California, Los Angeles. $b Library Special Collections","Sultanahmet Camii (Istanbul, Turkey)|~|Obelisk of Thutmose III (Istanbul, Turkey)|~|Allen, Thomas Gaskell|~|Hippodrome of Constantinople (Istanbul, Turkey)","Sachtleben, William Lewis",,"Thomas Allen next to the Serpent Column and in front of the Obelisk of Thutmose III at the Hippodrome, Istanbul, 1891",,,,"Photograph taken during William Lewis Sachtleben's bicycle journey across Asia with Thomas Gaskell Allen Jr.|~|View of Thomas Allen standing next to his Humber bicycle in the Hippodrome of Constantinople (Sultanahmet Meydanı) as 2 other men walk by. He is standing next to a circular iron fence within which is the Serpent Column (or Delphi Tripod or Plataean Tripod), an ancient bronze column originally part of an ancient Greek Sacrificial tripod in Delphi. A wall and minaret of the Sultanahmet Camii (Mosque of Sultan Ahmet I) is on the right and in the background on the left is the Egyptian Obelisk of Thutmose III (Thutmosis), sometimes called the Obelisk of Theodosius.",Turkey--Istanbul,41.005504,Access to this collection is generously supported by Arcadia funds.,uclamss_1841_0025,1 photographic negative,b&w nitrate negative,"Sachtleben (William Lewis) Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","March 21, 1891",1891-03 21,"Handwritten on negative: 105 / 20|~|Text from negative sleeve: No. 17. March 21, 1891. The serpent column, or Column of Pharoah, King of Egypt. Old Roman remains in Stanbul.",28.97496,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hffc3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hffc3/manifest
