"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009ccx8","ark:/21198/zz0009c6r8","2","Completed","Work","","579","","","","paged","","","","Sales of business enterprises ","","Blakelock, Percy","Marshall & Company, Leeds, Eng. ","Marshall, Stephen Albert, 1843-1904 ","","","MS 200/5/79","Letter from Percy Blakelock to Stephen Marshall [17 Aug 1882]","17th August 1882","1882-08-17","1 Letter","The letter is in regards to selling machinery by auction.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cczs","ark:/21198/zz0009c6r8","2","Completed","Work","","515","","","","paged","","","","Industrial production |~|Banks and banking","","Marshall, John, 1765 - 1845","Marshall & Company, Leeds, Eng. ","Marshall, John II, 1791 – 1836 ","","","MS 200/5/15","Letter from John Marshall to John Marshall Jnr [12 Oct 1829]","12th October 1829","1829-10-12","1 Letter","","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd0s","ark:/21198/zz0009c6r8","2","Completed","Work","","545","","","","paged","","","","Industrial development |~|Industrial buildings","","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/45","Letter from James G. Marshall to Father [24 May 1838]","24th May 1838","1838-05-24","1 Letter","The letter is in regards to the plans and estimates for a new mill.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd19","ark:/21198/zz0009c6r8","2","Completed","Work","","507","","","","paged","","","","Sales|~|Prices|~|Flax|~|Cotton","","Marshall, John II, 1791 – 1836 ","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/7","Letter to Father from John Marshall Jnr. [1 Aug 1827]","1st August 1827","1827-08-01","1 Letter","The letter is in regards to flax prices, cotton prices and selling the produce.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd2t","ark:/21198/zz0009c6r8","2","Completed","Work","","560","","","","paged","","","","Patents|~|Spinning machinery |~|Hackling","","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, Henry Cowper, 1808-1884","","","MS 200/5/60","Letter, possibly from James G. Marshall to Henry Marshall [10 Sep 1841]","10th September 1841","1841-09-10","1 Letter","The letter is in regards to a patent claim for a hackling machine.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd3b","ark:/21198/zz0009c6r8","2","Completed","Work","","575","","","","paged","","","","Research Work","","Thomson, David S.","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","MS 200/5/75","Letters from David S. Thomson to Marshalls [5 April 1882]","5th April 1882","1882-04-05","1 Letter","The letter is a request for information for a book.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd4v","ark:/21198/zz0009c6r8","2","Completed","Work","","514","","","","paged","","","","Ireland|~|Trade|~|Prices","","Marshall, John, 1765 - 1845","Marshall & Company, Leeds, Eng. ","Marshall, John II, 1791 – 1836 ","","","MS 200/5/14","Letter from John Marshall to John Marshall Jnr [2 Oct 1829]","2nd October 1829","1829-10-02","1 Letter","The letter is in regards to trade in Ireland and prices.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd5c","ark:/21198/zz0009c6r8","2","Completed","Work","","543","","","","paged","","","","Evidence|~|Patents|~|Spinning machinery ","Kay, James","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, Henry Cowper, 1808-1884","","","MS 200/5/43","Letter from James G. Marshall to Henry Marshall [23 Oct 1836]","23rd October 1836","1836-10-23","1 Letter","The letter is in regards to points that were made in trial at  York that were incorrect and arguments to be made against Kay, especially as to question whether the patent is lawful.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd6w","ark:/21198/zz0009c6r8","2","Completed","Work","","506","","","","paged","","","","Industrial development |~|Spinning machinery ","","Marshall, John II, 1791 – 1836 ","Marshall & Company, Leeds, Eng. ","Marshall, James Garth, 1802-1873","","","MS 200/5/6","Letter to James Garth Marshall presumably from J. Marshall Jr [27 April 1827]","27th April 1827","1827-04-27","1 Letter","The letter is in regards to John's plans for machinery which differ to James's. The letter is incomplete.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd7d","ark:/21198/zz0009c6r8","2","Completed","Work","","581","","","","paged","","","","Research Work","","Dawson, Henry","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","","","MS 200/5/81","Letter from Henry Dawson to Marshalls [26 Aug 1882]","26th August 1882","1882-08-26","1 Letter","The letter is a reply to the Marshall's request for information.  It states that Mr. Dawson will give them information at a later date.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd8x","ark:/21198/zz0009c6r8","2","Completed","Work","","576","","","","paged","","","","Research Work","","Marshall & Company, Leeds, Eng. ","Marshall & Company, Leeds, Eng. ","Thomson, David S.","","","MS 200/5/76","Letter from Marshall & Co. reply to Thomson [14 April 1882]","14th April 1882","1882-04-14","1 Letter","The letter is a response to David Thomson's request for information.  There are two copies of this letter.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cd9f","ark:/21198/zz0009c6r8","2","Completed","Work","","513","","","","paged","","","","Wet Spinning|~|Banks and banking|~|Staff","","Marshall, John, 1765 - 1845","Marshall & Company, Leeds, Eng. ","Marshall, John II, 1791 – 1836 ","","","MS 200/5/13","Letter from John Marshall to John Marshall Jnr [8 April 1829]","8th April 1829","1829-04-08","1 Letter","The letter is in regards to banking, staff and wet spinning.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdbz","ark:/21198/zz0009c6r8","2","Completed","Work","","536","","","","paged","","","","Evidence|~|Patents|~|Spinning machinery ","Kay, James","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, Henry Cowper, 1808-1884","","","MS 200/5/36","Letter from James G. Marshall to Henry Marshall [15 July 1836]","15th July 1836","1836-07-15","1 Letter","The letter is in regards to gathering evidence against Kay's patent, especially the use of the rollers in Kay's patent being used in wool spinning previously.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdcg","ark:/21198/zz0009c6r8","1","In progress","Work","","505","","","","paged","","","","Industrial development |~|Spinning machinery ","","Marshall, John II, 1791 – 1836 ","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/5","Letter to Father from John Marshall Jr [14 April 1827]","14th April 1827","1827-04-14","1 Letter","The letter is in regards to the manufacture of new machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdd0","ark:/21198/zz0009c6r8","2","Completed","Work","","503","","","","paged","","","","Flax|~|Experiments|~|Hackling","","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/3","Letter to Father probably from James Garth Marshall [21 Feb 1827]","21st February 1827","1827-02-21","1 letter","The letter is in regards to experiments carried out on hackling broken flax.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdfh","ark:/21198/zz0009c6r8","2","Completed","Work","","522","","","","paged","","","","Evidence|~|Patents|~|Spinning machinery |~|Health","Kay, James|~|Marshall, John II, 1791 – 1836 ","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, Henry Cowper, 1808-1884","","","MS 200/5/22","Letter from James G. Marshall to Henry Marshall [ca. 17 July 1835/6]","17th July no year possibly 1835/1836","1835/1836","1 Letter","The letter is in regards to Kay's patent case, especially with finding evidence against Kay.  There is also mention of John Marshall Jnr's illness.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdg1","ark:/21198/zz0009c6r8","2","Completed","Work","","512","","","","paged","","","","Prices|~|Patents|~|Spinning machinery ","","Marshall, John II, 1791 – 1836 ","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/12","Letter to Father possibly from John Marshall Jnr [11 Nov 1827]","11th November 1827","1827-11-11","1 Letter","The letter is in regards to prices, machinery and patents. This letter is incomplete.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdhj","ark:/21198/zz0009c6r8","2","Completed","Work","","535","","","","paged","","","","Evidence|~|Patents|~|Spinning machinery ","Kay, James","Marshall, James Garth, 1802-1873","Marshall & Company, Leeds, Eng. ","Marshall, Henry Cowper, 1808-1884","","","MS 200/5/35","Letter from James G. Marshall to Henry Marshall [12 July 1836]","12th July 1836","1836-07-12","1 Letter","The letter is in regards to the trial date and the main arguments against Kay.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdj2","ark:/21198/zz0009c6r8","1","In progress","Work","","504","","","","paged","","","","Prices|~|Industrial development |~|Linen|~|Research Work|~|Cotton","","Marshall, John II, 1791 – 1836 ","Marshall & Company, Leeds, Eng. ","Marshall, John, 1765 - 1845","","","MS 200/5/4","Letter from John Marshall Jr to Father [15 March 1827]","15th March 1827","1827-03-15","1 letter","The letter is in regards to cotton and linen prices and visits carried out to other mills.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdkk","ark:/21198/zz0009c6r8","2","Completed","Work","","567","","","","paged","","","","Industrial development |~|Spinning machinery |~|Hackling|~|Industrial production |~|Expenditure","Marshall & Company, Leeds, Eng. ","Lawson, Thomas","Marshall & Company, Leeds, Eng. ","Hives & Atkinson","","","MS 200/5/67","Letter from Thomas Lawson to Hives & Atkinson [16 Sep 1852]","16th September 1852","1852-09-16","1 Letter","The letter is in regards to a trip made to inspect hackling machines.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdm3","ark:/21198/zz0009c6r8","2","Completed","Work","","1002","","","","paged","","","","Correspondence|~|Accounts|~|Patents|~|Industrial equipment |~|Partnership|~|Industrial production |~|Business--History|~|Industrial buildings|~|Staff|~|Business enterprises|~|Clippings (Books, newspapers, etc.)|~|Sales of business enterprises ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/2","Guardbook [1782-1894]","1782-1894","1782/1894","1 Guardbook","There seems to be no arrangement to the items inside the guardbooks.  The catalogue follows the order in which the items are bound into the guardbook.|~|The guardbook is a collection of items that refer to several aspects of the Marshall company.  It contains notes for other notebooks, a c.v. for Philippe de Girard, account details, correspondence, newspaper cuttings, notes for Kay's legal case, notes on machinery, notes on patents, historical notes, price lists, production notes, staff notes, sales catalogues and legal notes for the case of Hives vs Benyons.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdnm","ark:/21198/zz0009c6r8","2","Completed","Work","","1001","","","","paged","","","","Correspondence|~|Accounts|~|Patents|~|Industrial equipment |~|Partnership|~|Industrial production |~|Business--History|~|Industrial buildings|~|Staff|~|Business enterprises|~|Child labor ","Marshall & Company, Leeds, Eng. ","","Marshall & Company, Leeds, Eng. ","","","","MS 200/10/1","Guardbook [1769-1879]","1769-1879","1769/1879","1 Guardbook","The guardbook is a collection of items that refer to several aspects of the Marshall company.  It contains questionnaires about child factory hours, historical notes, a lease for Scotland mill, correspondence, accounts, an index to the experimental notebooks, notes on property, receipts and an article of agreement for the settlement between the Benyons and the Marshalls.|~|There seems to be no arrangement to the items inside the guardbooks.  The catalogue follows the order in which the items are bound into the guardbook.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdp4","ark:/21198/zz0009c6r8","2","Completed","Work","","492","","","","paged","","","","Working Conditions|~|Labor--Standards|~|Factory workers|~|Child labor |~|Labor relations|~|Working time|~|Political oratory","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/4/9/2|~|MS 200/4/9/3|~|MS 200/4/9/4","Child Working Laws:  Notes for Speeches","17th June 1830, May 1833, and 5th July 1833","1830-06-17|~|1833-07-05|~|1833-05","3 sets of notes","Consists of three sets of notes for speeches written by John Marshall I in the course of his political career.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz0009cdqn","ark:/21198/zz0009c6r8","2","Completed","Work","","495","","","","paged","","","","Working Conditions|~|Labor--Standards|~|Factory workers|~|Child labor |~|Factory laws and legislation|~|Labor relations|~|Working time","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/4/9/5","Notes on the Resolutions of the Committee of Master Cotton Spinners","18th June 1833","1833-06-18","1 Item","The item states the changes to child working hours in cotton factories.","",""
