Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.creator,Language,Subject,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.other,Title,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.uniform,Alt ID.local,Description.caption,Date.creation,Date.publication,Date.normalized,Alt ID.lccn,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297psh,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297psh_1976959_master.tif,,,,,,,cartographic,map,pd_usfed,,"Naramore, Charles. 1879-1961.",California State Mining Bureau.,eng,Butte County (Calif.)--Maps|~|Mines and mineral resources--California--Lake County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Butte County, California",State Mining Bureau,"Shows township and section lines, creeks and rivers, lakes, canals and points of interest.|~|""January, 1904.""|~|compiled and issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; W.E. Thorne, Field Assistant for Butte County ; drawn by C. Naramore.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648633"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; on sheet 85 x 71 cm.,Butte County (Calif.)|~|California|~|Lake County|~|westernmost:W1220500|~|northernmost:N0401000|~|easternmost:W1210400|~|southernmost:N0391700,,G4363 Butte Co. H1 SMB 1904,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648633,130000,"Butte County, California",,,1904,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00297psh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00297psh/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz00297pt1,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz00297pt1_1976962_master.tif,,,,,,,cartographic,map,pd_usfed,,,California State Mining Bureau.,eng,Amador County (Calif.)--Maps|~|Mines and mineral resources--California--Amador County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Amador County, California",State Mining Bureau,"Relief represented by hachures.|~|Locations of mines and mineral deposits are numbered but not named on map.|~|issued by the State Mining Bureau ; Lewis E. Aubury, State Mineralogist ; John B. Tregloan, Field Assistant for Amador County.|~|Shows township and section lines, ranchos, creeks and rivers, ridges, lakes, canals, and power lines.|~|""August, 1903.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645098"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; on sheet 71 x 111 cm.,Amador County|~|Amador County (Calif.)|~|California|~|easternmost:W1200400|~|southernmost:N0381300|~|westernmost:W1210200|~|northernmost:N0384300,22974748,G4363 Amador Co. .H1 SMB 1903,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6645098,96000,"Amador County, California",,,1903,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00297pt1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00297pt1/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0f95,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0f95_1977299_master.tif,,,,,,,cartographic,map,pd_usfed,,"California. Division of Mines.|~|Sampson, R. J.","Tucker, W. B.",eng,Mines and mineral resources--California--Inyo County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Inyo County, California",Division of Mines,"Includes indexes of mines and mineral monuments.|~|accompanying Report on Mines and Mineral Resources of Inyo County by W.B. Tucker and R.J. Sampson, 1938.|~|""Mineralogist's Report XXXIV. October 1938.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648645"">UCLA Catalog Record</a>",cau|~|[Sacramento],1 map ; 55 x 79 cm.,Inyo County|~|California|~|easternmost:W1140700|~|southernmost:N0323200|~|westernmost:W1242500|~|northernmost:N0420000,84669360,G4363 Inyo Co. 380 CDM 1938,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6648645,375000,"Map of Inyo County, California: showing locations of principal mines",,,1938|~|[1938],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0f95,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0f95/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fc6,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fc6_1977333_master.tif,,,,,,,cartographic,map,pd_usfed,,"Hobson, J. B.",California State Mining Bureau.,eng,Geology--California--Nevada County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Geological map of Nevada County,California State Mining Bureau,"Relief represented by hachures.|~|by J.B. Hobson, Assistant in the Field.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806678"">UCLA Catalog Record</a>","[San Francisco, Calif.?|~|cau",1 map : col. ; 22 x 35 cm.,Nevada County|~|California,25420908,G4363 Nevada Co. .C5 350 CSMB,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=806678,350000,,,,[19--?]|~|1963|~|1900,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0fc6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0fc6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fdq,ark:/21198/zz0028tr8x,7,Needs Review,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fdq_1977347_master.tif,,,,private,,,cartographic,map,,,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Burney Quadrangle (needs attention),,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0fdq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0fdq/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0fgr,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0fgr_1977363_master.tif,,,,,,,cartographic,map,pd_usfed,,,Geological Survey (U.S.).,eng,Mines and mineral resources--California--Nevada County--Maps|~|Mines and mineral resources--California--Grass Valley Region--Maps|~|Grass Valley Region (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California (Nevada Co.), Grass Valley special map.",U.S. Geological Survey,Surveyed in 1891.|~|Contour interval 20 feet.|~|Shows mines and placer diggings.,[Washington]|~|dcu,1 map : col. ; 45 x 35 cm.,California|~|Grass Valley Region (Calif.)|~|Nevada County|~|westernmost:W1210505|~|southernmost:N0391022|~|northernmost:N0391350|~|easternmost:W1210135,46642913,G4363 Nevada Co.--Grass Valley .H2 14.4 USGS 1901/1909,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6647512,14400,Grass Valley|~|Grass Valley special map,,"Ed. of Mar. 1901, repr. Feb. 1909.",1909,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0fgr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0fgr/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hqb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hqb_1977483_master.tif,,,,,,,cartographic,map,pd_usfed,,,,eng,,,Monterey County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,General Highway Map Monterey County California,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7150415"">UCLA Catalog Record</a>",,,Monterey County (Calif.),,G4363.P2 160 DPW 1937,,,,,,,1937,,1937,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0hqb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0hqb/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hsc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hsc_1977537_master.tif,,,,,,,cartographic,map,pd_usfed,,,,eng,Geology--California--Maps,,Lake County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Geolological Map of the Clear Lake District,,,,,Lake County (Calif.),,G4363 Lake Co. C5 96 US65 (1885),,,,,,,1885,,1885,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0hsc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0hsc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0htw,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0htw_1977542_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Highways.,eng,Roads--California--Kings County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"General highway map, Kings County, California.","Dept. of Public Works, Division of Highways","Title from bottom margin.|~|""Oct. 31, 1938.""|~|Blue line print.|~|UCLA copy lacks sheets 1 and 2.|~|Shows cities, towns and farm units; townships, ranges and sections; roads, railroads, rivers, creeks and sloughs.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6656572"">UCLA Catalog Record</a>","[Sacramento, Calif|~|cau",1 map on 3 sheets : photocopy ; sheets 46 x 46 cm.,Kings County|~|California,712037442,G4363 Kings Co. .P1 1938,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6656572,125000,,,,1938|~|1938],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0htw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0htw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0hvd,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0hvd_1977545_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Forestry.,eng,Lake County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Administrative map of Lake County, 1937",The Division,"Relief represented by hachures.|~|M.B. Pratt, State Forester.|~|At head of title: State of California, Dept. of Natural Resources, Div. of Forestry.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=796916"">UCLA Catalog Record</a>",[S.l.]|~|xx,1 map ; on sheet 86 x 59 cm.,Lake County (Calif.),23168524,G4363 .Lake 126 CDofF 1937,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=796916,126000,,,,1937,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0hvd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0hvd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0j0z,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0j0z_1977549_master.tif,,,,,,,cartographic,map,copyrighted,,,"McDow, George N. 1910-.",eng,Lassen County (Calif.)--Maps|~|Lassen County (Calif.)--Surveys--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of Lassen County, California",Geo. N. McDow,"Relief represented by hachures.|~|Legend on slip of paper pasted to map.|~|Compiled and drawn by Geo. N. McDow.|~|Blue line print; hand colored to show areas surveyed in 1934 and 1935, and ""Infected areas"" in 1935.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6653609"">UCLA Catalog Record</a>","Susanville, Calif|~|cau",1 map : photocopy ; 85 x 60 cm.,Lassen County (Calif.),227493372,G4363 Lassen Co. ca. 190 GNMD,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6653609,190080,,,,1935|~|[1935?],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0j0z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0j0z/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0j20,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0j20_1977572_master.tif,,,,,,,cartographic,map,copyrighted,,"Robertson, A. M. publisher.",Del Monte Properties Company.,eng,"Monterey Peninsula (Calif.)--Maps|~|Monterey Peninsula (Calif.)--Maps, Tourist",,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,California's playground.,A.M. Robertson,"Pictorial map showing Monterey Peninsula.|~|Copyright: Del Monte Properties Co.|~|Relief represented pictorially.|~|""To his Excellency the Count of Monterey: this limned map and history of his own harbour and peninsula discovered by Viscaino AD 1602: occupied by Portola AD 1770: showing its points of interest, its manifold allurements and the properties being developed by the undersigned is humbly dedicated by your Excellency's obedient & most humble servts.""|~|Some place names in Spanish.|~|Includes ill. of regional history.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6652076"">UCLA Catalog Record</a>",San Francisco|~|cau,1 map : col. ; 62 x 47 cm.,Monterey Peninsula (Calif.),81897883,G4363 Monterey Co. .A5 NS DMPC 1927,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6652076,,,,,1927|~|c1927,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0j20,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0j20/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0j3h,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0j3h_1977626_master.tif,,,,,,,cartographic,map,pd,,,"Dawson, E. H.",eng,Mines and mineral resources--California--Madera County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Sketch map of the Enterprise Mine, Madera County, California",s.n.],"E.H. Dawson.|~|Brown line print.|~|Includes cross section.|~|Relief represented by spot heights.|~|Oriented with north toward the lower right.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1070601"">UCLA Catalog Record</a>",cau|~|[California?,1 map : photocopy ; 69 x 61 cm.,Madera County|~|California,26644137,G4363 .Madera Co. H1 ns EHD 1915,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1070601,480,,,,1915,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0j3h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0j3h/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0jd5,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0jd5_1977658_master.tif,,,,,,,cartographic,map,pd_usfed,,,,eng,Mines and mineral resources--California--Nevada County--Maps,,Nevada County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Western Portion Nevada County California Showing Mining Claims,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6781750"">UCLA Catalog Record</a>",,,Nevada County (Calif.),44141540,G4363 Nevada Co. .H1 95 CAL 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6781750,,,,,1940,,1940,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0jd5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0jd5/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0jfp,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0jfp_1977688_master.tif,,,,,,,cartographic,map,pd_usfed,,,California. Division of Oil and Gas.,eng,Oil fields--California--Fresno County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of the Coalinga Oil Field, Fresno County, California",The Department,"Blue line print.|~|California State Mining Bureau, Dept. of Petroleum & Gas.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=795721"">UCLA Catalog Record</a>","San Francisco, Calif|~|cau",1 map : photocopy ; 126 x 86 cm.,Fresno County|~|California,25731272,G4363 Fresno Co. .H8 25 CSMB 1921,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=795721,24000,,,"Rev. to May 1, 1921.",1921|~|[1921],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0jfp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0jfp/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0jg6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0jg6_1977704_master.tif,,,,,,,cartographic,map,public domain,,,,eng,Military maps,,San Francisco (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"San Francisco Map, June 30, 1871",,,,,San Francisco (Calif.),,G4363 MODOC CO MDP 1871,,,,,,,1871,,1871-06-30,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0jg6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0jg6/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0jj7,ark:/21198/zz0028tr8x,8,Record proofed; needs metadata review ,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0jj7_1977715_master.tif,,,,private,,,cartographic,map,copyrighted,,"White, Max Gregg. 1916-.","West, Walter S. (Walter Scott). 1912-.",eng,Radioactive substances|~|Mineralogy—Alaska—Seward Peninsula,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,The occurrence of zeunerite at Brooks Mountain,,"""References cited"": p. 7.|~|by Walter S. West and Max G. White.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6430376"">UCLA Catalog Record</a>",dcu|~|Washington,7 p. maps (1 fold.) tables. 27 cm.,Alaska|~|Seward Peninsula,721326232,G4363 Monterey Co.-San Benito Co. 200 Freese,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6677337,,"Zeunerite at Brooks Mountain, Seward Peninsula, Alaska",,,1952,,,gs 53000065,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0jj7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0jj7/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0mp8,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0mp8_1977744_master.tif,,,,,,,cartographic,map,pd_usfed,,"Laizure, C. McK. (Clyde McKeever). 1878-.",California. Division of Mines and Geology.,eng,Gold mines and mining--California--Mariposa County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Map of Mariposa County showing principal gold mines,Division of Mines,"""Accompanying Report of C. McK. Laizure, January 1935, State Mineralogist's Report XXXI.""|~|compiled with additions from San Joaquin Light and Power Co.'s ""Map of Mariposa District.""|~|Includes ""List of gold mines.""|~|Spot locates 34 gold mines.|~|Relief represented by contours.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797342"">UCLA Catalog Record</a>",cau|~|[Sacramento],1 map ; 42 x 51 cm.,California|~|Mariposa County,21715064,G4363 .H2 n.s. DNR 1935,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=797342,200000,,,,1935|~|[1935],,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0mp8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0mp8/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0mqs,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/21198-zz002b0mqs_1977752_master.tif,,,,,,,cartographic,map|~|Road maps.,pd_usfed,,,,eng,Roads--California,,Mendocino County (Calif.)--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Road map of Mendocino County, California",Board of Supervisors,"Includes distance chart and statistics|~|E.H. Smith, County Surveyor|~|Blue line print.|~|""Presented by Mendocino County.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2309326"">UCLA Catalog Record</a>","[Ukiah, Calif.]","1 map : photocopy, mounted on muslin ; 58 x 51 cm.",Mendocino County (Calif.),23076325,G4363 Mendocino Co. .P2 250 MCBS 1917,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2309326,,,,,1917,,1917,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0mqs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0mqs/manifest
