Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq14t,ark:/21198/zz000sq0zr,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,"Arabic language $v Dictionaries|~|Lexicography|~|Maydānī, Aḥmad ibn Muḥammad, $d d. 1124. $t Sāmī fī al-asāmī",,,,,,,,,,,Persian|~|Arabic,Nastaʿlīq|~|Nastaʿlīq,,0034_006,Al-Abānah fī sharḥ Kitāb al-sāmī fī al-asāmī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",11th C. [1592-1689],21 x 13 cm.,,,P. 81 only.  From a commentary on the book of Arabic linguistics al-Sāmī fī-al-asāmī. Author is unknown.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 659.",الابانة في شرح كتاب السامي في الاسامي,,1592/1689,Dānishpazhūh dates manuscript as 11th C. AH.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq15b,ark:/21198/zz000sq0zr,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Imams (Shiites)|~|Hadith (Shiites),,,,,,,,,,,Arabic,Nastaʿlīq,,0034_007,Muntakhab min al-aḥādīth fī umūr mukhtalifah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",11th C. [1592-1689],21 x 13 cm.,,,"Pp. 83-85.  Three pages on various ḥadīth and stories of the Shīʿī imams. Incomplete, missing ending. Author is unknown.",,,منتخب من الاحاديث في امور مختلفة,,1592/1689,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq16v,ark:/21198/zz000sq0zr,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Physics|~|Aristotle. $t Nicomachean ethics|~|Fārābī. $t Ārāʾ ahl al-madīnah al-faḍīlah|~|Ethics,,,,,,,,,,,Arabic,Naskh,,0034_008,Safaḥāt min aqsām al-ḥikmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",11th C. [1592-1689],21 x 13 cm.,,,"Fragment, missing beginning and ending. Pp. 86-87.  The first part deals with practical philosophy, a commentary on Aristotle's Book of Ethics, and al-Fārābī's the Virtuous City. Followed by a discussion of natural philosophy. Author is unknown.",,,صفحات من اقسام الحكمة,,1592/1689,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq17c,ark:/21198/zz000sq0zr,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Arabic literature $x History and criticism $v Early works to 1800,,,,,,,,,,,Arabic,Nastaʿlīq,,0034_009,Ṣafaḥāt min al-adab al-ʿarabī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",1087 [1676],21 x 13 cm.,,,"Pp. 88-90.  Fragment, missing beginning. Three pages on Arabic literature. The second page is damaged. Author is unknown.",,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 659.",صفحات من الادب العربي,,1676,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq18w,ark:/21198/zz000sq0zr,7,Needs Review,ChildWork,,,,,pd,"Inheritance and succession (Islamic law) $v Early works to 1800 |~|Women $x Legal status, laws, etc. (Islamic law) $v Early works to 1800|~|Shīʿah $x Customs and practices $v Early works to 1800",,,,,,,,,,,Persian,Nastaʿlīq,,0034_010,Risālah dar irth-i zan,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",1087 [1676],21 x 13 cm.,,,Pp. 91-98.  Treatise in Persian on the legal inheritance rights of women.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 659.",رساله در ارث زن,,1676,DP gives author “Muhammad ‘Ali Raḍawii.”  Cannot find any record of this author.,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq19d,ark:/21198/zz000sq0zr,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Koran $v Commentaries,,,,,,,,,,,Persian,Nastaʿlīq,,0034_011,Jawāhir al-tafsīr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",11th C. [1592-1689],21 x 13 cm.,,,"P. 99.  One page, missing beginning. Commentary on the Qurʾān. Author is unknown.",,,جواهر التفسير,,1592/1689,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1bx,ark:/21198/zz000sq0zr,7,Needs Review,ChildWork,,,,,pd,Inheritance and succession (Islamic law)|~|Shīʿah $x Customs and practices|~|Islamic law $x Interpretation and construction,,,,,,,,,,,Arabic,Naskh,,0034_012,al-Farāʾiḍ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",n.d.,21 x 13 cm.,,,"Missing ending. On jurisprudence, dealing with inheritance. Author is unknown.",,,الفرائض,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1cf,ark:/21198/zz000sq0zr,7,Needs Review,ChildWork,,,,,pd,Aristotle. $t Posterior analytics|~|Logic|~|Aristotle. $t Prior analytics,,,,,,,,,,,Arabic,Nastaʿlīq,,0034_013,Naqd al-uṣūl wa-talkḥīs al-fuṣūl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",n.d.,21 x 13 cm.,,,On logic. The second part is a commentary on Aristotle's Prior Analytic and Posterior Analytic. Author is unknown.,,,نقد الاصول وتلخيص الفصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1dz,ark:/21198/zz000sq0zr,7,Needs Review,ChildWork,,,,,pd,Physics $v Early works to 1800|~|Philosophy $v Early works to 1800,,,"Avicenna, $d 980-1037",,,,,,,,Arabic,Naskh,,0034_014,al-Ishārāt wa-al-tanbīhāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",n.d.,21 x 13 cm.,,,Begins with a discussion of physics and includes Arabic commentary in the margins. Missing ending.,,,الاشارات و التنبيهات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1fg,ark:/21198/zz000sq0zr,7,Needs Review,ChildWork,,,,,pd,Angels $x Islam|~|Prophets in the Koran|~|God (Islam) $x Knowableness|~|Sacred books,,,,,,,,,,,Arabic,Nastaʿlīq,,0034_015,Anwār al-ḥikmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 34",n.d.,21 x 13 cm.,,,"Islamic religious tracts on the knowledge of God, Angels, prophets, and revealed books. Author is unknown.",,,انوار الحكمة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1hh,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Inheritance and succession (Islamic law) $v Early works to 1800 |~|Shīʿah $x Customs and practices $v Early works to 1800,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Arabic,Naskh,,0035_001,al-Farāʾiḍ al-nasīrīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,On inheritance. Missing beginning folios and includes notes in the margins.,,,الفرائض النصيرية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1j1,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Translation to heaven $v Early works to 1800|~|Life $v Early works to 1800|~|Metaphysics $v Early works to 1800|~|Philosophy, Islamic $v Early works to 1800",,,"Avicenna, $d 980-1037",,,,,,,,Arabic,Naskh,,0035_002,Risālah fī innā min ay mawḍiʿ jiʾnā ilá hādhā al-ʿālim,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,On metaphysics. Deals with the purpose of existence and the transmigration of the soul after death.,,,رسالة في انا من اي موضع جئنا الى هذا العالم,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1kj,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Mysticism $v Early works to 1800|~|Knowledge, Theory of $v Early works to 1800|~|Philosophy $v Early works to 1800",,,,"Ibn al-ʿArabī, $d 1165-1240",,,,,,,Arabic,Naskh,,0035_003,Faṣl al-maʿlūl ṣūrat al-ʿillah wa ẓāhirihā,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A two page treatise on philosophy and mysticism. Covers knowledge of the self.,,,فصل المعلول صورة العلة و ظاهرها,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1m2,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Creation (Islam) $v Early works to 1800|~|Islamic sermons, Arabic $v Early works to 1800",,,"Avicenna, $d 980-1037",,,,,,,,Arabic,Naskh,,0035_004,al-Khuṭbah al-ghurrāʾ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A two page sermon praising God's creation and the teleological structure of the universe.,,,الخطبة الغراء,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1nk,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Avicenna, $d 980-1037. $t Khuṭbah al-ghurrāʾ|~|Creation (Islam) $v Early works to 1800|~|Islamic sermons, Arabic $v Early works to 1800",,,"Avicenna, $d 980-1037",,,Omar Khayyam,,,,,Persian,Nastaʿlīq,,0035_005,Sharḥ al-Khuṭbah al-ghurrāʾ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",472 [1079 or 1080],21 x 16 cm.,,,A commentary on and translation of Ibn Sina's original sermon by ʿUmar Khayyām (1048-1131).,,,شرح الخطبة الغراء,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1p3,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes $v Early works to 1800|~|Koran. $p Sūrat al-Ikhlās $v Commentaries|~|Metaphysics $v Early works to 1800,,,,"Avicenna, $d 980-1037",,,,,,,Arabic,Naskh,,0035_006,Tafsīr Sūrat al-Ikhlāṣ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"This is a philosophical interpretation on the Qurʾānic surah al-Ikhlās, with an emphasis on metaphysics and the unity of God. Includes notes in the margins. Attributed to Ibn Sīnā.",,,تفسير صورة الاخلاص,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1qm,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Koran. $p Sūrat al-Falaq $v Commentaries $v Early works to 1800|~|Metaphysics $v Early works to 1800,,,,"Avicenna, $d 980-1037",,,,,,,Arabic,Naskh,,0035_007,Tafsīr Sūrat al-Falaq,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"This is a philosophical interpretation on the Qurʾānic surah, al-Falaq, with an emphasis on metaphysics. Attributed to Ibn Sīnā.",,,تفسير صورة الفلق,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1r4,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Koran. $p Sūrat al-Nās $v Commentaries $v Early works to 1800|~|Metaphysics $v Early works to 1800,,,,"Avicenna, $d 980-1037",,,,,,,Arabic,Naskh,,0035_008,Tafsīr Sūrat al-Nās,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A philosophical interpretation of the Qurʾānic sūrah al-Nās with an emphasis on metaphysics. Attributed to Ibn Sīnā.,,,تفسير سورة الناس,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1sn,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Mysticism $v Early works to 1800|~|Sufism $v Early works to 1800,,,"Dāmād, Muḥammad Bāqir ibn Muḥammad $d d. 1631?",,,,,,,,Arabic,Naskh,,0035_009,al-Risālah al-khalʿīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",1023 [1614 or 1615],21 x 16 cm.,,,A two-page tract on mysticism.,,,الرسالة الخلعية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1t5,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes $v Early works to 1800|~|Koran. $p Sūrat al-Ikhlās $v Commentaries|~|Metaphysics $v Early works to 1800|~|Prophecy $x Islam $v Early works to 1800,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Arabic,Naskh,,0035_010,Tafsīr Sūrat al-Ikhlāṣ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",1217 [1802 or 1803],21 x 16 cm.,,,Qurʾānic exegesis including metaphysical discussions of the unity of God and the concept of prophecy.,,,تفسير صورة الاخلاص,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1vp,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes $v Early works to 1800|~|Koran. $p Sūrat al-Ikhlās $v Commentaries|~|Metaphysics $v Early works to 1800|~|Prophecy $x Islam $v Early works to 1800,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Arabic,Naskh,,0035_011,Tafsīr Sūrat al-Ikhlāṣ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"This is a philosophical interpretation of the Qurʾānic surah, al-Ikhlāṣ, with an emphasis on metaphysics and the unity of God. Includes notes in the margins.",,,تفسير صورة الاخلاص,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1w6,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800|~|Islamic ethics $v Early works to 1800 ,,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,Persian,Nastaʿlīq,,0035_012,Āghāz va anjām,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,,,,آغاز و انجام,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1xq,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Transmigration $v Early works to 1800|~|Plato|~|Free will and determinism $x Religious aspects $x Islam $v Early works to 1800|~|Metaphysics $v Early works to 1800,,,"Dawwānī, Muḥammad ibn Asʿad, $d 1426 or 7-1512 or 13",,,,,,,,Arabic,Naskh,,0035_013,Man aẓhar sirr al-qadr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"Treaty on fate and destiny, including a commentary on Plato's view on the transmigration of souls.",,,من اظهر سر القدر|~|رسائل متفرقة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq1z7,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Koran. $p Sūrat al-Kāfirūn $v Commentaries $v Early works to 1800,,,"Qummī, Abū al-Qāsim, $d d. 1816",,,,,,,,Persian,Nastaʿlīq,,0035_014,Tafsīr Sūrat al-Kāfirūn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,Contains twenty chapters of Qurʾānic exegesis. Includes notes in the margins.,,,تفسير سورة الكافرون,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq207,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes|~|Koran $x Hermeneutics |~|Metaphysics,,,,,,,,,,,Arabic,Naskh,,0035_015,Risāʾil mutafarriqah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,Various treatises by an unknown author.,,,تفسير سورة الاخلاص|~|رسائل متفرّقة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq21r,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes|~|Metaphysics|~|Shīʿah $x Doctrines,,,,,,,,,,,Arabic,unidentified,,0035_016,Min jāmiʿ al-shitāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"Covers aspects of Shīʿī belief, including the concept of divinity, with a Persian introduction. Ending incomplete. Author is unknown.",,,من جامع الشتات|~|تفسير سورة الاخلاص,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq228,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God (Islam) $x Attributes|~|Prophecy $x Islam|~|Koran. $p Sūrat al-Ikhlās $v Commentaries,,,"Tankābanī, Ḥusayn ibn Ibrāhīm",,,,,,,,Arabic,Naskh,,0035_017,Tafsīr Sūrat al-Ikhlāṣ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,Qurʾānic exegesis including metaphysical discussions of the unity of God and the concept of prophecy.,,,رسالة في وحدة الوجود,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq23s,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,God $x Proof|~|Philosophy,,,,,,,,,,,Persian,Naskh,,0035_018,Risālah fī shubhat Ibn Kammūnah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A two-page tract on philosophy and the problem of the necessary being. Author is unknown.,,,رساله فی شبههً ابن کمونه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq249,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,,,,,,,,,Persian,Naskh,,0035_019,Parākandah'hā,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,,,,پراکنده ها,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq25t,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Philosophy, Islamic|~|God (Islam) $x Attributes|~|Metaphysics",,,,,,,,,,,Arabic|~|Arabic,Shikastah-Nastaʿlīq|~|Naskh,,0035_020,Risalah fī waḥdat al-wujūd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A short treatise on the concept of the unity of being. Incomplete ending. Author is unknown.,,,رسالة في وحدة الوجود,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq26b,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Liquor laws (Islamic law) $v Early works to 1800|~|Iran $x History $y Ṣafavid dynasty, 1501-1736 $v Early works to 1800 |~|Prohibition $z Iran",,,"Astarābādī, Fakhr al-Dīn ibn Abu al-Ḥusayn, $d d. 1618",,,,,,,,Persian,Shikastah-Nastaʿlīq,,0035_021,Raqm-i Shāh Ṣafī dar manʿ aI-sharāb,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,A one-page tract on the prohibition of alcohol by the Safavid Shah.,,,رقم شاه صفي در منع الشراب,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq27v,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Mystics $v Early works to 1800,,,"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yū̄suf, $d 1250-1325",,,,,,,,Arabic,Naskh,,0035_022,Rawāyah ʿan Ibn Ṭāwūs,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,"Moral stories about mystics, including a story about the caliph Hārūn al-Rashīd and al-bahlūl al-majnūn. End folios are missing.",,,رواية عن ابن طاوس,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq28c,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,"Ḥillī, Ibn al-ʿAtāʾiq. Sharḥ al-Qisṭās|~|Logic $v Early works to 1800",,,"Ghazzālī, $d 1058-1111",,,,,,,,Arabic,Naskh,,0035_023,Mughāliṭāt min sharḥ al-Qisṭās,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",1217 [1802 or 1803],21 x 16 cm.,,,"A short philosophical treatise on the fallacy of logic, as found in Ibn al-ʿAtāʾiq al-Ḥillī's work on logic, Sharḥ al-Qisṭās.",,"Dharīʿah v.13 no. 1469, p.391",مغالطات من شرح القسطاس,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq29w,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,,,,,,,,,,,,unidentified,unidentified,,0035_024,untitled,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",n.d.,21 x 16 cm.,,,,,,,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sq2bd,ark:/21198/zz000sq1g0,7,Needs Review,ChildWork,,,,,pd,Logic $v Early works to 1800|~|Dialectic $v Early works to 1800,,,Fārābī,,,,Muḥammad Kaẓim,,,,Arabic,Naskh,,0035_025,Risālah fī ādāb al-munāẓirah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 5, 35",1217 [1802 or 1803],21 x 16 cm.,,,Deals with the art of dialectics. Includes notes in the margins.,,,رسالة في آداب المناظرة,,,,,,,,,,,,
