Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2rg,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2rg%2F9b65qk3m,African American motion picture actors and actresses--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Mundy, Dorothy, $d 1909-1947|~|Beavers, Louise, $d 1902-1962|~|Beavers, William, $d 1877-1963",People,,"University of California, Los Angeles. $b Library Special Collections",,eng,,,,,,,,Collection 1867 Box 1 Folder 2,"Louise Beavers with her father, William Beavers, behind the Musart Theatre on the opening night of Two in a Bed, Los Angeles, 1946",,"Crowd behind the Musart Theatre (1320 S. Figueroa) on the opening night of Two in a Bed, staring Louise Beavers and Mae Johnson. Actress Louise Beavers stands with her arm around her father. Dorothy Mundy is visible in the background, to the left next to a ladder.|~|All information concerning the content and description of the image was provided by Walter Gordon.",054|~|YRLSC_gordonphotos_0054,,1946-02-27,"February 27, 1946",1 photograph : b&w,California--Los Angeles,On photo envelope: society editor [...] / Ruth Powell [...] / V G [...],34.039966,-118.268493,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2rg/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2s0,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2s0%2Fsz49w06s,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Smith, Jesse, $c photographer",,,,,,,Collection 1867 Box 1 Folder 2,"Walter L. Gordon, Jr. with two clients after a trial, Los Angeles, 1940s",,"Walter L. Gordon, Jr. (center) with his two clients after a trial. The man on the left was a church minister, and the man on the right was his assistant. They were accused of stealing money from the church.|~|All information concerning the content and description of the image was provided by Walter Gordon.|~|Stamp on back of photo: ""Jesse Smith, 940 E. 42nd Place, Los Angeles 11, Calif.""",055|~|YRLSC_gordonphotos_0055,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"On back of photo: ""Church fight.""",,,,,Church fight,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2s0/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2th,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2th%2Fdz95j497,African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Williams, David W., $d 1910-2000",People|~|Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 1 Folder 2,"David Williams in a law office, Los Angeles, 1940s",,Attorney David W. Williams in a law library.|~|All information concerning the content and description of the image was provided by Walter Gordon.,056|~|YRLSC_gordonphotos_0056,"Williams, who in 1969 became the first African American judge appointed to the Federal Court west of the Mississippi, was part of a second generation of lawyers in Los Angeles.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2th/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2x2,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2x2%2Fq706bj6t,,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Unidentified African American woman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0059,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"On back of photo: Alice - Who is this girl. Put her name on it and please mail it back to me. [a note from Walter Gordon, most likely to Alyce Key, asking her to help identify the woman in the photograph]",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2x2/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p2zk,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p2zk%2Fpc811225,African American businesspeople $z California $z Los Angeles|~|African American real estate agents $z California $z Los Angeles|~|African American women singers,still image,copyrighted,unknown,Black-and-white photographs,"Hill, C. W. $q (Charles Wesley), $c Dr., $d 1900-1977|~|Green, Norma Ann Amato, $d 1923-2010|~|Brown, Anne, $d 1912-2009",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Norma Green, C. W. Hill, and Anne Brown, Los Angeles, 1940s",,"L to R: Norma Green, C. W. Hill, Anne Brown.|~|All information concerning the content and description of the image was provided by Walter Gordon.",060|~|YRLSC_gordonphotos_0060,"Anne Wiggins Brown was an African American soprano radio and concert singer, perhaps best known for singing the part of Bess in the world premier of Porgy and Bess in Boston. In the late 1940s, Brown moved to Norway, to escape the continuing racial prejudice in the United States.|~|Dr. C. W. Hill had a varied, but successful, career as a dentist and real estate broker; he was also involved with the International Film and Radio Guild (IFRG), an organization dedicated to protecting the rights of minorities in the entertainment world.|~|Norma Green was married to Eddie Green, of the Duffy's Tavern radio show.",1940/1959,[1940-1959s],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p2zk/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p334,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p334%2F1j443x6q,African American dancers $z California $z Los Angeles|~|African American women political activists $z California $z Los Angeles|~|African American photographers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Honoré, Beulah, $d 1908-1985|~|Martina, Betty, $d 1919-1969|~|Griffith, Lula|~|Cooper, Lena Torrence, $d 1922-1994",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 2,"Lena Torrance, Lula Griffith, Beulah Honoré, and Betty Martina, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Most of the women in this photograph are unidentified. Second from left is Lena Torrance (later Lena Torrance Cooper). Third from the right, carrying a white handbag, is Lula Griffith. Forth from the right in a matching hat and dress is a woman with the last name of Pettigrew. To the right, in a white jacket with polka dots, is Beulah Honoré. At the far right is Betty Martina.",YRLSC_gordonphotos_0064,"Lula Griffith was a photographer and Red Griffin's girlfriend.|~|Betty Martina, dancer, teacher and choreographer, was the director of the Betty Martina dance studio, specializing in Spanish-Moroccan dance. She was also  the wife of journalist Lawrence LaMar.|~|Beulah Honoré, a former dancer with the Regalettes in Chicago, and also an interior designer and milliner, was married to Gideon Honoré, a member of Duke Ellington's orchestra.|~|Lena Torrence Cooper was an actress and socialite who contributed to civic organizations.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p334/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p355,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p355%2Fxg42xq0f,,still image,copyrighted,unknown,Black-and-white photographs,"Rainey, Julian D. $q (Julian David), $d 1888-1961",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Taylor, Sam, $d 1892-1976 ",,,,,,,Collection 1867 Box 1 Folder 3,"Julian Rainey with Miss Booker, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,066|~|YRLSC_gordonphotos_0066,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p355/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p376,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p376%2F2148qj9p,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 1 Folder 3,"Bathing beauty, Los Angeles, 1940s",,"Unidentified ""bathing beauty"" who was popular in Los Angeles in the 1940s.|~|All information concerning the content and description of the image was provided by Walter Gordon.",068|~|YRLSC_gordonphotos_0068,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p376/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p397,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p397%2F0s847g1n,African American journalists $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Cole, Louis V., $d 1901-1974",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 1 Folder 3,"Louie Cole with unidentified women, Los Angeles, 1940s",,Louie Cole is standing at the left. The women in the photograph are unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,070|~|YRLSC_gordonphotos_0070,"Louis ""Louie"" V. Cole began his career as a newspaper reporter for the Sentinel and became a civic leader of South Central Los Angeles. He dubbed himself the ""Mayor of Central Avenue.""",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,"On back of photograph: ""Wrote for the Sentinel.""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p397/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3br,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3br%2F64372m69,African American women $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Jackson, Sue",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 1 Folder 3,"Sue Jackson in a bathing suit, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,071|~|YRLSC_gordonphotos_0071,"Sue Jackson was a smart young woman, raised near the Dunbar Hotel on Central Avenue. She knew all the hustlers in that area.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p3br/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3px,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3px%2Fxx13jp66,Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Taylor, Sam, $d 1892-1976 ",,,,,,,Collection 1867 Box 1 Folder 3,"Unidentified men and women at a nightclub, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_081,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p3px/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025p3sg,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3sg%2Fd580fm79,"Poets, American $y 20th century|~|Tap dancers $z United States",still image,copyrighted,unknown,Black-and-white photographs,"Johnson, Mae, $d 1916-1999|~|Key, Alyce, $d 1911-2010|~|Nugent, Pete, $d 1909-1973|~|Atkins, Cholly|~|Coles, Honi, $d 1911-1992",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 1 Folder 3,"Dancers Charles ""Honi"" Coles, Charles ""Cholly"" Atkins, Mae Johnson, Alyce Key, and Pete Nugent, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|The man at the far right of the photo was identified by Mr. Gordon as Langston Hughes; however, there is a handwritten caption identifying him as Peter Nugent Deacon(?).|~|At table, left to right: Charles ""Cholly"" Atkins, Charles ""Hone"" Coles, Mae Johnson, unidentified woman, and Pete Nugent. Alyce Key is standing behind the couple at the piano, with a man's hand resting on her shoulder. Atkins and Coles, preeminent tap dancers, performed together for nineteen years, starting in 1940. Atkins was an expert wing dancer, while Coles's specialty was precision.",YRLSC_gordonphotos_0084,"Charles ""Honi"" Coles was an American actor and tap dancer known for his extraordinary elegance and technical precision. He learned to dance on the streets of Philadelphia and went on to a career on stage in vaudeville and the concert world, in film, and on television. He served as president of the Negro Actors Guild and was at the forefront of the tap revival starting in the early 1970s. He brought tap to the world of concert dance with his performance in the Joffrey Ballet production of Agnes De Mille's ""Conversations on the Dance"", in 1978. In 1983 he received the Tony Award, Fred Astaire Award, and Drama Desk Award for best featured actor and dancer in a musical for the Broadway hit, My One and Only.|~|Gary Lambert “Pete” Nugent was a preeminent tap dancer in the class act tradition. In the 1930s he was a member of the act of “Pete, Peaches and Duke,” performing in venues such as the Cotton Club. After that he had a solo act “Public Tapper, Number One”.  During World War II he spent his military service touring in Irving Berlin’s show This is the Army. Although Nugent considered himself a tap dancer first and foremost, he preferred “all body motion and no tap”, rather than “all tap and no body motion”. Later, Pete teamed up with Charles “Honi” Coles and opened a dance studio in NYC with called “Dance Craft.” He also performed with Coles in “A History of Tap Dance and its Relationship to Jazz” at the  Newport Jazz Festival, which brought tap back into the public eye.|~|Alice (Alyce) Key was a Los Angeles dancer who later became a journalist, community activist, and political leader.|~|Mae Johnson was a showgirl, dancer, singer and actress who was well known in the black entertainment world in the 1930s and 1940s. Her career began with nightclub performances  in New York. She had the staring role in the film ""Keep Punching."" On the west coast she appeared in a few Hollywood films that had black musical numbers, giving a memorable performance in Lena Horne's ""Stormy Weather."" She recorded some songs with Austin McCoy and co-starred in the hit play ""Two in a bed"" with Louise Beavers.|~|Charles “Cholly” Atkins (1913–2003) was an American jazz tap dancer and vaudeville performer, who later became noted as the house choreographer for the various artists on the Motown label. (Wikipedia)",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025p3sg/manifest
