"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093csm","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093csm-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/sm/21198=zz00093csm/ark%2B=21198=zz00093csm.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Location: Los Angeles, California.|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore","Minzar San Simon (The Monastery of San Simon)","clym200203acwf_srf007-62_side1-13","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093csm%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093ct4","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093ct4-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/t4/21198=zz00093ct4/ark%2B=21198=zz00093ct4.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore","(Explanation of Minzar San Simon)","clym200203acwf_srf008-62_side1-01","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093ct4%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093cvn","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093cvn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/vn/21198=zz00093cvn/ark%2B=21198=zz00093cvn.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.","Rekhov Mandel (Mandel Street)","clym200203acwf_srf008-62_side1-02","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093cvn%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093cz6","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093cz6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3c/z6/21198=zz00093cz6/ark%2B=21198=zz00093cz6.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.|~|Performer: Yaakov Shechter","Halkhoo Banot Lamaayan (The Girls Went to the Fountain)","clym200203acwf_srf008-62_side1-03","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093cz6%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d06","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d06-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/06/21198=zz00093d06/ark%2B=21198=zz00093d06.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Children's Rhymes, Street Songs, and Army Songs from Israel","Dofkim Dofkim (Knocking Knocking)","clym200203acwf_srf008-62_side1-04","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d06%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d1q","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d1q-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/1q/21198=zz00093d1q/ark%2B=21198=zz00093d1q.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.|~|Performer: Yaakov Shechter","Ookshe-Hee Mitpashetet (And When She Takes Off) & Sooraleh","clym200203acwf_srf008-62_side1-05","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d1q%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d27","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d27-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/27/21198=zz00093d27/ark%2B=21198=zz00093d27.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.","Zoog Zoog (Say say)","clym200203acwf_srf008-62_side1-06","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d27%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d3r","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d3r-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/3r/21198=zz00093d3r/ark%2B=21198=zz00093d3r.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.","Tavlool (Disease of the Eye)","clym200203acwf_srf008-62_side1-07","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d3r%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d48","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d48-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/48/21198=zz00093d48/ark%2B=21198=zz00093d48.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore","Kooshi Katan (A Little Negro)","clym200203acwf_srf008-62_side1-08","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d48%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d5s","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d5s-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/5s/21198=zz00093d5s/ark%2B=21198=zz00093d5s.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.","Ahoovah Lee (My Beloved)","clym200203acwf_srf008-62_side1-09","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d5s%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d69","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d69-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/69/21198=zz00093d69/ark%2B=21198=zz00093d69.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.|~|Title from tape: Yaakov Shechter * Israeli Folklore","Samoo Lah Bapeh (They Put In Her Mouth)","clym200203acwf_srf008-62_side1-10","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d69%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d7t","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d7t-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/7t/21198=zz00093d7t/ark%2B=21198=zz00093d7t.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.","Anoo Holkhim (We Are Marching)","clym200203acwf_srf008-62_side1-11","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d7t%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d8b","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d8b-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/8b/21198=zz00093d8b/ark%2B=21198=zz00093d8b.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Performer: Yaakov Shechter|~|Location: Los Angeles, California.","Halokh Telekh (Thou Shalt Walk)","clym200203acwf_srf008-62_side1-12","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d8b%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093d9v","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093d9v-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/9v/21198=zz00093d9v/ark%2B=21198=zz00093d9v.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Location: Los Angeles, California.","Troombah","clym200203acwf_srf008-62_side1-13","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093d9v%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093dbc","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093dbc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/bc/21198=zz00093dbc/ark%2B=21198=zz00093dbc.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Roberta Ann Shechter|~|Title from tape: Yaakov Shechter * Israeli Folklore|~|Performer: Yaakov Shechter|~|Children's Rhymes, Street Songs, and Army Songs from Israel|~|Location: Los Angeles, California.","Hamatzav Kasheh (The Situation Is Difficult)","clym200203acwf_srf008-62_side1-14","1962","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093dbc%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093dcw","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093dcw-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/cw/21198=zz00093dcw/ark%2B=21198=zz00093dcw.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: Marina Wheeler (Bokelman)|~|Title from tape: Marinus Bokelman * Lisa See * Marina Wheeler|~|Children's Sport;Dutch Bakers;Childhood In Holland;On Saltpeter;Cough Remedy;Nosebleed Remedy;To Stop Bleeding;Warts;En Un Blauke (one verse);Tvas Nacht (continuous story);A Story of Contradictions (""...at the corner of a round table."" is the last line)|~|Performer: Marinus Cornelius Bokelman","Dutch","clym200203acwf_srf009-62_side1-01","1962-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093dcw%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093ddd","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093ddd-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/dd/21198=zz00093ddd/ark%2B=21198=zz00093ddd.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: Marina Wheeler (Bokelman)|~|Title from tape: Marinus Bokelman * Lisa See * Marina Wheeler|~|Performer: Lisa Lenine See|~|Cinderella;Down By the Ocean;Down In the Meadow;Ice Cream Soda;A Tisket A Tasket;Duck Duck Goose;White Duck Yellow Duck;Squirrel In the Tree;Kitten In the Corner;Lion (?)","Children's Games","clym200203acwf_srf009-62_side1-02","1962-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093ddd%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093dfx","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093dfx-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/fx/21198=zz00093dfx/ark%2B=21198=zz00093dfx.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: Marina Wheeler (Bokelman)|~|Title from tape: Marinus Bokelman * Lisa See * Marina Wheeler","The Crepitation Contest","clym200203acwf_srf009-62_side2-01","1962-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093dfx%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00093dgf","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00093dgf-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/3d/gf/21198=zz00093dgf/ark%2B=21198=zz00093dgf.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Collected by: Marina Wheeler (Bokelman)|~|Title from tape: Marinus Bokelman * Lisa See * Marina Wheeler|~|I Have A Little Turtle;The Green Grass Grew All Around;Eensy Weensy Spider;Pig In the Parlor;Hot Cross Buns;Christmas Is Coming;Under the Spreading Chesnut Tree;Chester Have You Heard About Harry;Where Is Thumbkins;Up the Street and Down the Street;Eastside, Westside;Ring Around the Rosy;London Bridges;Go In and Out the Window;A Tisket A Tasket;Mud Pot-Mush Pot.|~|Performer: Marina Wheeler","Children's Songs","clym200203acwf_srf009-62_side2-02","1962-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00093dgf%2Faudiowaveform.dat"
