Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz0009fbvn,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fbvn-1-master.tif,42,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020301,[1939],,,"Cinema Theatre, Los Angeles, street view from back",1 photographic print,1939,34.0914917,-118.3090562,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fbvn
Lee (S. Charles) Papers,ark:/21198/zz0009fc27,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fc27-1-master.tif,43,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020302,[1939],,,"Cinema Theatre, Los Angeles, street elevation",1 photographic print,1939,34.0914917,-118.3090562,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fc27
Lee (S. Charles) Papers,ark:/21198/zz0009fg78,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fg78-1-master.tif,44,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020401,[between 1919-1962],,8x10,"Crenshaw Theatre, photograph of rendering",1 photographic print,1919/1962,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fg78
Lee (S. Charles) Papers,ark:/21198/zz0009fg8s,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fg8s-1-master.tif,45,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"De Anza Theatre (Riverside, Calif.)",Streamlined Moderne|~|motion picture theaters|~|Marquees|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020506,[between 1937-1939],,8x10,"De Anza Theatre,  façade and marquee",1 photographic print,1937/1939,33.9785042,-117.3786165,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fg8s
Lee (S. Charles) Papers,ark:/21198/zz0009fg99,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fg99-1-master.tif,46,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",clus_1384_b2_f5_07|~|0020507,[between 1919-1962],,8x10,"Ritz Theatre,  photograph of rendering",1 photographic print,1919/1962,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fg99
Lee (S. Charles) Papers,ark:/21198/zz0009fgbt,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fgbt-1-master.tif,47,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"De Anza Theatre (Riverside, Calif.)",Lobbies|~|Streamlined Moderne|~|motion picture theaters|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020504,1937-39,,8X10,"De Anza Theatre, foyer",1 photographic print,1937/1939,33.9785042,-117.3786165,Streamline Moderne,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fgbt
Lee (S. Charles) Papers,ark:/21198/zz0009fgcb,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fgcb-1-master.tif,48,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"De Anza Theatre (Riverside, Calif.)",Streamlined Moderne|~|motion picture theaters|~|auditoriums|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020503,[between 1937-1939],,8x10,"De Anza Theatre, auditorium",1 photographic print,1937/1939,33.9785042,-117.3786165,Streamline Moderne,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fgcb
Lee (S. Charles) Papers,ark:/21198/zz0009fgdv,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fgdv-1-master.tif,49,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"De Anza Theatre (Riverside, Calif.)",Streamlined Moderne|~|motion picture theaters|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,1937-39,,8x10,"De Anza Theatre, façade",1 photographic print,1937/1939,33.9785042,-117.3786165,Streamline Moderne,,0020502,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fgdv
Lee (S. Charles) Papers,ark:/21198/zz0009fgfc,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fgfc-1-master.tif,50,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"De Anza Theatre (Riverside, Calif.)",Streamlined Moderne|~|motion picture theaters|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020505,1937-39,,8x10,"De Anza Theatre, lounge",1 photographic print,1937/1939,33.9785042,-117.3786165,Streamline Moderne,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fgfc
Lee (S. Charles) Papers,ark:/21198/zz0009fggw,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fggw-1-master.tif,51,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020601,[1940?],,8x10,"Dinuba Theatre, photograph of rendering",1 photographic print,1940,36.5430027,-119.3907944,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fggw
Lee (S. Charles) Papers,ark:/21198/zz0009fj56,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fj56-1-master.tif,70,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020819,,,3.5x5,"Drive-in theatre, Clearwater, parking area and projection building",1 photographic print,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fj56
Lee (S. Charles) Papers,ark:/21198/zz0009fj6q,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fj6q-1-master.tif,71,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020820,[between 1919-1962],,3.5x5,"Drive-in theatre, Clearwater, back of screen structure",1 photographic print,1919/1962,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fj6q
Lee (S. Charles) Papers,ark:/21198/zz0009fj77,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fj77-1-master.tif,72,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0020821,[between 1919-1962],,8x10,"Drive-in theatre, [Arcadia/Oakland?],  back of screen structure",1 photographic print,1919/1962,34.1110076,-118.0055583,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fj77
Lee (S. Charles) Papers,ark:/21198/zz0009fj8r,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fj8r-1-master.tif,73,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Follies Theatre (Los Angeles, Calif.)",Lobbies|~|motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",002100,[between 1930-1940],,,"Follies Theatre, lobby entrance",1 photographic print,1930/1940,34.0490105,-118.2463625,"The Lee collection contains a number of photographs of theatres that Lee was charged with remodeling. This series of photos of a turn-of-the-century vaudeville theatre illustrates by contrast the innovations developed by architects for motion picture theatres. The entry to these older theatres was often off the street, through a long hallway. Advertising displays were merely cardboard signs.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fj8r
Lee (S. Charles) Papers,ark:/21198/zz0009fj98,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fj98-1-master.tif,74,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Follies Theatre (Los Angeles, Calif.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021002,[between 1930-1940],,,"Follies Theatre, foyer",1 photographic print,1930/1940,34.0490105,-118.2463625,"The foyer was a small cramped space, used only for collecting tickets.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fj98
Lee (S. Charles) Papers,ark:/21198/zz0009fjbs,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjbs-1-master.tif,75,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Follies Theatre (Los Angeles, Calif.)",motion picture theaters|~|auditoriums|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021003,[between 1930-1940],,,"Follies Theatre, auditorium, proscenium",1 photographic print,1930/1940,34.0490105,-118.2463625,"All design attention and expense were focussed on the elaborate Beaux Arts-style auditorium, which featured a proscenium flanked by protruding boxes.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjbs
Lee (S. Charles) Papers,ark:/21198/zz0009fjc9,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjc9-1-master.tif,76,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Follies Theatre (Los Angeles, Calif.)",balconies|~|motion picture theaters|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021004,[between 1930-1940],,,"Follies Theatre, auditorium, balcony",1 photographic print,1930/1940,34.0490105,-118.2463625,Traditional-style chandeliers hung from the ceiling.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjc9
Lee (S. Charles) Papers,ark:/21198/zz0009fjdt,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjdt-1-master.tif,77,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Follies Theatre (Los Angeles, Calif.)",motion picture theaters|~|auditoriums|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021005,[between 1930-1940],,,"Follies Theatre, auditorium, boxes",1 photographic print,1930/1940,34.0490105,-118.2463625,Box seats were also available at the sides of the main or orchestra level.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjdt
Lee (S. Charles) Papers,ark:/21198/zz0009fjfb,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjfb-1-master.tif,78,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Fox Theatre (Long Beach, Calif.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021208,[between 1924-1925],,8x10,"Fox Theatre, Long Beach, entrance with poster cases",1 photographic print,1924/1925,33.766917,-118.189101,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjfb
Lee (S. Charles) Papers,ark:/21198/zz0009fjgv,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjgv-1-master.tif,79,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Fox Theatre (Long Beach, Calif.)",Lobbies|~|motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021209,[between 1924-1925],,8x10,"Fox Theatre, Long Beach, lobby stairway",1 photographic print,1924/1925,33.766917,-118.189101,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjgv
Lee (S. Charles) Papers,ark:/21198/zz0009fjhc,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjhc-1-master.tif,80,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Fox Theatre (Long Beach, Calif.)",motion picture theaters|~|auditoriums|~|Landmarks,"Haight, George D.","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021210,1931,,8x10,"Fox Theatre, Long Beach, auditorium, left side of proscenium",1 photographic print,1931,33.766917,-118.189101,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjhc
Lee (S. Charles) Papers,ark:/21198/zz0009fjjw,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjjw-1-master.tif,81,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Fox Theatre (Phoenix, Ariz.)",motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021301,1930-31,,,"Fox Theatre, Phoenix, Arizona, façade",1 photographic print,1930/1931,33.4480696,-112.0725307,"The Fox Phoenix Theatre of 1930-1931 was one of Lee's largest and most elaborate creations. Designed in the sharp-edged, abstract Zig-Zag Moderne style, the building covered half of one of Phoenixýs giant city blocks and had retail shop fronts at the sidewalk. Colored translucent glass in an Art Deco design decorated the transoms above the display windows. Behind the symmetrical façade the auditorium is offset to the left. The foyer is in the interior of the building. A vertical neon sign mounted on the central pylon above the marquee advertises the theatre, while a temporary sign on the marquee advertises a cool interior, an important advantage in Phoenix's desert climate.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjjw
Lee (S. Charles) Papers,ark:/21198/zz0009fjkd,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0009fjkd-1-master.tif,82,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Fox Theatre (Phoenix, Ariz.)",ticket offices|~|Lobbies|~|motion picture theaters|~|Landmarks,"Woodcock, W.P. ","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0021302,1930-31,,,"Fox Theatre, Phoenix, Arizona, ticket booth, lobby",1 photographic print,1930/1931,33.4480696,-112.0725307,"Leeýs design for the lobby, with the sunburst design on the terrazzo floor, repeated in the ceiling lights, the gilded zig-zag chevron motifs over the doors and the heavy gilded ornament of the box office illustrates his motto: ""The show started on the sidewalk.""",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009fjkd
