Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.genre,Name.photographer,Type.typeOfResource,AltIdentifier.local,Title,Subject,Name.subject,Description.note,Summary,Date.creation,Coverage.geographic,Description.latitude,Description.longitude,Relation.isPartOf,Format.extent,AltTitle.other,Name.repository,Rights.servicesContact,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Borcherdt (Donn) Collection,ark:/21198/zz002jvdj0,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdj0_2367126_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-022|~|cleth_196601_ams022.tif,"Chile (Curicó) - Fundo Curicó, woods scene, between 1966-1967",Forests--Chile--Curicó,,,,between 1966-1967,Curicó (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdj0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdj0/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdkh,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdkh_2366985_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams008.tif|~|DB-008,"Chile (Tapique) - Outdoors scene with house, between 1966-1967",Dwellings--Chile--Tapique,,,,between 1966-1967,Tapique (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdkh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdkh/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdm1,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdm1_2367129_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams023.tif|~|DB-023,"Chile (Curicó) - Fundo Curicó, blacksmith, between 1966-1967",Blacksmiths--Chile--Curicó,,Blacksmith working at his forge.,,between 1966-1967,Curicó (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdm1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdm1/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdnj,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdnj_2367237_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams041.tif|~|DB-041,"Chile (Farellones) - Man and woman, between 1966-1967",Picnics--Chile--Farellones|~|Snow--Chile--Farellones,,A man and a woman on the day of a picnic shared with Donn Borcherdt near the village of Farellones. Snow is on the ground behind them.,,between 1966-1967,Farellones (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdnj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdnj/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdp2,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdp2_2367132_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams024.tif|~|DB-024,"Chile (Curicó) - Fundo Curicó, blacksmith with adolescent, between 1966-1967",Blacksmiths--Chile--Curicó|~|Teenagers--Chile--Curicó,,Blacksmith working at his forge with an adolescent watching.,,between 1966-1967,Curicó (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdp2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdp2/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdqk,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdqk_2366988_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams009.tif|~|DB-009,"Chile (Tapique) - Landscape, between 1966-1967",Rural areas--Chile--Tapique,,,,between 1966-1967,Tapique (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdqk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdqk/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdr3,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdr3_2367240_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams042.tif|~|DB-042,"Chile (Farellones) - Donn Borcherdt with friends having picnic, between 1966-1967",Picnics--Chile--Farellones,"Borcherdt, Donn","Donn Borcherdt (2nd from left) on a picnic with two men, a woman and a child inear the village of Farellones.",,between 1966-1967,Farellones (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdr3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdr3/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdsm,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdsm_2367015_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams018.tif|~|DB-018,"Chile (Tapique) - Outdoors scene, between 1966-1967",Rural areas--Chile--Tapique,,View towards a green field from across a dirt road.,,between 1966-1967,Tapique (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdsm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdsm/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdt4,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdt4_2367141_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams026.tif|~|DB-026,"Chile (Curicó) - Fundo Curicó, shucking corn, between 1966-1967",Corn husking--Chile--Curicó~|Log buildings--Chile--Curicó|~|Agricultural laborers--Chile--Curicó,,Three men and two boys shuck corn near a log building with a tile roof.,,between 1966-1967,Curicó (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdt4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdt4/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdvn,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdvn_2366991_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams010.tif|~|DB-010,"Chile (Tapique) - Landscape, between 1966-1967",Rural areas--Chile--Tapique,,,,between 1966-1967,Tapique (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdvn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdvn/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdw5,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdw5_2367144_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams027.tif|~|DB-027,"Chile (Curicó) - Fundo Curicó, dirt road, between 1966-1967",Dirt roads--Chile--Curicó,,Dirt road lined with trees.,,between 1966-1967,Curicó (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdw5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdw5/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdxp,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdxp_2367021_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams020.tif|~|DB-020,"Chile (Tapique) - Group of adolescent boys, between 1966-1967",Boys--Chile--Tapique,,Five boys seated on a stone wall.,,between 1966-1967,Tapique (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdxp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdxp/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jvdz6,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jvdz6_2366964_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams001.tif|~|DB-001,"United States - Flowers, 1960-1968",Flowers,,Orange flowers beside a house with wood siding.,,1960-1968,United States,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jvdz6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jvdz6/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxtrs,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxtrs_2367393_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams093.tif|~|DB-093,"Chile - Village scene, between 1966-1967",Villages--Chile|~|Adobe buildings--Chile|~|Dirt roads--Chile,,Long adobe building.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxtrs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxtrs/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxts9,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxts9_2367300_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-062|~|cleth_196601_ams062.tif,"Chile - Lake, between 1966-1967",Lakes & ponds--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxts9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxts9/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxttt,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxttt_2367261_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams049.tif|~|DB-049,"Chile (Central Valley) - Landscape, between 1966-1967",Valleys--Chile|~|Farms--Chile,,View into the valley from a mountain.,,between 1966-1967,Central Valley (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxttt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxttt/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxtvb,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxtvb_2367354_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams080.tif|~|DB-080,"Chile - Village scene, between 1966-1967",Villages--Chile|~|Adobe buildings--Chile|~|Children--Chile|~|Dwellings--Chile,,Two children on a village street with adobe houses on either side.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxtvb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxtvb/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxtwv,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxtwv_2367303_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams063.tif|~|DB-063,"Chile - Landscape, between 1966-1967",Meadows--Chile|~ Lakes--Chile|~|Horses--Chile|~|Mountains--Chile,,"Horses drinking at a lake in a field, in a mountainous area.",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxtwv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxtwv/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxtxc,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxtxc_2367252_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams046.tif|~|DB-046,"Chile (Farellones) - Man, woman, and child, between 1966-1967",Picnics--Chile--Farellones|~|Snow--Chile--Farellones,,"A man, a woman and a child on the day of a picnic shared with Donn Borcherdt near the village of Farellones. Snow is on the ground behind them.",,between 1966-1967,Farellones (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxtxc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxtxc/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxtzw,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxtzw_2367357_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams081.tif|~|DB-081,"Chile - Country road, between 1966-1967",Dirt roads--Chile|~|Rural areas--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxtzw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxtzw/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv0w,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv0w_2367306_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams064.tif|~|DB-064,"Chile - Landscape with water and mountains, between 1966-1967",Meadows--Chile|~|Lakes--Chile|~|Mountains|~|Boats--Chile,,Two speed boats in a mountain lake beside a green field.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv0w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv0w/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv1d,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv1d_2367255_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-047|~|cleth_196601_ams047.tif,"Chile (Farellones) - Snow-covered mountains, between 1966-1967",Mountains--Chile--Farellones|~|Snow--Chile--Farellones,,Mountains in the vicinity of the village of Farellones.,,between 1966-1967,Farellones (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv1d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv1d/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv2x,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv2x_2367360_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams082.tif|~|DB-082,"Chile - Outdoor scene, between 1966-1967",Rural areas--Chile|~|Dirt roads--Chile|~|Valleys--Chile,,Valley in a mountainous area.,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv2x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv2x/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv3f,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv3f_2367309_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams065.tif|~|DB-065,"Chile - Lake with speedboat, between 1966-1967",Lakes & ponds--Chile|~|Boats--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv3f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv3f/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv4z,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv4z_2367258_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams048.tif|~|DB-048,"Chile (Farellones) - Snow-covered mountains, between 1966-1967",Mountains--Chile--Farellones|~|Snow--Chile--Farellones,,Mountains in the vicinity of the village of Farellones.,,between 1966-1967,Farellones (Chile),,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv4z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv4z/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv5g,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv5g_2367330_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,cleth_196601_ams071.tif|~|DB-071,"Chile - Donn Borcherdt close-up portrait, between 1966-1967",,"Borcherdt, Donn","Close-up photograph of Donn Borcherdt, wearing a red shirt.",,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv5g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv5g/manifest
Borcherdt (Donn) Collection,ark:/21198/zz002jxv60,ark:/21198/zz002jn50n,1,Completed,Work,DonnBorcherdt/image/21198-zz002jxv60_2367312_master.tif,,,,,color photographs,"Borcherdt, Donn",still image,DB-066|~|cleth_196601_ams066.tif,"Chile - Lake with young man wading, between 1966-1967",Lakes & ponds--Chile|~|Men--Chile,,,,between 1966-1967,Chile,,,"Donn Borcherdt Collection. Ethnomusicology Archive, Department of Ethnomusicology, UCLA.",,,"University of California, Los Angeles. Ethnomusicology Archive",,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jxv60,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jxv60/manifest
