Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbbs,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0008.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1925,Peggy Hamilton with an unidentified man in a garden. The man may be affiliated with the Weatherby Kaiser shoe manufacturing company.|~|Weatherby Kaiser was the name of a shoe manufacturing company.,1 photographic negative,uclamss_1373_0008,[circa 1925],"Peggy Hamilton with an unidentified man, circa 1925",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbbs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbbs/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbc9,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0009.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|satin|~|tulle (meshed textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Banton, Travis, $d 1894-1958",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Richee, Eugene, $d 1896-1972",N,zxx,,"A different photograph of Peggy Hamilton wearing this gown appears in her Los Angeles Times feature ""Fashions,"" April 16, 1933, pg. F4.|~|Peggy Hamilton modeling a gown with a white satin bodice with tulle cap sleeves and a skirt of white tulle accented with gardenias. Hamilton wore this gown as the Official Hostess for the Los Angeles 1932 Olympic festivities.|~|Travis Banton was the chief designer at Paramount Pictures. He is considered one of the most important Hollywood costume designers of the 1930s.|~|Eugene Richee was a studio photographer who worked for Paramount Pictures from 1925 to 1935 and later worked for MGM and Warner Brothers.",1 photographic negative,uclamss_1373_0009,1933,"Peggy Hamilton modeling a Travis Banton gown with a full skirt of white tulle accented with gardenias, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: FPL-48|~|Handwritten on edge of negative: FPL-48,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbc9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbc9/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbdt,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0010.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|stoles (outerwear)|~|gloves|~|Beauty contests $z California $z Los Angeles|~|crowns (headdresses)|~|Bastille Day $z California $z Los Angeles,copyrighted,,"Rolph, James, $d 1869-1934|~|Adams, Peggy Hamilton, $d 1890-1984|~|Elks (Fraternal order) Lodge No. 99 (Los Angeles, Calif.)--Buildings",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1932-07-14,"Coronation of the French queen of the Olympic games before a grand ball. Left to right: an unidentified man, the unidentified queen, Peggy Hamilton extending her hand to the queen's crown, and California Governor James Rolph. They are at the Elks Lodge (607 Park View Street) for the evening program celebrating Bastille Day, as reported in the Los Angeles Times of July 14, 1932, pg. A10.",1 photographic negative,uclamss_1373_0010,"July 14, 1932","Peggy Hamilton and the French Queen of the Olympic games with Governor James Rolph, Los Angeles, 1932",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,California--Los Angeles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbdt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbdt/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbfb,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0011.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1925,Peggy Hamilton with an unidentified man in a garden. The man may be affiliated with the Weatherby Kaiser shoe manufacturing company|~|The shoes worn by Hamilton are als in image ark nos. 21198/zz002bzvj4 and     21198/zz002bzvm5,1 photographic negative,uclamss_1373_0011,[circa 1925],"Peggy Hamilton with an unidentified man, circa 1925",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbfb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbfb/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbgv,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0012.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|chiffon|~|lace (needlework)|~|trains (costume components),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1930-02,"Peggy Hamilton modeling an evening gown, posing with an unidentified man in a suit, possibly a designer. The long gown has a dark chiffon overlay with and light lace under layer and a train.|~|The date is from the verso of a deteriorated contact print of the gown, image ark no. 21198/zz002bzc3n",1 photographic negative,uclamss_1373_0012,February 1930,"Peggy Hamilton modeling an evening gown in dark chiffon and light lace, 1930",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: a-24,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbgv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbgv/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbhc,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0013.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|hats|~|trains (costume components)|~|tulle (meshed textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1928,"Max Rée (1889–1953) was a Danish costume designer who designed for films from 1926 to 1935 and was the  supervising director for sets and costumes at RKO from 1929 through 1932. He won an Academy Award for Best Art Direction for the film Cimarron.|~|Peggy Hamilton modeling a hostess gown and matching cap by, Max Rée, costume designer for First National Studios. The gown has a wide shawl collar made of ruffled tull  that extends to the waist and a ruffled tulle flounce or train at the hem of the form-fitting skirt.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" December 30, 1928, pg. I3. The photo credit for this issue is ""Moss photos""",1 photographic negative,uclamss_1373_0013,1928,"Peggy Hamilton modeling a Max Rée hostess gown with a tulle collar, 1928",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: D 716,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbhc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbhc/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbjw,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0014.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|gloves|~|beadwork|~|satin|~|embroidery (visual works)|~|crowns (headdresses)|~|Balls (Parties) $z California $z Los Angeles|~|trains (costume components),copyrighted,,"Olympic Games $n (10th : $d 1932 : $c Los Angeles, Calif.)|~|Adams, Peggy Hamilton, $d 1890-1984|~|Marlowe, June, $d 1903-1984","Rée, Max",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-02,"Peggy Hamilton, as Queen Olympia, with her court, including actress June Marlowe (right), another actress (left) and a two child attendants (either a girl and boy or two girls, one dressed as a boy). Peggy Hamilton wears a regal evening gown with empire lines in ivory satin embroidered with pearls and rhinestones, with puffed sleeves and a flared stand-up collar of Alençon lace. Her red velvet train is decorated with large flowers created from gold metallic ribbon and has an ermine border. Her crown is ornamented with diamonds and pearls.|~|A different photograph of Peggy Hamilton wearing this gown and train appears in her Los Angeles Times feature ""Fashions,"" August 23, 1931. pg. H3|~|Hamilton's gown was designed by Max Rée, courtesy of Radio Pictures Corporation, for the Coronation Ball at the Biltmore Hotel in Los Angeles at which Hamilton was crowned as Queen Olympia. Hamilton was the Los Angeles County Official Hostess during the 1932 summer Olympics held in Los Angeles.",1 photographic negative,uclamss_1373_0014,February 1931,"Peggy Hamilton modeling a Max Rée gown as ""Queen Olympia"" with members of her court at the Biltmore Hotel, Los Angeles, 1931",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,California--Los Angeles,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbjw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbjw/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbkd,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0015.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,evening dresses (garments)|~|net (textile)|~|beadwork|~|jet (coal),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,"Huff, Ray",N,zxx,1928,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" August 5, 1928, pg. H3.|~|Peggy Hamilton modeling a dress with a very long waisted bodice fashioned of jet beads and a skirt made from 42 yards of  black silk net edged with silver thread.",1 photographic negative,uclamss_1373_0015,1928,"Peggy Hamilton modeling a dress with a jet bead bodice and skirt of layered black silk net ruffles, 1928",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on negative: Ray Huff Studio. LA,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbkd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbkd/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbmx,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0016i.tif,,,,private,still image,,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,,,1 typescript note,uclamss_1373_0016i,,uclamss_1373_0016i - misc. note,,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbmx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbmx/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbnf,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0017.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|cloches (hats)|~|chiffon,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1930-02,"Peggy Hamilton modeling an afternoon dress possibly of chiffon, with long translucent sleeves, a bow ant the v-neck, and two-tiered calf-length skirt. The matching hat appears to incorporate lace.",1 photographic negative,uclamss_1373_0017,February 1930,"Peggy Hamilton modeling an afternoon dress with a matching cloche hat, 1930",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Verso of contact print (ark no. 21198/zz002bzbqg): Peggy Hamilton. Feb. 1930. Afternoon frock. a-17.|~|Handwritten on edge of negative: a-17,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbnf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbnf/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbpz,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0018i.tif,,,,private,still image,Black-and-white photographs,,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adams, Peggy Hamilton, $d 1890-1984",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1930-02,Date from verso of print|~|Damaged contact print,1 photographic print,uclamss_1373_0018i,February 1930,uclamss_1373_0018i    -    Deteriorated contact print. Cataloged image no. uclamss_1373_0017 scanned from same negative,8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbpz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbpz/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbqg,ark:/21198/zz0008hs10,5,Imported,Work,adams/masters/uclamss_1373_0019i.tif,,,,private,still image,Black-and-white photographs|~|cellulose nitrate film,,copyrighted,,,,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,eng,,"Verso of damaged contact print, ark no. 21198/zz002bzbpz",1 photographic negative,uclamss_1373_0019i,,uclamss_1373_0019i          -    verso of deteriorated contact print no. uclamss_1373_0018i  -  metadata for cataloged image 0017,,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbqg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbqg/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzbr0,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0020.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|gloves|~|hats|~|corsages (costume accessories)|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931/1933,"Peggy Hamilton modeling a fitted dress with horizontal pin tucks on the bodice, a self-fabric belt, 2 stitched pleats on the skirt, and a fabric corsage at the neckline. The dress is worn with a white under-blouse in a sheer fabric with dropped shoulders and  elbow-length gathered sleeves. She also wears a felt hat with a ribbon band tied in a bow and gloves with diminutive embroidered pompoms on the cuffs.|~|The same gloves appear in a 1931 photograph, ark no. 21198/zz002bzq40",1 photographic negative,uclamss_1373_0020,[circa 1931-1933],"Peggy Hamilton modeling a fitted dress, a hat and embroidered gloves, circa 1931-1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-173,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzbr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzbr0/manifest
