Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Subject.conceptTopic,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Name.subject,Rights.servicesContact,Subject.category,Language,Name.repository,Name.photographer,Subject.descriptiveTopic,Rights.permissionNote,Relation.isPartOf,Name.creator,Date.creation,Date.normalized,Description.note,Coverage.geographic,Alt ID.local,Title,Format.dimensions,Format.extent,Description.latitude,Description.longitude,Local identifier,AltTitle.other,Finding Aid URL,Description.abstract,thumbnailImageName,masterImageName,Bucketeer State,IIIF Access URL,Representative Image,Masthead
Arkatov (James) Collection,ark:/21198/zz001f4mz2,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001f4mz2_1272456_master.tif,,,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,"Brown, Oscar, $c III",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1995",1995-10,"Black and white photograph of Oscar Brown III, son of Oscar Brown Jr., playing the double bass.",California--Los Angeles,uclamus_340_b1_f2,"Oscar Brown III playing double bass, Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001f4mz2_1272456_thumbnail.jpg,21198-zz001f4mz2_1272456_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001f4mz2,,
Arkatov (James) Collection,ark:/21198/zz001f4n1k,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001f4n1k_1273138_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Carter, Regina",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1999",1999-10,Black and white photograph of American violinist Regina Carter performing.,California--Los Angeles,uclamus_340_b1_f3,"Regina Carter playing violin, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001f4n1k_1273138_thumbnail.jpg,21198-zz001f4n1k_1273138_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001f4n1k,,
Arkatov (James) Collection,ark:/21198/zz001f4n3m,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001f4n3m_1271117_master.tif,,,,still image,Black-and-white photographs,Singers $z United States,copyrighted,Y,unknown,"Brown, Oscar",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1995",1995-10,Black and white photograph of American singer and songwriter Oscar Brown.,California--Los Angeles,uclamus_340_b1_f2,"Oscar Brown Jr. in Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001f4n3m_1271117_thumbnail.jpg,21198-zz001f4n3m_1271117_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001f4n3m,,
Arkatov (James) Collection,ark:/21198/zz001f4n5n,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001f4n5n_1273177_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Carter, Regina",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,October 1999,1999-10,Black and white photograph of American violinist Regina Carter performing.,California--Los Angeles,uclamus_340_b1_f3,"Regina Carter playing violin, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001f4n5n_1273177_thumbnail.jpg,21198-zz001f4n5n_1273177_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001f4n5n,,
Arkatov (James) Collection,ark:/21198/zz001gqr2k,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr2k_1273209_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Carter, Regina",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1999",1999-10,Black and white photograph of American violinist Regina Carter performing.,California--Los Angeles,uclamus_340_b1_f3,"Regina Carter playing violin, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr2k_1273209_thumbnail.jpg,21198-zz001gqr2k_1273209_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr2k,,
Arkatov (James) Collection,ark:/21198/zz001gqr33,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr33_1273241_master.tif,,,,still image,Black-and-white photographs,Musicians $z Brazil,copyrighted,Y,unknown,"Caymmi, Dori, $d 1943-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi playing guitar, Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr33_1273241_thumbnail.jpg,21198-zz001gqr33_1273241_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr33,,
Arkatov (James) Collection,ark:/21198/zz001gqr4m,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr4m_1273258_master.tif,,,,still image,Black-and-white photographs,Musicians $z Brazil,copyrighted,Y,unknown,"Caymmi, Dori, $d 1943-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi playing guitar, Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr4m_1273258_thumbnail.jpg,21198-zz001gqr4m_1273258_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr4m,,
Arkatov (James) Collection,ark:/21198/zz001gqr54,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr54_1273427_master.tif,,,,still image,Black-and-white photographs,Musicians $z Brazil,copyrighted|~|copyrighted,Y,unknown,"Caymmi, Dori, $d 1943-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi playing guitar, Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr54_1273427_thumbnail.jpg,21198-zz001gqr54_1273427_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr54,,
Arkatov (James) Collection,ark:/21198/zz001gqr6n,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr6n_1273228_master.tif,,,,still image,Black-and-white photographs,Musicians $z Brazil,copyrighted,Y,unknown,"Caymmi, Dori, $d 1943-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi playing guitar.",California--Los Angeles,uclamus_340_b1_f3,"Dori Caymmi playing guitar, Los Angeles, August 1999 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr6n_1273228_thumbnail.jpg,21198-zz001gqr6n_1273228_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr6n,,
Arkatov (James) Collection,ark:/21198/zz001gqr75,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr75_1273430_master.tif,,,,still image,Black-and-white photographs,Drummers (Musicians) $z California $z Los Angeles,copyrighted,Y,unknown,,,Entertainment|~|People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections",,Drums,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.","Arkatov, James, $d1920-",[between 1986 and 2002?],1986/2002,Black and white photograph of California drummer and percussionist Ndugu Chancler playing drums.,California--Los Angeles,uclamus_340_b1_f3,Ndugu (Leon) Chancler playing drums in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr75_1273430_thumbnail.jpg,21198-zz001gqr75_1273430_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr75,,
Arkatov (James) Collection,ark:/21198/zz001gqr8p,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr8p_1273190_master.tif,,,,still image,Black-and-white photographs,Violinists $z United States,copyrighted,Y,unknown,"Carter, Regina",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Violins,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1999",1999-10,Black and white photograph of American violinist Regina Carter performing.,California--Los Angeles,uclamus_340_b1_f3,"Regina Carter playing violin, Los Angeles [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr8p_1273190_thumbnail.jpg,21198-zz001gqr8p_1273190_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr8p,,
Arkatov (James) Collection,ark:/21198/zz001gqr96,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqr96_1273424_master.tif,,,,still image,Black-and-white photographs,Saxophonists--United States|~|Musicians $z Brazil,copyrighted,Y,unknown,"Caymmi, Dori, $d 1943-|~|Mayo, Scott",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Guitars,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"August, 1999",1999-08,"Black and white photograph of Brazilian musician, composer and vocalist Dori Caymmi (guitar) and American jazz saxophonist Scott Mayo (sax).",California--Los Angeles,uclamus_340_b1_f3,Dori Caymmi playing guitar and Scott Mayo on saxophone [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqr96_1273424_thumbnail.jpg,21198-zz001gqr96_1273424_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqr96,,
Arkatov (James) Collection,ark:/21198/zz001gqrbq,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqrbq_1273433_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Charlap, Bill",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"July, 1997",1997-07,"Black and white photograph of American jazz pianist Bill Charlap wearing a coat and tie, and possibly seated at a piano. His face is reflected on a diagonal above.",California--Los Angeles,uclamus_340_b1_f3,Bill Charlap performing in Los Angeles [descriptive],8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001gqrbq_1273433_thumbnail.jpg,21198-zz001gqrbq_1273433_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqrbq,,
Arkatov (James) Collection,ark:/21198/zz001gqrc7,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001gqrc7_1273436_master.tif,,,,still image,Black-and-white photographs,Pianists $z United States,copyrighted,Y,unknown,"Cheatham, Jeannie",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1995",1995-10,Black and white photograph of pianist and singer Jeannie Cheatham singing.,California--Los Angeles,uclamus_340_b1_f3,"Jeannie Cheatham singing, Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001gqrc7_1273436_thumbnail.jpg,21198-zz001gqrc7_1273436_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001gqrc7,,
Arkatov (James) Collection,ark:/21198/zz001h8t24,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001h8t24_1273505_master.tif,,,,still image,Black-and-white photographs,Double bassists $z United States,copyrighted,Y,unknown,"Clayton, John, $d 1952-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"September, 1995",1995-09,"Black and white photograph of American double bass player, composer, arranger, and bandleader John Clayton playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,John Clayton playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t24_1273505_thumbnail.jpg,21198-zz001h8t24_1273505_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8t24,,
Arkatov (James) Collection,ark:/21198/zz001h8t3n,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001h8t3n_1273508_master.tif,,,,still image,Black-and-white photographs,Double bassists $z California $z Los Angeles,copyrighted,Y,unknown,"Clayton, John, $d 1952-",,People|~|Arts,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",Double basses,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"September, 1995",1995-09,"Black and white photograph of American double bass player, composer, arranger, and bandleader John Clayton playing the double bass.",California--Los Angeles,uclamus_340_b1_f3,John Clayton playing double bass in Los Angeles [descriptive],8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t3n_1273508_thumbnail.jpg,21198-zz001h8t3n_1273508_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8t3n,,
Arkatov (James) Collection,ark:/21198/zz001h8t45,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001h8t45_1273467_master.tif,,,,still image,Black-and-white photographs,Composers $z California $z Los Angeles|~|Pianists $z California $z Los Angeles,copyrighted,Y,unknown,"Childs, Billy",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"September, 1999",1999-09,Black and white photographic portrait of Los Angeles jazz pianist and composer Billy Childs.,California--Los Angeles,uclamus_340_b1_f3,"Billy Childs in Los Angeles, California [descriptive]",8 x 10 in.,1 photograph : b&w,,,,,,,21198-zz001h8t45_1273467_thumbnail.jpg,21198-zz001h8t45_1273467_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8t45,,
Arkatov (James) Collection,ark:/21198/zz001h8t5p,ark:/21198/zz001dzc12,2,Completed,Work,arkatov/masters/21198-zz001h8t5p_1273493_master.tif,,,,still image,Black-and-white photographs,Photographers $z California $z Los Angeles,copyrighted,Y,unknown,"Claxton, William",,People,zxx,"University of California, Los Angeles. Library. Performing Arts Special Collections","Arkatov, James, $d1920-",,,"James Arkatov Collection (Collection 340). Performing Arts Special Collections, University of California, Los Angeles.",,"October, 1995",1995-10,"Black and white photographic portrait of photographer William (aka Clax) Claxton. Claxton was noted for his photographs of jazz musicians, particularly Chet Baker.",Claifornia--Los Angeles,uclamus_340_b1_f3,"William ""Clax"" Claxton in Los Angeles, October 1995 [descriptive]",8 x 10 in.,1 photograph: b & w,,,,,,,21198-zz001h8t5p_1273493_thumbnail.jpg,21198-zz001h8t5p_1273493_master.tif,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001h8t5p,,
