Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002557t6,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002557t6_1655750_master.tif,40,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, seated at a typewriter, circa early 1950s.",YRLSC_2009_00040,Trevenen Huxley at typewriter [descriptive],,1952-1955,,1952/1955,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002557vq,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002557vq_1655753_master.tif,41,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, with two unidentified boys, circa late 1950s-early 1960s.",YRLSC_2009_00041,Trevenen Huxley with two unidentified boys [descriptive],,1958-1963,,1958/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002557w7,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002557w7_1655756_master.tif,42,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, seated with legs crossed and holding a cat, circa early 1960s.",YRLSC_2009_00042,Trevenen Huxley seated with cat [descriptive],,1960-1963,,1960/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002557xr,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002557xr_1655759_master.tif,43,,,,,black-and-white photographs,still image,copyrighted,Anthropologists--United States|~|Epidemiologists--United States,"Huxley, Matthew",,,zxx,,,Y,,,"Matthew Huxley, son of writer Aldous Huxley, seated outside, circa mid 1950s-early 1960s.",YRLSC_2009_00043,Matthew Huxley seated outside [descriptive],,1955-1963,,1955/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002557z8,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002557z8_1655762_master.tif,44,,,,,black-and-white photographs,still image,copyrighted,Anthropologists--United States|~|Epidemiologists--United States,"Huxley, Teresa|~|Huxley, Mark Trevenen|~|Huxley, Matthew",,,zxx,,,Y,,,"Matthew Huxley (son of writer Aldous Huxley) with his two children, son Trevenen and daughter Tessa, circa early 1960s.",YRLSC_2009_00044,Matthew Huxley with children Trevenen and Tessa Huxley [descriptive],,1960-1963,,1960/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255808,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255808_1655777_master.tif,45,,,,,black-and-white photographs,still image,copyrighted,"Food writers--United States|~|Anthropologists--United States|~|Authors, English--20th century|~|Epidemiologists--United States","Huxley, Aldous, 1894-1963|~|Huxley, Judith|~|Huxley, Teresa|~|Huxley, Mark Trevenen|~|Huxley, Matthew",,,zxx,,,Y,,,"Image YRLSC_2009_00172 was cropped from this photograph.|~|Writer Aldous Huxley with son Matthew, grandchildren Trevenen and Tessa, daughter-in-law Judith Wallet Bordage Huxley (Matthew's second wife), and an unidentified man. March 22, 1963.",YRLSC_2009_00045,"Aldous Huxley with Matthew, Treveven and Tessa Huxley, Judith Wallet Bordage Huxley and unidentified man [descriptive]",,"[March 22, 1963]",1 photograph : b&w,1963-03-22,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025581s,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025581s_1655780_master.tif,46,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States|~|Anthropologists--United States|~|Epidemiologists--United States,"Huxley, Judith|~|Huxley, Matthew",,,zxx,,,Y,,,"Matthew Huxley, son of writer Aldous Huxley, with second wife Judith Wallet Bordage Huxley and an unidentified man. March 22, 1963.",YRLSC_2009_00046,Matthew Huxley with Judith Wallet Bordage Huxley and unidentified man [descriptive],,"[March 22, 1963]",1 photograph: b&w,1963-03-22,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz00255829,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255829_1655771_master.tif,47,,,,,black-and-white photographs,still image,copyrighted,Anthropologists--United States|~|Epidemiologists--United States,"Huxley, Matthew",,,zxx,,,Y,,,"Matthew Huxley, son of writer Aldous Huxley, holding a cigarette in his mouth and standing next to an unidentified man, March 21, 1963.",YRLSC_2009_00047,Matthew Huxley with cigarette and unidentified man [descriptive],,"[March 21, 1963]",,1963-03-21,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025583t,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025583t_1655774_master.tif,48,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Teresa|~|Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, being playful with younger sister Tessa (in dress, seated with book in hand) by pulling her hair. Circa early 1960s.",YRLSC_2009_00048,Trevenen Huxley being playful with sister Tessa [descriptive],,1960-1963,,1960/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025584b,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz0025584b_1655783_master.tif,49,,,,,black-and-white photographs,still image,copyrighted,,"Huxley, Mark Trevenen",,,zxx,,,Y,,,"Trevenen Huxley, grandson of writer Aldous Huxley, at a gathering with unidentified people, circa early 1960s.",YRLSC_2009_00049,Trevenen Huxley at a gathering with unidentified people [descriptive],,1960-1963,,1960/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025585v,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025585v_1655786_master.tif,50,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Judith Wallet Bordage Huxley, second wife of Matthew Huxley (Aldous Huxley's son), photographed with cat. Circa 1960-1969.",YRLSC_2009_00050,Judith Wallet Bordage Huxley with cat [descriptive],,1960-1969,1 photograph: b&w,1960/1969,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025586c,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025586c_1655789_master.tif,51,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Image of Judith Wallet Bordage Huxley, second wife of Matthew Huxley (son of Aldous Huxley). March 22, 1963.",YRLSC_2009_00051,Judith Wallet Bordage Huxley (2) [descriptive],,"March 22, 1963",1 photograph: b&w,1963-03-22,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025587w,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025587w_1655792_master.tif,52,,,,,black-and-white photographs,still image,copyrighted,Food writers--United States,"Huxley, Judith",,,zxx,,,Y,,,"Profile portrait of Judith Wallet Bordage Huxley, second wife of Matthew Huxley (Aldous Huxley's son). Circa 1963.",YRLSC_2009_00052,Judith Wallet Bordage Huxley (1) [descriptive],,circa 1963,1 photograph: b&w,1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025588d,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz0025588d_1655795_master.tif,53,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,"Wide World Photos, Inc.",,"Writer Aldous Huxley and second wife Laura Archera Huxley, standing in front of a tree in Los Angeles. March 27, 1956.",YRLSC_2009_00053,"Aldous and Laura Huxley standing in front of a tree, Los Angeles, 1956 [descriptive]",,"March 27, 1956",1 photograph : b&w,1956-03-27,Los Angeles,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz0025589x,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,,54,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025589x%2Fq936hc1k,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,eng|~|ita,,,Y,,,"Writer Aldous Huxley facing second wife Laura Archera Huxley (holding a book), circa 1956-1959. Reverse side: photographic stamp in Italian; handwritten note ""Ask permission??""",YRLSC_2009_00054,Aldous Huxley with Laura Huxley holding a book [descriptive],,1956-1959,1 photograph : b&w,1956/1959,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558bf,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558bf_1655804_master.tif,55,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,eng,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley seated at a table with unidentified people. Banner behind table reads ""Los Angeles Alumni Chapter"". Circa 1956-1963.",YRLSC_2009_00055,Aldous and Laura Huxley seated at table with unidenitified people [descriptive],,1955-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558cz,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558cz_1655807_master.tif,56,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley, seated with unidentified women, circa 1956-1963.",YRLSC_2009_00056,Aldous and Laura Huxley seated with unidentified women [descriptive],,1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558dg,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558dg_1655810_master.tif,57,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley with second wife Laura Archera Huxley, walking together and wearing coats. Circa 1956-1963.",YRLSC_2009_00057,"Aldous and Laura Huxley walking, wearing coats [descriptive]",,1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558f0,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558f0_1655813_master.tif,58,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley, seated and looking off to the right, circa 1956-1963.",YRLSC_2009_00058,"Aldous and Laura Huxley, seated looking off to right [descriptive]",,1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558gh,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558gh_1655816_master.tif,59,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley with second wife Laura Archera Huxley, circa 1956-1963.",YRLSC_2009_00059,"Aldous and Laura Huxley reclining, close-up [descriptive]",,1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558h1,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,,60,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558h1%2F1870s48w,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States|~|Queens $z Italy","Huxley, Aldous, 1894-1963|~|Maria José, Queen, consort of Humbert II, King of Italy, 1906-2001|~|Huxley, Laura Archera",,,ita,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley, standing with Queen of Italy (Princess Maria José of Belgium) and two unidentified people, circa 1961.|~|Note on verso: Gstaad (credo) con la regina",YRLSC_2009_00060,"Aldous and Laura Huxley with the Queen of Italy (Princess Maria José of Belgium) and two unidentified people, 1961 [descriptive]",,1961,1 photograph : color,1961,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558jj,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558jj_1655825_master.tif,61,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley (both in background) at house after fire, Los Angeles, 1961.",YRLSC_2009_00061,"Aldous and Laura Huxley at house after fire, Los Angeles, 1961 [descriptive]",,1961,1 photograph : b&w,1961,Los Angeles,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558k2,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,,62,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558k2%2Fs2134z5j,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,ita,,,Y,,,"Writer Aldous Huxley (dressed in suit) and second wife Laura Archera Huxley (in dress suit) with badges, walking outside in sunlight, circa 1956-1963.|~|Reverse side: ""FORTE"" (Italian?); no handwriting; ""62"" noted in lower left corner.",YRLSC_2009_00062,"Aldous and Laura Huxley, walking outside in sunlight, dressed in suits [descriptive]",,1956-1963,1 photograph : b&w,1956/1963,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558mk,ark:/21198/zz00253vz2,1,In progress,Work,,63,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558mk%2Fxk680d11,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,ita,,,Y,,,"Writer Aldous Huxley in a reclining chair in a patio area with second wife Laura Archera Huxley in September, 1961. Reverse side: red Kodacolor stamp in Italian.",YRLSC_2009_00063,"Aldous Huxley reclined and wife Laura Archera Huxley, photo 1 [descriptive]",,September 1961,,1961-09,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558n3,ark:/21198/zz00253vz2,2,Completed,Work,,64,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558n3%2Fhn57d15j,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,ita,,,Y,,,"Writer Aldous Huxley in a reclining chair in a patio area with second wife Laura Archera Huxley in September, 1961. Reverse side: red Kodacolor stamp in Italian.",YRLSC_2009_00064,"Aldous Huxley reclined and wife Laura Archera Huxley, photo 2 [descriptive]",,September 1961,,1961-09,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558pm,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,,65,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558pm%2F2441r25c,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,ita,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley examining a newspaper, September 1961. Reverse side: red Kodacolor stamp in Italian.",YRLSC_2009_00065,Aldous and Laura Huxley examining newspaper [descriptive],,September 1961,1 photograph : color,1961-09,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558q4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz002558q4_1655858_master.tif,66,,,,,color photographs,still image,copyrighted,"Authors, English--20th century|~|Women authors, American--20th century|~|Violinists $z United States","Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,,zxx,,,Y,,,"Writer Aldous Huxley and second wife Laura Archera Huxley looking up at camera from newspaper, September 1961.",0066|~|YRLSC_2009_00066,Aldous and Laura Huxley looking up at camera from newspaper [descriptive],,September 1961,1 photograph : color,1961-09,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558s5,ark:/21198/zz00253vz2,1,In progress,Work,,67,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002558s5%2Fc1487b15,color photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,ita,,,Y,,,"Laura Archera Huxley, second wife of Aldous Huxley, wearing a blouse and shorts and standing next to a low wall in September of 1961. Reverse side: red Kodacolor stamp in Italian.",YRLSC_2009_00067,"Laura Archera Huxley, in blouse and shorts, standing next to low wall [descriptive]",,September 1961,,1961-09,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558tp,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz002558tp_1655870_master.tif,68,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, dressed in costume. Circa 1931-1941.",0068|~|YRLSC_2009_00068,Laura Huxley as a young woman (1) [descriptive],,1931-1941,1 photograph : b&w,1931/1941,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558v6,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz002558v6_1655873_master.tif,69,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, dressed in costume. Circa 1931-1941.",YRLSC_2009_00069,Laura Huxley as a young woman (2) [descriptive],,1931-1941,,1931/1941,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002558wq,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002558wq_1655876_master.tif,70,,,,,black-and-white photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) as a young woman, with unidentified man and woman. She is seated and looking up at the unidentified man, circa 1940s.",YRLSC_2009_00070,"Laura Archera Huxley, as young woman, with unidentified man and woman [descriptive]",,1940-1949,,1940/1949,,,,,,,,,,,
