Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.typeOfResource,Type.genre,Subject,Name.repository,Name.creator,Name.subject,Subject geographic,Name.photographer,Rights.copyrightStatus,Date.creation,Date.normalized,Alt ID.local,Description.note,Coverage.temporal,Title,AltTitle.descriptive,Coverage.geographic,AltTitle.uniform,Alt ID.collection,Language,"Latitude, Longitude ",Relation.isPartOf,Format.dimensions,Format.medium ,Format.extent,AltTitle.creator
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx88,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx88-1-master.wav,,,,,,sound recording-musical|~|audio,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Sinhalese (Sri Lankan people)|~|Singhalese language|~|Sinhalese language|~|Folk music--Sri Lanka|~|Singhalese (Sri Lankan people),"University of California, Los Angeles. Ethnomusicology Archive",,,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,6103-6|~|91.1.6|~|cleth_196906_amr6103_item06.wav,"Sung by: Ranaide and Pingirale of Wallada|~|Percussion (beatkeeper and drum). Vocal.<br>Item time: 2:15 min.<br>Different version of Master Archive Item 6103-5. Numerous dropouts.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Musaladivannama,Musaladi Wannama (Dance),Colombo (Sri Lanka),,,,,,,,02:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvx9s,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvx9s-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,"Singing|~|Folk songs, Sinhalese--Sri Lanka|~|Folk music--Sri Lanka","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,cleth_196906_amr6103_item07.wav|~|91.1.7|~|6103-7,"Song about the beauty of a snake goddess (Kiulpara Vidral) and Creation song (Upalava Mohanedirama).|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal.<br>Item time: 6:00 min.",1938-1939,Kiulpara Vidral and Upalava Mohanedirama (Songs),,Colombo (Sri Lanka),,,,,,,,06:00 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvxb9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvxb9-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,91.1.8|~|6103-8|~|cleth_196906_amr6103_item08.wav,"Percussion (beatkeeper and drum). Vocal.<br>Item time: 2:57 min.<br>Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Dahakavannama,,Colombo (Sri Lanka),,,,,,,,02:57 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvxct,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvxct-1-master.wav,,,,,,sound recording-musical|~|audio,Traditional|~|Instrumental,Instrumental|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,91.1.9|~|6103-9|~|cleth_196906_amr6103_item09.wav,"Drum solo with beatkeeper.<br>Item time: 2:58 min.<br>|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,"Instrumental double-headed drum ""beri""",,Colombo (Sri Lanka),,,,,,,,02:58 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gvzvj,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gvzvj-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,92.1.1|~|6104-1|~|cleth_196906_amr6104_item01.wav,"Percussion (beatkeeper and drum). Vocal: Male chorus.<br>Item time: 4:18 min.<br>Begins and ends abruptly. Possibly new piece at 1:39.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)|~|Performers: Apalawe, Ukhumaide and Mohanedirama.",1938-1939,Avamatri,,Colombo (Sri Lanka),,,,,,,,04:18 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw00j,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw00j-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,cleth_196906_amr6104_item02.wav|~|92.1.2|~|6104-2,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal: Leader - Chorus.<br>Item time: 1:48 min.<br>Ends abruptly.",1938-1939,Gamantale,,Colombo (Sri Lanka),,,,,,,,01:48 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw075,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw075-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,92.1.3|~|cleth_196906_amr6104_item03.wav|~|6104-3,"Vocal: Two singers in antiphony.<br>Item time: 3:02 min.<br>A lot of static.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Reaping song,,Colombo (Sri Lanka),,,,,,,,03:02 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw08p,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw08p-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,92.1.4|~|6104-4|~|cleth_196906_amr6104_item04.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal: Leader - Chorus.<br>Item time: 2:44 min.<br>Music almost inaudible in places.",1938-1939,Transplanting song,,Colombo (Sri Lanka),,,,,,,,02:44 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw096,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw096-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,92.1.5|~|6104-5|~|cleth_196906_amr6104_item05.wav,"Percussion (beatkeeper and drum). Vocal: Leader - Chorus.<br>Item time: 3:37 min.<br>Music almost inaudible in places.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Dahaka vannama,,Colombo (Sri Lanka),,,,,,,,,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0bq,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0bq-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Ranainde,Wallala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 28, 1938",1938-01-28,cleth_196906_amr6104_item06.wav|~|92.1.6|~|6104-6,"Sung by Wallala Ranainde|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Near Colombo, Ceylon at the country house of Mr. R.N. Panabukke.<br>Country of recording: Sri Lanka (Ceylon)|~|Percussion (beatkeeper and drum). Vocal: Leader - Chorus.<br>Item time: 1:56 min.<br>Music almost inaudible in places.",1938-1939,Daladavannama,,Colombo (Sri Lanka),,,,,,,,01:56 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0c7,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0c7-1-master.wav,,,,,,sound recording-musical|~|audio,Dance|~|Traditional,Dance|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,92.1.7|~|6104-7|~|cleth_196906_amr6104_item07.wav,"Performers: Olaboduwe Nada Gurunanse and party|~|Multiple drums. Vocal: Solo.<br>Item time: 2:40 min.<br>Drumming from the Hewa Kolana (The Four Warriors). Solo voice enters at 1:40.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon recorded at Mr. Marret's bungalow.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Raksha Dance Music,,Colombo (Sri Lanka),,,,,,,,02:40 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0dr,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0dr-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Gurunanse, Olaboduwe Nada ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,6104-8|~|92.1.8|~|cleth_196906_amr6104_item08.wav,"Performers: Olaboduwe Nada Gurunanse and party|~|Percussion (drum). Vocal: Solo - Chorus.<br>Item time: 2:47 min.<br>Possibly mid-range hum throughout. Different piece (fragment) interspersed at :44.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon recorded at Mr. Marret's bungalow.<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Fragment of play,,Colombo (Sri Lanka),,,,,,,,02:47 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0f8,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0f8-1-master.wav,,,,,,sound recording-musical|~|audio,Dance|~|Vocal|~|Traditional,Singing|~|Dance|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Gurunanse, Olaboduwe Nada ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,92.1.9|~|6104-9|~|cleth_196906_amr6104_item09.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon recorded at Mr. Marret's bungalow.<br>Country of recording: Sri Lanka (Ceylon)|~|Performers: Olaboduwe Nada Gurunanse and party |~|Percussion. Vocal: Solo.<br>Item time: 3:15 min.<br>Fades out at 1:40 then fades back in. Fades out several times just before end of tape.",1938-1939,Snake dance music,,Colombo (Sri Lanka),,,,,,,,03:15 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0gs,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0gs-1-master.wav,,,,,,sound recording-musical|~|audio,Traditional|~|Instrumental,Instrumental|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,93.1.1|~|6105-1|~|cleth_196906_amr6105_item01.wav,"TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon at the school, Anandabalikavidyalava [Ananda Balika Vidyalaya ?].<br>Country of recording: Sri Lanka (Ceylon)|~|Shahnai; Drums.<br>Item time: 1:33 min.<br>Pirith is Buddhist suspicious chanting. Begins abruptly.",1938-1939,Introductory instrumental music to Pirith,,Colombo (Sri Lanka),,,,,,,,01:33 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gw0h9,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gw0h9-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan",,,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,cleth_196906_amr6105_item02.wav|~|6105-2|~|93.1.2,"Vocal: Chorus.<br>Item time: 8:03 min.<br>Pirith is Buddhist suspicious chanting. 30 sec break at 1:40. Numerous dropouts and instances of degraded quality.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon at the school, Anandabalikavidyalava [Ananda Balika Vidyalaya ?].<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Pirith namaskara,,Colombo (Sri Lanka),,,,,,,,08:03 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002gx93w,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002gx93w-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,"Singhalese language|~|Folk songs, Sinhalese--Sri Lanka|~|Sinhalese language","University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Manamperi, H.D.S. ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,93.1.3|~|cleth_196906_amr6105_item03.wav|~|6105-3,"Vocal: Solo.<br>Item time: 1:16 min.<br>Stops abruptly. Followed by 2 beeps.|~|Sung by: H.D.S. Manamperi|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon at the school, Anandabalikavidyalava [Ananda Balika Vidyalaya ?].<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Singhalese folk song,,Colombo (Sri Lanka),,,,,,,,01:16 min. ,
Bake/Jairazbhoy Digital Archive of South Asian Traditional Music and Arts,ark:/21198/zz002h27ds,ark:/21198/zz002gcntd,1,In progress,Work,Bake-Jairazbhoy/audio/21198-zz002h27ds-1-master.wav,,,,,,sound recording-musical|~|audio,Vocal|~|Traditional,Singing|~|Folk music--Sri Lanka,"University of California, Los Angeles. Ethnomusicology Archive","Bake, Arnold Adriaan","Thera, A. Chandavimala ",,,"This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","January 29, 1938",1938-01-29,93.1.4|~|cleth_196906_amr6105_item04.wav|~|6105-4,"Performer: A. Chandavimala Thera|~|Vocal: Solo.<br>Item time: 3:51 min.<br>Intermittent distortion and dropout. Ends abruptly.|~|TEFI recordings made by Dr. A. A. Bake in India, 1938-1939.<br>Place of recording: Colombo, Ceylon at the school, Anandabalikavidyalava [Ananda Balika Vidyalaya ?].<br>Country of recording: Sri Lanka (Ceylon)",1938-1939,Namaskaragatha,Namaskara Gatha,Colombo (Sri Lanka),,,,,,,,03:51 min. ,
