Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject geographic,Author,Name.cartographer,Name.repository,Name.subject,Title,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,AltIdentifier.callNo,Alt ID.catalogRecordNumber,Opac url,Coverage.geoscale,AltTitle.descriptive,Alt ID.local,Note,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract,IIIF Manifest URL
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0mwc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0mwc%2Fzt372b4q,cartographic,map,pd_usfed,,Geological Survey (U.S.).,eng,Oil fields--California--Kern County--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Kern River oil field.,northernmost:N0353000|~|southernmost:N0352500|~|easternmost:W1185600|~|westernmost:W1190200,U.S. Geological Survey,Relief represented by contours.|~|In upper margin: California (Kern County) Kern River oil field.,"[Washington, D.C.]|~|dcu","1 map on 2 sheets : col. ; 78 x 76 cm., sheets 49 x 85 cm.",Kern County|~|California,24873966,G4363 Kern Co. .H8 12 USGS 1915,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1506136,12000,California (Kern County) Kern River oil field,,Ed. of May 1915.,[1915],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0mwc/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0mxw,ark:/21198/zz0028tr8x,1,In progress,Work,,,,,private,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0mxw%2F4w002q1q,cartographic,map,,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Kern River oil field.,,,,,,,24873966,G4363 Kern Co. .H8 12 USGS 1915,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1506136,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0mxw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b0mzd,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b0mzd%2Fnp32f367,cartographic,map,pd,,Edward Denny & Co.,eng,Kern County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Denny's pocket map of Kern County, California",southernmost:N0344800|~|northernmost:N0354800|~|westernmost:W1201200|~|easternmost:W1173700,Edward Denny & Co.,"Blue line print shows townships, wagon roads, railroads, canals, reservoirs, streams and oil pipelines.|~|Relief represented by hachures.|~|by Edward Denny & Co.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1264782"">UCLA Catalog Record</a>",San Francisco|~|cau,"1 map : col. ; 50 x 104 cm., folded in cover.",Kern County (Calif.),24767601,G4363 KERN P2 EDC 1911,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1264782,225000,,,,c1911,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b0mzd/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b10vm,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b10vm%2F2p38jc5h,cartographic,map,pd_usfed,,United States. Bureau of Agricultural Economics. Division of Land Economics.,eng,Truck farming--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Truck farms, California.",westernmost:W1242500|~|southernmost:N0323200|~|easternmost:W1140700|~|northernmost:N0420000,"U.S. Dept. of Agriculture, Bureau of Agricultural Economics, Division of Land Economics","Includes index map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3469211"">UCLA Catalog Record</a>","dcu|~|[Washington, D.C.?]",1 map ; 36 x 31 cm.,California,26227997,G4361.J2 3.2M USDA c1930,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3469211,3200000,,,,[193-?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b10vm/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b122p,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b122p%2F7820gp31,cartographic,map,pd_usfed,,United States. Bureau of the Census.,eng,Irrigation--California--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"California, irrigation, by drainage basins, 1939",,The Bureau,"U.S. Department of Commerce, Bureau of the Census.|~|Includes indexed table of ""Census of irrigation--1940, California.""","[Washington, D.C.]|~|dcu",1 map on 2 sheets : col. ; sheets 92 x 122 cm.,California,25319211,G4361.J4 1M USBC 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3470965,1000000,,,,[1940?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b122p/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b124q,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b124q%2Fvw21rg59,cartographic,map,pd_usfed,,"Hall, Wm. Ham. (William Hammond).|~|California. State Engineering Dept.",eng,San Joaquin Valley (Calif.)--Maps|~|Water-supply--California--San Joaquin Valley--Maps|~|Irrigation--California--San Joaquin Valley--Maps|~|Real property--California--San Joaquin Valley--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Detail irrigation map : [southern San Joaquin Valley, Calif.]",,The Dept.,"Shows drainage, townships, land ownership, railroads, etc.|~|Relief represented by hachures.|~|California State Engineering Department ; Wm. Ham. Hall, State Engineer.|~|""Irrigation data 1885.""|~|To accompany: Report of the State Engineer of California on irrigation and the irrigation question ... 1886-1888.",[Sacramento]|~|cau,10 maps : col. ; 64 x 47 cm.,San Joaquin Valley|~|California|~|San Joaquin Valley (Calif.),25766847,G4361s .J4 63 CSED 1885,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=794376,63360,,,,[1885?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b124q/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b12mz,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b12mz%2Fqp56tz1t,cartographic,map,copyrighted,,Automobile Club of Southern California. Route and Map Service Dept.,eng,Kern County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Automobile road map of Kern County, California",,The Club,"Includes inset of Bakersfield.|~|""369.""|~|Relief represented by hachures.|~|Indexes on verso.|~|prepared by the Route and Map Service Department, Automobile Club of Southern California.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002499"">UCLA Catalog Record</a>","cau|~|Los Angeles, Calif","1 map ; 38 x 81 cm., folded to 27 x 11 cm.",Kern County (Calif.),24776108,G4363.K4P2 1920 .A8,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002499,290000,,,,[192-?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b12mz/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1456,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1456%2Fm011vd51,cartographic,map,pd_usfed,,"McBride, J. L.|~|Orange County (Calif.). County Surveyor.|~|Neff, Nat H.|~|Santa Ana Chamber of Commerce.|~|Butler, Clyde D.|~|Santa Ana (Calif.). City Engineer.",eng,Santa Ana (Calif.)--Maps|~|Orange County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"City of Santa Ana, Orange County, California",,Santa Ana Chamber of Commerce,"Clyde D. Butler. Paved state and county highways in Orange County, California / J.L. McBride, County Surveyor.|~|First map rev. 1925 by Nat H. Neff, City Engineer.|~|Includes text and index.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3012400"">UCLA Catalog Record</a>","[Santa Ana, Calif|~|cau","2 maps on one sheet : both sides, 1 col. ; 37 x 39 cm. and 49 x 39 cm., sheet 54 x 44 cm.",Santa Ana (Calif.)|~|Orange County (Calif.),25010088,G4363 .Orange P2 175 McBride 1925,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3012400,177500|~|19000,,,,1925,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1456/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b148r,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b148r%2Fk058cf39,cartographic,map,pd,,Automobile Club of Southern California. Route and Map Service Dept.,eng,Orange County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Automobile road map of Orange Co., California",,The Club,"Relief represented by hachures.|~|prepared by the Route and Map Service Department of the Autmobile Club of Southern California.|~|Panel title: Principal automobile routes of Orange County, California.|~|""440.""|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534230"">UCLA Catalog Record</a>","Los Angeles, Calif|~|cau","1 map ; 53 x 56 cm., folded to 28 x 10 cm.",Orange County (Calif.),24955377,G4363 .Orange Co. P2 120 ACSC N.D.,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534230,120000,"Principal automobile routes of Orange County, California",,,[1919?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b148r/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b14jw,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b14jw%2F56475k67,cartographic,map,copyrighted,,Automobile Club of Southern California.,eng,Inyo National Forest Region (Calif. and Nev.)--Maps|~|Sierra National Forest Region (Calif.)--Maps|~|Outdoor recreation--California--Sierra National Forest Region--Maps|~|Outdoor recreation--California--Sequoia National Forest Region--Maps|~|Sequoia National Forest Region (Calif.)--Maps|~|Outdoor recreation--Inyo National Forest Region (Calif. and Nev.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Outing map of the Inyo-Sequoia region of California.,,The Club,"Relief represented by hachures.|~|Automobile Club of Southern California.|~|Text and illus. on verso.|~|Panel title: Inyo-Sequoia region of California, outing map.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534209"">UCLA Catalog Record</a>",Los Angeles|~|cau,"1 map : col. ; 108 x 83 cm., folded to 28 x 11 cm.",Sequoia National Forest Region (Calif.)|~|Inyo National Forest Region (Calif. and Nev.)|~|Sierra National Forest Region (Calif.)|~|California,22807360,G4362 (.080) .K2 175 SCAC 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534209,173000,,,,c1940,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b14jw/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1g51,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1g51%2Fgj66w91f,cartographic,map,copyrighted,,"Burke, Forrest M.|~|Automobile Club of Southern California.",eng,San Diego County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,San Diego County / cartography by F.M. Burke.,,Automobile Club of Southern California,"""28441""--Panel.|~|""223411.""|~|""Map number 1935.""|~|cartography by F.M. Burke.|~|Index on verso.|~|Relief represented by shading.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534213"">UCLA Catalog Record</a>",cau|~|Los Angeles,"1 map : col. ; 43 x 58 cm., folded to 23 x 10 cm.",San Diego County (Calif.),25123523,G4363 San Diego Co. .P2 264 ACSC 1944?,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=534213,264000,,,,[1944?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1g51/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1g6j,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1g6j%2Ftd363q1q,cartographic,map,pd_usfed,,"Grumm, Fred J.|~|Butler, George.|~|San Diego County (Calif.). County Surveyor.",eng,San Diego County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Map of San Diego County, California",,San Diego County Surveyor,"Relief represented by hachures.|~|Blue line print.|~|George Butler, County Surveyor ; Fred Grumm, del.|~|In lower left corner: Fred J. Grumm, 1919.|~|Shows township and section numbers, ranchos, reservations.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3008789"">UCLA Catalog Record</a>","cau|~|San Diego, Calif",1 map : photocopy ; 95 x 132 cm.,San Diego County (Calif.),25141092,G4363 San Diego Co. SDCS 250 1919,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3008789,125000,,,,1919,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1g6j/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1g72,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1g72%2Fz126w67f,cartographic,map,copyrighted,,Automobile Club of Southern California.,eng,San Luis Obispo County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Automobile road map of San Luis Obispo County, California",,The Club,"Relief represented by hachures.|~|Copyrighted by the Automobile Club of Southern California.|~|Panel title: Road map of San Luis Obispo County, California.|~|""[Map date code?] 364.""|~|""783.""|~|Includes index, and insets of Paso Robles, Atascadero, and the city of San Luis Obispo.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002504"">UCLA Catalog Record</a>","Los Angeles, Calif|~|cau","1 map ; 30 x 52 cm., folded to 27 x 10 cm.",San Luis Obispo County (Calif.),24877649,G4363.S27P2 1936 .A8,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6002504,340000,,,,[1936?],,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1g72/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1g93,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1g93%2Ffh33rc7d,cartographic,map|~|Road maps.,Y,,,eng,,,Tracy (Calif.)--Maps|~|Roads--California--San Joaquin Valley--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Thomas Bros. Map of San Joaquin Valley TEST,,,,,,Tracy (Calif.)|~|San Joaquin Valley,,G4363 San Joaquin Co. P2 175 SCC 1943,,,,,,,1943,1943,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1g93/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1p7z,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1p7z%2Frt79mj0q,cartographic,map,copyrighted,,"San Luis Obispo Chamber of Commerce.|~|Ingram, Earl B.",eng,San Luis Obispo (Calif.)--Maps|~|San Luis Obispo County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"County of San Luis Obispo, California",,Pacific Coast Pub. Co.,"compliments, San Luis Obispo Chamber of Commerce ; Earl B. Ingram, cartographer.|~|Insets: City of Paso Robles -- City of Atascadero.|~|County map includes list of recreational areas.|~|City map is indexed.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1794999"">UCLA Catalog Record</a>","[San Luis Obispo, Calif.?]|~|cau","2 maps on one sheet : both sides ; 28 x 45 cm. and 45 x 29 cm., sheet 32 x 47 cm.",San Luis Obispo County (Calif.)|~|San Luis Obispo (Calif.),25141142,G4363 San Luis Obispo Co. .P2 400 PCPC 1943,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=1794999,390000,"Street map, City of San Luis Obispo, California",,,1943,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1p7z/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1p8g,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1p8g%2Fzd442376,cartographic,map,copyrighted,,Automobile Club of Southern California. Route and Map Service Dept.,eng,San Bernardino County (Calif.)--Road maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Automobile road map of San Bernardino County, California",,Automobile Club of Southern California,"Index on verso.|~|Shows townships and ranges, mileage, locations of wells, springs.|~|Relief represented by hachures.|~|""W.N.""|~|prepared by the Route and Map Service Department of the Automobile Club of Southern California.|~|<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6677432"">UCLA Catalog Record</a>",cau|~|Los Angeles,"1 map ; 48 x 77 cm, folded to 27 x 10 cm.",San Bernardino County (Calif.),721442659,G4363 San Bernardino Co. .P2 450 ACSC,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6677432,450000,"Principal automobile routes of San Bernardino County, California",,,1925,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1p8g/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1pf2,ark:/21198/zz0028tr8x,2,Completed,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1pf2%2F8g242j1d,cartographic,map,pd_usfed,,Geological Survey (U.S.).,eng,Plumas County (Calif.)--Maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Genesee map, California",southernmost:N0400500|~|northernmost:N0400500|~|easternmost:W1204500|~|westernmost:W1204500,U.S. Geological Survey,"""Surveyed in 1891.""|~|Relief represented by contours.|~|Text and legend on verso.|~|<a href=http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6667512>UCLA Catalog Record</a>",[Washington]|~|dcu,1 map : col. ; 45 x 35 cm.,Plumas County (Calif.),23751573,G4363 Plumas Co.-Genesee 31.6 USGS 1893/1907,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6667512,31680,,,"Ed. of 1893, repr. Jan. 1907.",1907,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1pf2/manifest
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1ph3,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,,,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b1ph3%2F0j46c09d,cartographic,map|~|Topographic maps.,unknown,,Geological Survey (U.S.).,eng,"Plumas County (Calif.)--Maps|~|Indian Valley (Plumas County, Calif.)",,"Plumas County (Calif.)--Maps|~|Indian Valley (Plumas County, Calif.)",,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,"Indian Valley, Calif / United States, Department of the Interior, Geological Survey",,,"<a href=""http://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6670446"">UCLA Catalog Record</a>","[Washington, D.C.]",1 map : col. ; 32 x 48 cm.,"Plumas County (Calif.)|~|Indian Valley (Plumas County, Calif.)",36834624,G4363.P6 1907 .G4 1940,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6670446,,"A.H. Thompson, geographer ; E.M. Douglas, topographer in charge ; topography by A.F. Dunnington.",,,1940,1940,,"A.H. Thompson, geographer ; E.M. Douglas, topographer in charge ; topography by A.F. Dunnington.",https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b1ph3/manifest
