Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Name.subject,Subject.descriptiveTopic,Language,Name.repository,Rights.permission,Type.genre,Name.photographer,Name.creator,Relation.isPartOf,Name.collector,Name.architect,Subject.conceptTopic,Date.creation,Date.normalized,Description.longitude,Title,AltTitle.uniform,Alt ID.local,Format.extent,Description.latitude,Description.note,Coverage.geographic,Description.fundingNote,Format.dimensions,AltTitle.other,Alternate Identifier.local,Description.abstract,Description.caption,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15gb,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0141_c0035.tif,,,,,private,still image,copyrighted,"Mission San Luis Obispo de Tolosa (San Luis Obispo, Calif.)",Missions $z California $z San Luis Obispo|~|Historic buildings $z California $z San Luis Obispo,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,[between 1898 and 1934],1898/1934,-120.66382348537445,"Mission San Luis Obispo de Tolosa, exterior view towards main facade of the church, San Luis Obispo",,uclamss_1756_0141_c0035,1 photograph : b&w,35.28054600762614,"Exterior view towards main facade of the church of the Mission San Luis Obispo de Tolosa topped with a cross, with a terrace enclosed with a baluster railing in front and stairs descending to the street. On the left is an adjoined mission building covered with clapboard siding and with a bell cote and two chimneys on the roof.",San Luis Obispo (Calif.),Access to this collection is generously supported by Arcadia funds.,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15gb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15gb/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15hv,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0144_c0031.tif,,,,,private,still image,copyrighted,"San Francisco de Asís Mission (San Francisco, Calif.)",Chapels $z California $z San Francisco|~|Missions $z California $z San Francisco|~|Cemeteries $x American $z California $z San Francisco|~|Historic buildings $z California $z San Francisco,eng,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Landmarks|~|Religion|~|Culture,[1887?],1887,-122.4264351,"Original adobe chapel at the San Francisco de Asís Mission, San Francisco, circa 1887",,uclamss_1756_0144_c0031,1 photograph : b&w,37.7641871,"Original adobe chapel at the Mission Dolores, with a graveyard visible at its side. The larger basilica is barely visible at the edge of the photograph. La Misión San Francisco de Asís was founded June 29, 1776, by Father Francisco Palóu, under the direction of Father Junipero Serra. Its original name was La Misión de Nuestro Padre San Francisco de Asís (The Mission of Our Father Saint Francis de Assisi). It was commonly known as Mission Dolores, after a nearby creek called Arroyo de Nuestra Señora de los Dolores (Our Lady of Sorrows creek). It is the oldest original intact Mission in California and the oldest building in San Francisco.",San Francisco (Calif.),Access to this collection is generously supported by Arcadia funds.,8 x 5 inches,"Mission Dolores, San Francisco",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15hv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15hv/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15jc,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0145_c0029.tif,,,,,private,still image,copyrighted,,Yosemite National Park (Calif.)|~|Giant sequoias $z California $z Yosemite National Park|~|Mariposa Grove (Calif.)|~|National parks & reserves $z California|~|Carriages & coaches $x American $z California $z Los Angeles,zxx,"University of California, Los Angeles. $b Library Special Collections",N,black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Transportation|~|Environment,[circa 1900],1900,-119.5976448,"Horse-drawn carriage in Wawona Tree tunnel in Mariposa Grove, Yosemite National Park, circa 1900",,uclamss_1756_0145_c0029,1 photograph : b&w,37.5123111,"Horse-drawn buggy driving through a tunnel in the Wawona Tree in Mariposa grove in Yosemite National Park. The wagon is seen from the back. Three people are in the wagon and two people stand on either side of the wagon.|~|The Wawona Tree was 27 feet in diameter and 227 feet tall. A tunnel was cut through the tree in 1881, enlarging an existing fire scar. The tree had a slight lean, which increased when the tunnel was completed.  The tree fell in 1969 under an estimated two-ton load of snow on its crown.",Mariposa Grove (Calif.),Access to this collection is generously supported by Arcadia funds.,8 x 5 inches,"145. ""Wawona,"" Mariposa Grove",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15jc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15jc/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15kw,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0152_b0201.tif,,,,,private,still image,copyrighted,Mission La Purísima Concepción (Calif.),Dwellings $z California $z Lompoc|~|Missions $z California $z Lompoc|~|Historic buildings $z California $z Lompoc,eng,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Religion|~|Culture,[1884?],1884,-120.42042911052704,"Padre's residence at La Mission La Purísima Concepción, near Lompoc (Calif.), circa 1884",,uclamss_1756_0152_b0201|~|122,1 photograph : b&w,34.672354209792495,"Photograph of the Padre's Residence at La Mission La Purísima Concepción (also known as La Misíon la Purísima Concepción de María Santísima, or the Mission of the Immaculate Conception of the Most Blessed Virgin Mary). The mission was founded by Father Presidente Fermin de Lasuén on December 8, 1787, as the 11th of 21 Franciscan Missions in California, near the small settlement of Lompoc. This building contained the padre's home, office, and chapel.",Lompoc (Calif.),Access to this collection is generously supported by Arcadia funds.,,"Mission Purisima Conception, founded 1787",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15kw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15kw/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15md,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0166_c0027.tif,,,,,private,still image,copyrighted,"Santa Inés Mission (Solvang, Calif.)",Mission churches $z California $z Solvang|~|Missions $z California $z Solvang,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.",,,Landmarks|~|Religion|~|Culture,1885,1885,-120.13703763484955,"Exterior view of the Mission Santa Inez church, Solvang, California, circa 1885",,uclamss_1756_0166_c0027,1 photograph : b&w,34.59497047784742,"Exterior view of the Mission Santa Inez church, Solvang, California. The long one-story church is surrounded by a picket fence and wall. The bell cote (bell gable, campanario, espadaña) is visible at the far end at left. Four small windows, four buttresses and a doorway are visible along the nave.",,Access to this collection is generously supported by Arcadia funds.,8 x 5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15md,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15md/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15nx,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0176_b0212.tif,,,,,private,still image,copyrighted,,Lodi (Calif.)|~|Cities & towns $z California $z Lodi|~|Street railroads $z California $z Lodi,eng,"University of California, Los Angeles. $b Library Special Collections",N,townscapes (representations)|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Transportation,1905,1905,,"View of Sacramento Street showing a streetcar and rows of brick buildings with wooden porticos, Lodi, 1905",,uclamss_1756_0176_b0212,1 photograph : b&w,,"Photograph of a view of Sacramento Street in Lodi with a streetcar in the middle  showing rows of brick buildings with wooden porticos. The dirt street is at center and disappears in the distance. There are two-story buildings on both sides of the road, and lines of utility poles run parallel to the structures. There are many pedestrians and 2 dogs visible. A horse is pulling 2 men in a buggy on the left. Legible signs include, from left to right, ""Western Hotel Restaurant Grill Room Open Day and night"", ""Money transferred by  telegraph & cable office,"" ""The Call,"" ""Paystation,"" ""S. G. King Co. Dry Goods,"" ""Carpets and Linoleum,"" and ""Powell Bros. Props. The Racket. Handles nearly everything"".",Lodi (Calif.),Access to this collection is generously supported by Arcadia funds.,5 x 7 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15nx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15nx/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15pf,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0187_b0204.tif,,,,,private,still image,copyrighted,,Indigenous peoples $z California|~|Adobe buildings $z California $z Piru|~|Rancho Camulos (Calif.),zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Business,1885,1885,,"Native American sheep shearers at Rancho Camulos standing in front of an adobe building, near Piru, 1885",,187|~|uclamss_1756_0187_b0204,1 photograph : b&w,,"The ranch was included in the 48,612-acre Rancho San Francisco granted to Antonio del Valle, administrator of Mission San Fernando, by Governor Juan B. Alvarado on January 22, 1839, after the secularization of the missions. The rancho remained in the del Valle family until it was sold in 1924.|~|A group of 29 Native American sheep shearers at Rancho Camulos standing in front of an adobe building. Mountains are visible in the background.",Piru (Calif.),Access to this collection is generously supported by Arcadia funds.,6.5 x 8.5 inches,Mexican ranch scene. Adobe house with thatched roof,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15pf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15pf/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15qz,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0332_c0032.tif,,,,,private,still image,copyrighted,"Mission San Carlos Borromeo (Carmel, Calif.)",Bell towers $z California $z Carmel|~|Missions $z California $z Carmel|~|Historic buildings $z California $z Carmel,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Johnson, C. W. ",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,[circa 1875],1875,-121.91952109336853,"Mission San Carlos Borromeo, exterior view prior to restoration, Carmel, circa 1875",,uclamss_1756_0332_c0032,1 photograph : b&w,36.54333758954319,"Exterior view of the mission church prior to restoration, with a picket fence next to the main portal and ruins of other adobe structures visible to the left and the right",Carmel (Calif.),Access to this collection is generously supported by Arcadia funds.,,"332 Mission el Carmel near Monterey, founded 1770",,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15qz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15qz/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15rg,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0436_b0216.tif,,,,,private,still image,copyrighted,Santa Barbara Mission,Missions $z California $z Santa Barbara|~|Gardens $z California $z Santa Barbara,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Pierce, C. C. $q (Charles C.), $d1861-1946",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Environment,1898,1898,-119.71392452716827,"View of the holy garden at Mission Santa Barbara, Santa Barbara, circa 1898",,uclamss_1756_0436_b0216,1 photograph : b&w,34.43831428740644,A view of the holy garden at Mission Santa Barbara. The plants and trees in the garden range from Joshua trees to pine trees.,Santa Barbara (Calif.),Access to this collection is generously supported by Arcadia funds.,5.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15rg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15rg/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15s0,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0450_b0217.tif,,,,,private,still image,copyrighted,Santa Barbara Mission,Missions $z California $z Santa Barbara|~|Monks $z California $z Santa Barbara|~|Franciscans $z California $z Santa Barbara,zxx,"University of California, Los Angeles. $b Library Special Collections",N,exterior views|~|black-and-white photographs|~|cellulose nitrate film,"Thresher, G. P. (George P.)",,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,1898,1898,-119.71392452716827,"Priest entering the side door to the chapel at Mission Santa Barbara, Santa Barbara, 1898",,uclamss_1756_0450_b0217,1 photograph : b&w,34.43831428740644,A priest entering the side door to the chapel at Mission Santa Barbara. Rose bushes can be seen against the walls of the stone building.,Santa Barbara (Calif.),Access to this collection is generously supported by Arcadia funds.,5.5 x 8.8 in inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15s0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15s0/manifest
Pierce (C.C.) Photographic Collection,ark:/21198/zz002b15th,ark:/21198/zz00294nxr,2,Completed,Work,pierce/image/uclamss_1756_0452_b0218.tif,,,,,private,still image,copyrighted,Santa Barbara Mission,Missions $z California $z Santa Barbara|~|Monks $z California $z Santa Barbara|~|Franciscans $z California $z Santa Barbara|~|Forging $z California $z Santa Barbara,zxx,"University of California, Los Angeles. $b Library Special Collections",N,interior views|~|black-and-white photographs|~|cellulose nitrate film,,,"C. C. Pierce Photographic Collection,UCLA Library Special Collections, Charles E. Young Research Library.","Pierce, C. C. $q (Charles C.), $d1861-1946",,Landmarks|~|Religion|~|Culture,1898,1898,-119.71392452716827,"Monk forging in a blacksmith shop at the Mission Santa Barbara, Santa Barbara, 1898",,uclamss_1756_0452_b0218,1 photograph : b&w,,A monk forging an anvil in a blacksmith shop in Mission Santa Barbara. A pile of scrap metal can be seen on the floor.,34.43831428740644|~|Santa Barbara (Calif.),Access to this collection is generously supported by Arcadia funds.,5.5 x 8.5 inches,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b15th,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002b15th/manifest
