"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hgtbb","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder004_006.tif","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster depicts a photomontage of the following: a man in a white robe, holding a book; the face of a bearded man; a green vine or a branch in the background; in the bottom center is an illustration of a church bell.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster in Amharic depicting a man in a white robe, a bearded man, and a vine or branch [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder004_006","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hgtcv","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder004_007.tif","","still image","","","","Aryam Spiritual Song Shop","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster depicts a semicircular photomontage of a man raising his palms and wearing a white robe and a cross pendant, with a church building behind him; background is in orange, green, purple, and blue; at the bottom left is the publisher's logo.|~|Chiefly in Amharic with some English.","2000/2010","[Addis Ababa (Ethiopia)]","Poster chiefly in Amharic of a man with his hands raised with a church building behind him [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder004_007","1 poster : col.","Saint Gorge [i.e. George] Union Printing P.L.C.|~|Published and distribbted [i.e. distributed] by Aryam Spiritual Song Shop","","",""
"Ethiopian Posters","21198/zz002hgtdc","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder004_008.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Eamersen Graphic Design and Printing Press","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a collage of the following: a photograph of a clergyman wearing a cream or white robe and a cross pendant; an illustration of an Ethiopian cross; in the background are branch-like shapes in blue with white edges.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting a photograph of a clergyman and an illustration of an Ethiopian cross [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder004_008","1 poster : col.","Graphics design & printed by Eamersen","","",""
"Ethiopian Posters","21198/zz002hgtfw","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder004_009.tif","","still image","","","","","","","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster depicts a collage of the following: a photograph of a woman wearing a white head covering and robe with patterned blue trim, crossing her arms over her chest; an illustration of a tree bearing 12 apples labeled with Amharic text and an illustrated rainbow-colored banner around the trunk with Amharic text; the background is an illustrated field with green hills in the horizon.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster in Amharic depicting a woman crossing her arms over her chest and a tree bearing 12 apples [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder004_009","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hgtgd","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder004_010.tif","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster depicts a photomontage of the following: a man in a white robe playing a five-string instrument; two men wearing white robes over contemporary Western clothing and sweeping; a Christian church.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster in Amharic depicting a man playing a five-string instrument, men sweeping, and a Christian church [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder004_010","1 poster : col.","Yorda Digetal [i.e. Digital] Studio","","",""
"Ethiopian Posters","21198/zz002hgthx","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_001.tif","","still image","","","","","","Christianity $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Poster depicts a collage of the following: a photograph of a woman in a white robe and head covering with her hands raised; a photograph of a church possibly under construction; in the background is a photograph of clouds and an illustrated silhouette of a figure holding a staff or weapon on a rearing horse.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster in Amharic depicting a woman with her hands raised, a church under construction, clouds, and a figure on horseback [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder005_001","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hgtjf","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_002.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster appears to be an advertisement for a church with a schedule of its services and depicts a collage of the following: six portrait photographs of individual church members; a photograph of a women's choir; in the background is an illustration of two crosses on hills during sunrise or sunset.","1999/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic advertising church services and depicting church members, a women's choir, and crosses [descriptive]","[between 1999 and 2010?]","ucla_1922_box01_folder005_002","1 poster : col.","AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hgtkz","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_003.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Saha Pro (Firm)","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts the following: a photograph of a seated man and a standing man, both of whom are wearing white button-up shirts and slacks; a smaller photograph of the same two men wearing red and white church robes is in the bottom right; the background is purple with a white spiral.","2008/2009","[Addis Ababa (Ethiopia)?]","Yameletnibih","[between 2008 and 2009?]","ucla_1922_box01_folder005_003","1 poster : col.","Design & Print @ Saha Pro|~|2001","","",""
"Ethiopian Posters","21198/zz002hgtmg","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_004.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Poster depicts a collage of the following: an illustration of Saint Barbara holding a chalice; an illustration of a church; a photograph of a dilapidated church; photographs of leaves; in the bottom left is a map with directions to a small illustration of the church; in the background is an illustration or photograph of the sky and the illustrated church from a different perspective, with rainbows around it.|~|Chiefly in Amharic with some English.","2009","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting Saint Barbara, images of a church, leaves, and a map [descriptive]","[2009?]","ucla_1922_box01_folder005_004","1 poster : col.","AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hgtn0","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_005.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a photomontage of the following: a woman wearing a head covering and robe with blue diamonds on the fringe, with her hands raised; a photograph of a church; in the background is a photograph of a cloudy sky.","2000/2010","[Addis Ababa (Ethiopia)?]","Selamawit Teklu Vol 1","[between 2000 and 2010?]","ucla_1922_box01_folder005_005","1 poster : col.","AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hgtph","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_006.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","AB GET Printing Press","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a photograph of a man wearing a white robe and a cross pendant, with his palms raised; in the background is an illustration of Jesus Christ on the Cross.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting a man with raised palms and Jesus Christ on the Cross [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder005_006","1 poster : col.","Design and print by AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hgtq1","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_007.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","Thomas Kebede","Ethiopia $x Religion","","","","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a sepia-tone illustration of a cross draped with a cloth, with trees in the background; the Amharic title is printed on a banner.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting a cross draped with a cloth [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder005_007","1 poster : col.","Graphic design by Thomas Kebede","","",""
"Ethiopian Posters","21198/zz002hgtrj","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_008.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a collage of the following: a photograph of a book, possible the Bible, with an Ethiopian cross lying on it; an illustrated black silhouette of a person wearing a hat, possibly a qob; a purple silhouette of what appears to be a hat; background is green.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting a Bible, a silhouette of a person wearing a hat, and a silhouette of a hat [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder005_008","1 poster : col.","AB GET Printing Press","","",""
"Ethiopian Posters","21198/zz002hgts2","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box01_folder005_009.tif","","still image","","","","","","Christianity $z Ethiopia","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopia $x Religion","Ethiopia","Chiefly in Amharic with some English.|~|Poster depicts a photomontage of the following: a photograph of a man, from the shoulders up, wearing a purple collared robe and a gold chain; behind the man is a photograph of a building with Corinthian columns.","2000/2010","[Addis Ababa (Ethiopia)?]","Poster chiefly in Amharic depicting a man in a purple robe and a building with Corinthian columns [descriptive]","[between 2000 and 2010?]","ucla_1922_box01_folder005_009","1 poster : col.","AB GET Printing Press","","",""
