"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Subject","Name.subject","Type.genre","Name.repository","Rights.servicesContact","Language","Rights.permission","Name.photographer","Name.artist","Name.architect","Title","AltIdentifier.local","Format.extent","Format.medium","Relation.isPartOf","Description.fundingNote","Coverage.geographic","Description.latitude","Description.longitude","Description.note","Date.creation","Date.normalized","Description.caption","Coverage.temporal","AltIdentifier.collection"
"Connell (Will) Papers, 1928-1961","21198/zz002h2gns","21198/zz002h2fpt","Work","connell/image/uclamss_893_0233.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0233","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco interior decoration including dark paneled walls with light, narrow horizontal bands, a sconce, and a narrow wall mirror behind a low mirror-topped table with small wooden sculpture of a woman. The floor is covered with a curvilinear design, perhaps formed by inlaid wood.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gp9","21198/zz002h2fpt","Work","connell/image/uclamss_893_0234.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0234","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered bench, the walls decorated with three framed fashion illustrations and and an overhead light fixture.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gqt","21198/zz002h2fpt","Work","connell/image/uclamss_893_0235.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0235","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered chair, an x-back chair with a upholstered seat, a wood paneled cabinet, the walls decorated with two framed fashion illustrations and two sconces. There is an elaborate paneled wooden door and the floor is covered in carpet with a design formed by thin rectangles.","[circa 1930?]","1930","Text from negative sleeve: Jock Peers - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2grb","21198/zz002h2fpt","Work","connell/image/uclamss_893_0236.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0236","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered chair and 2 matching ottomans, an x-back chair with uphlstered seat, the walls decorated with a sconce, and four framed fashion illustrations. The floor is covered in carpet with a design formed by thin rectangles.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gsv","21198/zz002h2fpt","Work","connell/image/uclamss_893_0237.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Sign reading ""irene LTD"" on the outside of a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0237","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Close-up view of a sign on the outside of the shop of fashion designer Irene Lentz Gibbons reading ""irene LTD""","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gtc","21198/zz002h2fpt","Work","connell/image/uclamss_893_0238.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0238","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco stye furnishings including an upholstered chair, an x-back chair with an upholstered seat, a wood paneled cabinet, a wood paneled round table, the walls decorated with two framed fashion illustrations and two sconces. There is an elaborate paneled wooden door and the floor is covered in carpet with a design formed by thin rectangles.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gvw","21198/zz002h2fpt","Work","connell/image/uclamss_893_0239.tif","","still image","copyrighted","Conductors|~|Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0239","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including two upholstered chairs, a wood paneled niche desk with an x-back chair (left), a wood paneled cabinet (right), the walls decorated with a framed fashion illustration and a wood relief sculpture of a woman's head. Curtained French doors open to a narrow balcony.","[circa 1930?]","1930","Text from negative sleeve: Jock Peers - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gwd","21198/zz002h2fpt","Work","connell/image/uclamss_893_0240.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","View of a fitting room in ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0240","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a fitting room in a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an x-back chair with an upholstered seat and foot stool and a large wall mirror illuminated by a sconce.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gxx","21198/zz002h2fpt","Work","connell/image/uclamss_893_0241.tif","","still image","copyrighted","Clothing stores $z California $z Los Angeles|~|Interior design $z California $z Los Angeles","Irene, $d 1901-1962","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, Los Angeles, (circa 1930?)","uclamss_893_0241","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles","","","Interior view of ""Irene LTD,"" a dress shop of designer Irene Lentz Gibbons, with art deco style furnishings including an upholstered chair, a wood paneled cabinet, the walls decorated with a sconce, a bas-relief sculpture of a woman's head and two framed fashion illustrations.","[circa 1930?]","1930","Text from negative sleeve: Jock Peters - Bachelors - Rewelling [caption does not appear to relate to the Irene LTD images; The Bachelor haberdashery is attributed to Julius Ralph Davidson]","",""
"Connell (Will) Papers, 1928-1961","21198/zz002h2gzf","21198/zz002h2fpt","Work","connell/image/uclamss_893_0242.tif","","still image","copyrighted","Dwellings $z California","","interior views|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","Peters, Jock D. $q (Detlof), $d 1889-1934|~|Davidson, Julius Ralph, $d 1889-","Bedroom possibly designed by J. R. Davidson or Jock Peters, Los Angeles County, 1928-1934","uclamss_893_0242","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California--Los Angeles County","","","Photograph of a bedroom with 2 dormer windows, and furnished with twin beds, 2 upholstered chairs arranged in front of a fireplace and 2 bookcases built into the wall. Possibly designed by Jacob (Jock) Detlof Peters or J. R. Davidson.|~|Although the negative sleeve attributes this work in this image to Jock Peters, other images in this negative group represent the Bachelors haberdashery by J. R. Davidson.","[between 1928-1934]","1928/1934","Text from negative sleeve: Jock Peters, Bachelors, Rewelling","",""
