Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1g1818m,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0071.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",2 mins 23 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,7,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1b878kb,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0072.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",4 mins 6 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,8,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z16h6hw2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0074.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",56 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z12r5s5r,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0075.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",1 min 17 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1z058n9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0077.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",2 mins 25 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,11,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1tb37cr,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0078.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",2 mins 56 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,12,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1pk2gmk,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0079.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",4 mins 26 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,13,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1jt1qvd,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0080.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",3 mins 20 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,14,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1f2104s,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0083.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",1 min 42 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,15,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z19907gz,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0084.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",1 min 12 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,16,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z15h9gq7,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0085.wav,Edigwu sings the children ancient song of Oturkpo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",2 mins 29 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,17,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z11r8r0x,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1964_b_0089.wav,Egbo songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1964,1964,R.G Armstrong,"Institute of African Studies, University of Ibadan",32 miins 39 secs,,Reel-to-Reel Tape,sound recording,sound recordings,,18,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1x36z05,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0040.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",04 mins 49 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1sb667c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0041.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",04 mins 31 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1nk5fg6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0042.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",09 mins 21 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1ht4psx,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0043.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",01 mins 50 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1d23z3c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0044.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",03 mins 16 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z18936c1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0046.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",05 mins 15 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z14j2fmv,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0047.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",01 mins 22 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 9,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z10w0d8d,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0048.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",05 mins 44 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1w39wtx,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0049.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",6 mins 17 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1rb9513,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0051.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",8 mins 53 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1mk8dbt,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0052.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",1 min 6 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1gt7nnj,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0053.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",9 mins 42 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 10,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1c26wx4,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0054.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",10 mins 29 sces,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 11,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1796549,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0055.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",1 min 42 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 11,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z13n43ws,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0057.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",8 mins 21 secs,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 11,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1zw3mc2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0058.wav,Alekwu Mask Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armsrong,"Institute of African Studies, University of Ibadan",10 mins 56 secds,,Reel-to-Reel Tape,sound recording,sound recordings,idu,Collection 11,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1v42vm6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0061.wav,The Iyere Ifa at Oshogbo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,Curt Wiltig,"Institute of African Studies, University of Ibadan",25 mins 26 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,Collection 2,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Ritual|~|Laudatory poetry, Yoruba"
Work,ark:/21198/z1qc23x9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0062.wav,The Iyere Ifa at Oshogbo,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,Curt Wiltig,"Institute of African Studies, University of Ibadan",20 mins 37 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,Collection 3,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Ritual|~|Laudatory poetry, Yoruba"
Work,ark:/21198/z1km1c8w,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0419.wav,Iyere Ifa 1,Ifa Divination Chant,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,September 1965,1965-09,Awotunde Aworinde|Ayansola Alarape|Susanne Wenger|Araba of Oshogbo|Prof. R.G Armstrong,"Institute of African Studies, University of Ibadan",32mins 47secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,1759,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
Work,ark:/21198/z1fv0mg8,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1965_b_0577.wav,Akiga's Story 1,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1965,1965,R.G. Armstrong| Ezekiel Akiga,"Institute of African Studies, University of Ibadan","01 hrs; 35 mins, 08 secs",,Reel-to-Reel Tape,sound recording,sound recordings,tiv,154,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,Nigeria|~|Tiv language|~|Folklore--Nigeria|~|Performing Arts
