Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z1qj9hrd,ark:/21198/z1jd6x7k,ias_meap_1964_b_0069.mp3,5,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,2 mins 16 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1ks8s13,ark:/21198/z1jd6x7k,ias_meap_1964_b_0070.mp3,6,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,1 min 12secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1g1818m,ark:/21198/z1jd6x7k,ias_meap_1964_b_0071.mp3,7,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,2 mins 23 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1b878kb,ark:/21198/z1jd6x7k,ias_meap_1964_b_0072.mp3,8,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,4 mins 6 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z16h6hw2,ark:/21198/z1jd6x7k,ias_meap_1964_b_0074.mp3,9,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,56 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z12r5s5r,ark:/21198/z1jd6x7k,ias_meap_1964_b_0075.mp3,10,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,1 min 17 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,"Nigeria, east|~|children songs, Idoma"
Work,ark:/21198/z1z058n9,ark:/21198/z1jd6x7k,ias_meap_1964_b_0077.mp3,11,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,2 mins 25 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1tb37cr,ark:/21198/z1jd6x7k,ias_meap_1964_b_0078.mp3,12,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,2 mins 56 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1pk2gmk,ark:/21198/z1jd6x7k,ias_meap_1964_b_0079.mp3,13,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,4 mins 26 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1jt1qvd,ark:/21198/z1jd6x7k,ias_meap_1964_b_0080.mp3,14,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,3 mins 20 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1f2104s,ark:/21198/z1jd6x7k,ias_meap_1964_b_0083.mp3,15,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,1 min 42 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z19907gz,ark:/21198/z1jd6x7k,ias_meap_1964_b_0084.mp3,16,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,1 min 12 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z15h9gq7,ark:/21198/z1jd6x7k,ias_meap_1964_b_0085.mp3,17,Edigwu sings the children ancient song of Oturkpo,,,,R.G. Armstrong|~|Curt Wiltig,"Institute of African Studies, University of Ibadan",,,1964,1964,idu,sound recording,sound recordings,2 mins 29 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,The ancient children songs of Oturkpo,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z11r8r0x,ark:/21198/z1jd6x7k,ias_meap_1964_b_0089.mp3,18,Egbo songs,,,,R.G Armstrong,"Institute of African Studies, University of Ibadan",,,1964,1964,,sound recording,sound recordings,32 miins 39 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Egbo songs,,Nigeria|~|Cultural heritage|~|Folk songs|~|Folk dance music
Work,ark:/21198/z1x36z05,ark:/21198/z1jd6x7k,ias_meap_1965_b_0040.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,04 mins 49 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1sb667c,ark:/21198/z1jd6x7k,ias_meap_1965_b_0041.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,04 mins 31 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1nk5fg6,ark:/21198/z1jd6x7k,ias_meap_1965_b_0042.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,09 mins 21 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1ht4psx,ark:/21198/z1jd6x7k,ias_meap_1965_b_0043.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,01 mins 50 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1d23z3c,ark:/21198/z1jd6x7k,ias_meap_1965_b_0044.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,03 mins 16 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z18936c1,ark:/21198/z1jd6x7k,ias_meap_1965_b_0046.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,05 mins 15 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z14j2fmv,ark:/21198/z1jd6x7k,ias_meap_1965_b_0047.mp3,Collection 9,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,01 mins 22 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 9,Collection 9,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z10w0d8d,ark:/21198/z1jd6x7k,ias_meap_1965_b_0048.mp3,Collection 10,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,05 mins 44 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 10,Collection 10,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1w39wtx,ark:/21198/z1jd6x7k,ias_meap_1965_b_0049.mp3,Collection 10,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,6 mins 17 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 10,Collection 10,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1rb9513,ark:/21198/z1jd6x7k,ias_meap_1965_b_0051.mp3,Collection 10,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,8 mins 53 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 10,Collection 10,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1mk8dbt,ark:/21198/z1jd6x7k,ias_meap_1965_b_0052.mp3,Collection 10,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,1 min 6 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 10,Collection 10,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1gt7nnj,ark:/21198/z1jd6x7k,ias_meap_1965_b_0053.mp3,Collection 10,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,9 mins 42 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 10,Collection 10,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1c26wx4,ark:/21198/z1jd6x7k,ias_meap_1965_b_0054.mp3,Collection 11,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,10 mins 29 sces,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 11,Collection 11,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1796549,ark:/21198/z1jd6x7k,ias_meap_1965_b_0055.mp3,Collection 11,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,1 min 42 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 11,Collection 11,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z13n43ws,ark:/21198/z1jd6x7k,ias_meap_1965_b_0057.mp3,Collection 11,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,8 mins 21 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 11,Collection 11,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
Work,ark:/21198/z1zw3mc2,ark:/21198/z1jd6x7k,ias_meap_1965_b_0058.mp3,Collection 11,Alekwu Mask Songs,,,,R.G. Armsrong,"Institute of African Studies, University of Ibadan",,,1965,1965,idu,sound recording,sound recordings,10 mins 56 secds,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 11,Collection 11,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma folk song,,Middle Belt (Nigeria)|~|Idoma drama|~|Masks--Nigeria
