Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.permission,Rights.publicationStatus,Coverage.geographic,Name.creator,Author,Rights.servicesContact,Language,Type.genre,Subject,Name.subject,Name.repository,Name.contributor,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.normalized,Date.creation,Description.note,Description.inscription,Description.abstract
Cruikshank (Margaret) Collection,ark:/21198/zz001bntrb,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,34,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Deadlines and Revisions,1981-05-06,"May 06, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntsv,ark:/21198/zz001bntrb,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntsv_748701_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnttc,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,33,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Howe, Florence",,,,,,,Response to Letter Regarding Deadlines and Revisions,1981-05-04,"May 4, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntvw,ark:/21198/zz001bnttc,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntvw_748709_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntwd,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,35,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Description of a Section in Book,1981-05-20,"May 20, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntxx,ark:/21198/zz001bntwd,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bntxx_748715_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bntzf,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,23,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Women of Color--Lesbians|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Feminist Press",,,,,,,Letter Regarding Table of Contents and Inclusion of Women of Color,1981-02-25,"February 25, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv0f,ark:/21198/zz001bntzf,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnv0f_748722_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv1z,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,24,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Howe, Florence|~|Phillips, Liz|~|Feminist Press",,,,,,,Letter Regarding Contract and Deadlines,1981-02-16,"February 16, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv2g,ark:/21198/zz001bnv1z,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnv2g_748730_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv30,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,37,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Zimmerman, Bonnie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Howe, Florence|~|Phillips, Liz|~|Feminist Press",,,,,,,Letter Regarding Progress and Revisions,1981-07-10,"July 10, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv4h,ark:/21198/zz001bnv30,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnv4h_748738_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv51,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,42,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Format of Bibliography,1981-08-18,"August 18, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv72,ark:/21198/zz001bnv51,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnv72_748748_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnv8k,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,43,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Payment to Contributors,1981-09-02,"September 2, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnvbm,ark:/21198/zz001bnv8k,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnvbm_748757_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnvc4,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,38,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Photographs for Book,1981-07-31,"July 31, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnvf5,ark:/21198/zz001bnvc4,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnvf5_748767_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnvgp,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,50,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Feminist Press",,,,,,,Letter Regarding Corrections,1981-12-21,"December 21, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bnvh6,ark:/21198/zz001bnvgp,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bnvh6_748778_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp2z8,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,49,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Moraga, Cherrie|~|Dixler, Elsa|~|Smith, Barbara, 1946-|~|Feminist Press|~|Koolish, Lynda",,,,,,,Letter Regarding Corrections,1981-11-23,"November 23, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp308,ark:/21198/zz001bp2z8,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp308_749237_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp31s,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,36,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Zimmerman, Bonnie|~|Dixler, Elsa|~|Howe, Florence|~|Feminist Press",,,,,,,Letter Regarding Deadlines and Photographs,1981-07-07,"July 7, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp329,ark:/21198/zz001bp31s,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp329_749240_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp33t,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,52,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Reorganization at Feminist Press and New Projects,1982-02-23,"February 23, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp34b,ark:/21198/zz001bp33t,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp34b_749243_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp35v,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,53,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Revised Introduction and Photographs,1982-03-03,"March 3, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp36c,ark:/21198/zz001bp35v,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp36c_749246_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp37w,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,55,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter Regarding Missing Articles and Deadlines,1982-05-05,"May 5, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp38d,ark:/21198/zz001bp37w,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp38d_749249_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp39x,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,41,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Receipt of Completed Manuscript,1981-08-08,"August 8, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3bf,ark:/21198/zz001bp39x,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3bf_749252_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3cz,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,39,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Receipt of Photos,1981-08-10,"August 10, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3dg,ark:/21198/zz001bp3cz,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3dg_749255_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3f0,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,40,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Receipt of Bibliography,1981-08-21,"August 21, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3gh,ark:/21198/zz001bp3f0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3gh_749258_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3h1,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,46,,,,text,copyrighted,N,unpublished,United States,,"Smith, Barbara, 1946-",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Cruikshank, Margaret|~|Koolish, Lynda",,,,,,,Letter Regarding Objections to Offensive Material,1981-10-25,"October 25, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3jj,ark:/21198/zz001bp3h1,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3jj_749261_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3k2,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,48,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Smith, Barbara, 1946-|~|Koolish, Lynda",,,,,,,Letter Regarding Withdrawal of Article,1981-11-16,"November 16, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3mk,ark:/21198/zz001bp3k2,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3mk_749264_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3n3,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,47,,,,text,copyrighted,N,unpublished,United States,,"Moraga, Cherrie|~|Cruikshank, Margaret|~|Smith, Barbara, 1946-",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Koolish, Lynda",,,,,,,Letter Regarding Issues with Offensive Material,1981-10-18,"October 18, 1981",Rights.statementLocal: Items contains lengthy quotes from multiple authors. Need to obtain permission to publish from original authors.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3pm,ark:/21198/zz001bp3n3,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3pm_749270_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3q4,ark:/21198/zz001bp3n3,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3q4_749273_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3rn,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,44,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Moraga, Cherrie|~|Koolish, Lynda",,,,,,,Letter Discussing Comments on Offensive Material,1981-09,"September, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3s5,ark:/21198/zz001bp3rn,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3s5_749276_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3tp,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,45,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|African American lesbians|~|Women of Color--Lesbians|~|Lesbian studies","Koolish, Lynda",,,,,,,Letter Pulling Offensive Material Out of Anthology,1981-09,"September, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3v6,ark:/21198/zz001bp3tp,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3v6_749279_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3wq,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,26,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,"Letter Regarding Contract, Deadlines, and Formatting",1981-03-03,"March 3, 1981",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3x7,ark:/21198/zz001bp3wq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3x7_749282_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp3zr,ark:/21198/zz001bp3wq,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp3zr_749285_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp40r,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,27,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Phillips, Liz|~|Feminist Press",,,,,,,Letter to Contributors Regarding Biographical Notes,1981-03-07,"March 7, 1981",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp418,ark:/21198/zz001bp40r,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp418_749288_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp42s,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,51,,,,text,copyrighted,N,unpublished,United States,,"Dixler, Elsa",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Feminist Press",,,,,,,Letter Regarding Editorial Suggestions for Introduction,1982-02-16,"February 16, 1982",Rights.statementLocal: Need to obtain permission to publish from original author.,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp439,ark:/21198/zz001bp42s,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp439_749291_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp44t,ark:/21198/zz001bp42s,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp44t_749294_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp45b,ark:/21198/zz001bp42s,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp45b_749297_master.tif,3,,,,,,,,,,,,,,,,,,,,,,Page 3,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp46v,ark:/21198/zz001bmsvz,2,Completed,ChildWork,,59,,,,text,copyrighted,Y,unpublished,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians--Education (Higher)--United States|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Dixler, Elsa|~|Feminist Press",,,,,,,Letter To Contributors Regarding Publishing Date,1982-05-06,"May 6, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp47c,ark:/21198/zz001bp46v,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp47c_749300_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp64s,ark:/21198/zz000s2z8d,2,Completed,Work,,8,,,,text,copyrighted,,,United States,,,,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret",,,,,,,New Lesbian Writing - Correspondence and Notes,1982/1984,Between 1982 and 1984,"Box 10, 6 Folders.|~|Correspondence related to the publication of New Lesbian Writing anthology. Selection includes notes, tentative tables of contents, lists of submissions, and correspondence relating to the overall structure of the anthology, its editing, publishing, and distribution.",,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp67b,ark:/21198/zz001bp64s,2,Completed,ChildWork,,11,,,,text,copyrighted,Y,N,United States,,"Cruikshank, Margaret",,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Gidlow, Elsa, 1898-|~|Rule, Jane|~|Anzaldua, Gloria|~|Allen, Paula Gunn|~|Namjoshi, Suniti, 1941-|~|Richardson, Ethel Florence Lindesay|~|Deming, Barbara, 1917-1984|~|Curb, Rosemary, 1940-|~|Annas, Pamela J|~|Meigs, Mary, 1917-2002|~|Vivien, Renée, 1877-1909|~|Brant, Beth, 1941-",,,,,,,Notes on Prose Content of New Lesbian Writing Anthology,1982/1984,Between 1982 and 1984,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp68v,ark:/21198/zz001bp67b,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp68v_749474_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp69c,ark:/21198/zz001bp64s,2,Completed,ChildWork,,1,,,,text,copyrighted,Y,N,United States,,"Cruikshank, Margaret",,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Gidlow, Elsa, 1898-|~|Anzaldua, Gloria|~|Allen, Paula Gunn|~|Namjoshi, Suniti, 1941-|~|Richardson, Ethel Florence Lindesay|~|Courtot, Martha, 1941-|~|Deming, Barbara, 1917-1984|~|Meigs, Mary, 1917-2002|~|Vivien, Renée, 1877-1909|~|Hacker, Marilyn, 1942-|~|Lapidus, Jacqueline",,,,,,,Tentative List of Works,1982-09-21,"September 21, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6bw,ark:/21198/zz001bp67b,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp6bw_749478_master.tif,2,,,,,,,,,,,,,,,,,,,,,,Page 2,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6cd,ark:/21198/zz001bp69c,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp6cd_749483_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6ff,ark:/21198/zz001bp64s,2,Completed,ChildWork,,2,,,,text,copyrighted,Y,N,United States,,"Cruikshank, Margaret",,eng,letters (correspondence),"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Gidlow, Elsa, 1898-|~|Allen, Paula Gunn|~|Richardson, Ethel Florence Lindesay|~|Red, Ida Vsw|~|Deming, Barbara, 1917-1984|~|Jay, Karla|~|Annas, Pamela J|~|Meigs, Mary, 1917-2002|~|Brant, Beth, 1941-|~|Grey Fox Press",,,,,,,"Memo to Contributors Regarding Publication, Bibliography, and Biographical Notes",1982-09-29,"September 29, 1982",,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6gz,ark:/21198/zz001bp6ff,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp6gz_749495_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6j0,ark:/21198/zz001bp64s,2,Completed,ChildWork,,6,,,,text,copyrighted,Y,N,United States,,"Cruikshank, Margaret",,eng,,"Lesbians--History|~|Lesbians in literature--History|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Courtot, Martha, 1941-|~|Davenport, Doris, 1949-|~|Red, Ida Vsw|~|Brodine, Karen|~|Canan, Janine|~|Hacker, Marilyn, 1942-|~|Lapidus, Jacqueline",,,,,,,Tentative List of Poetry,1982,1982,,,
Cruikshank (Margaret) Collection,ark:/21198/zz001bp6kh,ark:/21198/zz001bp6j0,2,Completed,ChildWork,cruikshank/images/masters/21198-zz001bp6kh_749502_master.tif,1,,,,,,,,,,,,,,,,,,,,,,Page 1,,,,,
